prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has billing period,has billing period,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,makes measurement,provides measurement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.8066; levenshtein=0.6842; semantic=0.9201; sequence_match=0.7429,False,0.8232,True,selected
DatatypeProperty,has firmware version,model,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5037; levenshtein=0.1111; semantic=0.5517; sequence_match=0.1739,False,0.4098,False,top-3 avg score 0.4098 < final_threshold 0.7
DatatypeProperty,has timestamp,billing period start,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.2778; semantic=0.3958; sequence_match=0.3333,False,0.4097,False,top-3 avg score 0.4097 < final_threshold 0.7
DatatypeProperty,has firmware version,tariff start date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5759; levenshtein=0.1667; semantic=0.4629; sequence_match=0.1818,False,0.4069,False,top-3 avg score 0.4069 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,tariff start date,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6556; levenshtein=0.2083; semantic=0.3561; sequence_match=0.2051,False,0.4067,False,top-3 avg score 0.4067 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,billing period start,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5989; levenshtein=0.1250; semantic=0.3328; sequence_match=0.2857,False,0.4058,False,top-3 avg score 0.4058 < final_threshold 0.7
DatatypeProperty,has start timestamp,geolocation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4831; levenshtein=0.1176; semantic=0.5187; sequence_match=0.2143,False,0.4053,False,top-3 avg score 0.4053 < final_threshold 0.7
DatatypeProperty,has timestamp,manufacturer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4778; levenshtein=0.0833; semantic=0.4825; sequence_match=0.2500,False,0.4034,False,top-3 avg score 0.4034 < final_threshold 0.7
DatatypeProperty,has version,manufacturer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4556; levenshtein=0.0833; semantic=0.4817; sequence_match=0.2727,False,0.4033,False,top-3 avg score 0.4033 < final_threshold 0.7
DatatypeProperty,has start timestamp,period end,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5033; levenshtein=0.1176; semantic=0.4759; sequence_match=0.2308,False,0.4033,False,top-3 avg score 0.4033 < final_threshold 0.7
DatatypeProperty,has firmware version,period end,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3889; levenshtein=0.1111; semantic=0.4504; sequence_match=0.3704,False,0.4032,False,top-3 avg score 0.4032 < final_threshold 0.7
DatatypeProperty,has fabrication number,period end,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5481; levenshtein=0.1500; semantic=0.3807; sequence_match=0.2759,False,0.4016,False,top-3 avg score 0.4016 < final_threshold 0.7
DatatypeProperty,has start timestamp,tariff duration,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4272; levenshtein=0.1765; semantic=0.4531; sequence_match=0.3226,False,0.401,False,top-3 avg score 0.4010 < final_threshold 0.7
DatatypeProperty,requires power,billing period end,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4455; levenshtein=0.2500; semantic=0.4813; sequence_match=0.2759,False,0.4009,False,top-3 avg score 0.4009 < final_threshold 0.7
DatatypeProperty,has model,fabrication number,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4559; levenshtein=0.1765; semantic=0.4990; sequence_match=0.2400,False,0.3983,False,top-3 avg score 0.3983 < final_threshold 0.7
DatatypeProperty,has model,geolocation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4773; levenshtein=0.0909; semantic=0.5062; sequence_match=0.2105,False,0.398,False,top-3 avg score 0.3980 < final_threshold 0.7
DatatypeProperty,has model,firmware version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4139; levenshtein=0.1333; semantic=0.5183; sequence_match=0.2609,False,0.3977,False,top-3 avg score 0.3977 < final_threshold 0.7
DatatypeProperty,has timestamp,geolocation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3990; levenshtein=0.0833; semantic=0.5307; sequence_match=0.2609,False,0.3969,False,top-3 avg score 0.3969 < final_threshold 0.7
DatatypeProperty,has model,manufacturer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.1667; semantic=0.5597; sequence_match=0.2000,False,0.3968,False,top-3 avg score 0.3968 < final_threshold 0.7
DatatypeProperty,has version,radio frequency level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5275; levenshtein=0.1579; semantic=0.4335; sequence_match=0.2069,False,0.3893,False,top-3 avg score 0.3893 < final_threshold 0.7
DatatypeProperty,has fabrication number,billing period start,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5389; levenshtein=0.1000; semantic=0.3645; sequence_match=0.2632,False,0.3889,False,top-3 avg score 0.3889 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,manufacturer,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5833; levenshtein=0.1667; semantic=0.4155; sequence_match=0.1111,False,0.3885,False,top-3 avg score 0.3885 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,recording timestamp,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5383; levenshtein=0.1667; semantic=0.3367; sequence_match=0.2857,False,0.3869,False,top-3 avg score 0.3869 < final_threshold 0.7
DatatypeProperty,has hardware version,billing period end,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4659; levenshtein=0.1111; semantic=0.3960; sequence_match=0.2941,False,0.3854,False,top-3 avg score 0.3854 < final_threshold 0.7
DatatypeProperty,has fabrication number,billing period end,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5083; levenshtein=0.1000; semantic=0.3680; sequence_match=0.2778,False,0.3847,False,top-3 avg score 0.3847 < final_threshold 0.7
DatatypeProperty,has manufacturer,tariff duration,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4984; levenshtein=0.2000; semantic=0.3768; sequence_match=0.2759,False,0.3837,False,top-3 avg score 0.3837 < final_threshold 0.7
DatatypeProperty,requires power,geolocation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3901; levenshtein=0.1538; semantic=0.5059; sequence_match=0.2500,False,0.382,False,top-3 avg score 0.3820 < final_threshold 0.7
DatatypeProperty,has start timestamp,billing date,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4496; levenshtein=0.1176; semantic=0.4781; sequence_match=0.2143,False,0.3807,False,top-3 avg score 0.3807 < final_threshold 0.7
DatatypeProperty,has manufacturer,version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4730; levenshtein=0.0667; semantic=0.4862; sequence_match=0.1818,False,0.3804,False,top-3 avg score 0.3804 < final_threshold 0.7
DatatypeProperty,has fabrication number,period start,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5040; levenshtein=0.1500; semantic=0.3765; sequence_match=0.2581,False,0.3795,False,top-3 avg score 0.3795 < final_threshold 0.7
DatatypeProperty,has fabrication number,radio frequency level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4931; levenshtein=0.1500; semantic=0.3869; sequence_match=0.2564,False,0.3788,False,top-3 avg score 0.3788 < final_threshold 0.7
DatatypeProperty,has firmware version,billing period start,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5046; levenshtein=0.1111; semantic=0.4581; sequence_match=0.1667,False,0.3765,False,top-3 avg score 0.3765 < final_threshold 0.7
DatatypeProperty,has timestamp,tariff duration,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4579; levenshtein=0.1429; semantic=0.4376; sequence_match=0.2308,False,0.3755,False,top-3 avg score 0.3755 < final_threshold 0.7
DatatypeProperty,has manufacturer,model,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4222; levenshtein=0.1333; semantic=0.5014; sequence_match=0.2000,False,0.3745,False,top-3 avg score 0.3745 < final_threshold 0.7
DatatypeProperty,has version,tariff start date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4722; levenshtein=0.2000; semantic=0.4105; sequence_match=0.2400,False,0.3742,False,top-3 avg score 0.3742 < final_threshold 0.7
DatatypeProperty,has start timestamp,version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4239; levenshtein=0.1176; semantic=0.5312; sequence_match=0.1667,False,0.3739,False,top-3 avg score 0.3739 < final_threshold 0.7
DatatypeProperty,has fabrication number,power,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4167; levenshtein=0.1500; semantic=0.4586; sequence_match=0.2400,False,0.3718,False,top-3 avg score 0.3718 < final_threshold 0.7
DatatypeProperty,has version,model,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4333; levenshtein=0.1000; semantic=0.5471; sequence_match=0.1333,False,0.3712,False,top-3 avg score 0.3712 < final_threshold 0.7
DatatypeProperty,has firmware version,period start,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4441; levenshtein=0.1111; semantic=0.4625; sequence_match=0.2069,False,0.3712,False,top-3 avg score 0.3712 < final_threshold 0.7
DatatypeProperty,has hardware version,recording timestamp,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4974; levenshtein=0.1111; semantic=0.4487; sequence_match=0.1667,False,0.3709,False,top-3 avg score 0.3709 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,fabrication number,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5350; levenshtein=0.2500; semantic=0.3270; sequence_match=0.1463,False,0.3706,False,top-3 avg score 0.3706 < final_threshold 0.7
DatatypeProperty,requires power,tariff start date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5060; levenshtein=0.0667; semantic=0.4555; sequence_match=0.1429,False,0.3681,False,top-3 avg score 0.3681 < final_threshold 0.7
DatatypeProperty,has manufacturer,billing date,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4601; levenshtein=0.2667; semantic=0.3764; sequence_match=0.2308,False,0.3677,False,top-3 avg score 0.3677 < final_threshold 0.7
DatatypeProperty,has manufacturer,interval duration,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4806; levenshtein=0.1250; semantic=0.4243; sequence_match=0.1935,False,0.3661,False,top-3 avg score 0.3661 < final_threshold 0.7
DatatypeProperty,has version,billing date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4606; levenshtein=0.0000; semantic=0.4453; sequence_match=0.1905,False,0.3655,False,top-3 avg score 0.3655 < final_threshold 0.7
DatatypeProperty,requires power,model,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4256; levenshtein=0.1538; semantic=0.5157; sequence_match=0.1111,False,0.3651,False,top-3 avg score 0.3651 < final_threshold 0.7
DatatypeProperty,has hardware version,billing period start,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5046; levenshtein=0.0556; semantic=0.4081; sequence_match=0.1667,False,0.3598,False,top-3 avg score 0.3598 < final_threshold 0.7
DatatypeProperty,has start timestamp,firmware version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4176; levenshtein=0.1765; semantic=0.4694; sequence_match=0.1875,False,0.3582,False,top-3 avg score 0.3582 < final_threshold 0.7
DatatypeProperty,has hardware version,period start,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4441; levenshtein=0.1111; semantic=0.4215; sequence_match=0.2069,False,0.3575,False,top-3 avg score 0.3575 < final_threshold 0.7
DatatypeProperty,has timestamp,radio frequency level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4693; levenshtein=0.1053; semantic=0.4054; sequence_match=0.1935,False,0.3561,False,top-3 avg score 0.3561 < final_threshold 0.7
DatatypeProperty,has manufacturer,radio frequency level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4688; levenshtein=0.2105; semantic=0.3623; sequence_match=0.2353,False,0.3555,False,top-3 avg score 0.3555 < final_threshold 0.7
DatatypeProperty,has model,period start,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4381; levenshtein=0.1818; semantic=0.4108; sequence_match=0.2105,False,0.3532,False,top-3 avg score 0.3532 < final_threshold 0.7
DatatypeProperty,has version,recording timestamp,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5333; levenshtein=0.0556; semantic=0.4534; sequence_match=0.0714,False,0.3527,False,top-3 avg score 0.3527 < final_threshold 0.7
DatatypeProperty,requires power,billing date,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4452; levenshtein=0.1538; semantic=0.4549; sequence_match=0.0833,False,0.3513,False,top-3 avg score 0.3513 < final_threshold 0.7
DatatypeProperty,has model,billing date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4381; levenshtein=0.0909; semantic=0.4026; sequence_match=0.2105,False,0.3504,False,top-3 avg score 0.3504 < final_threshold 0.7
DatatypeProperty,has model,tariff duration,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4643; levenshtein=0.1429; semantic=0.4025; sequence_match=0.1818,False,0.3495,False,top-3 avg score 0.3495 < final_threshold 0.7
DatatypeProperty,has model,interval duration,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4167; levenshtein=0.0625; semantic=0.4650; sequence_match=0.1667,False,0.3495,False,top-3 avg score 0.3495 < final_threshold 0.7
DatatypeProperty,has model,recording timestamp,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4907; levenshtein=0.1111; semantic=0.4011; sequence_match=0.1538,False,0.3486,False,top-3 avg score 0.3486 < final_threshold 0.7
DatatypeProperty,has model,billing period end,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4167; levenshtein=0.1875; semantic=0.3772; sequence_match=0.2500,False,0.348,False,top-3 avg score 0.3480 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,model,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4639; levenshtein=0.0833; semantic=0.4253; sequence_match=0.1379,False,0.3424,False,top-3 avg score 0.3424 < final_threshold 0.7
DatatypeProperty,has firmware version,billing date,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3687; levenshtein=0.1667; semantic=0.4904; sequence_match=0.1379,False,0.3419,False,top-3 avg score 0.3419 < final_threshold 0.7
DatatypeProperty,has manufacturer,recording timestamp,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4757; levenshtein=0.0556; semantic=0.3569; sequence_match=0.1818,False,0.3381,False,top-3 avg score 0.3381 < final_threshold 0.7
DatatypeProperty,has manufacturer,billing period start,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4667; levenshtein=0.1111; semantic=0.3530; sequence_match=0.1818,False,0.3338,False,top-3 avg score 0.3338 < final_threshold 0.7
DatatypeProperty,has manufacturer,period start,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4601; levenshtein=0.1333; semantic=0.3790; sequence_match=0.1538,False,0.331,False,top-3 avg score 0.3310 < final_threshold 0.7
DatatypeProperty,has timestamp,power,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4278; levenshtein=0.0833; semantic=0.4400; sequence_match=0.1176,False,0.3285,False,top-3 avg score 0.3285 < final_threshold 0.7
DatatypeProperty,has manufacturer,geolocation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3768; levenshtein=0.1333; semantic=0.4454; sequence_match=0.1538,False,0.3254,False,top-3 avg score 0.3254 < final_threshold 0.7
DatatypeProperty,has start timestamp,billing period end,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3435; levenshtein=0.0000; semantic=0.4353; sequence_match=0.1818,False,0.3202,False,top-3 avg score 0.3202 < final_threshold 0.7
DatatypeProperty,has start timestamp,radio frequency level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.3986; levenshtein=0.1053; semantic=0.3933; sequence_match=0.1667,False,0.3195,False,top-3 avg score 0.3195 < final_threshold 0.7
DatatypeProperty,has manufacturer,period end,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3926; levenshtein=0.0000; semantic=0.3959; sequence_match=0.1667,False,0.3184,False,top-3 avg score 0.3184 < final_threshold 0.7
DatatypeProperty,has hardware version,billing date,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3687; levenshtein=0.1111; semantic=0.4297; sequence_match=0.1379,False,0.3121,False,top-3 avg score 0.3121 < final_threshold 0.7
DatatypeProperty,has start timestamp,power,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4196; levenshtein=0.0588; semantic=0.4204; sequence_match=0.0909,False,0.3103,False,top-3 avg score 0.3103 < final_threshold 0.7
DatatypeProperty,has timestamp,period end,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2963; levenshtein=0.0833; semantic=0.4399; sequence_match=0.1905,False,0.3089,False,top-3 avg score 0.3089 < final_threshold 0.7
DatatypeProperty,has manufacturer,billing period end,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3514; levenshtein=0.1250; semantic=0.3666; sequence_match=0.1935,False,0.3038,False,top-3 avg score 0.3038 < final_threshold 0.7
DatatypeProperty,has model,billing period start,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4074; levenshtein=0.1111; semantic=0.3495; sequence_match=0.1538,False,0.3036,False,top-3 avg score 0.3036 < final_threshold 0.7
DatatypeProperty,has timestamp,billing period end,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3681; levenshtein=0.1250; semantic=0.3962; sequence_match=0.1429,False,0.3024,False,top-3 avg score 0.3024 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,billing date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4210; levenshtein=0.1250; semantic=0.3138; sequence_match=0.1714,False,0.3021,False,top-3 avg score 0.3021 < final_threshold 0.7
DatatypeProperty,has manufacturer,power,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1333; semantic=0.5078; sequence_match=0.2000,False,0.2804,False,top-3 avg score 0.2804 < final_threshold 0.7
DatatypeProperty,has start timestamp,model,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0588; semantic=0.4812; sequence_match=0.1818,False,0.2406,False,top-3 avg score 0.2406 < final_threshold 0.7
DatatypeProperty,has fabrication number,model,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1000; semantic=0.4587; sequence_match=0.1600,False,0.2396,False,top-3 avg score 0.2396 < final_threshold 0.7
