role,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
property,haspermission,haspermission,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,hasduty,hasduty,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,hasconstraint,hasconstraint,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,consequence,isconsequenceof,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8505; levenshtein=0.7333; semantic=0.8273; sequence_match=0.8462,False,0.8413,True,selected
property,inheritsfrom,isexclusive,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4823; levenshtein=0.1667; semantic=0.5658; sequence_match=0.2609,False,0.4363,False,top-3 avg score 0.4363 < final_threshold 0.6
property,or,involves,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5417; levenshtein=0.1250; semantic=0.5644; sequence_match=0.2000,False,0.4354,False,top-3 avg score 0.4354 < final_threshold 0.6
property,inheritrelation,hasrole,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5294; levenshtein=0.2000; semantic=0.5763; sequence_match=0.1818,False,0.4352,False,top-3 avg score 0.4352 < final_threshold 0.6
property,and,hasconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6068; levenshtein=0.1538; semantic=0.4480; sequence_match=0.2500,False,0.4349,False,top-3 avg score 0.4349 < final_threshold 0.6
property,andsequence,specifies,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5354; levenshtein=0.0909; semantic=0.4694; sequence_match=0.3000,False,0.4349,False,top-3 avg score 0.4349 < final_threshold 0.6
property,hasduty,isexclusive,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4892; levenshtein=0.0909; semantic=0.5931; sequence_match=0.2222,False,0.4348,False,top-3 avg score 0.4348 < final_threshold 0.6
property,and,constrains,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4778; levenshtein=0.2000; semantic=0.5189; sequence_match=0.3077,False,0.4348,False,top-3 avg score 0.4348 < final_threshold 0.6
property,assignee,expressedvia,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.1667; semantic=0.4737; sequence_match=0.3000,False,0.4338,False,top-3 avg score 0.4338 < final_threshold 0.6
property,haspermission,isremedyfor,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5464; levenshtein=0.3077; semantic=0.4474; sequence_match=0.2500,False,0.4338,False,top-3 avg score 0.4338 < final_threshold 0.6
property,inheritrelation,involves,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5056; levenshtein=0.2000; semantic=0.5351; sequence_match=0.2609,False,0.4338,False,top-3 avg score 0.4338 < final_threshold 0.6
property,scope,expressedvia,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5056; levenshtein=0.0833; semantic=0.5596; sequence_match=0.2353,False,0.4335,False,top-3 avg score 0.4335 < final_threshold 0.6
property,relation,hasright,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.0000; semantic=0.5488; sequence_match=0.2500,False,0.4329,False,top-3 avg score 0.4329 < final_threshold 0.6
property,failure,directlylinked,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5357; levenshtein=0.1429; semantic=0.4770; sequence_match=0.2857,False,0.4328,False,top-3 avg score 0.4328 < final_threshold 0.6
property,inheritrelation,hasconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5496; levenshtein=0.2000; semantic=0.5343; sequence_match=0.2143,False,0.4327,False,top-3 avg score 0.4327 < final_threshold 0.6
property,handlepolicyconflicts,isconsequenceof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5651; levenshtein=0.1429; semantic=0.4550; sequence_match=0.2778,False,0.4326,False,top-3 avg score 0.4326 < final_threshold 0.6
property,assignee,subclassof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4833; levenshtein=0.0000; semantic=0.4778; sequence_match=0.3333,False,0.4315,False,top-3 avg score 0.4315 < final_threshold 0.6
property,function,usesoperator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.0833; semantic=0.5629; sequence_match=0.3000,False,0.4311,False,top-3 avg score 0.4311 < final_threshold 0.6
property,hasaction,usesoperator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5093; levenshtein=0.1667; semantic=0.4985; sequence_match=0.2857,False,0.4311,False,top-3 avg score 0.4311 < final_threshold 0.6
property,or,hassubconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5208; levenshtein=0.1250; semantic=0.5490; sequence_match=0.2222,False,0.4307,False,top-3 avg score 0.4307 < final_threshold 0.6
property,andsequence,constrains,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5242; levenshtein=0.1818; semantic=0.4819; sequence_match=0.2857,False,0.4306,False,top-3 avg score 0.4306 < final_threshold 0.6
property,partof,hasconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4658; levenshtein=0.1538; semantic=0.5060; sequence_match=0.3158,False,0.4292,False,top-3 avg score 0.4292 < final_threshold 0.6
property,partof,specifies,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5185; levenshtein=0.1111; semantic=0.5023; sequence_match=0.2667,False,0.4292,False,top-3 avg score 0.4292 < final_threshold 0.6
property,targetpolicy,constrains,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4944; levenshtein=0.1667; semantic=0.5181; sequence_match=0.2727,False,0.4284,False,top-3 avg score 0.4284 < final_threshold 0.6
property,handlepolicyconflicts,haspart,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5238; levenshtein=0.1905; semantic=0.4749; sequence_match=0.2857,False,0.4281,False,top-3 avg score 0.4281 < final_threshold 0.6
property,targetpolicy,isexclusive,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5076; levenshtein=0.0833; semantic=0.5152; sequence_match=0.2609,False,0.4279,False,top-3 avg score 0.4279 < final_threshold 0.6
property,function,involves,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.0000; semantic=0.5336; sequence_match=0.2500,False,0.4279,False,top-3 avg score 0.4279 < final_threshold 0.6
property,hasoperator,violates,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4545; levenshtein=0.2727; semantic=0.5079; sequence_match=0.3158,False,0.4261,False,top-3 avg score 0.4261 < final_threshold 0.6
property,function,supports,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.1250; semantic=0.5559; sequence_match=0.2500,False,0.4260,False,top-3 avg score 0.4260 < final_threshold 0.6
property,assigner,violates,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.1250; semantic=0.5276; sequence_match=0.2500,False,0.4259,False,top-3 avg score 0.4259 < final_threshold 0.6
property,handlepolicyconflicts,hasright,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5060; levenshtein=0.1905; semantic=0.4941; sequence_match=0.2759,False,0.4253,False,top-3 avg score 0.4253 < final_threshold 0.6
property,assigner,directlylinked,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.1429; semantic=0.4899; sequence_match=0.2727,False,0.4248,False,top-3 avg score 0.4248 < final_threshold 0.6
property,failure,haspermission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5430; levenshtein=0.1538; semantic=0.5310; sequence_match=0.2000,False,0.4247,False,top-3 avg score 0.4247 < final_threshold 0.6
property,assigner,supports,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.0000; semantic=0.5239; sequence_match=0.2500,False,0.4246,False,top-3 avg score 0.4246 < final_threshold 0.6
property,target,hassubconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4861; levenshtein=0.1875; semantic=0.5127; sequence_match=0.2727,False,0.4238,False,top-3 avg score 0.4238 < final_threshold 0.6
property,inheritsfrom,directlylinked,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4579; levenshtein=0.0714; semantic=0.5816; sequence_match=0.2308,False,0.4234,False,top-3 avg score 0.4234 < final_threshold 0.6
property,targetpolicy,violates,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5472; levenshtein=0.0833; semantic=0.5225; sequence_match=0.2000,False,0.4232,False,top-3 avg score 0.4232 < final_threshold 0.6
property,relation,specifies,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4907; levenshtein=0.2222; semantic=0.5437; sequence_match=0.2353,False,0.4232,False,top-3 avg score 0.4232 < final_threshold 0.6
property,assignee,violates,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.1250; semantic=0.5179; sequence_match=0.2500,False,0.4226,False,top-3 avg score 0.4226 < final_threshold 0.6
property,inheritrelation,subclassof,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.2000; semantic=0.5272; sequence_match=0.2400,False,0.4224,False,top-3 avg score 0.4224 < final_threshold 0.6
property,scope,isremedyfor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5273; levenshtein=0.1818; semantic=0.4899; sequence_match=0.2500,False,0.4224,False,top-3 avg score 0.4224 < final_threshold 0.6
property,inheritrelation,expressedvia,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5167; levenshtein=0.2000; semantic=0.4532; sequence_match=0.2963,False,0.4221,False,top-3 avg score 0.4221 < final_threshold 0.6
property,inheritrelation,activateduponfailureof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5586; levenshtein=0.1818; semantic=0.3830; sequence_match=0.3243,False,0.4220,False,top-3 avg score 0.4220 < final_threshold 0.6
property,assigner,constrains,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4667; levenshtein=0.1000; semantic=0.5768; sequence_match=0.2222,False,0.4219,False,top-3 avg score 0.4219 < final_threshold 0.6
property,inheritsfrom,hasconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4872; levenshtein=0.0769; semantic=0.5374; sequence_match=0.2400,False,0.4215,False,top-3 avg score 0.4215 < final_threshold 0.6
property,consequence,hasduty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4892; levenshtein=0.1818; semantic=0.5505; sequence_match=0.2222,False,0.4206,False,top-3 avg score 0.4206 < final_threshold 0.6
property,obligation,haspart,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4952; levenshtein=0.1000; semantic=0.5306; sequence_match=0.2353,False,0.4204,False,top-3 avg score 0.4204 < final_threshold 0.6
property,target,supports,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.1250; semantic=0.5901; sequence_match=0.1429,False,0.4203,False,top-3 avg score 0.4203 < final_threshold 0.6
property,hasconstraint,subclassof,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4949; levenshtein=0.1538; semantic=0.5048; sequence_match=0.2609,False,0.4202,False,top-3 avg score 0.4202 < final_threshold 0.6
property,handlepolicyconflicts,hasparty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5635; levenshtein=0.1905; semantic=0.4211; sequence_match=0.2759,False,0.4201,False,top-3 avg score 0.4201 < final_threshold 0.6
property,onlyone,hasconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4799; levenshtein=0.2308; semantic=0.4803; sequence_match=0.3000,False,0.4200,False,top-3 avg score 0.4200 < final_threshold 0.6
property,hasaction,supports,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.0000; semantic=0.5656; sequence_match=0.2353,False,0.4198,False,top-3 avg score 0.4198 < final_threshold 0.6
property,assigner,isremedyfor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5379; levenshtein=0.1818; semantic=0.4052; sequence_match=0.3158,False,0.4196,False,top-3 avg score 0.4196 < final_threshold 0.6
property,consequence,activateduponfailureof,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4949; levenshtein=0.2273; semantic=0.5213; sequence_match=0.2424,False,0.4196,False,top-3 avg score 0.4196 < final_threshold 0.6
property,operand,hasparty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.1250; semantic=0.4988; sequence_match=0.2667,False,0.4185,False,top-3 avg score 0.4185 < final_threshold 0.6
property,relation,expressedvia,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.1667; semantic=0.5237; sequence_match=0.3000,False,0.4181,False,top-3 avg score 0.4181 < final_threshold 0.6
property,function,specifies,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4907; levenshtein=0.2222; semantic=0.5250; sequence_match=0.2353,False,0.4170,False,top-3 avg score 0.4170 < final_threshold 0.6
property,partof,violates,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5139; levenshtein=0.1250; semantic=0.4512; sequence_match=0.2857,False,0.4169,False,top-3 avg score 0.4169 < final_threshold 0.6
property,obligation,activateduponfailureof,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4576; levenshtein=0.2273; semantic=0.4803; sequence_match=0.3125,False,0.4168,False,top-3 avg score 0.4168 < final_threshold 0.6
property,handlepolicyconflicts,directlylinked,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5423; levenshtein=0.1905; semantic=0.4209; sequence_match=0.2857,False,0.4163,False,top-3 avg score 0.4163 < final_threshold 0.6
property,operand,hasrole,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.1429; semantic=0.5333; sequence_match=0.2857,False,0.4159,False,top-3 avg score 0.4159 < final_threshold 0.6
property,and,hassubconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5972; levenshtein=0.1250; semantic=0.4399; sequence_match=0.2105,False,0.4159,False,top-3 avg score 0.4159 < final_threshold 0.6
property,andsequence,hasconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4738; levenshtein=0.1538; semantic=0.4400; sequence_match=0.3333,False,0.4157,False,top-3 avg score 0.4157 < final_threshold 0.6
property,hasoperator,isconsequenceof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5434; levenshtein=0.2000; semantic=0.3957; sequence_match=0.3077,False,0.4156,False,top-3 avg score 0.4156 < final_threshold 0.6
property,andsequence,hassubconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5290; levenshtein=0.1250; semantic=0.4215; sequence_match=0.2963,False,0.4156,False,top-3 avg score 0.4156 < final_threshold 0.6
property,hasprohibition,activateduponfailureof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5200; levenshtein=0.1818; semantic=0.4479; sequence_match=0.2778,False,0.4152,False,top-3 avg score 0.4152 < final_threshold 0.6
property,hasconstraint,isremedyfor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5012; levenshtein=0.0769; semantic=0.4945; sequence_match=0.2500,False,0.4152,False,top-3 avg score 0.4152 < final_threshold 0.6
property,hasprohibition,isremedyfor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4957; levenshtein=0.2143; semantic=0.5084; sequence_match=0.2400,False,0.4147,False,top-3 avg score 0.4147 < final_threshold 0.6
property,assignee,usesoperator,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5278; levenshtein=0.1667; semantic=0.5492; sequence_match=0.1000,False,0.4146,False,top-3 avg score 0.4146 < final_threshold 0.6
property,targetpolicy,haspermission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5427; levenshtein=0.2308; semantic=0.4603; sequence_match=0.2400,False,0.4143,False,top-3 avg score 0.4143 < final_threshold 0.6
property,target,directlylinked,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4603; levenshtein=0.1429; semantic=0.5825; sequence_match=0.2000,False,0.4143,False,top-3 avg score 0.4143 < final_threshold 0.6
property,inheritrelation,isconsequenceof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5444; levenshtein=0.1333; semantic=0.4984; sequence_match=0.2000,False,0.4143,False,top-3 avg score 0.4143 < final_threshold 0.6
property,failure,hasright,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4901; levenshtein=0.1250; semantic=0.4854; sequence_match=0.2667,False,0.4140,False,top-3 avg score 0.4140 < final_threshold 0.6
property,function,isexclusive,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4773; levenshtein=0.1818; semantic=0.5540; sequence_match=0.2105,False,0.4139,False,top-3 avg score 0.4139 < final_threshold 0.6
property,assignee,isremedyfor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5379; levenshtein=0.0909; semantic=0.3870; sequence_match=0.3158,False,0.4136,False,top-3 avg score 0.4136 < final_threshold 0.6
property,scope,activateduponfailureof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5773; levenshtein=0.1364; semantic=0.4394; sequence_match=0.2222,False,0.4130,False,top-3 avg score 0.4130 < final_threshold 0.6
property,relation,hasparty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.0000; semantic=0.4887; sequence_match=0.2500,False,0.4129,False,top-3 avg score 0.4129 < final_threshold 0.6
property,inheritrelation,hasparty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5056; levenshtein=0.2000; semantic=0.4721; sequence_match=0.2609,False,0.4128,False,top-3 avg score 0.4128 < final_threshold 0.6
property,targetpolicy,hasright,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6139; levenshtein=0.1667; semantic=0.4573; sequence_match=0.1000,False,0.4126,False,top-3 avg score 0.4126 < final_threshold 0.6
property,failure,hasparty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.2500; semantic=0.4522; sequence_match=0.2667,False,0.4103,False,top-3 avg score 0.4103 < final_threshold 0.6
property,andsequence,activateduponfailureof,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5563; levenshtein=0.2273; semantic=0.4467; sequence_match=0.1818,False,0.4101,False,top-3 avg score 0.4101 < final_threshold 0.6
property,or,directlylinked,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5238; levenshtein=0.0714; semantic=0.5776; sequence_match=0.1250,False,0.4088,False,top-3 avg score 0.4088 < final_threshold 0.6
property,obligation,subclassof,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6000; levenshtein=0.2000; semantic=0.4252; sequence_match=0.1000,False,0.4084,False,top-3 avg score 0.4084 < final_threshold 0.6
property,obligation,hasrole,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4651; levenshtein=0.1000; semantic=0.5204; sequence_match=0.2353,False,0.4069,False,top-3 avg score 0.4069 < final_threshold 0.6
property,haspermission,directlylinked,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5139; levenshtein=0.0714; semantic=0.4839; sequence_match=0.2222,False,0.4067,False,top-3 avg score 0.4067 < final_threshold 0.6
property,or,supports,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.2500; semantic=0.5694; sequence_match=0.4000,False,0.4065,False,top-3 avg score 0.4065 < final_threshold 0.6
property,assignee,hasparty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.1250; semantic=0.4672; sequence_match=0.2500,False,0.4057,False,top-3 avg score 0.4057 < final_threshold 0.6
property,hasconstraint,violates,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4359; levenshtein=0.1538; semantic=0.5898; sequence_match=0.1905,False,0.4054,False,top-3 avg score 0.4054 < final_threshold 0.6
property,inheritsfrom,subclassof,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4056; levenshtein=0.1667; semantic=0.6287; sequence_match=0.1818,False,0.4054,False,top-3 avg score 0.4054 < final_threshold 0.6
property,assigner,expressedvia,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4444; levenshtein=0.1667; semantic=0.4704; sequence_match=0.3000,False,0.4050,False,top-3 avg score 0.4050 < final_threshold 0.6
property,inheritrelation,isremedyfor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5374; levenshtein=0.2667; semantic=0.3667; sequence_match=0.3077,False,0.4039,False,top-3 avg score 0.4039 < final_threshold 0.6
property,target,isremedyfor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5051; levenshtein=0.1818; semantic=0.4714; sequence_match=0.2353,False,0.4039,False,top-3 avg score 0.4039 < final_threshold 0.6
property,partof,expressedvia,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.0833; semantic=0.4882; sequence_match=0.2222,False,0.4035,False,top-3 avg score 0.4035 < final_threshold 0.6
property,handlepolicyconflicts,supports,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4484; levenshtein=0.1905; semantic=0.4860; sequence_match=0.2759,False,0.4034,False,top-3 avg score 0.4034 < final_threshold 0.6
property,haspermission,activateduponfailureof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5236; levenshtein=0.1818; semantic=0.4574; sequence_match=0.2286,False,0.4032,False,top-3 avg score 0.4032 < final_threshold 0.6
property,inheritsfrom,hasduty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4484; levenshtein=0.1667; semantic=0.5494; sequence_match=0.2105,False,0.4028,False,top-3 avg score 0.4028 < final_threshold 0.6
property,obligation,specifies,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4741; levenshtein=0.1000; semantic=0.5216; sequence_match=0.2105,False,0.4021,False,top-3 avg score 0.4021 < final_threshold 0.6
property,partof,haspermission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4658; levenshtein=0.2308; semantic=0.4237; sequence_match=0.3158,False,0.4018,False,top-3 avg score 0.4018 < final_threshold 0.6
property,partof,hassubconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4514; levenshtein=0.1250; semantic=0.4811; sequence_match=0.2727,False,0.4017,False,top-3 avg score 0.4017 < final_threshold 0.6
property,partof,isremedyfor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5051; levenshtein=0.1818; semantic=0.4645; sequence_match=0.2353,False,0.4016,False,top-3 avg score 0.4016 < final_threshold 0.6
property,operand,involves,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4226; levenshtein=0.0000; semantic=0.5151; sequence_match=0.2667,False,0.4015,False,top-3 avg score 0.4015 < final_threshold 0.6
property,targetpolicy,hassubconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5097; levenshtein=0.1875; semantic=0.4768; sequence_match=0.2143,False,0.4003,False,top-3 avg score 0.4003 < final_threshold 0.6
property,obligation,supports,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4833; levenshtein=0.1000; semantic=0.4909; sequence_match=0.2222,False,0.3988,False,top-3 avg score 0.3988 < final_threshold 0.6
property,hasduty,usesoperator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4484; levenshtein=0.1667; semantic=0.5374; sequence_match=0.2105,False,0.3988,False,top-3 avg score 0.3988 < final_threshold 0.6
property,assignee,supports,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4167; levenshtein=0.0000; semantic=0.5296; sequence_match=0.2500,False,0.3988,False,top-3 avg score 0.3988 < final_threshold 0.6
property,targetpolicy,hasduty,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4484; levenshtein=0.2500; semantic=0.4975; sequence_match=0.2105,False,0.3986,False,top-3 avg score 0.3986 < final_threshold 0.6
property,failure,hassubconstraint,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5387; levenshtein=0.1875; semantic=0.4697; sequence_match=0.1739,False,0.3986,False,top-3 avg score 0.3986 < final_threshold 0.6
property,assignee,constrains,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4472; levenshtein=0.1000; semantic=0.5262; sequence_match=0.2222,False,0.3986,False,top-3 avg score 0.3986 < final_threshold 0.6
property,relation,isconsequenceof,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4222; levenshtein=0.1333; semantic=0.5121; sequence_match=0.2609,False,0.3984,False,top-3 avg score 0.3984 < final_threshold 0.6
property,remedy,hasparty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.1250; semantic=0.4787; sequence_match=0.2857,False,0.3983,False,top-3 avg score 0.3983 < final_threshold 0.6
property,haspermission,violates,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4241; levenshtein=0.0769; semantic=0.5795; sequence_match=0.1905,False,0.3980,False,top-3 avg score 0.3980 < final_threshold 0.6
property,consequence,violates,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4381; levenshtein=0.0909; semantic=0.5450; sequence_match=0.2105,False,0.3979,False,top-3 avg score 0.3979 < final_threshold 0.6
property,target,haspermission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4658; levenshtein=0.1538; semantic=0.5170; sequence_match=0.2105,False,0.3978,False,top-3 avg score 0.3978 < final_threshold 0.6
property,scope,hasduty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4476; levenshtein=0.1429; semantic=0.5780; sequence_match=0.1667,False,0.3974,False,top-3 avg score 0.3974 < final_threshold 0.6
property,and,hasrole,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4921; levenshtein=0.1429; semantic=0.4990; sequence_match=0.2000,False,0.3970,False,top-3 avg score 0.3970 < final_threshold 0.6
property,consequence,involves,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4545; levenshtein=0.1818; semantic=0.5258; sequence_match=0.2105,False,0.3969,False,top-3 avg score 0.3969 < final_threshold 0.6
property,obligation,involves,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4472; levenshtein=0.0000; semantic=0.5213; sequence_match=0.2222,False,0.3969,False,top-3 avg score 0.3969 < final_threshold 0.6
property,hasoperator,subclassof,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4131; levenshtein=0.1818; semantic=0.4917; sequence_match=0.2857,False,0.3969,False,top-3 avg score 0.3969 < final_threshold 0.6
property,and,haspart,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4921; levenshtein=0.1429; semantic=0.4984; sequence_match=0.2000,False,0.3968,False,top-3 avg score 0.3968 < final_threshold 0.6
property,failure,constrains,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4143; levenshtein=0.1000; semantic=0.5389; sequence_match=0.2353,False,0.3962,False,top-3 avg score 0.3962 < final_threshold 0.6
property,or,expressedvia,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.0833; semantic=0.5178; sequence_match=0.1429,False,0.3961,False,top-3 avg score 0.3961 < final_threshold 0.6
property,hasduty,subclassof,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4651; levenshtein=0.1000; semantic=0.4875; sequence_match=0.2353,False,0.3960,False,top-3 avg score 0.3960 < final_threshold 0.6
property,targetpolicy,hasconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4637; levenshtein=0.1538; semantic=0.4812; sequence_match=0.2400,False,0.3950,False,top-3 avg score 0.3950 < final_threshold 0.6
property,andsequence,usesoperator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5076; levenshtein=0.0833; semantic=0.4159; sequence_match=0.2609,False,0.3948,False,top-3 avg score 0.3948 < final_threshold 0.6
property,remedy,isexclusive,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4192; levenshtein=0.0909; semantic=0.5291; sequence_match=0.2353,False,0.3945,False,top-3 avg score 0.3945 < final_threshold 0.6
property,function,violates,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4167; levenshtein=0.0000; semantic=0.5152; sequence_match=0.2500,False,0.3940,False,top-3 avg score 0.3940 < final_threshold 0.6
property,target,activateduponfailureof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4495; levenshtein=0.1364; semantic=0.4463; sequence_match=0.2857,False,0.3939,False,top-3 avg score 0.3939 < final_threshold 0.6
property,inheritrelation,hasduty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4730; levenshtein=0.1333; semantic=0.5258; sequence_match=0.1818,False,0.3935,False,top-3 avg score 0.3935 < final_threshold 0.6
