role,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
property,playsgame,playsgame,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,hasachievement,hasachievement,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,hasitem,hasitem,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,livesin,livesin,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,hasplayingarea,hasplayingarea,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,releasedate,hasreleasedate,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8074; levenshtein=0.7857; semantic=0.9390; sequence_match=0.8800,False,0.8754,True,selected
property,hasachievement,performsiap,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4706; levenshtein=0.0000; semantic=0.6195; sequence_match=0.0800,False,0.3900,False,top-3 avg score 0.3900 < final_threshold 0.6
property,iseventassociatedtoplayer,playsgame,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4515; levenshtein=0.1600; semantic=0.4228; sequence_match=0.2941,False,0.3895,False,top-3 avg score 0.3895 < final_threshold 0.6
property,isfriendwithplayer,hasreceived,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4596; levenshtein=0.2222; semantic=0.4842; sequence_match=0.2069,False,0.3887,False,top-3 avg score 0.3887 < final_threshold 0.6
property,purchasesgameoffering,performsiap,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5137; levenshtein=0.1905; semantic=0.4011; sequence_match=0.2500,False,0.3883,False,top-3 avg score 0.3883 < final_threshold 0.6
property,purchasesgameoffering,isusedin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3968; levenshtein=0.2381; semantic=0.4229; sequence_match=0.3448,False,0.3882,False,top-3 avg score 0.3882 < final_threshold 0.6
property,eventtime,haspaymentamount,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3981; levenshtein=0.1875; semantic=0.4332; sequence_match=0.3200,False,0.3838,False,top-3 avg score 0.3838 < final_threshold 0.6
property,username,obtained,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.0000; semantic=0.5539; sequence_match=0.1250,False,0.3837,False,top-3 avg score 0.3837 < final_threshold 0.6
property,hasplayingarea,performsiap,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4706; levenshtein=0.0714; semantic=0.5085; sequence_match=0.1600,False,0.3797,False,top-3 avg score 0.3797 < final_threshold 0.6
property,iseventassociatedtoplayer,performsiap,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4840; levenshtein=0.2000; semantic=0.4295; sequence_match=0.2222,False,0.3786,False,top-3 avg score 0.3786 < final_threshold 0.6
property,iseventassociatedtoplayer,haspurchasetime,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5052; levenshtein=0.2400; semantic=0.3888; sequence_match=0.1500,False,0.3780,False,top-3 avg score 0.3780 < final_threshold 0.6
property,purchasesgameoffering,obtained,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4484; levenshtein=0.0952; semantic=0.4786; sequence_match=0.2069,False,0.3780,False,top-3 avg score 0.3780 < final_threshold 0.6
property,playsgame,isusedin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4120; levenshtein=0.1111; semantic=0.4806; sequence_match=0.2353,False,0.3760,False,top-3 avg score 0.3760 < final_threshold 0.6
property,eventtime,playsgame,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4815; levenshtein=0.2222; semantic=0.4231; sequence_match=0.2222,False,0.3756,False,top-3 avg score 0.3756 < final_threshold 0.6
property,isfriendwithplayer,haspurchasetime,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5759; levenshtein=0.1111; semantic=0.4239; sequence_match=0.1212,False,0.3737,False,top-3 avg score 0.3737 < final_threshold 0.6
property,ownsitem,isusedin,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4722; levenshtein=0.1250; semantic=0.5207; sequence_match=0.1250,False,0.3726,False,top-3 avg score 0.3726 < final_threshold 0.6
property,hasgamegenre,livesin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4484; levenshtein=0.1667; semantic=0.4509; sequence_match=0.2105,False,0.3699,False,top-3 avg score 0.3699 < final_threshold 0.6
property,eventtime,performsiap,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4242; levenshtein=0.1818; semantic=0.4825; sequence_match=0.2000,False,0.3689,False,top-3 avg score 0.3689 < final_threshold 0.6
property,livesin,madepurchase,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4087; levenshtein=0.0833; semantic=0.4813; sequence_match=0.2105,False,0.3669,False,top-3 avg score 0.3669 < final_threshold 0.6
property,eventtime,madepurchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4630; levenshtein=0.1667; semantic=0.4368; sequence_match=0.1905,False,0.3634,False,top-3 avg score 0.3634 < final_threshold 0.6
property,livesin,canuse,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3730; levenshtein=0.1429; semantic=0.5497; sequence_match=0.1538,False,0.3589,False,top-3 avg score 0.3589 < final_threshold 0.6
property,iseventassociatedtoplayer,canuse,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5444; levenshtein=0.1200; semantic=0.3974; sequence_match=0.1290,False,0.3570,False,top-3 avg score 0.3570 < final_threshold 0.6
property,livesin,haspaymentamount,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4276; levenshtein=0.1250; semantic=0.4614; sequence_match=0.1739,False,0.3543,False,top-3 avg score 0.3543 < final_threshold 0.6
property,hasgamegenre,obtained,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4306; levenshtein=0.1667; semantic=0.4289; sequence_match=0.2000,False,0.3532,False,top-3 avg score 0.3532 < final_threshold 0.6
property,isfriendwithplayer,canuse,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4444; levenshtein=0.1111; semantic=0.4194; sequence_match=0.1667,False,0.3435,False,top-3 avg score 0.3435 < final_threshold 0.6
property,iseventassociatedtoplayer,madepurchase,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4689; levenshtein=0.1600; semantic=0.3831; sequence_match=0.1081,False,0.3373,False,top-3 avg score 0.3373 < final_threshold 0.6
property,livesin,haspurchasetime,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4032; levenshtein=0.1333; semantic=0.4217; sequence_match=0.1818,False,0.3356,False,top-3 avg score 0.3356 < final_threshold 0.6
property,hasgamegenre,performsiap,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4904; levenshtein=0.0000; semantic=0.4276; sequence_match=0.0870,False,0.3350,False,top-3 avg score 0.3350 < final_threshold 0.6
property,eventtime,hasplayingarea,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4048; levenshtein=0.1429; semantic=0.4475; sequence_match=0.0870,False,0.3317,False,top-3 avg score 0.3317 < final_threshold 0.6
property,eventtime,canuse,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3519; levenshtein=0.2222; semantic=0.4116; sequence_match=0.1333,False,0.3286,False,top-3 avg score 0.3286 < final_threshold 0.6
property,purchasesgameoffering,livesin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2937; levenshtein=0.1905; semantic=0.4011; sequence_match=0.2857,False,0.3268,False,top-3 avg score 0.3268 < final_threshold 0.6
property,eventtime,hasplayed,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4074; levenshtein=0.0000; semantic=0.4030; sequence_match=0.1111,False,0.3072,False,top-3 avg score 0.3072 < final_threshold 0.6
