prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has license,has license,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has version,has version,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has output,has output format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9200; levenshtein=0.6000; semantic=0.8329; sequence_match=0.7500,False,0.8343,True,selected
ObjectProperty,has license,uses algorithm instance,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5349; levenshtein=0.2857; semantic=0.4669; sequence_match=0.2581,False,0.4292,False,top-3 avg score 0.4292 < final_threshold 0.7
ObjectProperty,has clause,develops,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4907; levenshtein=0.2222; semantic=0.5729; sequence_match=0.1176,False,0.4286,False,top-3 avg score 0.4286 < final_threshold 0.7
ObjectProperty,has version,specifies format,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6111; levenshtein=0.1333; semantic=0.5412; sequence_match=0.0800,False,0.4285,False,top-3 avg score 0.4285 < final_threshold 0.7
ObjectProperty,is software for,for tool version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5366; levenshtein=0.2143; semantic=0.5267; sequence_match=0.2222,False,0.4285,False,top-3 avg score 0.4285 < final_threshold 0.7
ObjectProperty,is alternative format of,uses algorithm instance,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6349; levenshtein=0.1905; semantic=0.3171; sequence_match=0.3333,False,0.4284,False,top-3 avg score 0.4284 < final_threshold 0.7
ObjectProperty,has function,supports task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4823; levenshtein=0.0833; semantic=0.6289; sequence_match=0.1739,False,0.4284,False,top-3 avg score 0.4284 < final_threshold 0.7
ObjectProperty,has clause,version has export capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5214; levenshtein=0.1923; semantic=0.4770; sequence_match=0.2857,False,0.428,False,top-3 avg score 0.4280 < final_threshold 0.7
ObjectProperty,has specified data input,used by tool,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5302; levenshtein=0.1905; semantic=0.4956; sequence_match=0.2581,False,0.4279,False,top-3 avg score 0.4279 < final_threshold 0.7
ObjectProperty,has function,uses algorithm instance,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5777; levenshtein=0.1905; semantic=0.4558; sequence_match=0.2500,False,0.4278,False,top-3 avg score 0.4278 < final_threshold 0.7
ObjectProperty,has specified data output,has community involvement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5988; levenshtein=0.2174; semantic=0.4170; sequence_match=0.2667,False,0.4275,False,top-3 avg score 0.4275 < final_threshold 0.7
ObjectProperty,is software for,version has export capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5846; levenshtein=0.1923; semantic=0.4412; sequence_match=0.2564,False,0.4274,False,top-3 avg score 0.4274 < final_threshold 0.7
ObjectProperty,uses platform,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5881; levenshtein=0.1333; semantic=0.4719; sequence_match=0.2222,False,0.4274,False,top-3 avg score 0.4274 < final_threshold 0.7
ObjectProperty,has license,involves developer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5399; levenshtein=0.1765; semantic=0.5200; sequence_match=0.2222,False,0.4274,False,top-3 avg score 0.4274 < final_threshold 0.7
ObjectProperty,has license,uses algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5205; levenshtein=0.1538; semantic=0.5875; sequence_match=0.1739,False,0.4273,False,top-3 avg score 0.4273 < final_threshold 0.7
ObjectProperty,is alternative format of,involves community,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5548; levenshtein=0.1905; semantic=0.3587; sequence_match=0.3684,False,0.4273,False,top-3 avg score 0.4273 < final_threshold 0.7
ObjectProperty,implements,has help resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5444; levenshtein=0.1333; semantic=0.4973; sequence_match=0.2400,False,0.4272,False,top-3 avg score 0.4272 < final_threshold 0.7
ObjectProperty,implements,specifies format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.0667; semantic=0.4861; sequence_match=0.2400,False,0.4272,False,top-3 avg score 0.4272 < final_threshold 0.7
ObjectProperty,uses software,version has export capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5331; levenshtein=0.1923; semantic=0.4850; sequence_match=0.2632,False,0.4271,False,top-3 avg score 0.4271 < final_threshold 0.7
ObjectProperty,uses platform,involves tool,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5444; levenshtein=0.0833; semantic=0.4844; sequence_match=0.2500,False,0.4263,False,top-3 avg score 0.4263 < final_threshold 0.7
ObjectProperty,has declared status,performs task,jaro_winkler+sequence_match+semantic,jaro_winkler=0.4510; levenshtein=0.2941; semantic=0.4130; sequence_match=0.4138,False,0.4259,False,top-3 avg score 0.4259 < final_threshold 0.7
ObjectProperty,has input,provides export,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.2143; semantic=0.4930; sequence_match=0.2727,False,0.4259,False,top-3 avg score 0.4259 < final_threshold 0.7
ObjectProperty,uses platform,created by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.4639; sequence_match=0.2857,False,0.4258,False,top-3 avg score 0.4258 < final_threshold 0.7
ObjectProperty,is developed by,has feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5103; levenshtein=0.1538; semantic=0.5058; sequence_match=0.2609,False,0.4256,False,top-3 avg score 0.4256 < final_threshold 0.7
ObjectProperty,has output,involves community,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4766; levenshtein=0.1765; semantic=0.4926; sequence_match=0.3077,False,0.4256,False,top-3 avg score 0.4256 < final_threshold 0.7
ObjectProperty,has function,performs task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3990; levenshtein=0.1667; semantic=0.7038; sequence_match=0.1739,False,0.4256,False,top-3 avg score 0.4256 < final_threshold 0.7
ObjectProperty,is alternative format of,provides export,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5423; levenshtein=0.1429; semantic=0.3905; sequence_match=0.3429,False,0.4252,False,top-3 avg score 0.4252 < final_threshold 0.7
ObjectProperty,has input,supports task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.0833; semantic=0.5472; sequence_match=0.2000,False,0.425,False,top-3 avg score 0.4250 < final_threshold 0.7
ObjectProperty,uses software,involves developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4369; levenshtein=0.1765; semantic=0.5621; sequence_match=0.2759,False,0.425,False,top-3 avg score 0.4250 < final_threshold 0.7
ObjectProperty,is software for,concerns tool,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5427; levenshtein=0.0769; semantic=0.4920; sequence_match=0.2400,False,0.4249,False,top-3 avg score 0.4249 < final_threshold 0.7
ObjectProperty,has function,involves tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4823; levenshtein=0.1667; semantic=0.5311; sequence_match=0.2609,False,0.4248,False,top-3 avg score 0.4248 < final_threshold 0.7
ObjectProperty,is software for,has modification,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5731; levenshtein=0.2667; semantic=0.4338; sequence_match=0.1429,False,0.4245,False,top-3 avg score 0.4245 < final_threshold 0.7
ObjectProperty,has output,exports from format,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4766; levenshtein=0.1765; semantic=0.6187; sequence_match=0.1538,False,0.4239,False,top-3 avg score 0.4239 < final_threshold 0.7
ObjectProperty,has declared status,has community involvement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5662; levenshtein=0.1304; semantic=0.4050; sequence_match=0.3000,False,0.4237,False,top-3 avg score 0.4237 < final_threshold 0.7
ObjectProperty,has specified data output,exports from format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4864; levenshtein=0.1364; semantic=0.5788; sequence_match=0.2051,False,0.4234,False,top-3 avg score 0.4234 < final_threshold 0.7
ObjectProperty,is encoded in,has maintenance status,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5193; levenshtein=0.2000; semantic=0.4282; sequence_match=0.3226,False,0.4233,False,top-3 avg score 0.4233 < final_threshold 0.7
ObjectProperty,is alternative format of,has help resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5548; levenshtein=0.1905; semantic=0.4368; sequence_match=0.2778,False,0.4231,False,top-3 avg score 0.4231 < final_threshold 0.7
ObjectProperty,implements,creates data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5045; levenshtein=0.1818; semantic=0.4788; sequence_match=0.2857,False,0.423,False,top-3 avg score 0.4230 < final_threshold 0.7
ObjectProperty,is developed by,version has feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5072; levenshtein=0.1176; semantic=0.4951; sequence_match=0.2667,False,0.423,False,top-3 avg score 0.4230 < final_threshold 0.7
ObjectProperty,is encoded in,version has export capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5533; levenshtein=0.1923; semantic=0.4441; sequence_match=0.2703,False,0.4226,False,top-3 avg score 0.4226 < final_threshold 0.7
ObjectProperty,uses platform,creates data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3990; levenshtein=0.0833; semantic=0.5146; sequence_match=0.3478,False,0.4205,False,top-3 avg score 0.4205 < final_threshold 0.7
ObjectProperty,has interface,involves developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4369; levenshtein=0.1176; semantic=0.5485; sequence_match=0.2759,False,0.4204,False,top-3 avg score 0.4204 < final_threshold 0.7
ObjectProperty,uses platform,involves collaborator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4889; levenshtein=0.2500; semantic=0.3972; sequence_match=0.3750,False,0.4203,False,top-3 avg score 0.4203 < final_threshold 0.7
ObjectProperty,is encoded in,has version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5848; levenshtein=0.0909; semantic=0.4839; sequence_match=0.1905,False,0.4197,False,top-3 avg score 0.4197 < final_threshold 0.7
ObjectProperty,implements,has valid input,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5103; levenshtein=0.1538; semantic=0.4879; sequence_match=0.2609,False,0.4197,False,top-3 avg score 0.4197 < final_threshold 0.7
ObjectProperty,has license,has output format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.2000; semantic=0.5183; sequence_match=0.2400,False,0.4194,False,top-3 avg score 0.4194 < final_threshold 0.7
ObjectProperty,uses software,involves collaborator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4889; levenshtein=0.2000; semantic=0.4568; sequence_match=0.3125,False,0.4194,False,top-3 avg score 0.4194 < final_threshold 0.7
ObjectProperty,has clause,performs task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.0833; semantic=0.5387; sequence_match=0.1905,False,0.419,False,top-3 avg score 0.4190 < final_threshold 0.7
ObjectProperty,has specified data output,implemented in language,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5102; levenshtein=0.1818; semantic=0.4670; sequence_match=0.2791,False,0.4188,False,top-3 avg score 0.4188 < final_threshold 0.7
ObjectProperty,is encoded in,used by tool,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5045; levenshtein=0.1818; semantic=0.4660; sequence_match=0.2857,False,0.4187,False,top-3 avg score 0.4187 < final_threshold 0.7
ObjectProperty,is encoded in,has input format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4665; levenshtein=0.1429; semantic=0.5498; sequence_match=0.2400,False,0.4187,False,top-3 avg score 0.4187 < final_threshold 0.7
ObjectProperty,uses platform,has export capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5077; levenshtein=0.2105; semantic=0.4243; sequence_match=0.3226,False,0.4182,False,top-3 avg score 0.4182 < final_threshold 0.7
ObjectProperty,has function,available from,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5012; levenshtein=0.1538; semantic=0.5034; sequence_match=0.2500,False,0.4182,False,top-3 avg score 0.4182 < final_threshold 0.7
ObjectProperty,has interface,concerns tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4778; levenshtein=0.0833; semantic=0.5267; sequence_match=0.2500,False,0.4182,False,top-3 avg score 0.4182 < final_threshold 0.7
ObjectProperty,has function,involves community,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4661; levenshtein=0.1176; semantic=0.5024; sequence_match=0.2857,False,0.4181,False,top-3 avg score 0.4181 < final_threshold 0.7
ObjectProperty,is developed by,has license,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4949; levenshtein=0.1538; semantic=0.4984; sequence_match=0.2609,False,0.418,False,top-3 avg score 0.4180 < final_threshold 0.7
ObjectProperty,uses software,has input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5516; levenshtein=0.1429; semantic=0.4712; sequence_match=0.2308,False,0.4179,False,top-3 avg score 0.4179 < final_threshold 0.7
ObjectProperty,has input,used by tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4833; levenshtein=0.1000; semantic=0.5473; sequence_match=0.2222,False,0.4176,False,top-3 avg score 0.4176 < final_threshold 0.7
ObjectProperty,has license,available from,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4859; levenshtein=0.2308; semantic=0.5056; sequence_match=0.2609,False,0.4174,False,top-3 avg score 0.4174 < final_threshold 0.7
ObjectProperty,implements,involves collaborator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5222; levenshtein=0.2000; semantic=0.4631; sequence_match=0.2667,False,0.4173,False,top-3 avg score 0.4173 < final_threshold 0.7
ObjectProperty,is alternative format of,implemented in language,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5820; levenshtein=0.1905; semantic=0.3353; sequence_match=0.3333,False,0.4169,False,top-3 avg score 0.4169 < final_threshold 0.7
ObjectProperty,has specified data input,performs task,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4960; levenshtein=0.2381; semantic=0.5164; sequence_match=0.1212,False,0.4169,False,top-3 avg score 0.4169 < final_threshold 0.7
ObjectProperty,has output,uses algorithm instance,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5952; levenshtein=0.1905; semantic=0.4644; sequence_match=0.1333,False,0.4167,False,top-3 avg score 0.4167 < final_threshold 0.7
ObjectProperty,is developed by,involves collaborator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5342; levenshtein=0.2500; semantic=0.4118; sequence_match=0.3030,False,0.4164,False,top-3 avg score 0.4164 < final_threshold 0.7
ObjectProperty,has format specification,uses algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5523; levenshtein=0.1818; semantic=0.4670; sequence_match=0.2286,False,0.416,False,top-3 avg score 0.4160 < final_threshold 0.7
ObjectProperty,has version,uses algorithm instance,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6020; levenshtein=0.1905; semantic=0.4516; sequence_match=0.1935,False,0.4157,False,top-3 avg score 0.4157 < final_threshold 0.7
ObjectProperty,has interface,specifies format,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5405; levenshtein=0.2000; semantic=0.5065; sequence_match=0.1481,False,0.4157,False,top-3 avg score 0.4157 < final_threshold 0.7
ObjectProperty,has format specification,uses algorithm instance,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6010; levenshtein=0.1364; semantic=0.3649; sequence_match=0.2791,False,0.415,False,top-3 avg score 0.4150 < final_threshold 0.7
ObjectProperty,is encoded in,has valid input,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4738; levenshtein=0.1538; semantic=0.4368; sequence_match=0.3333,False,0.4146,False,top-3 avg score 0.4146 < final_threshold 0.7
ObjectProperty,uses software,has development model,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4386; levenshtein=0.2632; semantic=0.4827; sequence_match=0.3226,False,0.4146,False,top-3 avg score 0.4146 < final_threshold 0.7
ObjectProperty,has specified data input,uses algorithm instance,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5175; levenshtein=0.1429; semantic=0.4874; sequence_match=0.2381,False,0.4143,False,top-3 avg score 0.4143 < final_threshold 0.7
ObjectProperty,uses platform,has license,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5056; levenshtein=0.1667; semantic=0.5556; sequence_match=0.1818,False,0.4143,False,top-3 avg score 0.4143 < final_threshold 0.7
ObjectProperty,uses software,exports from format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5222; levenshtein=0.1765; semantic=0.4439; sequence_match=0.2759,False,0.414,False,top-3 avg score 0.4140 < final_threshold 0.7
ObjectProperty,uses platform,version has export capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5331; levenshtein=0.1538; semantic=0.4456; sequence_match=0.2632,False,0.414,False,top-3 avg score 0.4140 < final_threshold 0.7
ObjectProperty,is developed by,uses algorithm,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5385; levenshtein=0.2308; semantic=0.4720; sequence_match=0.0769,False,0.4138,False,top-3 avg score 0.4138 < final_threshold 0.7
ObjectProperty,has specified data output,performs task,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4910; levenshtein=0.2273; semantic=0.5199; sequence_match=0.1176,False,0.4127,False,top-3 avg score 0.4127 < final_threshold 0.7
ObjectProperty,is software for,uses algorithm instance,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5404; levenshtein=0.1905; semantic=0.4027; sequence_match=0.2941,False,0.4124,False,top-3 avg score 0.4124 < final_threshold 0.7
ObjectProperty,has specified data input,uses algorithm,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5269; levenshtein=0.1429; semantic=0.5652; sequence_match=0.0588,False,0.4116,False,top-3 avg score 0.4116 < final_threshold 0.7
ObjectProperty,has declared status,has pricing model,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5309; levenshtein=0.1765; semantic=0.3285; sequence_match=0.3750,False,0.4115,False,top-3 avg score 0.4115 < final_threshold 0.7
ObjectProperty,implements,runs on,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4222; levenshtein=0.1000; semantic=0.5620; sequence_match=0.2500,False,0.4114,False,top-3 avg score 0.4114 < final_threshold 0.7
ObjectProperty,is software for,supports task,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5427; levenshtein=0.0769; semantic=0.4505; sequence_match=0.2400,False,0.4111,False,top-3 avg score 0.4111 < final_threshold 0.7
ObjectProperty,has output,specifies format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5111; levenshtein=0.1333; semantic=0.5549; sequence_match=0.1667,False,0.4109,False,top-3 avg score 0.4109 < final_threshold 0.7
ObjectProperty,has version,provides export,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5095; levenshtein=0.2143; semantic=0.4731; sequence_match=0.2500,False,0.4109,False,top-3 avg score 0.4109 < final_threshold 0.7
ObjectProperty,implements,uses algorithm instance,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5349; levenshtein=0.1905; semantic=0.5040; sequence_match=0.1935,False,0.4108,False,top-3 avg score 0.4108 < final_threshold 0.7
ObjectProperty,is developed by,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5094; levenshtein=0.1333; semantic=0.4367; sequence_match=0.2857,False,0.4106,False,top-3 avg score 0.4106 < final_threshold 0.7
ObjectProperty,is alternative format of,involves developer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5786; levenshtein=0.2381; semantic=0.3900; sequence_match=0.2632,False,0.4106,False,top-3 avg score 0.4106 < final_threshold 0.7
ObjectProperty,is encoded in,has developer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4904; levenshtein=0.1667; semantic=0.4799; sequence_match=0.2609,False,0.4104,False,top-3 avg score 0.4104 < final_threshold 0.7
ObjectProperty,has clause,used by tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4037; levenshtein=0.0000; semantic=0.5116; sequence_match=0.3158,False,0.4104,False,top-3 avg score 0.4104 < final_threshold 0.7
ObjectProperty,has format specification,provides export,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4784; levenshtein=0.1818; semantic=0.5285; sequence_match=0.2222,False,0.4097,False,top-3 avg score 0.4097 < final_threshold 0.7
ObjectProperty,uses platform,has modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4500; levenshtein=0.2000; semantic=0.4828; sequence_match=0.2963,False,0.4097,False,top-3 avg score 0.4097 < final_threshold 0.7
ObjectProperty,has output,performs task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4167; levenshtein=0.1667; semantic=0.6204; sequence_match=0.1905,False,0.4092,False,top-3 avg score 0.4092 < final_threshold 0.7
ObjectProperty,has clause,supports task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5093; levenshtein=0.0833; semantic=0.5234; sequence_match=0.1905,False,0.4077,False,top-3 avg score 0.4077 < final_threshold 0.7
ObjectProperty,has input,performs task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.0833; semantic=0.5921; sequence_match=0.2000,False,0.4076,False,top-3 avg score 0.4076 < final_threshold 0.7
ObjectProperty,has output,used by tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4481; levenshtein=0.1000; semantic=0.5611; sequence_match=0.2105,False,0.4066,False,top-3 avg score 0.4066 < final_threshold 0.7
ObjectProperty,is encoded in,runs on,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4798; levenshtein=0.2727; semantic=0.4668; sequence_match=0.2353,False,0.4065,False,top-3 avg score 0.4065 < final_threshold 0.7
ObjectProperty,is alternative format of,develops,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5675; levenshtein=0.1905; semantic=0.3746; sequence_match=0.2759,False,0.406,False,top-3 avg score 0.4060 < final_threshold 0.7
ObjectProperty,has format specification,involves data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4798; levenshtein=0.1818; semantic=0.5016; sequence_match=0.2353,False,0.4056,False,top-3 avg score 0.4056 < final_threshold 0.7
ObjectProperty,has license,implemented in language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4460; levenshtein=0.1905; semantic=0.5124; sequence_match=0.2581,False,0.4055,False,top-3 avg score 0.4055 < final_threshold 0.7
ObjectProperty,is encoded in,has help resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4601; levenshtein=0.1333; semantic=0.4487; sequence_match=0.3077,False,0.4055,False,top-3 avg score 0.4055 < final_threshold 0.7
ObjectProperty,has function,specifies format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5293; levenshtein=0.0667; semantic=0.4559; sequence_match=0.2308,False,0.4053,False,top-3 avg score 0.4053 < final_threshold 0.7
ObjectProperty,has format specification,available at,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5505; levenshtein=0.2273; semantic=0.4350; sequence_match=0.1818,False,0.4043,False,top-3 avg score 0.4043 < final_threshold 0.7
ObjectProperty,is alternative format of,performs task,sequence_match+jaro_winkler+semantic,jaro_winkler=0.4183; levenshtein=0.2857; semantic=0.3701; sequence_match=0.4242,False,0.4042,False,top-3 avg score 0.4042 < final_threshold 0.7
ObjectProperty,has license,for tool version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4786; levenshtein=0.1429; semantic=0.4834; sequence_match=0.2500,False,0.404,False,top-3 avg score 0.4040 < final_threshold 0.7
ObjectProperty,is encoded in,version has feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5217; levenshtein=0.1765; semantic=0.4045; sequence_match=0.2857,False,0.404,False,top-3 avg score 0.4040 < final_threshold 0.7
ObjectProperty,has version,performs task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5056; levenshtein=0.1667; semantic=0.5237; sequence_match=0.1818,False,0.4037,False,top-3 avg score 0.4037 < final_threshold 0.7
ObjectProperty,has input,runs on,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3611; levenshtein=0.1250; semantic=0.5638; sequence_match=0.2857,False,0.4035,False,top-3 avg score 0.4035 < final_threshold 0.7
ObjectProperty,uses platform,involves developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4369; levenshtein=0.1765; semantic=0.4976; sequence_match=0.2759,False,0.4035,False,top-3 avg score 0.4035 < final_threshold 0.7
ObjectProperty,is alternative format of,has feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5349; levenshtein=0.2381; semantic=0.3528; sequence_match=0.3226,False,0.4034,False,top-3 avg score 0.4034 < final_threshold 0.7
ObjectProperty,implements,has format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4741; levenshtein=0.1000; semantic=0.5236; sequence_match=0.2105,False,0.4027,False,top-3 avg score 0.4027 < final_threshold 0.7
ObjectProperty,has input,implemented in language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4802; levenshtein=0.1429; semantic=0.5208; sequence_match=0.2069,False,0.4026,False,top-3 avg score 0.4026 < final_threshold 0.7
ObjectProperty,has version,involves developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4647; levenshtein=0.1765; semantic=0.5208; sequence_match=0.2222,False,0.4026,False,top-3 avg score 0.4026 < final_threshold 0.7
ObjectProperty,implements,has input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4857; levenshtein=0.1429; semantic=0.4718; sequence_match=0.2500,False,0.4025,False,top-3 avg score 0.4025 < final_threshold 0.7
ObjectProperty,uses platform,for tool version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4579; levenshtein=0.0714; semantic=0.5182; sequence_match=0.2308,False,0.4023,False,top-3 avg score 0.4023 < final_threshold 0.7
ObjectProperty,has interface,provides export,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5246; levenshtein=0.1429; semantic=0.5266; sequence_match=0.1538,False,0.4017,False,top-3 avg score 0.4017 < final_threshold 0.7
ObjectProperty,has clause,involves collaborator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4685; levenshtein=0.2000; semantic=0.4595; sequence_match=0.2759,False,0.4013,False,top-3 avg score 0.4013 < final_threshold 0.7
ObjectProperty,uses software,has export capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4386; levenshtein=0.2632; semantic=0.4426; sequence_match=0.3226,False,0.4012,False,top-3 avg score 0.4012 < final_threshold 0.7
ObjectProperty,has clause,involves community,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4832; levenshtein=0.1765; semantic=0.4890; sequence_match=0.2308,False,0.401,False,top-3 avg score 0.4010 < final_threshold 0.7
ObjectProperty,has function,creates data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4040; levenshtein=0.0000; semantic=0.5261; sequence_match=0.2727,False,0.401,False,top-3 avg score 0.4010 < final_threshold 0.7
ObjectProperty,has input,created by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4907; levenshtein=0.0000; semantic=0.4768; sequence_match=0.2353,False,0.4009,False,top-3 avg score 0.4009 < final_threshold 0.7
ObjectProperty,has input,involves developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4060; levenshtein=0.1176; semantic=0.5558; sequence_match=0.2400,False,0.4006,False,top-3 avg score 0.4006 < final_threshold 0.7
ObjectProperty,has clause,uses algorithm instance,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5397; levenshtein=0.1905; semantic=0.4621; sequence_match=0.2000,False,0.4006,False,top-3 avg score 0.4006 < final_threshold 0.7
ObjectProperty,is encoded in,has feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5242; levenshtein=0.0909; semantic=0.3912; sequence_match=0.2857,False,0.4004,False,top-3 avg score 0.4004 < final_threshold 0.7
