role,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
property,hasachievement,hasachievement,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,hasitem,hasitem,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,releasedate,releasedate,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,livesin,livesin,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,hasplayingarea,hasplayingarea,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,username,hasusername,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8258; levenshtein=0.7273; semantic=0.9063; sequence_match=0.8421,False,0.8581,True,selected
property,releasedate,hasplayingarea,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4706; levenshtein=0.2143; semantic=0.4727; sequence_match=0.2400,False,0.3944,False,top-3 avg score 0.3944 < final_threshold 0.6
property,ownsachievement,madeiap,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4317; levenshtein=0.1333; semantic=0.5688; sequence_match=0.1818,False,0.3941,False,top-3 avg score 0.3941 < final_threshold 0.6
property,releasedate,livesin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.1818; semantic=0.5041; sequence_match=0.2222,False,0.3941,False,top-3 avg score 0.3941 < final_threshold 0.6
property,isfriendwithplayer,received,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4907; levenshtein=0.2222; semantic=0.4601; sequence_match=0.2308,False,0.3939,False,top-3 avg score 0.3939 < final_threshold 0.6
property,hasplayingarea,made,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4405; levenshtein=0.1429; semantic=0.5167; sequence_match=0.2222,False,0.3931,False,top-3 avg score 0.3931 < final_threshold 0.6
property,iseventassociatedtoplayer,hasusername,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4959; levenshtein=0.2000; semantic=0.4809; sequence_match=0.1667,False,0.3923,False,top-3 avg score 0.3923 < final_threshold 0.6
property,purchasesgameoffering,obtains,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4603; levenshtein=0.1429; semantic=0.4967; sequence_match=0.2143,False,0.3904,False,top-3 avg score 0.3904 < final_threshold 0.6
property,ownsachievement,residesin,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4037; levenshtein=0.2667; semantic=0.5006; sequence_match=0.0833,False,0.3903,False,top-3 avg score 0.3903 < final_threshold 0.6
property,eventtime,hasfriend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4815; levenshtein=0.0000; semantic=0.4672; sequence_match=0.2222,False,0.3903,False,top-3 avg score 0.3903 < final_threshold 0.6
property,purchasesgameoffering,playswith,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4616; levenshtein=0.1905; semantic=0.5183; sequence_match=0.1333,False,0.3901,False,top-3 avg score 0.3901 < final_threshold 0.6
property,releasedate,made,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3939; levenshtein=0.2727; semantic=0.5022; sequence_match=0.1333,False,0.3896,False,top-3 avg score 0.3896 < final_threshold 0.6
property,iseventassociatedtoplayer,playswith,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4515; levenshtein=0.1600; semantic=0.4820; sequence_match=0.2353,False,0.3896,False,top-3 avg score 0.3896 < final_threshold 0.6
property,livesin,hasplayer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4180; levenshtein=0.0000; semantic=0.4990; sequence_match=0.2500,False,0.3890,False,top-3 avg score 0.3890 < final_threshold 0.6
property,eventtime,obtains,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4762; levenshtein=0.2222; semantic=0.4676; sequence_match=0.1250,False,0.3887,False,top-3 avg score 0.3887 < final_threshold 0.6
property,purchasesgameoffering,received,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4802; levenshtein=0.1905; semantic=0.4056; sequence_match=0.2759,False,0.3872,False,top-3 avg score 0.3872 < final_threshold 0.6
property,playsgame,residesin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4815; levenshtein=0.0000; semantic=0.4545; sequence_match=0.2222,False,0.3861,False,top-3 avg score 0.3861 < final_threshold 0.6
property,isfriendwithplayer,uses,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5370; levenshtein=0.1111; semantic=0.4348; sequence_match=0.1818,False,0.3845,False,top-3 avg score 0.3845 < final_threshold 0.6
property,releasedate,uses,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3939; levenshtein=0.1818; semantic=0.4928; sequence_match=0.2667,False,0.3845,False,top-3 avg score 0.3845 < final_threshold 0.6
property,iseventassociatedtoplayer,obtains,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5324; levenshtein=0.1200; semantic=0.4296; sequence_match=0.1875,False,0.3832,False,top-3 avg score 0.3832 < final_threshold 0.6
property,purchasesgameoffering,isusablein,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4460; levenshtein=0.2857; semantic=0.3724; sequence_match=0.3226,False,0.3803,False,top-3 avg score 0.3803 < final_threshold 0.6
property,purchasesgameoffering,made,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5317; levenshtein=0.0952; semantic=0.4463; sequence_match=0.1600,False,0.3793,False,top-3 avg score 0.3793 < final_threshold 0.6
property,hasgamegenre,received,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5417; levenshtein=0.1667; semantic=0.3939; sequence_match=0.2000,False,0.3785,False,top-3 avg score 0.3785 < final_threshold 0.6
property,hasplayingarea,uses,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4405; levenshtein=0.1429; semantic=0.4699; sequence_match=0.2222,False,0.3775,False,top-3 avg score 0.3775 < final_threshold 0.6
property,hasplayingarea,received,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4643; levenshtein=0.1429; semantic=0.4840; sequence_match=0.1818,False,0.3767,False,top-3 avg score 0.3767 < final_threshold 0.6
property,isfriendwithplayer,obtains,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5146; levenshtein=0.1111; semantic=0.4496; sequence_match=0.1600,False,0.3747,False,top-3 avg score 0.3747 < final_threshold 0.6
property,ownsitem,isusablein,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4472; levenshtein=0.2000; semantic=0.4756; sequence_match=0.1111,False,0.3743,False,top-3 avg score 0.3743 < final_threshold 0.6
property,playsgame,isusablein,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4333; levenshtein=0.1000; semantic=0.4699; sequence_match=0.2105,False,0.3713,False,top-3 avg score 0.3713 < final_threshold 0.6
property,hasgamegenre,obtains,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4484; levenshtein=0.1667; semantic=0.4548; sequence_match=0.2105,False,0.3712,False,top-3 avg score 0.3712 < final_threshold 0.6
property,hasgamegenre,livesin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4484; levenshtein=0.1667; semantic=0.4509; sequence_match=0.2105,False,0.3699,False,top-3 avg score 0.3699 < final_threshold 0.6
property,releasedate,isusablein,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4212; levenshtein=0.0909; semantic=0.4861; sequence_match=0.1905,False,0.3659,False,top-3 avg score 0.3659 < final_threshold 0.6
property,ownsitem,received,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3333; levenshtein=0.2500; semantic=0.5064; sequence_match=0.2500,False,0.3632,False,top-3 avg score 0.3632 < final_threshold 0.6
property,hasgamegenre,playswith,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4630; levenshtein=0.0833; semantic=0.5269; sequence_match=0.0952,False,0.3617,False,top-3 avg score 0.3617 < final_threshold 0.6
property,username,plays,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3833; levenshtein=0.1250; semantic=0.5405; sequence_match=0.1538,False,0.3592,False,top-3 avg score 0.3592 < final_threshold 0.6
property,isfriendwithplayer,hasiap,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4444; levenshtein=0.1111; semantic=0.4663; sequence_match=0.1667,False,0.3591,False,top-3 avg score 0.3591 < final_threshold 0.6
property,hasitem,received,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3452; levenshtein=0.2500; semantic=0.4523; sequence_match=0.2667,False,0.3547,False,top-3 avg score 0.3547 < final_threshold 0.6
property,eventtime,uses,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4537; levenshtein=0.1111; semantic=0.4553; sequence_match=0.1538,False,0.3543,False,top-3 avg score 0.3543 < final_threshold 0.6
property,ownsitem,madeiap,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3452; levenshtein=0.1250; semantic=0.5819; sequence_match=0.1333,False,0.3535,False,top-3 avg score 0.3535 < final_threshold 0.6
property,eventtime,made,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4537; levenshtein=0.1111; semantic=0.4529; sequence_match=0.1538,False,0.3535,False,top-3 avg score 0.3535 < final_threshold 0.6
property,username,played,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3611; levenshtein=0.1250; semantic=0.5498; sequence_match=0.1429,False,0.3512,False,top-3 avg score 0.3512 < final_threshold 0.6
property,ownsitem,played,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.1250; semantic=0.4787; sequence_match=0.1429,False,0.3507,False,top-3 avg score 0.3507 < final_threshold 0.6
property,username,obtains,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3452; levenshtein=0.0000; semantic=0.5693; sequence_match=0.1333,False,0.3493,False,top-3 avg score 0.3493 < final_threshold 0.6
property,ownsitem,plays,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4417; levenshtein=0.0000; semantic=0.4517; sequence_match=0.1538,False,0.3491,False,top-3 avg score 0.3491 < final_threshold 0.6
property,eventtime,hasiap,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4259; levenshtein=0.1111; semantic=0.4834; sequence_match=0.1333,False,0.3476,False,top-3 avg score 0.3476 < final_threshold 0.6
property,iseventassociatedtoplayer,plays,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3267; levenshtein=0.1600; semantic=0.4308; sequence_match=0.2667,False,0.3414,False,top-3 avg score 0.3414 < final_threshold 0.6
property,purchasesgameoffering,madeiap,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4206; levenshtein=0.1429; semantic=0.4560; sequence_match=0.0714,False,0.3398,False,top-3 avg score 0.3398 < final_threshold 0.6
property,username,playswith,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3241; levenshtein=0.0000; semantic=0.5709; sequence_match=0.1176,False,0.3376,False,top-3 avg score 0.3376 < final_threshold 0.6
property,playsgame,received,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4120; levenshtein=0.0000; semantic=0.4812; sequence_match=0.1176,False,0.3370,False,top-3 avg score 0.3370 < final_threshold 0.6
property,eventtime,hasplayingarea,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4048; levenshtein=0.1429; semantic=0.4475; sequence_match=0.0870,False,0.3317,False,top-3 avg score 0.3317 < final_threshold 0.6
property,eventtime,played,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4259; levenshtein=0.0000; semantic=0.4217; sequence_match=0.1333,False,0.3270,False,top-3 avg score 0.3270 < final_threshold 0.6
property,purchasesgameoffering,livesin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2937; levenshtein=0.1905; semantic=0.4011; sequence_match=0.2857,False,0.3268,False,top-3 avg score 0.3268 < final_threshold 0.6
property,isfriendwithplayer,made,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3704; levenshtein=0.1111; semantic=0.4756; sequence_match=0.0909,False,0.3190,False,top-3 avg score 0.3190 < final_threshold 0.6
property,eventtime,hasplayer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4074; levenshtein=0.0000; semantic=0.4330; sequence_match=0.1111,False,0.3172,False,top-3 avg score 0.3172 < final_threshold 0.6
property,ownsachievement,plays,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3444; levenshtein=0.0667; semantic=0.4931; sequence_match=0.1000,False,0.3125,False,top-3 avg score 0.3125 < final_threshold 0.6
property,eventtime,isusablein,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3074; levenshtein=0.0000; semantic=0.4173; sequence_match=0.2105,False,0.3117,False,top-3 avg score 0.3117 < final_threshold 0.6
property,iseventassociatedtoplayer,made,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3600; levenshtein=0.1200; semantic=0.4014; sequence_match=0.0690,False,0.2938,False,top-3 avg score 0.2938 < final_threshold 0.6
property,eventtime,playswith,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3148; levenshtein=0.1111; semantic=0.4537; sequence_match=0.1111,False,0.2932,False,top-3 avg score 0.2932 < final_threshold 0.6
property,eventtime,plays,semantic+jaro_winkler+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.3860; sequence_match=0.0000,False,0.1287,False,top-3 avg score 0.1287 < final_threshold 0.6
