prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has measurement,has measurement,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has property,has physical property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8612; levenshtein=0.5789; semantic=0.7714; sequence_match=0.7333,False,0.7886,True,selected
ObjectProperty,is measured by device,defined for area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4868; levenshtein=0.1667; semantic=0.4720; sequence_match=0.1875,False,0.3821,False,top-3 avg score 0.3821 < final_threshold 0.7
ObjectProperty,feature is measured by device,produced by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5578; levenshtein=0.2400; semantic=0.2997; sequence_match=0.2857,False,0.3811,False,top-3 avg score 0.3811 < final_threshold 0.7
ObjectProperty,has property,defined for area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4665; levenshtein=0.1429; semantic=0.4294; sequence_match=0.2400,False,0.3786,False,top-3 avg score 0.3786 < final_threshold 0.7
ObjectProperty,has billing period,defined for area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4899; levenshtein=0.1250; semantic=0.3770; sequence_match=0.2667,False,0.3779,False,top-3 avg score 0.3779 < final_threshold 0.7
ObjectProperty,measurement made by,specifies indicator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5050; levenshtein=0.1667; semantic=0.4570; sequence_match=0.1714,False,0.3778,False,top-3 avg score 0.3778 < final_threshold 0.7
ObjectProperty,feature is measured by device,has actuator type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4928; levenshtein=0.2000; semantic=0.4400; sequence_match=0.2000,False,0.3776,False,top-3 avg score 0.3776 < final_threshold 0.7
ObjectProperty,makes measurement,tariff used,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4667; levenshtein=0.1875; semantic=0.4786; sequence_match=0.1538,False,0.3776,False,top-3 avg score 0.3776 < final_threshold 0.7
ObjectProperty,measurement made by,defines indicator,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5212; levenshtein=0.1765; semantic=0.4320; sequence_match=0.1212,False,0.3766,False,top-3 avg score 0.3766 < final_threshold 0.7
ObjectProperty,has measurement,is part of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4187; levenshtein=0.2143; semantic=0.4371; sequence_match=0.2727,False,0.3762,False,top-3 avg score 0.3762 < final_threshold 0.7
ObjectProperty,makes measurement,defined by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4491; levenshtein=0.1250; semantic=0.5169; sequence_match=0.1600,False,0.3753,False,top-3 avg score 0.3753 < final_threshold 0.7
ObjectProperty,isKPIOf,tariff used,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4952; levenshtein=0.1000; semantic=0.3924; sequence_match=0.2353,False,0.3743,False,top-3 avg score 0.3743 < final_threshold 0.7
ObjectProperty,measurement made by,is part of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4951; levenshtein=0.1176; semantic=0.3793; sequence_match=0.2400,False,0.3715,False,top-3 avg score 0.3715 < final_threshold 0.7
ObjectProperty,has billing period,defined by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.3981; levenshtein=0.1875; semantic=0.3959; sequence_match=0.3200,False,0.3714,False,top-3 avg score 0.3714 < final_threshold 0.7
ObjectProperty,has property,defined by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4680; levenshtein=0.1818; semantic=0.4436; sequence_match=0.2000,False,0.3705,False,top-3 avg score 0.3705 < final_threshold 0.7
ObjectProperty,has property,uses tariff,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4131; levenshtein=0.0909; semantic=0.5058; sequence_match=0.1905,False,0.3698,False,top-3 avg score 0.3698 < final_threshold 0.7
ObjectProperty,feature is measured by device,has part,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5048; levenshtein=0.1600; semantic=0.4135; sequence_match=0.1875,False,0.3686,False,top-3 avg score 0.3686 < final_threshold 0.7
ObjectProperty,has period,defines indicator,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4894; levenshtein=0.1875; semantic=0.4287; sequence_match=0.1600,False,0.3685,False,top-3 avg score 0.3685 < final_threshold 0.7
ObjectProperty,has billing period,uses tariff,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3833; levenshtein=0.1875; semantic=0.4879; sequence_match=0.2308,False,0.3673,False,top-3 avg score 0.3673 < final_threshold 0.7
ObjectProperty,feature is measured by device,has temporal setting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5185; levenshtein=0.2000; semantic=0.3460; sequence_match=0.2326,False,0.3657,False,top-3 avg score 0.3657 < final_threshold 0.7
ObjectProperty,has key performance indicator,tariff used,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4991; levenshtein=0.1538; semantic=0.3742; sequence_match=0.2222,False,0.3652,False,top-3 avg score 0.3652 < final_threshold 0.7
ObjectProperty,feature is measured by device,is part of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5522; levenshtein=0.1600; semantic=0.3008; sequence_match=0.2424,False,0.3652,False,top-3 avg score 0.3652 < final_threshold 0.7
ObjectProperty,has duration,tariff used,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4131; levenshtein=0.0909; semantic=0.3944; sequence_match=0.2857,False,0.3644,False,top-3 avg score 0.3644 < final_threshold 0.7
ObjectProperty,is measured by device,has part,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4206; levenshtein=0.1111; semantic=0.4270; sequence_match=0.2400,False,0.3626,False,top-3 avg score 0.3626 < final_threshold 0.7
ObjectProperty,has phenomenon time,tariff used,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4922; levenshtein=0.1176; semantic=0.3679; sequence_match=0.2222,False,0.3608,False,top-3 avg score 0.3608 < final_threshold 0.7
ObjectProperty,has phenomenon time,is part of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4951; levenshtein=0.1765; semantic=0.3467; sequence_match=0.2400,False,0.3606,False,top-3 avg score 0.3606 < final_threshold 0.7
ObjectProperty,makes measurement,is part of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4097; levenshtein=0.1875; semantic=0.4213; sequence_match=0.2500,False,0.3603,False,top-3 avg score 0.3603 < final_threshold 0.7
ObjectProperty,has phenomenon time,defines indicator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5319; levenshtein=0.1176; semantic=0.4232; sequence_match=0.1212,False,0.3588,False,top-3 avg score 0.3588 < final_threshold 0.7
ObjectProperty,has key performance indicator,of water,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5022; levenshtein=0.1538; semantic=0.3871; sequence_match=0.1818,False,0.357,False,top-3 avg score 0.3570 < final_threshold 0.7
ObjectProperty,measurement made by,of water,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4356; levenshtein=0.1176; semantic=0.4641; sequence_match=0.1667,False,0.3554,False,top-3 avg score 0.3554 < final_threshold 0.7
ObjectProperty,has key performance indicator,uses tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4991; levenshtein=0.1538; semantic=0.4005; sequence_match=0.1667,False,0.3554,False,top-3 avg score 0.3554 < final_threshold 0.7
ObjectProperty,isKPIOf,has measurement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4048; levenshtein=0.0714; semantic=0.5657; sequence_match=0.0952,False,0.3552,False,top-3 avg score 0.3552 < final_threshold 0.7
ObjectProperty,isKPIOf,has temporal setting,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5317; levenshtein=0.1667; semantic=0.3669; sequence_match=0.0800,False,0.3551,False,top-3 avg score 0.3551 < final_threshold 0.7
ObjectProperty,isKPIOf,has actuator type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4730; levenshtein=0.1333; semantic=0.4105; sequence_match=0.1818,False,0.3551,False,top-3 avg score 0.3551 < final_threshold 0.7
ObjectProperty,has billing period,is part of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4097; levenshtein=0.2500; semantic=0.4045; sequence_match=0.2500,False,0.3547,False,top-3 avg score 0.3547 < final_threshold 0.7
ObjectProperty,has phenomenon time,uses tariff,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4618; levenshtein=0.1765; semantic=0.4218; sequence_match=0.1481,False,0.3533,False,top-3 avg score 0.3533 < final_threshold 0.7
ObjectProperty,isKPIOf,defined for area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4365; levenshtein=0.1429; semantic=0.4265; sequence_match=0.1905,False,0.3512,False,top-3 avg score 0.3512 < final_threshold 0.7
ObjectProperty,applies to,defined for area,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4048; levenshtein=0.1429; semantic=0.4736; sequence_match=0.1739,False,0.3508,False,top-3 avg score 0.3508 < final_threshold 0.7
ObjectProperty,is measured by device,of water,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4206; levenshtein=0.1111; semantic=0.4558; sequence_match=0.1600,False,0.3455,False,top-3 avg score 0.3455 < final_threshold 0.7
ObjectProperty,has phenomenon time,uses actuator,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4369; levenshtein=0.1765; semantic=0.4162; sequence_match=0.1379,False,0.3432,False,top-3 avg score 0.3432 < final_threshold 0.7
ObjectProperty,isKPIOf,defined by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4180; levenshtein=0.0000; semantic=0.4866; sequence_match=0.1250,False,0.3432,False,top-3 avg score 0.3432 < final_threshold 0.7
ObjectProperty,has phenomenon time,of water,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4239; levenshtein=0.1176; semantic=0.4314; sequence_match=0.1667,False,0.3406,False,top-3 avg score 0.3406 < final_threshold 0.7
ObjectProperty,isKPIOf,used in meter tariff usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5011; levenshtein=0.1364; semantic=0.3757; sequence_match=0.1379,False,0.3382,False,top-3 avg score 0.3382 < final_threshold 0.7
ObjectProperty,applies to,produced by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4741; levenshtein=0.1000; semantic=0.3251; sequence_match=0.2105,False,0.3366,False,top-3 avg score 0.3366 < final_threshold 0.7
ObjectProperty,hasGeometry,produced by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4131; levenshtein=0.1818; semantic=0.3730; sequence_match=0.1905,False,0.3255,False,top-3 avg score 0.3255 < final_threshold 0.7
ObjectProperty,has phenomenon time,defined for area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4838; levenshtein=0.1176; semantic=0.3598; sequence_match=0.1290,False,0.3242,False,top-3 avg score 0.3242 < final_threshold 0.7
ObjectProperty,has billing period,uses actuator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3611; levenshtein=0.1250; semantic=0.4597; sequence_match=0.1429,False,0.3212,False,top-3 avg score 0.3212 < final_threshold 0.7
ObjectProperty,has property,defines indicator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3712; levenshtein=0.1250; semantic=0.4377; sequence_match=0.1481,False,0.319,False,top-3 avg score 0.3190 < final_threshold 0.7
ObjectProperty,has duration,produced by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4131; levenshtein=0.1818; semantic=0.3460; sequence_match=0.1905,False,0.3165,False,top-3 avg score 0.3165 < final_threshold 0.7
ObjectProperty,has billing period,produced by,semantic+sequence_match+jaro_winkler,jaro_winkler=0.2750; levenshtein=0.0625; semantic=0.3099; sequence_match=0.3077,False,0.2975,False,top-3 avg score 0.2975 < final_threshold 0.7
ObjectProperty,has phenomenon time,produced by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.3810; levenshtein=0.1176; semantic=0.3503; sequence_match=0.1481,False,0.2932,False,top-3 avg score 0.2932 < final_threshold 0.7
ObjectProperty,has measurement,produced by,semantic+jaro_winkler+levenshtein,jaro_winkler=0.2810; levenshtein=0.1429; semantic=0.3929; sequence_match=0.0833,False,0.2722,False,top-3 avg score 0.2722 < final_threshold 0.7
ObjectProperty,makes measurement,produced by,semantic+jaro_winkler+levenshtein,jaro_winkler=0.2750; levenshtein=0.1250; semantic=0.4027; sequence_match=0.0769,False,0.2676,False,top-3 avg score 0.2676 < final_threshold 0.7
ObjectProperty,isKPIOf,of water,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4801; sequence_match=0.2857,False,0.2553,False,top-3 avg score 0.2553 < final_threshold 0.7
DatatypeProperty,has fabrication number,has fabrication number,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
DatatypeProperty,has firmware version,has firmware version,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
DatatypeProperty,has manufacturer,has manufacturer,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
DatatypeProperty,has model,has model,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
DatatypeProperty,has version,has version,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
DatatypeProperty,has start timestamp,has start date time,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8968; levenshtein=0.6471; semantic=0.8636; sequence_match=0.7273,False,0.8293,True,selected
DatatypeProperty,has hardware version,has firmware version,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.9067; levenshtein=0.8333; semantic=0.7383; sequence_match=0.8333,False,0.8578,False,pred already taken by 'has firmware version'
DatatypeProperty,has firmware version,has version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8496; levenshtein=0.5556; semantic=0.8193; sequence_match=0.7143,False,0.7944,False,gold already mapped to 'has firmware version'
DatatypeProperty,has version,has firmware version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8496; levenshtein=0.5556; semantic=0.8193; sequence_match=0.7143,False,0.7944,False,gold already mapped to 'has version'
DatatypeProperty,has hardware version,has version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8730; levenshtein=0.5556; semantic=0.7599; sequence_match=0.7143,False,0.7824,False,pred already taken by 'has version'
DatatypeProperty,has version,has duration,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.8452; levenshtein=0.6364; semantic=0.5411; sequence_match=0.6667,False,0.7161,False,gold already mapped to 'has version'
DatatypeProperty,operates at radio frequency,has radio frequency level,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7079; levenshtein=0.4583; semantic=0.6829; sequence_match=0.6957,False,0.6955,False,top-3 avg score 0.6955 < final_threshold 0.7
DatatypeProperty,has model,has power,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.8250; levenshtein=0.6250; semantic=0.6078; sequence_match=0.6250,False,0.6917,False,top-3 avg score 0.6917 < final_threshold 0.7
DatatypeProperty,has version,has value,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8250; levenshtein=0.4000; semantic=0.6249; sequence_match=0.5556,False,0.6685,False,top-3 avg score 0.6685 < final_threshold 0.7
DatatypeProperty,requires power,has power,semantic+sequence_match+jaro_winkler,jaro_winkler=0.5705; levenshtein=0.4615; semantic=0.8516; sequence_match=0.5714,False,0.6645,False,top-3 avg score 0.6645 < final_threshold 0.7
DatatypeProperty,has fabrication number,has manufacturer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8334; levenshtein=0.4000; semantic=0.7012; sequence_match=0.4571,False,0.6639,False,top-3 avg score 0.6639 < final_threshold 0.7
DatatypeProperty,has manufacturer,has fabrication number,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8334; levenshtein=0.4000; semantic=0.7012; sequence_match=0.4571,False,0.6639,False,top-3 avg score 0.6639 < final_threshold 0.7
DatatypeProperty,has timestamp,has end date time,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7931; levenshtein=0.3571; semantic=0.6585; sequence_match=0.5385,False,0.6633,False,top-3 avg score 0.6633 < final_threshold 0.7
DatatypeProperty,has version,has power,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8094; levenshtein=0.3000; semantic=0.5924; sequence_match=0.5556,False,0.6525,False,top-3 avg score 0.6525 < final_threshold 0.7
DatatypeProperty,has timestamp,has start date time,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6968; levenshtein=0.3750; semantic=0.6998; sequence_match=0.5000,False,0.6322,False,top-3 avg score 0.6322 < final_threshold 0.7
DatatypeProperty,has manufacturer,has value,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8017; levenshtein=0.4000; semantic=0.5089; sequence_match=0.5217,False,0.6108,False,top-3 avg score 0.6108 < final_threshold 0.7
DatatypeProperty,has start timestamp,has end date time,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6130; levenshtein=0.4118; semantic=0.6908; sequence_match=0.5161,False,0.6066,False,top-3 avg score 0.6066 < final_threshold 0.7
DatatypeProperty,has model,has value,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6833; levenshtein=0.3750; semantic=0.6181; sequence_match=0.5000,False,0.6005,False,top-3 avg score 0.6005 < final_threshold 0.7
DatatypeProperty,has version,has geolocation,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6857; levenshtein=0.5000; semantic=0.5152; sequence_match=0.5833,False,0.5947,False,top-3 avg score 0.5947 < final_threshold 0.7
DatatypeProperty,has hardware version,has duration,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8150; levenshtein=0.4444; semantic=0.4790; sequence_match=0.4828,False,0.5922,False,top-3 avg score 0.5922 < final_threshold 0.7
DatatypeProperty,has model,has version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6417; levenshtein=0.3000; semantic=0.6728; sequence_match=0.4444,False,0.5863,False,top-3 avg score 0.5863 < final_threshold 0.7
DatatypeProperty,has version,has model,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6417; levenshtein=0.3000; semantic=0.6728; sequence_match=0.4444,False,0.5863,False,top-3 avg score 0.5863 < final_threshold 0.7
DatatypeProperty,has firmware version,has duration,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6822; levenshtein=0.4444; semantic=0.5129; sequence_match=0.5517,False,0.5823,False,top-3 avg score 0.5823 < final_threshold 0.7
DatatypeProperty,has fabrication number,has firmware version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6722; levenshtein=0.3000; semantic=0.5953; sequence_match=0.4737,False,0.5804,False,top-3 avg score 0.5804 < final_threshold 0.7
DatatypeProperty,has firmware version,has fabrication number,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6722; levenshtein=0.3000; semantic=0.5953; sequence_match=0.4737,False,0.5804,False,top-3 avg score 0.5804 < final_threshold 0.7
DatatypeProperty,has firmware version,has power,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6389; levenshtein=0.3333; semantic=0.6130; sequence_match=0.4615,False,0.5711,False,top-3 avg score 0.5711 < final_threshold 0.7
DatatypeProperty,has fabrication number,has duration,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.6820; levenshtein=0.4500; semantic=0.4116; sequence_match=0.5806,False,0.5709,False,top-3 avg score 0.5709 < final_threshold 0.7
DatatypeProperty,has timestamp,has firmware version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6620; levenshtein=0.3333; semantic=0.5833; sequence_match=0.4667,False,0.5707,False,top-3 avg score 0.5707 < final_threshold 0.7
DatatypeProperty,has timestamp,has model,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6806; levenshtein=0.3333; semantic=0.5284; sequence_match=0.5000,False,0.5696,False,top-3 avg score 0.5696 < final_threshold 0.7
DatatypeProperty,has hardware version,has start date time,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6935; levenshtein=0.3889; semantic=0.4765; sequence_match=0.5294,False,0.5665,False,top-3 avg score 0.5665 < final_threshold 0.7
DatatypeProperty,has hardware version,has power,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6389; levenshtein=0.3333; semantic=0.5865; sequence_match=0.4615,False,0.5623,False,top-3 avg score 0.5623 < final_threshold 0.7
DatatypeProperty,has start timestamp,has duration,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6351; levenshtein=0.3529; semantic=0.6205; sequence_match=0.4286,False,0.5614,False,top-3 avg score 0.5614 < final_threshold 0.7
DatatypeProperty,has model,has geolocation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6706; levenshtein=0.2857; semantic=0.5564; sequence_match=0.4545,False,0.5605,False,top-3 avg score 0.5605 < final_threshold 0.7
DatatypeProperty,has hardware version,has model,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6343; levenshtein=0.2778; semantic=0.6503; sequence_match=0.3846,False,0.5564,False,top-3 avg score 0.5564 < final_threshold 0.7
DatatypeProperty,has timestamp,has duration,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6263; levenshtein=0.3333; semantic=0.5933; sequence_match=0.4348,False,0.5514,False,top-3 avg score 0.5514 < final_threshold 0.7
DatatypeProperty,has firmware version,has manufacturer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5889; levenshtein=0.2778; semantic=0.5685; sequence_match=0.4848,False,0.5474,False,top-3 avg score 0.5474 < final_threshold 0.7
DatatypeProperty,has manufacturer,has firmware version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5889; levenshtein=0.2778; semantic=0.5685; sequence_match=0.4848,False,0.5474,False,top-3 avg score 0.5474 < final_threshold 0.7
DatatypeProperty,has fabrication number,has version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6833; levenshtein=0.3500; semantic=0.4874; sequence_match=0.4667,False,0.5458,False,top-3 avg score 0.5458 < final_threshold 0.7
DatatypeProperty,has version,has fabrication number,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6833; levenshtein=0.3500; semantic=0.4874; sequence_match=0.4667,False,0.5458,False,top-3 avg score 0.5458 < final_threshold 0.7
DatatypeProperty,has fabrication number,has geolocation,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6235; levenshtein=0.4500; semantic=0.4758; sequence_match=0.5294,False,0.5429,False,top-3 avg score 0.5429 < final_threshold 0.7
DatatypeProperty,has firmware version,has model,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6343; levenshtein=0.2778; semantic=0.6081; sequence_match=0.3846,False,0.5423,False,top-3 avg score 0.5423 < final_threshold 0.7
DatatypeProperty,has model,has firmware version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6343; levenshtein=0.2778; semantic=0.6081; sequence_match=0.3846,False,0.5423,False,top-3 avg score 0.5423 < final_threshold 0.7
DatatypeProperty,has hardware version,has manufacturer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5759; levenshtein=0.3333; semantic=0.5661; sequence_match=0.4848,False,0.5423,False,top-3 avg score 0.5423 < final_threshold 0.7
DatatypeProperty,has firmware version,has radio frequency level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6685; levenshtein=0.2727; semantic=0.5559; sequence_match=0.4000,False,0.5414,False,top-3 avg score 0.5414 < final_threshold 0.7
DatatypeProperty,has timestamp,has value,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6139; levenshtein=0.2500; semantic=0.6057; sequence_match=0.4000,False,0.5399,False,top-3 avg score 0.5399 < final_threshold 0.7
DatatypeProperty,has fabrication number,has billing date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6714; levenshtein=0.4000; semantic=0.4727; sequence_match=0.4706,False,0.5382,False,top-3 avg score 0.5382 < final_threshold 0.7
DatatypeProperty,has manufacturer,has model,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5889; levenshtein=0.3333; semantic=0.5892; sequence_match=0.4348,False,0.5376,False,top-3 avg score 0.5376 < final_threshold 0.7
DatatypeProperty,has model,has manufacturer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5889; levenshtein=0.3333; semantic=0.5892; sequence_match=0.4348,False,0.5376,False,top-3 avg score 0.5376 < final_threshold 0.7
DatatypeProperty,has manufacturer,has power,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5889; levenshtein=0.3333; semantic=0.5883; sequence_match=0.4348,False,0.5373,False,top-3 avg score 0.5373 < final_threshold 0.7
DatatypeProperty,has hardware version,has fabrication number,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6295; levenshtein=0.3000; semantic=0.5031; sequence_match=0.4737,False,0.5354,False,top-3 avg score 0.5354 < final_threshold 0.7
DatatypeProperty,has hardware version,has geolocation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6303; levenshtein=0.3333; semantic=0.5339; sequence_match=0.4375,False,0.5339,False,top-3 avg score 0.5339 < final_threshold 0.7
DatatypeProperty,has fabrication number,has start date time,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6083; levenshtein=0.4000; semantic=0.4273; sequence_match=0.5556,False,0.5304,False,top-3 avg score 0.5304 < final_threshold 0.7
DatatypeProperty,has timestamp,has version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6444; levenshtein=0.3333; semantic=0.5815; sequence_match=0.3636,False,0.5299,False,top-3 avg score 0.5299 < final_threshold 0.7
DatatypeProperty,has model,has radio frequency level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6834; levenshtein=0.2727; semantic=0.5022; sequence_match=0.4000,False,0.5285,False,top-3 avg score 0.5285 < final_threshold 0.7
DatatypeProperty,has hardware version,has value,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6389; levenshtein=0.2778; semantic=0.5618; sequence_match=0.3846,False,0.5284,False,top-3 avg score 0.5284 < final_threshold 0.7
DatatypeProperty,has hardware version,has radio frequency level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6685; levenshtein=0.3182; semantic=0.5166; sequence_match=0.4000,False,0.5284,False,top-3 avg score 0.5284 < final_threshold 0.7
DatatypeProperty,has firmware version,has geolocation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6303; levenshtein=0.3333; semantic=0.5160; sequence_match=0.4375,False,0.5279,False,top-3 avg score 0.5279 < final_threshold 0.7
DatatypeProperty,has start timestamp,has value,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6397; levenshtein=0.2941; semantic=0.5374; sequence_match=0.4000,False,0.5257,False,top-3 avg score 0.5257 < final_threshold 0.7
DatatypeProperty,has model,has duration,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6212; levenshtein=0.2727; semantic=0.5344; sequence_match=0.4211,False,0.5256,False,top-3 avg score 0.5256 < final_threshold 0.7
DatatypeProperty,has start timestamp,has version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6563; levenshtein=0.2941; semantic=0.5415; sequence_match=0.3704,False,0.5227,False,top-3 avg score 0.5227 < final_threshold 0.7
DatatypeProperty,has firmware version,has value,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6389; levenshtein=0.2778; semantic=0.5440; sequence_match=0.3846,False,0.5225,False,top-3 avg score 0.5225 < final_threshold 0.7
DatatypeProperty,has model,has start date time,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6458; levenshtein=0.3125; semantic=0.5027; sequence_match=0.4167,False,0.5217,False,top-3 avg score 0.5217 < final_threshold 0.7
DatatypeProperty,has version,has start date time,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6649; levenshtein=0.3125; semantic=0.5115; sequence_match=0.3846,False,0.5203,False,top-3 avg score 0.5203 < final_threshold 0.7
DatatypeProperty,has timestamp,has power,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.3333; semantic=0.5410; sequence_match=0.4000,False,0.5174,False,top-3 avg score 0.5174 < final_threshold 0.7
