gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
algorithm,Algorithm,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
programming language,Programming Language,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
licence,License,jaro_winkler+semantic+levenshtein,jaro_winkler=0.9429; levenshtein=0.8571; semantic=0.9174; sequence_match=0.8571,False,0.9058,True,selected
text editing,Software Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3965; levenshtein=0.1667; semantic=0.4895; sequence_match=0.3478,False,0.4113,False,top-3 avg score 0.4113 < final_threshold 0.6
text editing,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4680; levenshtein=0.1818; semantic=0.5646; sequence_match=0.2000,False,0.4109,False,top-3 avg score 0.4109 < final_threshold 0.6
desktop graphical user interface,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4956; levenshtein=0.1379; semantic=0.5137; sequence_match=0.2222,False,0.4105,False,top-3 avg score 0.4105 < final_threshold 0.6
software developer organization,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4427; levenshtein=0.2069; semantic=0.4725; sequence_match=0.3158,False,0.4103,False,top-3 avg score 0.4103 < final_threshold 0.6
Not Free,Documentation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4420; levenshtein=0.1538; semantic=0.5878; sequence_match=0.2000,False,0.4099,False,top-3 avg score 0.4099 < final_threshold 0.6
function,Data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1250; semantic=0.5987; sequence_match=0.1667,False,0.4079,False,top-3 avg score 0.4079 < final_threshold 0.6
text editing,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4892; levenshtein=0.0909; semantic=0.5115; sequence_match=0.2222,False,0.4076,False,top-3 avg score 0.4076 < final_threshold 0.6
file rendering,Modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4671; levenshtein=0.0769; semantic=0.5152; sequence_match=0.2400,False,0.4074,False,top-3 avg score 0.4074 < final_threshold 0.6
PROcess,Software Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5516; levenshtein=0.0833; semantic=0.4588; sequence_match=0.2105,False,0.407,False,top-3 avg score 0.4070 < final_threshold 0.6
data format specification,Task,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5157; levenshtein=0.1304; semantic=0.4826; sequence_match=0.2222,False,0.4068,False,top-3 avg score 0.4068 < final_threshold 0.6
algorithm,Software Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4259; levenshtein=0.1667; semantic=0.5079; sequence_match=0.2857,False,0.4065,False,top-3 avg score 0.4065 < final_threshold 0.6
version number,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4241; levenshtein=0.1538; semantic=0.6049; sequence_match=0.1905,False,0.4065,False,top-3 avg score 0.4065 < final_threshold 0.6
file rendering,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4103; levenshtein=0.1538; semantic=0.5358; sequence_match=0.2727,False,0.4063,False,top-3 avg score 0.4063 < final_threshold 0.6
data format specification,Software Tool,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5465; levenshtein=0.2174; semantic=0.4428; sequence_match=0.2286,False,0.406,False,top-3 avg score 0.4060 < final_threshold 0.6
Development status,Platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5064; levenshtein=0.1176; semantic=0.4708; sequence_match=0.2400,False,0.4057,False,top-3 avg score 0.4057 < final_threshold 0.6
web service,Documentation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4513; levenshtein=0.1538; semantic=0.5919; sequence_match=0.1739,False,0.4057,False,top-3 avg score 0.4057 < final_threshold 0.6
software developer role,Proprietary License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4947; levenshtein=0.1905; semantic=0.4127; sequence_match=0.3077,False,0.405,False,top-3 avg score 0.4050 < final_threshold 0.6
desktop graphical user interface,URL,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5785; levenshtein=0.0690; semantic=0.5097; sequence_match=0.1250,False,0.4044,False,top-3 avg score 0.4044 < final_threshold 0.6
function,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1111; semantic=0.6372; sequence_match=0.1176,False,0.4044,False,top-3 avg score 0.4044 < final_threshold 0.6
text editing,Software Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3965; levenshtein=0.1667; semantic=0.5547; sequence_match=0.2609,False,0.404,False,top-3 avg score 0.4040 < final_threshold 0.6
software developer role,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3671; levenshtein=0.1429; semantic=0.5895; sequence_match=0.2500,False,0.4022,False,top-3 avg score 0.4022 < final_threshold 0.6
plain text file format,Documentation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4928; levenshtein=0.1579; semantic=0.4632; sequence_match=0.2500,False,0.402,False,top-3 avg score 0.4020 < final_threshold 0.6
Purchase cost,Modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.0000; semantic=0.4820; sequence_match=0.2500,False,0.4014,False,top-3 avg score 0.4014 < final_threshold 0.6
licence,Software Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4841; levenshtein=0.1667; semantic=0.5082; sequence_match=0.2105,False,0.4009,False,top-3 avg score 0.4009 < final_threshold 0.6
desktop graphical user interface,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4658; levenshtein=0.1379; semantic=0.5746; sequence_match=0.1622,False,0.4009,False,top-3 avg score 0.4009 < final_threshold 0.6
XML,Modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.0000; semantic=0.5959; sequence_match=0.1333,False,0.4005,False,top-3 avg score 0.4005 < final_threshold 0.6
programming language,Data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4342; levenshtein=0.1053; semantic=0.5931; sequence_match=0.1739,False,0.4004,False,top-3 avg score 0.4004 < final_threshold 0.6
programming language,Modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4266; levenshtein=0.1579; semantic=0.5149; sequence_match=0.2581,False,0.3999,False,top-3 avg score 0.3999 < final_threshold 0.6
text editing,Proprietary License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5108; levenshtein=0.1667; semantic=0.4816; sequence_match=0.2069,False,0.3998,False,top-3 avg score 0.3998 < final_threshold 0.6
Purchase cost,Platform,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.4205; sequence_match=0.2000,False,0.3994,False,top-3 avg score 0.3994 < final_threshold 0.6
plain text file format,Data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5351; levenshtein=0.1579; semantic=0.4888; sequence_match=0.1739,False,0.3993,False,top-3 avg score 0.3993 < final_threshold 0.6
algorithm,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4762; levenshtein=0.1111; semantic=0.5956; sequence_match=0.1250,False,0.3989,False,top-3 avg score 0.3989 < final_threshold 0.6
data format specification,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4735; levenshtein=0.0870; semantic=0.5326; sequence_match=0.1905,False,0.3988,False,top-3 avg score 0.3988 < final_threshold 0.6
Open source software license,Programming Language,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4754; levenshtein=0.2000; semantic=0.5208; sequence_match=0.0909,False,0.3987,False,top-3 avg score 0.3987 < final_threshold 0.6
version number,Software Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4637; levenshtein=0.0000; semantic=0.5725; sequence_match=0.1600,False,0.3987,False,top-3 avg score 0.3987 < final_threshold 0.6
Source code available,Data Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4544; levenshtein=0.1579; semantic=0.5343; sequence_match=0.2069,False,0.3985,False,top-3 avg score 0.3985 < final_threshold 0.6
Not Free,Modification,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4841; levenshtein=0.1667; semantic=0.5445; sequence_match=0.1053,False,0.3984,False,top-3 avg score 0.3984 < final_threshold 0.6
web service,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4500; levenshtein=0.1000; semantic=0.6022; sequence_match=0.1429,False,0.3984,False,top-3 avg score 0.3984 < final_threshold 0.6
CEL binary format,Open Source License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4758; levenshtein=0.0588; semantic=0.4063; sequence_match=0.3125,False,0.3982,False,top-3 avg score 0.3982 < final_threshold 0.6
software developer organization,Platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5412; levenshtein=0.1034; semantic=0.4910; sequence_match=0.1622,False,0.3981,False,top-3 avg score 0.3981 < final_threshold 0.6
Open source software license,Version,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5048; levenshtein=0.2000; semantic=0.4892; sequence_match=0.1250,False,0.398,False,top-3 avg score 0.3980 < final_threshold 0.6
version number,Modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3825; levenshtein=0.0769; semantic=0.5710; sequence_match=0.2400,False,0.3978,False,top-3 avg score 0.3978 < final_threshold 0.6
plain text file format,Developer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5396; levenshtein=0.1579; semantic=0.4368; sequence_match=0.2143,False,0.3969,False,top-3 avg score 0.3969 < final_threshold 0.6
programming language,Software Type,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4313; levenshtein=0.1579; semantic=0.6006; sequence_match=0.1290,False,0.3966,False,top-3 avg score 0.3966 < final_threshold 0.6
software developer role,Modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5397; levenshtein=0.1429; semantic=0.4045; sequence_match=0.2424,False,0.3955,False,top-3 avg score 0.3955 < final_threshold 0.6
.csv,Software Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.0000; semantic=0.5808; sequence_match=0.1333,False,0.3954,False,top-3 avg score 0.3954 < final_threshold 0.6
software developer organization,URL,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5785; levenshtein=0.0690; semantic=0.4820; sequence_match=0.1250,False,0.3952,False,top-3 avg score 0.3952 < final_threshold 0.6
Purchase cost,Data Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4944; levenshtein=0.1667; semantic=0.4178; sequence_match=0.2727,False,0.395,False,top-3 avg score 0.3950 < final_threshold 0.6
version number,Software Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4637; levenshtein=0.0769; semantic=0.5612; sequence_match=0.1600,False,0.395,False,top-3 avg score 0.3950 < final_threshold 0.6
plain text file format,Open Source License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4982; levenshtein=0.1053; semantic=0.4089; sequence_match=0.2778,False,0.3949,False,top-3 avg score 0.3949 < final_threshold 0.6
application programming interface,Software Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4534; levenshtein=0.1290; semantic=0.5918; sequence_match=0.1395,False,0.3949,False,top-3 avg score 0.3949 < final_threshold 0.6
PROcess,URL,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4921; levenshtein=0.1429; semantic=0.4922; sequence_match=0.2000,False,0.3947,False,top-3 avg score 0.3947 < final_threshold 0.6
Development status,Modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5065; levenshtein=0.1176; semantic=0.4700; sequence_match=0.2069,False,0.3945,False,top-3 avg score 0.3945 < final_threshold 0.6
CEL ASCII format,Data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4405; levenshtein=0.1429; semantic=0.5193; sequence_match=0.2222,False,0.394,False,top-3 avg score 0.3940 < final_threshold 0.6
Purchase cost,Documentation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4872; levenshtein=0.0769; semantic=0.4529; sequence_match=0.2400,False,0.3934,False,top-3 avg score 0.3934 < final_threshold 0.6
file rendering,Data Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4513; levenshtein=0.0769; semantic=0.5544; sequence_match=0.1739,False,0.3932,False,top-3 avg score 0.3932 < final_threshold 0.6
text editing,Data,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4470; levenshtein=0.1818; semantic=0.5481; sequence_match=0.1333,False,0.3923,False,top-3 avg score 0.3923 < final_threshold 0.6
text editing,Open Source License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4496; levenshtein=0.2353; semantic=0.4416; sequence_match=0.2857,False,0.3923,False,top-3 avg score 0.3923 < final_threshold 0.6
Development status,Algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4766; levenshtein=0.1176; semantic=0.4686; sequence_match=0.2308,False,0.392,False,top-3 avg score 0.3920 < final_threshold 0.6
Free,Data Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4500; levenshtein=0.2000; semantic=0.4401; sequence_match=0.2857,False,0.3919,False,top-3 avg score 0.3919 < final_threshold 0.6
algorithm,URL,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4630; levenshtein=0.1111; semantic=0.5460; sequence_match=0.1667,False,0.3919,False,top-3 avg score 0.3919 < final_threshold 0.6
function,Programming Language,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4868; levenshtein=0.1053; semantic=0.5832; sequence_match=0.0741,False,0.3918,False,top-3 avg score 0.3918 < final_threshold 0.6
CEL ASCII format,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4703; levenshtein=0.1579; semantic=0.5228; sequence_match=0.1818,False,0.3917,False,top-3 avg score 0.3917 < final_threshold 0.6
algorithm,Software Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4259; levenshtein=0.1667; semantic=0.5582; sequence_match=0.1905,False,0.3915,False,top-3 avg score 0.3915 < final_threshold 0.6
function,Data Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4472; levenshtein=0.0000; semantic=0.5046; sequence_match=0.2222,False,0.3913,False,top-3 avg score 0.3913 < final_threshold 0.6
data item,Software Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4444; levenshtein=0.2500; semantic=0.4294; sequence_match=0.3000,False,0.3913,False,top-3 avg score 0.3913 < final_threshold 0.6
.csv,Open Source License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4641; levenshtein=0.1176; semantic=0.5078; sequence_match=0.2000,False,0.3906,False,top-3 avg score 0.3906 < final_threshold 0.6
Purchase cost,Data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4444; levenshtein=0.0833; semantic=0.4772; sequence_match=0.2500,False,0.3906,False,top-3 avg score 0.3906 < final_threshold 0.6
programming language,URL,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4620; levenshtein=0.1053; semantic=0.5259; sequence_match=0.1818,False,0.3899,False,top-3 avg score 0.3899 < final_threshold 0.6
.csv,Documentation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4701; levenshtein=0.0769; semantic=0.5732; sequence_match=0.1250,False,0.3894,False,top-3 avg score 0.3894 < final_threshold 0.6
Source code available,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4273; levenshtein=0.1053; semantic=0.5859; sequence_match=0.1538,False,0.389,False,top-3 avg score 0.3890 < final_threshold 0.6
GIF,License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4921; levenshtein=0.1429; semantic=0.4743; sequence_match=0.2000,False,0.3888,False,top-3 avg score 0.3888 < final_threshold 0.6
licence,Programming Language,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4637; levenshtein=0.1579; semantic=0.5374; sequence_match=0.1538,False,0.3863,False,top-3 avg score 0.3863 < final_threshold 0.6
CEL binary format,Proprietary License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4926; levenshtein=0.2222; semantic=0.4226; sequence_match=0.2424,False,0.3859,False,top-3 avg score 0.3859 < final_threshold 0.6
CEL binary format,Software Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4500; levenshtein=0.1333; semantic=0.4851; sequence_match=0.2222,False,0.3858,False,top-3 avg score 0.3858 < final_threshold 0.6
version number,URL,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4701; levenshtein=0.0769; semantic=0.5612; sequence_match=0.1250,False,0.3854,False,top-3 avg score 0.3854 < final_threshold 0.6
GIF,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4861; levenshtein=0.1250; semantic=0.4883; sequence_match=0.1818,False,0.3854,False,top-3 avg score 0.3854 < final_threshold 0.6
software developer organization,Data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5067; levenshtein=0.1034; semantic=0.4676; sequence_match=0.1818,False,0.3854,False,top-3 avg score 0.3854 < final_threshold 0.6
algorithm,Open Source License,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5033; levenshtein=0.1765; semantic=0.4753; sequence_match=0.1538,False,0.385,False,top-3 avg score 0.3850 < final_threshold 0.6
web service,Software Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4111; levenshtein=0.0833; semantic=0.5611; sequence_match=0.1818,False,0.3847,False,top-3 avg score 0.3847 < final_threshold 0.6
Purchase cost,Software Tool,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4778; levenshtein=0.2500; semantic=0.4249; sequence_match=0.2500,False,0.3842,False,top-3 avg score 0.3842 < final_threshold 0.6
CEL ASCII format,Open Source License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4827; levenshtein=0.1176; semantic=0.4116; sequence_match=0.2581,False,0.3841,False,top-3 avg score 0.3841 < final_threshold 0.6
text editing,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4470; levenshtein=0.0909; semantic=0.5699; sequence_match=0.1333,False,0.3834,False,top-3 avg score 0.3834 < final_threshold 0.6
data item,Proprietary License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4074; levenshtein=0.2222; semantic=0.4327; sequence_match=0.3077,False,0.3826,False,top-3 avg score 0.3826 < final_threshold 0.6
version number,Data Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3991; levenshtein=0.1538; semantic=0.5734; sequence_match=0.1739,False,0.3821,False,top-3 avg score 0.3821 < final_threshold 0.6
PROcess,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3360; levenshtein=0.1111; semantic=0.5598; sequence_match=0.2500,False,0.3819,False,top-3 avg score 0.3819 < final_threshold 0.6
version number,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4423; levenshtein=0.0769; semantic=0.5846; sequence_match=0.1176,False,0.3815,False,top-3 avg score 0.3815 < final_threshold 0.6
data item,Software Tool,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4444; levenshtein=0.2500; semantic=0.4486; sequence_match=0.2000,False,0.381,False,top-3 avg score 0.3810 < final_threshold 0.6
application programming interface,Software Tool,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3978; levenshtein=0.0968; semantic=0.6480; sequence_match=0.0930,False,0.3809,False,top-3 avg score 0.3809 < final_threshold 0.6
.csv,Software Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.0000; semantic=0.5343; sequence_match=0.1333,False,0.3799,False,top-3 avg score 0.3799 < final_threshold 0.6
CEL binary format,Data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4389; levenshtein=0.1333; semantic=0.4872; sequence_match=0.2105,False,0.3789,False,top-3 avg score 0.3789 < final_threshold 0.6
Not Free,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.0000; semantic=0.5614; sequence_match=0.1429,False,0.3776,False,top-3 avg score 0.3776 < final_threshold 0.6
function,Proprietary License,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4907; levenshtein=0.1667; semantic=0.4748; sequence_match=0.0769,False,0.3774,False,top-3 avg score 0.3774 < final_threshold 0.6
licence,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4226; levenshtein=0.1250; semantic=0.5758; sequence_match=0.1333,False,0.3772,False,top-3 avg score 0.3772 < final_threshold 0.6
function,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4120; levenshtein=0.0000; semantic=0.6017; sequence_match=0.1176,False,0.3771,False,top-3 avg score 0.3771 < final_threshold 0.6
file rendering,Software Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3825; levenshtein=0.0769; semantic=0.5077; sequence_match=0.2400,False,0.3767,False,top-3 avg score 0.3767 < final_threshold 0.6
Free,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4537; levenshtein=0.1111; semantic=0.5213; sequence_match=0.1538,False,0.3763,False,top-3 avg score 0.3763 < final_threshold 0.6
text editing,Data Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4606; levenshtein=0.0909; semantic=0.4748; sequence_match=0.1905,False,0.3753,False,top-3 avg score 0.3753 < final_threshold 0.6
web service,Modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4556; levenshtein=0.0833; semantic=0.4871; sequence_match=0.1818,False,0.3748,False,top-3 avg score 0.3748 < final_threshold 0.6
Purchase cost,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4630; levenshtein=0.0833; semantic=0.4707; sequence_match=0.1905,False,0.3747,False,top-3 avg score 0.3747 < final_threshold 0.6
CEL binary format,Software Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4500; levenshtein=0.2000; semantic=0.4504; sequence_match=0.2222,False,0.3742,False,top-3 avg score 0.3742 < final_threshold 0.6
Purchase cost,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4313; levenshtein=0.1579; semantic=0.4322; sequence_match=0.2581,False,0.3739,False,top-3 avg score 0.3739 < final_threshold 0.6
CEL ASCII format,Software Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5317; levenshtein=0.0000; semantic=0.4337; sequence_match=0.1538,False,0.3731,False,top-3 avg score 0.3731 < final_threshold 0.6
Free,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.1429; semantic=0.5061; sequence_match=0.1818,False,0.3722,False,top-3 avg score 0.3722 < final_threshold 0.6
Maintained,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4833; levenshtein=0.1000; semantic=0.5212; sequence_match=0.1111,False,0.3719,False,top-3 avg score 0.3719 < final_threshold 0.6
programming language,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4342; levenshtein=0.0526; semantic=0.5943; sequence_match=0.0870,False,0.3718,False,top-3 avg score 0.3718 < final_threshold 0.6
software developer role,Data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5198; levenshtein=0.0952; semantic=0.4356; sequence_match=0.1600,False,0.3718,False,top-3 avg score 0.3718 < final_threshold 0.6
software interface,Data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3725; levenshtein=0.1765; semantic=0.5513; sequence_match=0.1905,False,0.3714,False,top-3 avg score 0.3714 < final_threshold 0.6
application programming interface,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4002; levenshtein=0.0968; semantic=0.5550; sequence_match=0.1579,False,0.371,False,top-3 avg score 0.3710 < final_threshold 0.6
CEL ASCII format,Software Tool,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5516; levenshtein=0.0714; semantic=0.4075; sequence_match=0.1538,False,0.371,False,top-3 avg score 0.3710 < final_threshold 0.6
software interface,URL,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4641; levenshtein=0.0588; semantic=0.5475; sequence_match=0.1000,False,0.3705,False,top-3 avg score 0.3705 < final_threshold 0.6
CEL ASCII format,Proprietary License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5053; levenshtein=0.1111; semantic=0.4166; sequence_match=0.1875,False,0.3698,False,top-3 avg score 0.3698 < final_threshold 0.6
web service,Programming Language,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4351; levenshtein=0.1053; semantic=0.5689; sequence_match=0.0690,False,0.3697,False,top-3 avg score 0.3697 < final_threshold 0.6
software developer organization,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4865; levenshtein=0.1034; semantic=0.5105; sequence_match=0.1111,False,0.3693,False,top-3 avg score 0.3693 < final_threshold 0.6
Open source software license,Algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4844; levenshtein=0.1200; semantic=0.4442; sequence_match=0.1765,False,0.3684,False,top-3 avg score 0.3684 < final_threshold 0.6
Maintained,Software Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4056; levenshtein=0.0833; semantic=0.4254; sequence_match=0.2727,False,0.3679,False,top-3 avg score 0.3679 < final_threshold 0.6
function,Software Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.1667; semantic=0.4722; sequence_match=0.2000,False,0.3676,False,top-3 avg score 0.3676 < final_threshold 0.6
text editing,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3658; levenshtein=0.1579; semantic=0.5346; sequence_match=0.2000,False,0.3668,False,top-3 avg score 0.3668 < final_threshold 0.6
Development status,Software Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4369; levenshtein=0.1176; semantic=0.5222; sequence_match=0.1379,False,0.3657,False,top-3 avg score 0.3657 < final_threshold 0.6
plain text file format,Software Tool,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5077; levenshtein=0.1579; semantic=0.4311; sequence_match=0.0645,False,0.3656,False,top-3 avg score 0.3656 < final_threshold 0.6
software developer role,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4206; levenshtein=0.1429; semantic=0.4605; sequence_match=0.2143,False,0.3651,False,top-3 avg score 0.3651 < final_threshold 0.6
web service,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4083; levenshtein=0.0000; semantic=0.5758; sequence_match=0.1111,False,0.3651,False,top-3 avg score 0.3651 < final_threshold 0.6
file rendering,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4241; levenshtein=0.1538; semantic=0.4796; sequence_match=0.1905,False,0.3647,False,top-3 avg score 0.3647 < final_threshold 0.6
GIF,Data Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4778; levenshtein=0.1000; semantic=0.4603; sequence_match=0.1538,False,0.364,False,top-3 avg score 0.3640 < final_threshold 0.6
Free,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4342; levenshtein=0.1053; semantic=0.4827; sequence_match=0.1739,False,0.3636,False,top-3 avg score 0.3636 < final_threshold 0.6
data item,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3999; levenshtein=0.1053; semantic=0.4686; sequence_match=0.2222,False,0.3636,False,top-3 avg score 0.3636 < final_threshold 0.6
software developer role,Data Format,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5175; levenshtein=0.1905; semantic=0.3822; sequence_match=0.1290,False,0.3634,False,top-3 avg score 0.3634 < final_threshold 0.6
software developer role,Task,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5198; levenshtein=0.0952; semantic=0.4737; sequence_match=0.0800,False,0.3629,False,top-3 avg score 0.3629 < final_threshold 0.6
PROcess,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3360; levenshtein=0.1111; semantic=0.6273; sequence_match=0.1250,False,0.3628,False,top-3 avg score 0.3628 < final_threshold 0.6
plain text file format,Software Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4942; levenshtein=0.1053; semantic=0.4646; sequence_match=0.1290,False,0.3626,False,top-3 avg score 0.3626 < final_threshold 0.6
software developer organization,Task,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5067; levenshtein=0.0690; semantic=0.5110; sequence_match=0.0606,False,0.3622,False,top-3 avg score 0.3622 < final_threshold 0.6
