gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
algorithm,Algorithm,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
programming language,Programming Language,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
web service,Web Service,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
licence,License,jaro_winkler+semantic+levenshtein,jaro_winkler=0.9429; levenshtein=0.8571; semantic=0.9174; sequence_match=0.8571,False,0.9058,True,selected
function,Maintenance Status,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5064; levenshtein=0.1765; semantic=0.5428; sequence_match=0.2400,False,0.4297,False,top-3 avg score 0.4297 < final_threshold 0.6
web service,Collaboration,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5103; levenshtein=0.1538; semantic=0.5177; sequence_match=0.2609,False,0.4296,False,top-3 avg score 0.4296 < final_threshold 0.6
Purchase cost,Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.2500; semantic=0.4543; sequence_match=0.3333,False,0.4292,False,top-3 avg score 0.4292 < final_threshold 0.6
web service,Software Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5056; levenshtein=0.1667; semantic=0.5089; sequence_match=0.2727,False,0.4291,False,top-3 avg score 0.4291 < final_threshold 0.6
Development status,Tool Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4661; levenshtein=0.1765; semantic=0.5339; sequence_match=0.2857,False,0.4286,False,top-3 avg score 0.4286 < final_threshold 0.6
data format specification,Algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5314; levenshtein=0.2174; semantic=0.5039; sequence_match=0.2500,False,0.4284,False,top-3 avg score 0.4284 < final_threshold 0.6
software developer role,Tool Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6194; levenshtein=0.1905; semantic=0.4147; sequence_match=0.2500,False,0.428,False,top-3 avg score 0.4280 < final_threshold 0.6
CEL ASCII format,Tool Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4913; levenshtein=0.1429; semantic=0.4716; sequence_match=0.3200,False,0.4277,False,top-3 avg score 0.4277 < final_threshold 0.6
software developer organization,Tool Data Compatibility,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5609; levenshtein=0.2069; semantic=0.4019; sequence_match=0.3200,False,0.4276,False,top-3 avg score 0.4276 < final_threshold 0.6
XML,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4815; levenshtein=0.0000; semantic=0.6345; sequence_match=0.1667,False,0.4276,False,top-3 avg score 0.4276 < final_threshold 0.6
desktop graphical user interface,Software Type,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5225; levenshtein=0.2069; semantic=0.5516; sequence_match=0.1951,False,0.427,False,top-3 avg score 0.4270 < final_threshold 0.6
programming language,Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5351; levenshtein=0.1053; semantic=0.5716; sequence_match=0.1739,False,0.4269,False,top-3 avg score 0.4269 < final_threshold 0.6
CEL ASCII format,License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5571; levenshtein=0.1429; semantic=0.4371; sequence_match=0.2857,False,0.4267,False,top-3 avg score 0.4267 < final_threshold 0.6
CEL binary format,Algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4963; levenshtein=0.2000; semantic=0.4492; sequence_match=0.3333,False,0.4263,False,top-3 avg score 0.4263 < final_threshold 0.6
data item,Collaboration,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5353; levenshtein=0.1538; semantic=0.4573; sequence_match=0.2857,False,0.4261,False,top-3 avg score 0.4261 < final_threshold 0.6
software developer organization,Web Service,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5519; levenshtein=0.1724; semantic=0.5202; sequence_match=0.2051,False,0.4257,False,top-3 avg score 0.4257 < final_threshold 0.6
software,Format Conversion,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5972; levenshtein=0.1875; semantic=0.4923; sequence_match=0.1667,False,0.4257,False,top-3 avg score 0.4257 < final_threshold 0.6
application programming interface,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4412; levenshtein=0.1290; semantic=0.6849; sequence_match=0.1500,False,0.4254,False,top-3 avg score 0.4254 < final_threshold 0.6
application programming interface,Format Conversion,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5596; levenshtein=0.2258; semantic=0.4906; sequence_match=0.2128,False,0.4253,False,top-3 avg score 0.4253 < final_threshold 0.6
XML,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4921; levenshtein=0.0000; semantic=0.5831; sequence_match=0.2000,False,0.4251,False,top-3 avg score 0.4251 < final_threshold 0.6
programming language,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4942; levenshtein=0.1053; semantic=0.6370; sequence_match=0.1429,False,0.4247,False,top-3 avg score 0.4247 < final_threshold 0.6
algorithm,Web Service,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4741; levenshtein=0.1000; semantic=0.5885; sequence_match=0.2105,False,0.4244,False,top-3 avg score 0.4244 < final_threshold 0.6
web service,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4741; levenshtein=0.1000; semantic=0.5885; sequence_match=0.2105,False,0.4244,False,top-3 avg score 0.4244 < final_threshold 0.6
Maintained,Algorithm,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5444; levenshtein=0.2000; semantic=0.5278; sequence_match=0.1053,False,0.4241,False,top-3 avg score 0.4241 < final_threshold 0.6
software interface,Collaboration,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5072; levenshtein=0.1765; semantic=0.4983; sequence_match=0.2667,False,0.4241,False,top-3 avg score 0.4241 < final_threshold 0.6
data item,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4907; levenshtein=0.2222; semantic=0.5456; sequence_match=0.2353,False,0.4239,False,top-3 avg score 0.4239 < final_threshold 0.6
Not Free,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4643; levenshtein=0.1429; semantic=0.6253; sequence_match=0.1818,False,0.4238,False,top-3 avg score 0.4238 < final_threshold 0.6
CEL binary format,License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5492; levenshtein=0.1333; semantic=0.4486; sequence_match=0.2727,False,0.4235,False,top-3 avg score 0.4235 < final_threshold 0.6
CEL binary format,Help Resource,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5833; levenshtein=0.2667; semantic=0.4200; sequence_match=0.1481,False,0.4233,False,top-3 avg score 0.4233 < final_threshold 0.6
.csv,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4815; levenshtein=0.1111; semantic=0.6219; sequence_match=0.1667,False,0.4233,False,top-3 avg score 0.4233 < final_threshold 0.6
programming language,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3850; levenshtein=0.0526; semantic=0.7421; sequence_match=0.1429,False,0.4233,False,top-3 avg score 0.4233 < final_threshold 0.6
file rendering,Web Service,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4949; levenshtein=0.2308; semantic=0.5139; sequence_match=0.2609,False,0.4232,False,top-3 avg score 0.4232 < final_threshold 0.6
PROcess,Platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.4906; sequence_match=0.2667,False,0.423,False,top-3 avg score 0.4230 < final_threshold 0.6
software interface,Algorithm Modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5045; levenshtein=0.1429; semantic=0.5012; sequence_match=0.2632,False,0.423,False,top-3 avg score 0.4230 < final_threshold 0.6
CEL binary format,Programming Language,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5265; levenshtein=0.1053; semantic=0.5062; sequence_match=0.2353,False,0.4226,False,top-3 avg score 0.4226 < final_threshold 0.6
version number,Maintenance Status,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4937; levenshtein=0.1176; semantic=0.5742; sequence_match=0.2000,False,0.4226,False,top-3 avg score 0.4226 < final_threshold 0.6
programming language,Collaboration,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4928; levenshtein=0.1579; semantic=0.4621; sequence_match=0.3125,False,0.4225,False,top-3 avg score 0.4225 < final_threshold 0.6
plain text file format,Programming Language,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5313; levenshtein=0.1053; semantic=0.4718; sequence_match=0.2632,False,0.4221,False,top-3 avg score 0.4221 < final_threshold 0.6
Not Free,Data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4643; levenshtein=0.1429; semantic=0.6196; sequence_match=0.1818,False,0.4219,False,top-3 avg score 0.4219 < final_threshold 0.6
Source code available,CSV Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4729; levenshtein=0.1053; semantic=0.5070; sequence_match=0.2857,False,0.4219,False,top-3 avg score 0.4219 < final_threshold 0.6
plain text file format,Collaboration,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5538; levenshtein=0.1579; semantic=0.3360; sequence_match=0.3750,False,0.4216,False,top-3 avg score 0.4216 < final_threshold 0.6
plain text file format,Algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5396; levenshtein=0.1579; semantic=0.4395; sequence_match=0.2857,False,0.4216,False,top-3 avg score 0.4216 < final_threshold 0.6
algorithm,GIF Rendering,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4167; levenshtein=0.0833; semantic=0.5622; sequence_match=0.2857,False,0.4215,False,top-3 avg score 0.4215 < final_threshold 0.6
software,Collaboration,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5353; levenshtein=0.1538; semantic=0.5376; sequence_match=0.1905,False,0.4211,False,top-3 avg score 0.4211 < final_threshold 0.6
desktop graphical user interface,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4956; levenshtein=0.1724; semantic=0.5453; sequence_match=0.2222,False,0.421,False,top-3 avg score 0.4210 < final_threshold 0.6
Open source software license,Format Conversion,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6493; levenshtein=0.2000; semantic=0.4136; sequence_match=0.1463,False,0.421,False,top-3 avg score 0.4210 < final_threshold 0.6
software interface,CSV Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5621; levenshtein=0.1765; semantic=0.4691; sequence_match=0.2308,False,0.4206,False,top-3 avg score 0.4206 < final_threshold 0.6
algorithm,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4537; levenshtein=0.0000; semantic=0.6528; sequence_match=0.1538,False,0.4201,False,top-3 avg score 0.4201 < final_threshold 0.6
software developer role,Tool,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5198; levenshtein=0.1905; semantic=0.4996; sequence_match=0.2400,False,0.4198,False,top-3 avg score 0.4198 < final_threshold 0.6
data item,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4167; levenshtein=0.2500; semantic=0.5094; sequence_match=0.3333,False,0.4198,False,top-3 avg score 0.4198 < final_threshold 0.6
desktop graphical user interface,TXT Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5275; levenshtein=0.1379; semantic=0.4686; sequence_match=0.2632,False,0.4198,False,top-3 avg score 0.4198 < final_threshold 0.6
function,Capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4472; levenshtein=0.1000; semantic=0.5891; sequence_match=0.2222,False,0.4195,False,top-3 avg score 0.4195 < final_threshold 0.6
programming language,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4637; levenshtein=0.1579; semantic=0.5641; sequence_match=0.2308,False,0.4195,False,top-3 avg score 0.4195 < final_threshold 0.6
software interface,Format,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5758; levenshtein=0.1765; semantic=0.5060; sequence_match=0.1739,False,0.4194,False,top-3 avg score 0.4194 < final_threshold 0.6
programming language,Capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4535; levenshtein=0.1579; semantic=0.5284; sequence_match=0.2759,False,0.4193,False,top-3 avg score 0.4193 < final_threshold 0.6
Source code available,Tool Version,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5730; levenshtein=0.1579; semantic=0.5258; sequence_match=0.1333,False,0.4189,False,top-3 avg score 0.4189 < final_threshold 0.6
software developer organization,CEL Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5302; levenshtein=0.2069; semantic=0.4106; sequence_match=0.3158,False,0.4189,False,top-3 avg score 0.4189 < final_threshold 0.6
Maintained,Format Conversion,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5472; levenshtein=0.1875; semantic=0.4006; sequence_match=0.3077,False,0.4185,False,top-3 avg score 0.4185 < final_threshold 0.6
software,Task,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4167; levenshtein=0.2500; semantic=0.5878; sequence_match=0.1667,False,0.4182,False,top-3 avg score 0.4182 < final_threshold 0.6
Maintained,Collaboration,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5615; levenshtein=0.1538; semantic=0.4312; sequence_match=0.2609,False,0.4179,False,top-3 avg score 0.4179 < final_threshold 0.6
XML,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4620; levenshtein=0.1053; semantic=0.6088; sequence_match=0.1818,False,0.4175,False,top-3 avg score 0.4175 < final_threshold 0.6
XML,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4861; levenshtein=0.0000; semantic=0.5839; sequence_match=0.1818,False,0.4173,False,top-3 avg score 0.4173 < final_threshold 0.6
Maintained,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4000; levenshtein=0.2000; semantic=0.5659; sequence_match=0.2857,False,0.4172,False,top-3 avg score 0.4172 < final_threshold 0.6
software interface,Platform,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5064; levenshtein=0.1765; semantic=0.5687; sequence_match=0.1600,False,0.4172,False,top-3 avg score 0.4172 < final_threshold 0.6
Development status,Programming Language,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5458; levenshtein=0.1579; semantic=0.5476; sequence_match=0.0556,False,0.4171,False,top-3 avg score 0.4171 < final_threshold 0.6
software developer organization,Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5352; levenshtein=0.1724; semantic=0.4282; sequence_match=0.2857,False,0.4164,False,top-3 avg score 0.4164 < final_threshold 0.6
algorithm,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4180; levenshtein=0.1111; semantic=0.5812; sequence_match=0.2500,False,0.4164,False,top-3 avg score 0.4164 < final_threshold 0.6
software,Tool Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4545; levenshtein=0.1818; semantic=0.5831; sequence_match=0.2105,False,0.4161,False,top-3 avg score 0.4161 < final_threshold 0.6
algorithm,Help Resource,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4167; levenshtein=0.0833; semantic=0.5456; sequence_match=0.2857,False,0.416,False,top-3 avg score 0.4160 < final_threshold 0.6
Not Free,Web Service,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4651; levenshtein=0.2000; semantic=0.5475; sequence_match=0.2353,False,0.416,False,top-3 avg score 0.4160 < final_threshold 0.6
desktop graphical user interface,Collaboration,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5564; levenshtein=0.1379; semantic=0.4533; sequence_match=0.2381,False,0.4159,False,top-3 avg score 0.4159 < final_threshold 0.6
Source code available,CEL Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4729; levenshtein=0.1579; semantic=0.4891; sequence_match=0.2857,False,0.4159,False,top-3 avg score 0.4159 < final_threshold 0.6
licence,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4180; levenshtein=0.1111; semantic=0.5792; sequence_match=0.2500,False,0.4157,False,top-3 avg score 0.4157 < final_threshold 0.6
data item,License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.4683; sequence_match=0.2667,False,0.4156,False,top-3 avg score 0.4156 < final_threshold 0.6
algorithm,Maintenance Status,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5033; levenshtein=0.1176; semantic=0.5121; sequence_match=0.2308,False,0.4154,False,top-3 avg score 0.4154 < final_threshold 0.6
file rendering,Software Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4637; levenshtein=0.0769; semantic=0.4609; sequence_match=0.3200,False,0.4149,False,top-3 avg score 0.4149 < final_threshold 0.6
version number,XML Editing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5103; levenshtein=0.0769; semantic=0.4722; sequence_match=0.2609,False,0.4144,False,top-3 avg score 0.4144 < final_threshold 0.6
CEL ASCII format,Task,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5476; levenshtein=0.1429; semantic=0.4733; sequence_match=0.2222,False,0.4144,False,top-3 avg score 0.4144 < final_threshold 0.6
software developer organization,Help Resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5386; levenshtein=0.1379; semantic=0.5093; sequence_match=0.1951,False,0.4144,False,top-3 avg score 0.4144 < final_threshold 0.6
desktop graphical user interface,XML Editing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5670; levenshtein=0.1379; semantic=0.4710; sequence_match=0.2051,False,0.4144,False,top-3 avg score 0.4144 < final_threshold 0.6
Development status,Data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4363; levenshtein=0.1765; semantic=0.5208; sequence_match=0.2857,False,0.4143,False,top-3 avg score 0.4143 < final_threshold 0.6
GIF,Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.0000; semantic=0.5204; sequence_match=0.2222,False,0.4142,False,top-3 avg score 0.4142 < final_threshold 0.6
text editing,Maintenance Status,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4661; levenshtein=0.1765; semantic=0.4903; sequence_match=0.2857,False,0.4141,False,top-3 avg score 0.4141 < final_threshold 0.6
plain text file format,Tool Data Compatibility,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5342; levenshtein=0.0952; semantic=0.4072; sequence_match=0.3000,False,0.4138,False,top-3 avg score 0.4138 < final_threshold 0.6
software interface,Task,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5310; levenshtein=0.1176; semantic=0.5927; sequence_match=0.0952,False,0.4138,False,top-3 avg score 0.4138 < final_threshold 0.6
data item,Algorithm Modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4802; levenshtein=0.1429; semantic=0.4848; sequence_match=0.2759,False,0.4136,False,top-3 avg score 0.4136 < final_threshold 0.6
data item,TXT Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.1111; semantic=0.4358; sequence_match=0.2353,False,0.4135,False,top-3 avg score 0.4135 < final_threshold 0.6
desktop graphical user interface,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5460; levenshtein=0.1034; semantic=0.5719; sequence_match=0.1212,False,0.413,False,top-3 avg score 0.4130 < final_threshold 0.6
.csv,CEL Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4815; levenshtein=0.1111; semantic=0.5907; sequence_match=0.1667,False,0.413,False,top-3 avg score 0.4130 < final_threshold 0.6
Not Free,Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.1429; semantic=0.6273; sequence_match=0.1818,False,0.4126,False,top-3 avg score 0.4126 < final_threshold 0.6
GIF,Programming Language,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5906; levenshtein=0.1053; semantic=0.4646; sequence_match=0.1818,False,0.4124,False,top-3 avg score 0.4124 < final_threshold 0.6
Not Free,CSV Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4762; levenshtein=0.2222; semantic=0.5108; sequence_match=0.2500,False,0.4123,False,top-3 avg score 0.4123 < final_threshold 0.6
algorithm,Tool Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5194; levenshtein=0.1818; semantic=0.5175; sequence_match=0.2000,False,0.4123,False,top-3 avg score 0.4123 < final_threshold 0.6
CEL binary format,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4870; levenshtein=0.1333; semantic=0.4982; sequence_match=0.2500,False,0.4117,False,top-3 avg score 0.4117 < final_threshold 0.6
algorithm,Format Conversion,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4894; levenshtein=0.1875; semantic=0.5058; sequence_match=0.2400,False,0.4117,False,top-3 avg score 0.4117 < final_threshold 0.6
software interface,Algorithm,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4832; levenshtein=0.1765; semantic=0.5752; sequence_match=0.1538,False,0.4116,False,top-3 avg score 0.4116 < final_threshold 0.6
software developer role,Format Conversion,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6004; levenshtein=0.2381; semantic=0.3641; sequence_match=0.2703,False,0.4116,False,top-3 avg score 0.4116 < final_threshold 0.6
XML,CEL Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4815; levenshtein=0.1111; semantic=0.5864; sequence_match=0.1667,False,0.4115,False,top-3 avg score 0.4115 < final_threshold 0.6
application programming interface,Data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5045; levenshtein=0.0968; semantic=0.5584; sequence_match=0.1714,False,0.4114,False,top-3 avg score 0.4114 < final_threshold 0.6
text editing,Software Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3965; levenshtein=0.1667; semantic=0.4895; sequence_match=0.3478,False,0.4113,False,top-3 avg score 0.4113 < final_threshold 0.6
software,Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4167; levenshtein=0.1250; semantic=0.6504; sequence_match=0.1667,False,0.4112,False,top-3 avg score 0.4112 < final_threshold 0.6
Maintained,TXT Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4741; levenshtein=0.0000; semantic=0.4432; sequence_match=0.3158,False,0.411,False,top-3 avg score 0.4110 < final_threshold 0.6
PROcess,Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4643; levenshtein=0.1429; semantic=0.5869; sequence_match=0.1818,False,0.411,False,top-3 avg score 0.4110 < final_threshold 0.6
text editing,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4680; levenshtein=0.1818; semantic=0.5646; sequence_match=0.2000,False,0.4109,False,top-3 avg score 0.4109 < final_threshold 0.6
software developer organization,XML Editing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4912; levenshtein=0.1724; semantic=0.4336; sequence_match=0.3077,False,0.4108,False,top-3 avg score 0.4108 < final_threshold 0.6
software developer organization,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4427; levenshtein=0.2069; semantic=0.4725; sequence_match=0.3158,False,0.4103,False,top-3 avg score 0.4103 < final_threshold 0.6
licence,Algorithm Modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4603; levenshtein=0.1429; semantic=0.4836; sequence_match=0.2857,False,0.4099,False,top-3 avg score 0.4099 < final_threshold 0.6
CEL ASCII format,Tool Data Compatibility,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5794; levenshtein=0.1905; semantic=0.4583; sequence_match=0.1714,False,0.4094,False,top-3 avg score 0.4094 < final_threshold 0.6
file rendering,CEL Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5007; levenshtein=0.1538; semantic=0.5455; sequence_match=0.1818,False,0.4094,False,top-3 avg score 0.4094 < final_threshold 0.6
function,XML Editing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4472; levenshtein=0.2000; semantic=0.4471; sequence_match=0.3333,False,0.4092,False,top-3 avg score 0.4092 < final_threshold 0.6
Open source software license,Algorithm Modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5254; levenshtein=0.1200; semantic=0.4402; sequence_match=0.2609,False,0.4088,False,top-3 avg score 0.4088 < final_threshold 0.6
Free,CSV Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4537; levenshtein=0.2222; semantic=0.4626; sequence_match=0.3077,False,0.408,False,top-3 avg score 0.4080 < final_threshold 0.6
function,Data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1250; semantic=0.5987; sequence_match=0.1667,False,0.4079,False,top-3 avg score 0.4079 < final_threshold 0.6
file rendering,Capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5103; levenshtein=0.0769; semantic=0.4519; sequence_match=0.2609,False,0.4077,False,top-3 avg score 0.4077 < final_threshold 0.6
text editing,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4892; levenshtein=0.0909; semantic=0.5115; sequence_match=0.2222,False,0.4076,False,top-3 avg score 0.4076 < final_threshold 0.6
CEL ASCII format,Maintenance Status,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4944; levenshtein=0.1176; semantic=0.4044; sequence_match=0.3226,False,0.4071,False,top-3 avg score 0.4071 < final_threshold 0.6
programming language,Format,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4591; levenshtein=0.2105; semantic=0.5514; sequence_match=0.1600,False,0.407,False,top-3 avg score 0.4070 < final_threshold 0.6
PROcess,Software Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5516; levenshtein=0.0833; semantic=0.4588; sequence_match=0.2105,False,0.407,False,top-3 avg score 0.4070 < final_threshold 0.6
CEL ASCII format,Help Resource,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5873; levenshtein=0.2143; semantic=0.4189; sequence_match=0.1538,False,0.4068,False,top-3 avg score 0.4068 < final_threshold 0.6
data format specification,Task,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5157; levenshtein=0.1304; semantic=0.4826; sequence_match=0.2222,False,0.4068,False,top-3 avg score 0.4068 < final_threshold 0.6
algorithm,Tool Data Compatibility,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4841; levenshtein=0.1429; semantic=0.4692; sequence_match=0.2667,False,0.4067,False,top-3 avg score 0.4067 < final_threshold 0.6
Maintained,GIF Rendering,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5889; levenshtein=0.1667; semantic=0.4491; sequence_match=0.1818,False,0.4066,False,top-3 avg score 0.4066 < final_threshold 0.6
algorithm,Software Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4259; levenshtein=0.1667; semantic=0.5079; sequence_match=0.2857,False,0.4065,False,top-3 avg score 0.4065 < final_threshold 0.6
version number,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4241; levenshtein=0.1538; semantic=0.6049; sequence_match=0.1905,False,0.4065,False,top-3 avg score 0.4065 < final_threshold 0.6
file rendering,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4103; levenshtein=0.1538; semantic=0.5358; sequence_match=0.2727,False,0.4063,False,top-3 avg score 0.4063 < final_threshold 0.6
desktop graphical user interface,Tool Data Compatibility,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5132; levenshtein=0.1724; semantic=0.4649; sequence_match=0.2400,False,0.406,False,top-3 avg score 0.4060 < final_threshold 0.6
Development status,Platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5064; levenshtein=0.1176; semantic=0.4708; sequence_match=0.2400,False,0.4057,False,top-3 avg score 0.4057 < final_threshold 0.6
Maintained,Algorithm Modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4619; levenshtein=0.1429; semantic=0.4968; sequence_match=0.2581,False,0.4056,False,top-3 avg score 0.4056 < final_threshold 0.6
software,CEL Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4815; levenshtein=0.1111; semantic=0.4993; sequence_match=0.2353,False,0.4054,False,top-3 avg score 0.4054 < final_threshold 0.6
