role,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
property,playsgame,playsgame,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,hasachievement,hasachievement,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,hasitem,hasitem,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,livesin,livesin,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,hasplayingarea,hasplayingarea,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,releasedate,hasreleasedate,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8074; levenshtein=0.7857; semantic=0.9390; sequence_match=0.8800,False,0.8754,True,selected
property,hasplayingarea,doneat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3254; levenshtein=0.1429; semantic=0.5013; sequence_match=0.3000,False,0.3756,False,top-3 avg score 0.3756 < final_threshold 0.6
property,isfriendwithplayer,obtains,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5146; levenshtein=0.1111; semantic=0.4496; sequence_match=0.1600,False,0.3747,False,top-3 avg score 0.3747 < final_threshold 0.6
property,hasgamegenre,obtains,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4484; levenshtein=0.1667; semantic=0.4548; sequence_match=0.2105,False,0.3712,False,top-3 avg score 0.3712 < final_threshold 0.6
property,hasgamegenre,livesin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4484; levenshtein=0.1667; semantic=0.4509; sequence_match=0.2105,False,0.3699,False,top-3 avg score 0.3699 < final_threshold 0.6
property,username,makes,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3833; levenshtein=0.1250; semantic=0.5545; sequence_match=0.1538,False,0.3639,False,top-3 avg score 0.3639 < final_threshold 0.6
property,ownsitem,makes,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3833; levenshtein=0.1250; semantic=0.5456; sequence_match=0.1538,False,0.3609,False,top-3 avg score 0.3609 < final_threshold 0.6
property,username,plays,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3833; levenshtein=0.1250; semantic=0.5405; sequence_match=0.1538,False,0.3592,False,top-3 avg score 0.3592 < final_threshold 0.6
property,livesin,canuse,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3730; levenshtein=0.1429; semantic=0.5497; sequence_match=0.1538,False,0.3589,False,top-3 avg score 0.3589 < final_threshold 0.6
property,isfriendwithplayer,makesinapppurchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.1111; semantic=0.3533; sequence_match=0.1667,False,0.3585,False,top-3 avg score 0.3585 < final_threshold 0.6
property,iseventassociatedtoplayer,canuse,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5444; levenshtein=0.1200; semantic=0.3974; sequence_match=0.1290,False,0.3570,False,top-3 avg score 0.3570 < final_threshold 0.6
property,purchasesgameoffering,existsin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.3948; levenshtein=0.1905; semantic=0.3786; sequence_match=0.2759,False,0.3498,False,top-3 avg score 0.3498 < final_threshold 0.6
property,username,obtains,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3452; levenshtein=0.0000; semantic=0.5693; sequence_match=0.1333,False,0.3493,False,top-3 avg score 0.3493 < final_threshold 0.6
property,ownsitem,plays,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4417; levenshtein=0.0000; semantic=0.4517; sequence_match=0.1538,False,0.3491,False,top-3 avg score 0.3491 < final_threshold 0.6
property,isfriendwithplayer,purchases,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3889; levenshtein=0.2222; semantic=0.4332; sequence_match=0.1481,False,0.3481,False,top-3 avg score 0.3481 < final_threshold 0.6
property,playsgame,doneat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4259; levenshtein=0.1111; semantic=0.4825; sequence_match=0.1333,False,0.3473,False,top-3 avg score 0.3473 < final_threshold 0.6
property,iseventassociatedtoplayer,makesinapppurchase,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5322; levenshtein=0.2000; semantic=0.3045; sequence_match=0.1395,False,0.3456,False,top-3 avg score 0.3456 < final_threshold 0.6
property,isfriendwithplayer,canuse,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4444; levenshtein=0.1111; semantic=0.4194; sequence_match=0.1667,False,0.3435,False,top-3 avg score 0.3435 < final_threshold 0.6
property,iseventassociatedtoplayer,plays,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3267; levenshtein=0.1600; semantic=0.4308; sequence_match=0.2667,False,0.3414,False,top-3 avg score 0.3414 < final_threshold 0.6
property,eventtime,hasplayingarea,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4048; levenshtein=0.1429; semantic=0.4475; sequence_match=0.0870,False,0.3317,False,top-3 avg score 0.3317 < final_threshold 0.6
property,playsgame,existsin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4120; levenshtein=0.1111; semantic=0.4629; sequence_match=0.1176,False,0.3309,False,top-3 avg score 0.3309 < final_threshold 0.6
property,eventtime,makes,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4370; levenshtein=0.0000; semantic=0.4077; sequence_match=0.1429,False,0.3292,False,top-3 avg score 0.3292 < final_threshold 0.6
property,eventtime,canuse,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3519; levenshtein=0.2222; semantic=0.4116; sequence_match=0.1333,False,0.3286,False,top-3 avg score 0.3286 < final_threshold 0.6
property,purchasesgameoffering,livesin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2937; levenshtein=0.1905; semantic=0.4011; sequence_match=0.2857,False,0.3268,False,top-3 avg score 0.3268 < final_threshold 0.6
property,iseventassociatedtoplayer,purchases,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4519; levenshtein=0.1200; semantic=0.3337; sequence_match=0.1765,False,0.3207,False,top-3 avg score 0.3207 < final_threshold 0.6
property,eventtime,makesinapppurchase,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4722; levenshtein=0.1667; semantic=0.3107; sequence_match=0.1481,False,0.3165,False,top-3 avg score 0.3165 < final_threshold 0.6
property,ownsachievement,plays,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3444; levenshtein=0.0667; semantic=0.4931; sequence_match=0.1000,False,0.3125,False,top-3 avg score 0.3125 < final_threshold 0.6
property,iseventassociatedtoplayer,makes,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4622; levenshtein=0.0800; semantic=0.3919; sequence_match=0.0667,False,0.3114,False,top-3 avg score 0.3114 < final_threshold 0.6
property,eventtime,purchases,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4074; levenshtein=0.0000; semantic=0.4108; sequence_match=0.1111,False,0.3098,False,top-3 avg score 0.3098 < final_threshold 0.6
property,hasgamegenre,doneat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3333; levenshtein=0.0833; semantic=0.4737; sequence_match=0.1111,False,0.3060,False,top-3 avg score 0.3060 < final_threshold 0.6
property,isfriendwithplayer,makes,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3370; levenshtein=0.1111; semantic=0.4265; sequence_match=0.0870,False,0.2916,False,top-3 avg score 0.2916 < final_threshold 0.6
property,purchasesgameoffering,doneat,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3095; levenshtein=0.0952; semantic=0.4100; sequence_match=0.0741,False,0.2716,False,top-3 avg score 0.2716 < final_threshold 0.6
property,eventtime,plays,semantic+jaro_winkler+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.3860; sequence_match=0.0000,False,0.1287,False,top-3 avg score 0.1287 < final_threshold 0.6
