prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has achievement,has achievement,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has item,has item,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has playing area,has playing area,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,owns item,owns item,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,plays game,played game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.8878; levenshtein=0.8000; semantic=0.9012; sequence_match=0.8421,False,0.877,True,selected
ObjectProperty,owns character,has in app purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6218; levenshtein=0.1250; semantic=0.4629; sequence_match=0.3448,False,0.4765,False,top-3 avg score 0.4765 < final_threshold 0.7
ObjectProperty,has character,purchased item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5644; levenshtein=0.3846; semantic=0.4644; sequence_match=0.4000,False,0.4763,False,top-3 avg score 0.4763 < final_threshold 0.7
ObjectProperty,has character,participant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5571; levenshtein=0.1667; semantic=0.5231; sequence_match=0.3478,False,0.476,False,top-3 avg score 0.4760 < final_threshold 0.7
ObjectProperty,has character,earned achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5698; levenshtein=0.2353; semantic=0.5816; sequence_match=0.2759,False,0.4758,False,top-3 avg score 0.4758 < final_threshold 0.7
ObjectProperty,is leaderboard in game,resides in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6450; levenshtein=0.2105; semantic=0.4228; sequence_match=0.3571,False,0.475,False,top-3 avg score 0.4750 < final_threshold 0.7
ObjectProperty,is player in session,resides in,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6198; levenshtein=0.3529; semantic=0.4502; sequence_match=0.3077,False,0.4743,False,top-3 avg score 0.4743 < final_threshold 0.7
ObjectProperty,is session in game,has game equipment,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5361; levenshtein=0.1250; semantic=0.5641; sequence_match=0.3226,False,0.4743,False,top-3 avg score 0.4743 < final_threshold 0.7
ObjectProperty,has game genre,has in app purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5784; levenshtein=0.3125; semantic=0.4867; sequence_match=0.3571,False,0.4741,False,top-3 avg score 0.4741 < final_threshold 0.7
ObjectProperty,is leaderboard in game,has game achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5468; levenshtein=0.2105; semantic=0.6050; sequence_match=0.2703,False,0.474,False,top-3 avg score 0.4740 < final_threshold 0.7
ObjectProperty,is friend with player,has purchaser,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.2222; semantic=0.4662; sequence_match=0.4000,False,0.4739,False,top-3 avg score 0.4739 < final_threshold 0.7
ObjectProperty,purchases game offering,has player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5608; levenshtein=0.2857; semantic=0.4587; sequence_match=0.4000,False,0.4732,False,top-3 avg score 0.4732 < final_threshold 0.7
ObjectProperty,has playing area,first IAP game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5992; levenshtein=0.2857; semantic=0.4355; sequence_match=0.3846,False,0.4731,False,top-3 avg score 0.4731 < final_threshold 0.7
ObjectProperty,purchases game offering,has player equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6071; levenshtein=0.1905; semantic=0.4516; sequence_match=0.3590,False,0.4726,False,top-3 avg score 0.4726 < final_threshold 0.7
ObjectProperty,owns achievement,has friend,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5222; levenshtein=0.2667; semantic=0.5608; sequence_match=0.3333,False,0.4721,False,top-3 avg score 0.4721 < final_threshold 0.7
ObjectProperty,has leaderboard,has in app purchase,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6012; levenshtein=0.3750; semantic=0.4387; sequence_match=0.2667,False,0.4716,False,top-3 avg score 0.4716 < final_threshold 0.7
ObjectProperty,is session in game,has game achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5343; levenshtein=0.2222; semantic=0.5772; sequence_match=0.3030,False,0.4715,False,top-3 avg score 0.4715 < final_threshold 0.7
ObjectProperty,has achievement,played game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4857; levenshtein=0.2143; semantic=0.5950; sequence_match=0.3333,False,0.4714,False,top-3 avg score 0.4714 < final_threshold 0.7
ObjectProperty,is character in session,has equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5639; levenshtein=0.2000; semantic=0.4739; sequence_match=0.3750,False,0.4709,False,top-3 avg score 0.4709 < final_threshold 0.7
ObjectProperty,has character,owns item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5417; levenshtein=0.1667; semantic=0.5710; sequence_match=0.3000,False,0.4709,False,top-3 avg score 0.4709 < final_threshold 0.7
ObjectProperty,owns achievement,purchased in game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5852; levenshtein=0.1333; semantic=0.4937; sequence_match=0.3333,False,0.4707,False,top-3 avg score 0.4707 < final_threshold 0.7
ObjectProperty,is character in game,has player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5065; levenshtein=0.1765; semantic=0.5180; sequence_match=0.3846,False,0.4697,False,top-3 avg score 0.4697 < final_threshold 0.7
ObjectProperty,is achievement in game,has player equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6273; levenshtein=0.2105; semantic=0.5116; sequence_match=0.2703,False,0.4697,False,top-3 avg score 0.4697 < final_threshold 0.7
ObjectProperty,is friend with player,purchased item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6033; levenshtein=0.1667; semantic=0.4185; sequence_match=0.3871,False,0.4696,False,top-3 avg score 0.4696 < final_threshold 0.7
ObjectProperty,has leaderboard,has game equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5456; levenshtein=0.2500; semantic=0.5287; sequence_match=0.3333,False,0.4692,False,top-3 avg score 0.4692 < final_threshold 0.7
ObjectProperty,owns item,resides in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.2222; semantic=0.4841; sequence_match=0.3529,False,0.4688,False,top-3 avg score 0.4688 < final_threshold 0.7
ObjectProperty,owns achievement,used item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5861; levenshtein=0.2667; semantic=0.4716; sequence_match=0.3478,False,0.4685,False,top-3 avg score 0.4685 < final_threshold 0.7
ObjectProperty,has character,co participant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5427; levenshtein=0.0769; semantic=0.4622; sequence_match=0.4000,False,0.4683,False,top-3 avg score 0.4683 < final_threshold 0.7
ObjectProperty,is leaderboard in game,has game equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5676; levenshtein=0.1579; semantic=0.5507; sequence_match=0.2857,False,0.468,False,top-3 avg score 0.4680 < final_threshold 0.7
ObjectProperty,purchases game offering,earned achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6024; levenshtein=0.2381; semantic=0.4264; sequence_match=0.3684,False,0.4657,False,top-3 avg score 0.4657 < final_threshold 0.7
ObjectProperty,is character in game,has purchaser,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6291; levenshtein=0.2353; semantic=0.3528; sequence_match=0.4138,False,0.4652,False,top-3 avg score 0.4652 < final_threshold 0.7
ObjectProperty,is character in game,resides in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6176; levenshtein=0.1765; semantic=0.4676; sequence_match=0.3077,False,0.4643,False,top-3 avg score 0.4643 < final_threshold 0.7
ObjectProperty,has character,purchased in game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5405; levenshtein=0.2000; semantic=0.4815; sequence_match=0.3704,False,0.4641,False,top-3 avg score 0.4641 < final_threshold 0.7
ObjectProperty,is event associated to player,has player equipment,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4852; levenshtein=0.1600; semantic=0.5331; sequence_match=0.3721,False,0.4635,False,top-3 avg score 0.4635 < final_threshold 0.7
ObjectProperty,is character in game,first IAP player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5759; levenshtein=0.1765; semantic=0.4264; sequence_match=0.3871,False,0.4632,False,top-3 avg score 0.4632 < final_threshold 0.7
ObjectProperty,is achievement in game,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6466; levenshtein=0.2105; semantic=0.5120; sequence_match=0.2308,False,0.4631,False,top-3 avg score 0.4631 < final_threshold 0.7
ObjectProperty,purchases game offering,has equipment,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6151; levenshtein=0.2857; semantic=0.3496; sequence_match=0.4242,False,0.463,False,top-3 avg score 0.4630 < final_threshold 0.7
ObjectProperty,is character in session,has achievement,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6048; levenshtein=0.3000; semantic=0.4828; sequence_match=0.2353,False,0.4625,False,top-3 avg score 0.4625 < final_threshold 0.7
ObjectProperty,is character in session,has player equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5852; levenshtein=0.1500; semantic=0.4319; sequence_match=0.3684,False,0.4618,False,top-3 avg score 0.4618 < final_threshold 0.7
ObjectProperty,owns character,participant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5464; levenshtein=0.1538; semantic=0.5051; sequence_match=0.3333,False,0.4616,False,top-3 avg score 0.4616 < final_threshold 0.7
ObjectProperty,is leaderboard in game,first IAP player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5944; levenshtein=0.1053; semantic=0.4246; sequence_match=0.3636,False,0.4609,False,top-3 avg score 0.4609 < final_threshold 0.7
ObjectProperty,plays game,has purchaser,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5907; levenshtein=0.1667; semantic=0.4085; sequence_match=0.3810,False,0.4601,False,top-3 avg score 0.4601 < final_threshold 0.7
ObjectProperty,has leaderboard,used item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5952; levenshtein=0.2143; semantic=0.4209; sequence_match=0.3636,False,0.4599,False,top-3 avg score 0.4599 < final_threshold 0.7
ObjectProperty,lives in,has equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5516; levenshtein=0.2500; semantic=0.5121; sequence_match=0.3158,False,0.4598,False,top-3 avg score 0.4598 < final_threshold 0.7
ObjectProperty,has leaderboard,has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5317; levenshtein=0.2778; semantic=0.5276; sequence_match=0.3125,False,0.4573,False,top-3 avg score 0.4573 < final_threshold 0.7
ObjectProperty,is character in session,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6079; levenshtein=0.2000; semantic=0.4665; sequence_match=0.2963,False,0.4569,False,top-3 avg score 0.4569 < final_threshold 0.7
ObjectProperty,owns achievement,played game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.2000; semantic=0.5783; sequence_match=0.3200,False,0.4568,False,top-3 avg score 0.4568 < final_threshold 0.7
ObjectProperty,is character in game,has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.2222; semantic=0.4263; sequence_match=0.3429,False,0.4568,False,top-3 avg score 0.4568 < final_threshold 0.7
ObjectProperty,owns character,first IAP player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5842; levenshtein=0.2857; semantic=0.4153; sequence_match=0.3704,False,0.4567,False,top-3 avg score 0.4567 < final_threshold 0.7
ObjectProperty,owns character,earned achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5287; levenshtein=0.2353; semantic=0.5741; sequence_match=0.2667,False,0.4565,False,top-3 avg score 0.4565 < final_threshold 0.7
ObjectProperty,is achievement in game,has equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6301; levenshtein=0.2632; semantic=0.4165; sequence_match=0.3226,False,0.4564,False,top-3 avg score 0.4564 < final_threshold 0.7
ObjectProperty,is achievement in game,has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4975; levenshtein=0.2632; semantic=0.4474; sequence_match=0.4242,False,0.4564,False,top-3 avg score 0.4564 < final_threshold 0.7
ObjectProperty,is character in game,co participant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6295; levenshtein=0.2941; semantic=0.4039; sequence_match=0.3333,False,0.4556,False,top-3 avg score 0.4556 < final_threshold 0.7
ObjectProperty,has item,earned achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5189; levenshtein=0.2353; semantic=0.5139; sequence_match=0.3333,False,0.4554,False,top-3 avg score 0.4554 < final_threshold 0.7
ObjectProperty,owns character,has game equipment,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5011; levenshtein=0.0625; semantic=0.5884; sequence_match=0.2759,False,0.4551,False,top-3 avg score 0.4551 < final_threshold 0.7
ObjectProperty,plays game,has friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.1111; semantic=0.4749; sequence_match=0.3333,False,0.4546,False,top-3 avg score 0.4546 < final_threshold 0.7
ObjectProperty,lives in,has playing area,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5357; levenshtein=0.1429; semantic=0.5415; sequence_match=0.2857,False,0.4543,False,top-3 avg score 0.4543 < final_threshold 0.7
ObjectProperty,is character in game,participant,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6076; levenshtein=0.2941; semantic=0.4612; sequence_match=0.2857,False,0.4543,False,top-3 avg score 0.4543 < final_threshold 0.7
ObjectProperty,lives in,participant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5671; levenshtein=0.1818; semantic=0.4613; sequence_match=0.3333,False,0.4539,False,top-3 avg score 0.4539 < final_threshold 0.7
ObjectProperty,involves character,has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5759; levenshtein=0.1176; semantic=0.5244; sequence_match=0.2581,False,0.4528,False,top-3 avg score 0.4528 < final_threshold 0.7
ObjectProperty,is character in session,participant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5841; levenshtein=0.2000; semantic=0.5154; sequence_match=0.2581,False,0.4525,False,top-3 avg score 0.4525 < final_threshold 0.7
ObjectProperty,is friend with player,used item,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5009; levenshtein=0.3333; semantic=0.3950; sequence_match=0.4615,False,0.4525,False,top-3 avg score 0.4525 < final_threshold 0.7
ObjectProperty,owns character,has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5842; levenshtein=0.1429; semantic=0.4768; sequence_match=0.2963,False,0.4524,False,top-3 avg score 0.4524 < final_threshold 0.7
ObjectProperty,involves character,has in app purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5862; levenshtein=0.1765; semantic=0.4059; sequence_match=0.3636,False,0.4519,False,top-3 avg score 0.4519 < final_threshold 0.7
ObjectProperty,involves character,co participant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5548; levenshtein=0.1765; semantic=0.4671; sequence_match=0.3333,False,0.4517,False,top-3 avg score 0.4517 < final_threshold 0.7
ObjectProperty,is event associated to player,has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5904; levenshtein=0.1600; semantic=0.4567; sequence_match=0.3077,False,0.4516,False,top-3 avg score 0.4516 < final_threshold 0.7
ObjectProperty,is character in session,has game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5881; levenshtein=0.1500; semantic=0.4699; sequence_match=0.2963,False,0.4514,False,top-3 avg score 0.4514 < final_threshold 0.7
ObjectProperty,plays game,purchased item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5801; levenshtein=0.2308; semantic=0.4104; sequence_match=0.3636,False,0.4514,False,top-3 avg score 0.4514 < final_threshold 0.7
ObjectProperty,owns achievement,has purchaser,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5167; levenshtein=0.1333; semantic=0.5408; sequence_match=0.2963,False,0.4513,False,top-3 avg score 0.4513 < final_threshold 0.7
ObjectProperty,purchases game offering,has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4841; levenshtein=0.2381; semantic=0.4682; sequence_match=0.4000,False,0.4508,False,top-3 avg score 0.4508 < final_threshold 0.7
ObjectProperty,involves character,participant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5330; levenshtein=0.1765; semantic=0.5322; sequence_match=0.2857,False,0.4503,False,top-3 avg score 0.4503 < final_threshold 0.7
ObjectProperty,is character in session,co participant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6030; levenshtein=0.2000; semantic=0.4446; sequence_match=0.3030,False,0.4502,False,top-3 avg score 0.4502 < final_threshold 0.7
ObjectProperty,lives in,has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5974; levenshtein=0.2222; semantic=0.4326; sequence_match=0.3200,False,0.45,False,top-3 avg score 0.4500 < final_threshold 0.7
ObjectProperty,owns character,has player equipment,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4996; levenshtein=0.1667; semantic=0.5268; sequence_match=0.3226,False,0.4496,False,top-3 avg score 0.4496 < final_threshold 0.7
ObjectProperty,is achievement in game,first IAP player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5276; levenshtein=0.1053; semantic=0.4570; sequence_match=0.3636,False,0.4494,False,top-3 avg score 0.4494 < final_threshold 0.7
ObjectProperty,owns item,has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5676; levenshtein=0.1667; semantic=0.4713; sequence_match=0.3077,False,0.4489,False,top-3 avg score 0.4489 < final_threshold 0.7
ObjectProperty,plays game,participant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5354; levenshtein=0.1818; semantic=0.5107; sequence_match=0.3000,False,0.4487,False,top-3 avg score 0.4487 < final_threshold 0.7
ObjectProperty,has leaderboard,purchased item,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5366; levenshtein=0.1429; semantic=0.3637; sequence_match=0.4444,False,0.4483,False,top-3 avg score 0.4483 < final_threshold 0.7
ObjectProperty,is achievement in game,purchased item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5738; levenshtein=0.2632; semantic=0.4572; sequence_match=0.3125,False,0.4479,False,top-3 avg score 0.4479 < final_threshold 0.7
ObjectProperty,has leaderboard,first IAP player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5714; levenshtein=0.1429; semantic=0.4147; sequence_match=0.3571,False,0.4478,False,top-3 avg score 0.4478 < final_threshold 0.7
ObjectProperty,is friend with player,first IAP game,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6019; levenshtein=0.3333; semantic=0.4072; sequence_match=0.2667,False,0.4475,False,top-3 avg score 0.4475 < final_threshold 0.7
ObjectProperty,has playing area,has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5820; levenshtein=0.2222; semantic=0.4476; sequence_match=0.3125,False,0.4474,False,top-3 avg score 0.4474 < final_threshold 0.7
ObjectProperty,has character,played game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5167; levenshtein=0.1667; semantic=0.5519; sequence_match=0.2727,False,0.4471,False,top-3 avg score 0.4471 < final_threshold 0.7
ObjectProperty,is character in session,has purchaser,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5852; levenshtein=0.2000; semantic=0.3780; sequence_match=0.3750,False,0.4461,False,top-3 avg score 0.4461 < final_threshold 0.7
ObjectProperty,involves character,played game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5451; levenshtein=0.1765; semantic=0.4966; sequence_match=0.2963,False,0.446,False,top-3 avg score 0.4460 < final_threshold 0.7
ObjectProperty,plays game,has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5444; levenshtein=0.1667; semantic=0.4213; sequence_match=0.3704,False,0.4454,False,top-3 avg score 0.4454 < final_threshold 0.7
ObjectProperty,owns achievement,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6056; levenshtein=0.2000; semantic=0.4689; sequence_match=0.2609,False,0.4451,False,top-3 avg score 0.4451 < final_threshold 0.7
ObjectProperty,involves character,has player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4832; levenshtein=0.2353; semantic=0.4662; sequence_match=0.3846,False,0.4447,False,top-3 avg score 0.4447 < final_threshold 0.7
ObjectProperty,owns item,earned achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4951; levenshtein=0.2353; semantic=0.5182; sequence_match=0.3200,False,0.4444,False,top-3 avg score 0.4444 < final_threshold 0.7
ObjectProperty,owns item,has purchaser,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.0833; semantic=0.6591; sequence_match=0.2000,False,0.4438,False,top-3 avg score 0.4438 < final_threshold 0.7
ObjectProperty,purchases game offering,has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5439; levenshtein=0.1905; semantic=0.4280; sequence_match=0.3590,False,0.4436,False,top-3 avg score 0.4436 < final_threshold 0.7
ObjectProperty,is event associated to player,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5714; levenshtein=0.2000; semantic=0.4467; sequence_match=0.3125,False,0.4435,False,top-3 avg score 0.4435 < final_threshold 0.7
ObjectProperty,has character,used item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5417; levenshtein=0.2500; semantic=0.4888; sequence_match=0.3000,False,0.4435,False,top-3 avg score 0.4435 < final_threshold 0.7
ObjectProperty,has item,first IAP game,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6437; levenshtein=0.2500; semantic=0.4368; sequence_match=0.2105,False,0.4435,False,top-3 avg score 0.4435 < final_threshold 0.7
ObjectProperty,is character in session,purchased in game,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5889; levenshtein=0.2500; semantic=0.3409; sequence_match=0.4000,False,0.4432,False,top-3 avg score 0.4432 < final_threshold 0.7
ObjectProperty,involves player,has purchaser,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4579; levenshtein=0.2143; semantic=0.4844; sequence_match=0.3846,False,0.4423,False,top-3 avg score 0.4423 < final_threshold 0.7
ObjectProperty,has leaderboard,purchased in game,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5127; levenshtein=0.2000; semantic=0.4003; sequence_match=0.4138,False,0.4423,False,top-3 avg score 0.4423 < final_threshold 0.7
ObjectProperty,is achievement in game,resides in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6053; levenshtein=0.2105; semantic=0.4355; sequence_match=0.2857,False,0.4422,False,top-3 avg score 0.4422 < final_threshold 0.7
ObjectProperty,owns character,has achievement type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4996; levenshtein=0.1667; semantic=0.5031; sequence_match=0.3226,False,0.4417,False,top-3 avg score 0.4417 < final_threshold 0.7
ObjectProperty,owns character,has game achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4996; levenshtein=0.1667; semantic=0.5669; sequence_match=0.2581,False,0.4415,False,top-3 avg score 0.4415 < final_threshold 0.7
ObjectProperty,owns character,played game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5103; levenshtein=0.1538; semantic=0.5529; sequence_match=0.2609,False,0.4413,False,top-3 avg score 0.4413 < final_threshold 0.7
ObjectProperty,owns character,used item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5353; levenshtein=0.2308; semantic=0.5028; sequence_match=0.2857,False,0.4412,False,top-3 avg score 0.4412 < final_threshold 0.7
ObjectProperty,owns item,has game achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4907; levenshtein=0.1667; semantic=0.5245; sequence_match=0.3077,False,0.441,False,top-3 avg score 0.4410 < final_threshold 0.7
ObjectProperty,is character in game,has ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5611; levenshtein=0.2353; semantic=0.4642; sequence_match=0.2963,False,0.4405,False,top-3 avg score 0.4405 < final_threshold 0.7
ObjectProperty,owns item,purchased in game,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5056; levenshtein=0.2000; semantic=0.6149; sequence_match=0.1739,False,0.4402,False,top-3 avg score 0.4402 < final_threshold 0.7
ObjectProperty,is friend with player,owns item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.2222; semantic=0.4848; sequence_match=0.3077,False,0.4401,False,top-3 avg score 0.4401 < final_threshold 0.7
ObjectProperty,is character in game,earned achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5922; levenshtein=0.1765; semantic=0.4340; sequence_match=0.2941,False,0.4401,False,top-3 avg score 0.4401 < final_threshold 0.7
ObjectProperty,owns item,has game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.1250; semantic=0.5623; sequence_match=0.2667,False,0.4397,False,top-3 avg score 0.4397 < final_threshold 0.7
ObjectProperty,is character in session,has game equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5968; levenshtein=0.2000; semantic=0.4998; sequence_match=0.2222,False,0.4396,False,top-3 avg score 0.4396 < final_threshold 0.7
ObjectProperty,owns achievement,has in app purchase,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4919; levenshtein=0.0625; semantic=0.5018; sequence_match=0.3226,False,0.4387,False,top-3 avg score 0.4387 < final_threshold 0.7
ObjectProperty,involves character,has genre,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4951; levenshtein=0.1765; semantic=0.5006; sequence_match=0.3200,False,0.4386,False,top-3 avg score 0.4386 < final_threshold 0.7
ObjectProperty,involves character,has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5283; levenshtein=0.0556; semantic=0.5010; sequence_match=0.2857,False,0.4383,False,top-3 avg score 0.4383 < final_threshold 0.7
ObjectProperty,has achievement,co participant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5139; levenshtein=0.2857; semantic=0.5035; sequence_match=0.2963,False,0.4379,False,top-3 avg score 0.4379 < final_threshold 0.7
ObjectProperty,involves character,purchased item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5548; levenshtein=0.2353; semantic=0.4255; sequence_match=0.3333,False,0.4379,False,top-3 avg score 0.4379 < final_threshold 0.7
ObjectProperty,is friend with player,resides in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5794; levenshtein=0.1667; semantic=0.4379; sequence_match=0.2963,False,0.4379,False,top-3 avg score 0.4379 < final_threshold 0.7
ObjectProperty,is event associated to player,earned achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5897; levenshtein=0.1600; semantic=0.4375; sequence_match=0.2857,False,0.4377,False,top-3 avg score 0.4377 < final_threshold 0.7
ObjectProperty,plays game,has equipment,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5093; levenshtein=0.1667; semantic=0.5165; sequence_match=0.2857,False,0.4372,False,top-3 avg score 0.4372 < final_threshold 0.7
ObjectProperty,is session in game,owns item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5861; levenshtein=0.2000; semantic=0.4632; sequence_match=0.2609,False,0.4367,False,top-3 avg score 0.4367 < final_threshold 0.7
ObjectProperty,is character in session,has ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5405; levenshtein=0.2500; semantic=0.5024; sequence_match=0.2667,False,0.4365,False,top-3 avg score 0.4365 < final_threshold 0.7
ObjectProperty,is event associated to player,has game achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5767; levenshtein=0.1200; semantic=0.4530; sequence_match=0.2791,False,0.4362,False,top-3 avg score 0.4362 < final_threshold 0.7
