gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
Virtuosity,Location,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4472; levenshtein=0.1000; semantic=0.4792; sequence_match=0.2222,False,0.3829,False,top-3 avg score 0.3829 < final_threshold 0.6
Tutorial,Item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1250; semantic=0.5211; sequence_match=0.1667,False,0.382,False,top-3 avg score 0.3820 < final_threshold 0.6
Fandom,Playing Area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5051; levenshtein=0.1818; semantic=0.4055; sequence_match=0.2353,False,0.382,False,top-3 avg score 0.3820 < final_threshold 0.6
Luck,Equipment,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4537; levenshtein=0.1111; semantic=0.5383; sequence_match=0.1538,False,0.382,False,top-3 avg score 0.3820 < final_threshold 0.6
in-app purchase event,Game Participation,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5283; levenshtein=0.1667; semantic=0.4477; sequence_match=0.1143,False,0.3809,False,top-3 avg score 0.3809 < final_threshold 0.6
Character,Player Game Achievement,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4646; levenshtein=0.2381; semantic=0.4397; sequence_match=0.2000,False,0.3808,False,top-3 avg score 0.3808 < final_threshold 0.6
Loyalty,Player Game Equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4177; levenshtein=0.1579; semantic=0.4166; sequence_match=0.3077,False,0.3807,False,top-3 avg score 0.3807 < final_threshold 0.6
Curiosity,Genre,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4370; levenshtein=0.0000; semantic=0.5616; sequence_match=0.1429,False,0.3805,False,top-3 avg score 0.3805 < final_threshold 0.6
Virtuosity,Genre,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4333; levenshtein=0.0000; semantic=0.5741; sequence_match=0.1333,False,0.3803,False,top-3 avg score 0.3803 < final_threshold 0.6
Leaderboard,Equipment,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4680; levenshtein=0.0909; semantic=0.4726; sequence_match=0.2000,False,0.3802,False,top-3 avg score 0.3802 < final_threshold 0.6
Item,Player Game First IAP,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5370; levenshtein=0.1111; semantic=0.4215; sequence_match=0.1818,False,0.3801,False,top-3 avg score 0.3801 < final_threshold 0.6
Tutorial,Playing Area,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4381; levenshtein=0.0909; semantic=0.4907; sequence_match=0.2105,False,0.3798,False,top-3 avg score 0.3798 < final_threshold 0.6
Virtuosity,In App Purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4859; levenshtein=0.0769; semantic=0.3897; sequence_match=0.2609,False,0.3788,False,top-3 avg score 0.3788 < final_threshold 0.6
Tutorial,In App Purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4359; levenshtein=0.1538; semantic=0.4145; sequence_match=0.2857,False,0.3787,False,top-3 avg score 0.3787 < final_threshold 0.6
Session,Player Game Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4762; levenshtein=0.1429; semantic=0.4691; sequence_match=0.1905,False,0.3786,False,top-3 avg score 0.3786 < final_threshold 0.6
Fandom,Player Game Equipment,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4795; levenshtein=0.1053; semantic=0.4955; sequence_match=0.1600,False,0.3783,False,top-3 avg score 0.3783 < final_threshold 0.6
Tutorial,Player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.0000; semantic=0.5604; sequence_match=0.1429,False,0.3779,False,top-3 avg score 0.3779 < final_threshold 0.6
Luck,In App Purchase,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4423; levenshtein=0.1538; semantic=0.4560; sequence_match=0.2353,False,0.3779,False,top-3 avg score 0.3779 < final_threshold 0.6
special play style,Equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4815; levenshtein=0.1875; semantic=0.4106; sequence_match=0.2400,False,0.3774,False,top-3 avg score 0.3774 < final_threshold 0.6
Item,Playing Area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4470; levenshtein=0.1818; semantic=0.4168; sequence_match=0.2667,False,0.3768,False,top-3 avg score 0.3768 < final_threshold 0.6
playing area,Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4470; levenshtein=0.1818; semantic=0.4168; sequence_match=0.2667,False,0.3768,False,top-3 avg score 0.3768 < final_threshold 0.6
Veteran,Player Game First IAP,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5146; levenshtein=0.2222; semantic=0.3752; sequence_match=0.2400,False,0.3766,False,top-3 avg score 0.3766 < final_threshold 0.6
Leaderboard,Game Participation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3663; levenshtein=0.1765; semantic=0.5489; sequence_match=0.2143,False,0.3765,False,top-3 avg score 0.3765 < final_threshold 0.6
Session,Player Game Achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4603; levenshtein=0.1429; semantic=0.4537; sequence_match=0.2143,False,0.3761,False,top-3 avg score 0.3761 < final_threshold 0.6
special play style,Game,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3750; levenshtein=0.1250; semantic=0.6278; sequence_match=0.1000,False,0.3759,False,top-3 avg score 0.3759 < final_threshold 0.6
Loyalty,Player Game Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4127; levenshtein=0.1429; semantic=0.4255; sequence_match=0.2857,False,0.3746,False,top-3 avg score 0.3746 < final_threshold 0.6
Player,Achievement Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4889; levenshtein=0.0667; semantic=0.4412; sequence_match=0.1905,False,0.3735,False,top-3 avg score 0.3735 < final_threshold 0.6
Virtuosity,Player Game Item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3952; levenshtein=0.2143; semantic=0.4748; sequence_match=0.2500,False,0.3733,False,top-3 avg score 0.3733 < final_threshold 0.6
game product,Playing Area,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4040; levenshtein=0.0000; semantic=0.4422; sequence_match=0.2727,False,0.373,False,top-3 avg score 0.3730 < final_threshold 0.6
Character,Player Game First IAP,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.2222; semantic=0.3408; sequence_match=0.2222,False,0.3729,False,top-3 avg score 0.3729 < final_threshold 0.6
playing area,Equipment,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4360; levenshtein=0.0909; semantic=0.4813; sequence_match=0.2000,False,0.3725,False,top-3 avg score 0.3725 < final_threshold 0.6
Luck,Player Game Equipment,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4342; levenshtein=0.1053; semantic=0.5090; sequence_match=0.1739,False,0.3724,False,top-3 avg score 0.3724 < final_threshold 0.6
Virtuosity,Player Game First IAP,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4593; levenshtein=0.1667; semantic=0.3693; sequence_match=0.2857,False,0.3714,False,top-3 avg score 0.3714 < final_threshold 0.6
Veteran,Playing Area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4560; levenshtein=0.0909; semantic=0.4345; sequence_match=0.2222,False,0.3709,False,top-3 avg score 0.3709 < final_threshold 0.6
Paragon,Ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.0000; semantic=0.5408; sequence_match=0.1429,False,0.3707,False,top-3 avg score 0.3707 < final_threshold 0.6
Session,In App Purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4799; levenshtein=0.0000; semantic=0.4319; sequence_match=0.2000,False,0.3706,False,top-3 avg score 0.3706 < final_threshold 0.6
in-app purchase event,Game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4352; levenshtein=0.1111; semantic=0.4943; sequence_match=0.1818,False,0.3704,False,top-3 avg score 0.3704 < final_threshold 0.6
Fandom,Location,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3611; levenshtein=0.2500; semantic=0.4638; sequence_match=0.2857,False,0.3702,False,top-3 avg score 0.3702 < final_threshold 0.6
special play style,Genre,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4208; levenshtein=0.1250; semantic=0.4990; sequence_match=0.1905,False,0.3701,False,top-3 avg score 0.3701 < final_threshold 0.6
Fandom,Ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4365; levenshtein=0.0000; semantic=0.5200; sequence_match=0.1538,False,0.3701,False,top-3 avg score 0.3701 < final_threshold 0.6
Tutorial,Equipment,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4907; levenshtein=0.1111; semantic=0.5008; sequence_match=0.1176,False,0.3697,False,top-3 avg score 0.3697 < final_threshold 0.6
Item,Location,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1250; semantic=0.4837; sequence_match=0.1667,False,0.3696,False,top-3 avg score 0.3696 < final_threshold 0.6
Completion,Item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4000; levenshtein=0.1000; semantic=0.5652; sequence_match=0.1429,False,0.3694,False,top-3 avg score 0.3694 < final_threshold 0.6
Session,Player Game Equipment,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3985; levenshtein=0.1579; semantic=0.4762; sequence_match=0.2308,False,0.3685,False,top-3 avg score 0.3685 < final_threshold 0.6
Curiosity,Player Game Item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4101; levenshtein=0.2143; semantic=0.4304; sequence_match=0.2609,False,0.3671,False,top-3 avg score 0.3671 < final_threshold 0.6
Collection,Player Game First IAP,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4574; levenshtein=0.1667; semantic=0.3560; sequence_match=0.2857,False,0.3664,False,top-3 avg score 0.3664 < final_threshold 0.6
Loyalty,Game Participation,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4678; levenshtein=0.1176; semantic=0.5127; sequence_match=0.0833,False,0.366,False,top-3 avg score 0.3660 < final_threshold 0.6
Session,Ability,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4286; levenshtein=0.1429; semantic=0.5243; sequence_match=0.1429,False,0.3652,False,top-3 avg score 0.3652 < final_threshold 0.6
Session,Playing Area,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4892; levenshtein=0.0909; semantic=0.4915; sequence_match=0.1111,False,0.3639,False,top-3 avg score 0.3639 < final_threshold 0.6
game product,Item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3939; levenshtein=0.0909; semantic=0.5643; sequence_match=0.1333,False,0.3639,False,top-3 avg score 0.3639 < final_threshold 0.6
Curiosity,In App Purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4103; levenshtein=0.0769; semantic=0.4067; sequence_match=0.2727,False,0.3632,False,top-3 avg score 0.3632 < final_threshold 0.6
Genre,In App Purchase,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5179; levenshtein=0.1538; semantic=0.4158; sequence_match=0.1111,False,0.3625,False,top-3 avg score 0.3625 < final_threshold 0.6
Luck,Playing Area,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4470; levenshtein=0.0909; semantic=0.5067; sequence_match=0.1333,False,0.3623,False,top-3 avg score 0.3623 < final_threshold 0.6
special play style,Location,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5000; levenshtein=0.1875; semantic=0.3970; sequence_match=0.1667,False,0.3615,False,top-3 avg score 0.3615 < final_threshold 0.6
in-app purchase event,Item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4352; levenshtein=0.1111; semantic=0.4664; sequence_match=0.1818,False,0.3611,False,top-3 avg score 0.3611 < final_threshold 0.6
Loyalty,Player Game First IAP,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4206; levenshtein=0.2222; semantic=0.3405; sequence_match=0.3200,False,0.3604,False,top-3 avg score 0.3604 < final_threshold 0.6
Leaderboard,In App Purchase,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5012; levenshtein=0.2308; semantic=0.3477; sequence_match=0.0833,False,0.3599,False,top-3 avg score 0.3599 < final_threshold 0.6
Character,Item,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.2222; semantic=0.5447; sequence_match=0.3077,False,0.3582,False,top-3 avg score 0.3582 < final_threshold 0.6
Luck,Game Participation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4363; levenshtein=0.0588; semantic=0.5430; sequence_match=0.0952,False,0.3582,False,top-3 avg score 0.3582 < final_threshold 0.6
Tutorial,Genre,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4417; levenshtein=0.1250; semantic=0.4772; sequence_match=0.1538,False,0.3576,False,top-3 avg score 0.3576 < final_threshold 0.6
hard mode,Ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4226; levenshtein=0.1250; semantic=0.5135; sequence_match=0.1333,False,0.3565,False,top-3 avg score 0.3565 < final_threshold 0.6
Session,Achievement Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4317; levenshtein=0.1333; semantic=0.4557; sequence_match=0.1818,False,0.3564,False,top-3 avg score 0.3564 < final_threshold 0.6
Curiosity,Player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4259; levenshtein=0.0000; semantic=0.5087; sequence_match=0.1333,False,0.356,False,top-3 avg score 0.3560 < final_threshold 0.6
game product,Location,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4773; levenshtein=0.0909; semantic=0.3785; sequence_match=0.2105,False,0.3554,False,top-3 avg score 0.3554 < final_threshold 0.6
Virtuosity,Player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4222; levenshtein=0.0000; semantic=0.5147; sequence_match=0.1250,False,0.354,False,top-3 avg score 0.3540 < final_threshold 0.6
Feature,Player Game First IAP,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5146; levenshtein=0.1667; semantic=0.3798; sequence_match=0.1600,False,0.3537,False,top-3 avg score 0.3537 < final_threshold 0.6
Tutorial,Player Game First IAP,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4074; levenshtein=0.1667; semantic=0.4220; sequence_match=0.2308,False,0.3534,False,top-3 avg score 0.3534 < final_threshold 0.6
Virtuosity,Playing Area,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3970; levenshtein=0.0000; semantic=0.4714; sequence_match=0.1905,False,0.3529,False,top-3 avg score 0.3529 < final_threshold 0.6
Fandom,Player Game Achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4762; levenshtein=0.0952; semantic=0.4327; sequence_match=0.1481,False,0.3524,False,top-3 avg score 0.3524 < final_threshold 0.6
game product,Ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4113; levenshtein=0.0909; semantic=0.4234; sequence_match=0.2222,False,0.3523,False,top-3 avg score 0.3523 < final_threshold 0.6
Tutorial,Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4053; levenshtein=0.0000; semantic=0.5452; sequence_match=0.1053,False,0.3519,False,top-3 avg score 0.3519 < final_threshold 0.6
Luck,Player Game Item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4405; levenshtein=0.0714; semantic=0.5023; sequence_match=0.1111,False,0.3513,False,top-3 avg score 0.3513 < final_threshold 0.6
Leaderboard,Achievement Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3798; levenshtein=0.1333; semantic=0.5124; sequence_match=0.1538,False,0.3487,False,top-3 avg score 0.3487 < final_threshold 0.6
Leaderboard,Item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4470; levenshtein=0.0909; semantic=0.4657; sequence_match=0.1333,False,0.3487,False,top-3 avg score 0.3487 < final_threshold 0.6
Tutorial,Player Game Item,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4286; levenshtein=0.1429; semantic=0.4705; sequence_match=0.0909,False,0.3473,False,top-3 avg score 0.3473 < final_threshold 0.6
playing area,Achievement Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4601; levenshtein=0.0667; semantic=0.4196; sequence_match=0.1538,False,0.3445,False,top-3 avg score 0.3445 < final_threshold 0.6
Fandom,Equipment,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4259; levenshtein=0.1111; semantic=0.4708; sequence_match=0.1333,False,0.3434,False,top-3 avg score 0.3434 < final_threshold 0.6
Session,Player Game First IAP,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4656; levenshtein=0.1667; semantic=0.3967; sequence_match=0.1600,False,0.343,False,top-3 avg score 0.3430 < final_threshold 0.6
Luck,Achievement Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4389; levenshtein=0.0000; semantic=0.4840; sequence_match=0.1053,False,0.3427,False,top-3 avg score 0.3427 < final_threshold 0.6
in-app purchase event,Player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4630; levenshtein=0.1667; semantic=0.3961; sequence_match=0.1667,False,0.3419,False,top-3 avg score 0.3419 < final_threshold 0.6
Curiosity,Player Game Equipment,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3860; levenshtein=0.1053; semantic=0.4208; sequence_match=0.2143,False,0.3403,False,top-3 avg score 0.3403 < final_threshold 0.6
Paragon,Achievement Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4730; levenshtein=0.0667; semantic=0.4471; sequence_match=0.0909,False,0.337,False,top-3 avg score 0.3370 < final_threshold 0.6
Loyalty,Equipment,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4180; levenshtein=0.0000; semantic=0.4636; sequence_match=0.1250,False,0.3355,False,top-3 avg score 0.3355 < final_threshold 0.6
Fandom,Player Game First IAP,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4815; levenshtein=0.1111; semantic=0.3512; sequence_match=0.1667,False,0.3331,False,top-3 avg score 0.3331 < final_threshold 0.6
Tutorial,Ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3452; levenshtein=0.1250; semantic=0.5076; sequence_match=0.1333,False,0.3287,False,top-3 avg score 0.3287 < final_threshold 0.6
Curiosity,Player Game Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3810; levenshtein=0.0952; semantic=0.4038; sequence_match=0.2000,False,0.3283,False,top-3 avg score 0.3283 < final_threshold 0.6
Virtuosity,Player Game Equipment,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3702; levenshtein=0.1053; semantic=0.4752; sequence_match=0.1379,False,0.3278,False,top-3 avg score 0.3278 < final_threshold 0.6
Collection,In App Purchase,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3923; levenshtein=0.0769; semantic=0.4166; sequence_match=0.1739,False,0.3276,False,top-3 avg score 0.3276 < final_threshold 0.6
Veteran,In App Purchase,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4420; levenshtein=0.1538; semantic=0.3869; sequence_match=0.1000,False,0.3276,False,top-3 avg score 0.3276 < final_threshold 0.6
Tutorial,Player Game Equipment,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4035; levenshtein=0.1053; semantic=0.4727; sequence_match=0.0741,False,0.3271,False,top-3 avg score 0.3271 < final_threshold 0.6
Completion,In App Purchase,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3923; levenshtein=0.0769; semantic=0.4128; sequence_match=0.1739,False,0.3263,False,top-3 avg score 0.3263 < final_threshold 0.6
special play style,Item,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3750; levenshtein=0.1250; semantic=0.4650; sequence_match=0.1000,False,0.3217,False,top-3 avg score 0.3217 < final_threshold 0.6
Luck,Player Game First IAP,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4352; levenshtein=0.0556; semantic=0.4293; sequence_match=0.0909,False,0.3185,False,top-3 avg score 0.3185 < final_threshold 0.6
in-app purchase event,Location,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4074; levenshtein=0.1667; semantic=0.3768; sequence_match=0.1538,False,0.317,False,top-3 avg score 0.3170 < final_threshold 0.6
Virtuosity,Player Game Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3698; levenshtein=0.0952; semantic=0.4507; sequence_match=0.1290,False,0.3165,False,top-3 avg score 0.3165 < final_threshold 0.6
Tutorial,Achievement Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2944; levenshtein=0.0000; semantic=0.4744; sequence_match=0.1739,False,0.3143,False,top-3 avg score 0.3143 < final_threshold 0.6
Character,Equipment,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3148; levenshtein=0.0000; semantic=0.5130; sequence_match=0.1111,False,0.313,False,top-3 avg score 0.3130 < final_threshold 0.6
Tutorial,Player Game Achievement,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3968; levenshtein=0.0952; semantic=0.4437; sequence_match=0.0690,False,0.3119,False,top-3 avg score 0.3119 < final_threshold 0.6
Leaderboard,Ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3225; levenshtein=0.0909; semantic=0.4982; sequence_match=0.1111,False,0.3106,False,top-3 avg score 0.3106 < final_threshold 0.6
Curiosity,Playing Area,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4007; levenshtein=0.0909; semantic=0.4233; sequence_match=0.1000,False,0.308,False,top-3 avg score 0.3080 < final_threshold 0.6
Loyalty,In App Purchase,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4066; levenshtein=0.0000; semantic=0.4153; sequence_match=0.1000,False,0.3073,False,top-3 avg score 0.3073 < final_threshold 0.6
Luck,Ability,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1429; semantic=0.5738; sequence_match=0.1818,False,0.2995,False,top-3 avg score 0.2995 < final_threshold 0.6
in-app purchase event,Ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2989; levenshtein=0.0556; semantic=0.3984; sequence_match=0.1600,False,0.2858,False,top-3 avg score 0.2858 < final_threshold 0.6
Fandom,In App Purchase,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3291; levenshtein=0.0769; semantic=0.3787; sequence_match=0.1053,False,0.271,False,top-3 avg score 0.2710 < final_threshold 0.6
Tutorial,Game,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6160; sequence_match=0.1667,False,0.2609,False,top-3 avg score 0.2609 < final_threshold 0.6
Veteran,Ability,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5840; sequence_match=0.1429,False,0.2423,False,top-3 avg score 0.2423 < final_threshold 0.6
Session,Player,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5701; sequence_match=0.1538,False,0.2413,False,top-3 avg score 0.2413 < final_threshold 0.6
Loyalty,Item,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4974; sequence_match=0.1818,False,0.2264,False,top-3 avg score 0.2264 < final_threshold 0.6
Luck,Game,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6513; sequence_match=0.0000,False,0.2171,False,top-3 avg score 0.2171 < final_threshold 0.6
Genre,Location,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4617; sequence_match=0.1538,False,0.2052,False,top-3 avg score 0.2052 < final_threshold 0.6
Virtuosity,Game,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6124; sequence_match=0.0000,False,0.2041,False,top-3 avg score 0.2041 < final_threshold 0.6
Curiosity,Game,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5855; sequence_match=0.0000,False,0.1952,False,top-3 avg score 0.1952 < final_threshold 0.6
Paragon,Item,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5596; sequence_match=0.0000,False,0.1865,False,top-3 avg score 0.1865 < final_threshold 0.6
Luck,Item,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5488; sequence_match=0.0000,False,0.1829,False,top-3 avg score 0.1829 < final_threshold 0.6
Genre,Ability,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5332; sequence_match=0.0000,False,0.1777,False,top-3 avg score 0.1777 < final_threshold 0.6
Luck,Genre,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5310; sequence_match=0.0000,False,0.177,False,top-3 avg score 0.1770 < final_threshold 0.6
Loyalty,Genre,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4296; sequence_match=0.0000,False,0.1432,False,top-3 avg score 0.1432 < final_threshold 0.6
