role,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
property,haspermission,haspermission,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,hasduty,hasduty,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,hasconstraint,hasconstraint,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,hasoperator,hasoperator,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,inheritsfrom,inheritsfrom,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,partof,ispartof,jaro_winkler+sequence_match+semantic,jaro_winkler=0.9167; levenshtein=0.7500; semantic=0.8314; sequence_match=0.8571,False,0.8684,True,selected
property,or,usesoperator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.1667; semantic=0.5293; sequence_match=0.2857,False,0.4476,False,top-3 avg score 0.4476 < final_threshold 0.6
property,hasprohibition,inheritsfrom,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5317; levenshtein=0.2143; semantic=0.5032; sequence_match=0.3077,False,0.4475,False,top-3 avg score 0.4475 < final_threshold 0.6
property,assigner,hasduty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.5638; sequence_match=0.2667,False,0.4474,False,top-3 avg score 0.4474 < final_threshold 0.6
property,andsequence,hasrole,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5671; levenshtein=0.1818; semantic=0.4419; sequence_match=0.3333,False,0.4474,False,top-3 avg score 0.4474 < final_threshold 0.6
property,hasoperator,isremedyfor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5697; levenshtein=0.2727; semantic=0.4076; sequence_match=0.3636,False,0.4470,False,top-3 avg score 0.4470 < final_threshold 0.6
property,hasprohibition,usesoperator,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5873; levenshtein=0.2857; semantic=0.4675; sequence_match=0.1538,False,0.4468,False,top-3 avg score 0.4468 < final_threshold 0.6
property,inheritrelation,violates,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5194; levenshtein=0.2667; semantic=0.4732; sequence_match=0.3478,False,0.4468,False,top-3 avg score 0.4468 < final_threshold 0.6
property,targetpolicy,activatesuponfailureof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5715; levenshtein=0.2273; semantic=0.4130; sequence_match=0.3529,False,0.4458,False,top-3 avg score 0.4458 < final_threshold 0.6
property,and,grantsaccess,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.1667; semantic=0.4594; sequence_match=0.2667,False,0.4457,False,top-3 avg score 0.4457 < final_threshold 0.6
property,failure,specifies,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5026; levenshtein=0.1111; semantic=0.4553; sequence_match=0.3750,False,0.4443,False,top-3 avg score 0.4443 < final_threshold 0.6
property,partof,issupportedby,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5748; levenshtein=0.2308; semantic=0.4413; sequence_match=0.3158,False,0.4439,False,top-3 avg score 0.4439 < final_threshold 0.6
property,obligation,hasconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4949; levenshtein=0.1538; semantic=0.5760; sequence_match=0.2609,False,0.4439,False,top-3 avg score 0.4439 < final_threshold 0.6
property,haspermission,issupportedby,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5231; levenshtein=0.0769; semantic=0.5007; sequence_match=0.3077,False,0.4438,False,top-3 avg score 0.4438 < final_threshold 0.6
property,and,contains,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4861; levenshtein=0.2500; semantic=0.4808; sequence_match=0.3636,False,0.4435,False,top-3 avg score 0.4435 < final_threshold 0.6
property,partof,activatesuponfailureof,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6202; levenshtein=0.2273; semantic=0.3531; sequence_match=0.3571,False,0.4435,False,top-3 avg score 0.4435 < final_threshold 0.6
property,relation,hasnestedconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4961; levenshtein=0.1579; semantic=0.5374; sequence_match=0.2963,False,0.4432,False,top-3 avg score 0.4432 < final_threshold 0.6
property,assigner,fails,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5472; levenshtein=0.1250; semantic=0.4738; sequence_match=0.3077,False,0.4429,False,top-3 avg score 0.4429 < final_threshold 0.6
property,hasoperator,activatesuponfailureof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5720; levenshtein=0.2273; semantic=0.4533; sequence_match=0.3030,False,0.4428,False,top-3 avg score 0.4428 < final_threshold 0.6
property,remedy,haspermissionduty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4477; levenshtein=0.2353; semantic=0.5323; sequence_match=0.3478,False,0.4426,False,top-3 avg score 0.4426 < final_threshold 0.6
property,hasconstraint,specifies,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5007; levenshtein=0.1538; semantic=0.5535; sequence_match=0.2727,False,0.4423,False,top-3 avg score 0.4423 < final_threshold 0.6
property,function,hasnestedconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5627; levenshtein=0.2105; semantic=0.4676; sequence_match=0.2963,False,0.4422,False,top-3 avg score 0.4422 < final_threshold 0.6
property,relation,hasduty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.0000; semantic=0.5478; sequence_match=0.2667,False,0.4421,False,top-3 avg score 0.4421 < final_threshold 0.6
property,or,hasright,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5417; levenshtein=0.1250; semantic=0.5840; sequence_match=0.2000,False,0.4419,False,top-3 avg score 0.4419 < final_threshold 0.6
property,inheritsfrom,specifies,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5241; levenshtein=0.2500; semantic=0.5119; sequence_match=0.2857,False,0.4406,False,top-3 avg score 0.4406 < final_threshold 0.6
property,andsequence,hasnestedconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5911; levenshtein=0.2632; semantic=0.3970; sequence_match=0.3333,False,0.4405,False,top-3 avg score 0.4405 < final_threshold 0.6
property,function,activatesuponfailureof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5076; levenshtein=0.1818; semantic=0.4801; sequence_match=0.3333,False,0.4404,False,top-3 avg score 0.4404 < final_threshold 0.6
property,assigner,appliesto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.2222; semantic=0.5163; sequence_match=0.2353,False,0.4403,False,top-3 avg score 0.4403 < final_threshold 0.6
property,assignee,fails,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5472; levenshtein=0.1250; semantic=0.4658; sequence_match=0.3077,False,0.4402,False,top-3 avg score 0.4402 < final_threshold 0.6
property,target,contains,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.1250; semantic=0.5072; sequence_match=0.2857,False,0.4402,False,top-3 avg score 0.4402 < final_threshold 0.6
property,hasaction,violates,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4907; levenshtein=0.1111; semantic=0.5941; sequence_match=0.2353,False,0.4400,False,top-3 avg score 0.4400 < final_threshold 0.6
property,operand,hasnestedconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5107; levenshtein=0.2105; semantic=0.5015; sequence_match=0.3077,False,0.4400,False,top-3 avg score 0.4400 < final_threshold 0.6
property,andsequence,isexpressedby,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5571; levenshtein=0.1538; semantic=0.4274; sequence_match=0.3333,False,0.4393,False,top-3 avg score 0.4393 < final_threshold 0.6
property,hasduty,issupportedby,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5531; levenshtein=0.2308; semantic=0.4646; sequence_match=0.3000,False,0.4392,False,top-3 avg score 0.4392 < final_threshold 0.6
property,partof,usesoperator,jaro_winkler+sequence_match+semantic,jaro_winkler=0.4722; levenshtein=0.3333; semantic=0.3991; sequence_match=0.4444,False,0.4386,False,top-3 avg score 0.4386 < final_threshold 0.6
property,relation,isremedyfor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5492; levenshtein=0.2727; semantic=0.4486; sequence_match=0.3158,False,0.4379,False,top-3 avg score 0.4379 < final_threshold 0.6
property,operand,issupportedby,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5531; levenshtein=0.2308; semantic=0.4602; sequence_match=0.3000,False,0.4378,False,top-3 avg score 0.4378 < final_threshold 0.6
property,andsequence,hasduty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5617; levenshtein=0.1818; semantic=0.4172; sequence_match=0.3333,False,0.4374,False,top-3 avg score 0.4374 < final_threshold 0.6
property,target,appliesto,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6111; levenshtein=0.2222; semantic=0.4789; sequence_match=0.1333,False,0.4374,False,top-3 avg score 0.4374 < final_threshold 0.6
property,failure,hasduty,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5238; levenshtein=0.2857; semantic=0.5021; sequence_match=0.2857,False,0.4372,False,top-3 avg score 0.4372 < final_threshold 0.6
property,or,isoftype,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5417; levenshtein=0.1250; semantic=0.5689; sequence_match=0.2000,False,0.4368,False,top-3 avg score 0.4368 < final_threshold 0.6
property,haspermission,isoftype,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5353; levenshtein=0.0769; semantic=0.4895; sequence_match=0.2857,False,0.4368,False,top-3 avg score 0.4368 < final_threshold 0.6
property,handlepolicyconflicts,violates,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4877; levenshtein=0.1905; semantic=0.5468; sequence_match=0.2759,False,0.4368,False,top-3 avg score 0.4368 < final_threshold 0.6
property,partof,hasduty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5397; levenshtein=0.1429; semantic=0.4623; sequence_match=0.3077,False,0.4366,False,top-3 avg score 0.4366 < final_threshold 0.6
property,or,violates,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5417; levenshtein=0.1250; semantic=0.5677; sequence_match=0.2000,False,0.4364,False,top-3 avg score 0.4364 < final_threshold 0.6
property,inheritsfrom,isexclusive,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4823; levenshtein=0.1667; semantic=0.5658; sequence_match=0.2609,False,0.4363,False,top-3 avg score 0.4363 < final_threshold 0.6
property,target,expresses,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5185; levenshtein=0.2222; semantic=0.5228; sequence_match=0.2667,False,0.4360,False,top-3 avg score 0.4360 < final_threshold 0.6
property,handlepolicyconflicts,contains,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5544; levenshtein=0.2381; semantic=0.4086; sequence_match=0.3448,False,0.4359,False,top-3 avg score 0.4359 < final_threshold 0.6
property,hasaction,fails,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5407; levenshtein=0.2222; semantic=0.4811; sequence_match=0.2857,False,0.4358,False,top-3 avg score 0.4358 < final_threshold 0.6
property,inheritrelation,hasrole,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5294; levenshtein=0.2000; semantic=0.5763; sequence_match=0.1818,False,0.4352,False,top-3 avg score 0.4352 < final_threshold 0.6
property,and,hasconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6068; levenshtein=0.1538; semantic=0.4480; sequence_match=0.2500,False,0.4349,False,top-3 avg score 0.4349 < final_threshold 0.6
property,andsequence,specifies,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5354; levenshtein=0.0909; semantic=0.4694; sequence_match=0.3000,False,0.4349,False,top-3 avg score 0.4349 < final_threshold 0.6
property,hasduty,isexclusive,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4892; levenshtein=0.0909; semantic=0.5931; sequence_match=0.2222,False,0.4348,False,top-3 avg score 0.4348 < final_threshold 0.6
property,function,haspermissionduty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5172; levenshtein=0.1765; semantic=0.5471; sequence_match=0.2400,False,0.4348,False,top-3 avg score 0.4348 < final_threshold 0.6
property,targetpolicy,haspermissionduty,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5698; levenshtein=0.2353; semantic=0.4985; sequence_match=0.1379,False,0.4345,False,top-3 avg score 0.4345 < final_threshold 0.6
property,haspermission,isremedyfor,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5464; levenshtein=0.3077; semantic=0.4474; sequence_match=0.2500,False,0.4338,False,top-3 avg score 0.4338 < final_threshold 0.6
property,handlepolicyconflicts,appliesto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5397; levenshtein=0.2381; semantic=0.4276; sequence_match=0.3333,False,0.4335,False,top-3 avg score 0.4335 < final_threshold 0.6
property,hasoperator,grantsaccess,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5707; levenshtein=0.0833; semantic=0.4686; sequence_match=0.2609,False,0.4334,False,top-3 avg score 0.4334 < final_threshold 0.6
property,obligation,contains,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6417; levenshtein=0.2000; semantic=0.4360; sequence_match=0.2222,False,0.4333,False,top-3 avg score 0.4333 < final_threshold 0.6
property,relation,hasright,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.0000; semantic=0.5488; sequence_match=0.2500,False,0.4329,False,top-3 avg score 0.4329 < final_threshold 0.6
property,inheritrelation,hasconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5496; levenshtein=0.2000; semantic=0.5343; sequence_match=0.2143,False,0.4327,False,top-3 avg score 0.4327 < final_threshold 0.6
property,handlepolicyconflicts,isconsequenceof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5651; levenshtein=0.1429; semantic=0.4550; sequence_match=0.2778,False,0.4326,False,top-3 avg score 0.4326 < final_threshold 0.6
property,obligation,ispartof,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6333; levenshtein=0.2000; semantic=0.4639; sequence_match=0.1111,False,0.4324,False,top-3 avg score 0.4324 < final_threshold 0.6
property,hasprohibition,issupportedby,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5189; levenshtein=0.1429; semantic=0.4812; sequence_match=0.2963,False,0.4321,False,top-3 avg score 0.4321 < final_threshold 0.6
property,remedy,isdirectlylinkedto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5463; levenshtein=0.2222; semantic=0.4142; sequence_match=0.3333,False,0.4313,False,top-3 avg score 0.4313 < final_threshold 0.6
property,function,usesoperator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.0833; semantic=0.5629; sequence_match=0.3000,False,0.4311,False,top-3 avg score 0.4311 < final_threshold 0.6
property,hasaction,usesoperator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5093; levenshtein=0.1667; semantic=0.4985; sequence_match=0.2857,False,0.4311,False,top-3 avg score 0.4311 < final_threshold 0.6
property,relation,fails,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5472; levenshtein=0.2500; semantic=0.4938; sequence_match=0.1538,False,0.4304,False,top-3 avg score 0.4304 < final_threshold 0.6
property,partof,haspermissionduty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5507; levenshtein=0.1765; semantic=0.4770; sequence_match=0.2609,False,0.4295,False,top-3 avg score 0.4295 < final_threshold 0.6
property,partof,hasconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4658; levenshtein=0.1538; semantic=0.5060; sequence_match=0.3158,False,0.4292,False,top-3 avg score 0.4292 < final_threshold 0.6
property,partof,specifies,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5185; levenshtein=0.1111; semantic=0.5023; sequence_match=0.2667,False,0.4292,False,top-3 avg score 0.4292 < final_threshold 0.6
property,assigner,isexpressedby,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5365; levenshtein=0.1538; semantic=0.4627; sequence_match=0.2857,False,0.4283,False,top-3 avg score 0.4283 < final_threshold 0.6
property,hasprohibition,isexpressedby,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5311; levenshtein=0.0714; semantic=0.4573; sequence_match=0.2963,False,0.4283,False,top-3 avg score 0.4283 < final_threshold 0.6
property,targetpolicy,isexclusive,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5076; levenshtein=0.0833; semantic=0.5152; sequence_match=0.2609,False,0.4279,False,top-3 avg score 0.4279 < final_threshold 0.6
property,handlepolicyconflicts,grantsaccess,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5397; levenshtein=0.1905; semantic=0.4996; sequence_match=0.2424,False,0.4272,False,top-3 avg score 0.4272 < final_threshold 0.6
property,handlepolicyconflicts,activatesuponfailureof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5231; levenshtein=0.1364; semantic=0.4323; sequence_match=0.3256,False,0.4270,False,top-3 avg score 0.4270 < final_threshold 0.6
property,consequence,activatesuponfailureof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5563; levenshtein=0.2273; semantic=0.4821; sequence_match=0.2424,False,0.4269,False,top-3 avg score 0.4269 < final_threshold 0.6
property,assigner,issupportedby,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5365; levenshtein=0.2308; semantic=0.4586; sequence_match=0.2857,False,0.4269,False,top-3 avg score 0.4269 < final_threshold 0.6
property,hasoperator,violates,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4545; levenshtein=0.2727; semantic=0.5079; sequence_match=0.3158,False,0.4261,False,top-3 avg score 0.4261 < final_threshold 0.6
property,hasconstraint,appliesto,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5007; levenshtein=0.1538; semantic=0.5045; sequence_match=0.2727,False,0.4260,False,top-3 avg score 0.4260 < final_threshold 0.6
property,assigner,violates,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.1250; semantic=0.5276; sequence_match=0.2500,False,0.4259,False,top-3 avg score 0.4259 < final_threshold 0.6
property,assignee,appliesto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.2222; semantic=0.4728; sequence_match=0.2353,False,0.4258,False,top-3 avg score 0.4258 < final_threshold 0.6
property,partof,isoftype,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5139; levenshtein=0.1250; semantic=0.4776; sequence_match=0.2857,False,0.4257,False,top-3 avg score 0.4257 < final_threshold 0.6
property,assignee,expresses,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1111; semantic=0.4658; sequence_match=0.3529,False,0.4257,False,top-3 avg score 0.4257 < final_threshold 0.6
property,handlepolicyconflicts,hasright,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5060; levenshtein=0.1905; semantic=0.4941; sequence_match=0.2759,False,0.4253,False,top-3 avg score 0.4253 < final_threshold 0.6
property,operand,expresses,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4762; levenshtein=0.2222; semantic=0.5482; sequence_match=0.2500,False,0.4248,False,top-3 avg score 0.4248 < final_threshold 0.6
property,failure,haspermission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5430; levenshtein=0.1538; semantic=0.5310; sequence_match=0.2000,False,0.4247,False,top-3 avg score 0.4247 < final_threshold 0.6
property,function,isoftype,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.1250; semantic=0.5234; sequence_match=0.2500,False,0.4245,False,top-3 avg score 0.4245 < final_threshold 0.6
property,inheritrelation,isexpressedby,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5248; levenshtein=0.2667; semantic=0.4615; sequence_match=0.2857,False,0.4240,False,top-3 avg score 0.4240 < final_threshold 0.6
property,or,expresses,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5370; levenshtein=0.1111; semantic=0.5525; sequence_match=0.1818,False,0.4238,False,top-3 avg score 0.4238 < final_threshold 0.6
property,operand,expressesvia,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4484; levenshtein=0.1667; semantic=0.5065; sequence_match=0.3158,False,0.4236,False,top-3 avg score 0.4236 < final_threshold 0.6
property,targetpolicy,violates,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5472; levenshtein=0.0833; semantic=0.5225; sequence_match=0.2000,False,0.4232,False,top-3 avg score 0.4232 < final_threshold 0.6
property,relation,specifies,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4907; levenshtein=0.2222; semantic=0.5437; sequence_match=0.2353,False,0.4232,False,top-3 avg score 0.4232 < final_threshold 0.6
property,assignee,violates,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.1250; semantic=0.5179; sequence_match=0.2500,False,0.4226,False,top-3 avg score 0.4226 < final_threshold 0.6
property,or,ispartof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5417; levenshtein=0.1250; semantic=0.5259; sequence_match=0.2000,False,0.4225,False,top-3 avg score 0.4225 < final_threshold 0.6
property,scope,isremedyfor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5273; levenshtein=0.1818; semantic=0.4899; sequence_match=0.2500,False,0.4224,False,top-3 avg score 0.4224 < final_threshold 0.6
property,assigner,isoftype,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.1250; semantic=0.5447; sequence_match=0.2500,False,0.4223,False,top-3 avg score 0.4223 < final_threshold 0.6
property,targetpolicy,contains,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5417; levenshtein=0.1667; semantic=0.4252; sequence_match=0.3000,False,0.4223,False,top-3 avg score 0.4223 < final_threshold 0.6
property,or,contains,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5417; levenshtein=0.1250; semantic=0.5248; sequence_match=0.2000,False,0.4222,False,top-3 avg score 0.4222 < final_threshold 0.6
property,hasconstraint,inheritsfrom,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4872; levenshtein=0.0769; semantic=0.5374; sequence_match=0.2400,False,0.4215,False,top-3 avg score 0.4215 < final_threshold 0.6
property,inheritsfrom,hasconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4872; levenshtein=0.0769; semantic=0.5374; sequence_match=0.2400,False,0.4215,False,top-3 avg score 0.4215 < final_threshold 0.6
property,target,hasnestedconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5424; levenshtein=0.1579; semantic=0.4821; sequence_match=0.2400,False,0.4215,False,top-3 avg score 0.4215 < final_threshold 0.6
property,consequence,hasduty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4892; levenshtein=0.1818; semantic=0.5505; sequence_match=0.2222,False,0.4206,False,top-3 avg score 0.4206 < final_threshold 0.6
property,hasoperator,fails,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5273; levenshtein=0.0909; semantic=0.4845; sequence_match=0.2500,False,0.4206,False,top-3 avg score 0.4206 < final_threshold 0.6
property,onlyone,hasconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4799; levenshtein=0.2308; semantic=0.4803; sequence_match=0.3000,False,0.4200,False,top-3 avg score 0.4200 < final_threshold 0.6
property,haspermission,activatesuponfailureof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5347; levenshtein=0.2273; semantic=0.4397; sequence_match=0.2857,False,0.4200,False,top-3 avg score 0.4200 < final_threshold 0.6
property,assigner,isremedyfor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5379; levenshtein=0.1818; semantic=0.4052; sequence_match=0.3158,False,0.4196,False,top-3 avg score 0.4196 < final_threshold 0.6
property,inheritsfrom,expresses,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.1667; semantic=0.4447; sequence_match=0.2857,False,0.4194,False,top-3 avg score 0.4194 < final_threshold 0.6
property,haspermission,fails,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4991; levenshtein=0.2308; semantic=0.5278; sequence_match=0.2222,False,0.4192,False,top-3 avg score 0.4192 < final_threshold 0.6
property,scope,activatesuponfailureof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6091; levenshtein=0.1364; semantic=0.4240; sequence_match=0.2222,False,0.4184,False,top-3 avg score 0.4184 < final_threshold 0.6
property,failure,haspermissionduty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5189; levenshtein=0.1765; semantic=0.4823; sequence_match=0.2500,False,0.4171,False,top-3 avg score 0.4171 < final_threshold 0.6
property,function,specifies,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4907; levenshtein=0.2222; semantic=0.5250; sequence_match=0.2353,False,0.4170,False,top-3 avg score 0.4170 < final_threshold 0.6
property,assignee,issupportedby,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5192; levenshtein=0.2308; semantic=0.4460; sequence_match=0.2857,False,0.4170,False,top-3 avg score 0.4170 < final_threshold 0.6
property,partof,violates,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5139; levenshtein=0.1250; semantic=0.4512; sequence_match=0.2857,False,0.4169,False,top-3 avg score 0.4169 < final_threshold 0.6
property,failure,expresses,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5026; levenshtein=0.1111; semantic=0.4957; sequence_match=0.2500,False,0.4161,False,top-3 avg score 0.4161 < final_threshold 0.6
property,operand,hasrole,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.1429; semantic=0.5333; sequence_match=0.2857,False,0.4159,False,top-3 avg score 0.4159 < final_threshold 0.6
property,andsequence,hasconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4738; levenshtein=0.1538; semantic=0.4400; sequence_match=0.3333,False,0.4157,False,top-3 avg score 0.4157 < final_threshold 0.6
property,hasoperator,isconsequenceof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5434; levenshtein=0.2000; semantic=0.3957; sequence_match=0.3077,False,0.4156,False,top-3 avg score 0.4156 < final_threshold 0.6
property,hasconstraint,isremedyfor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5012; levenshtein=0.0769; semantic=0.4945; sequence_match=0.2500,False,0.4152,False,top-3 avg score 0.4152 < final_threshold 0.6
property,hasaction,isdirectlylinkedto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4778; levenshtein=0.1667; semantic=0.3965; sequence_match=0.3704,False,0.4149,False,top-3 avg score 0.4149 < final_threshold 0.6
property,hasprohibition,isremedyfor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4957; levenshtein=0.2143; semantic=0.5084; sequence_match=0.2400,False,0.4147,False,top-3 avg score 0.4147 < final_threshold 0.6
property,assignee,usesoperator,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5278; levenshtein=0.1667; semantic=0.5492; sequence_match=0.1000,False,0.4146,False,top-3 avg score 0.4146 < final_threshold 0.6
property,assignee,expressesvia,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.1667; semantic=0.4153; sequence_match=0.3000,False,0.4144,False,top-3 avg score 0.4144 < final_threshold 0.6
property,targetpolicy,haspermission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5427; levenshtein=0.2308; semantic=0.4603; sequence_match=0.2400,False,0.4143,False,top-3 avg score 0.4143 < final_threshold 0.6
property,inheritrelation,isconsequenceof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5444; levenshtein=0.1333; semantic=0.4984; sequence_match=0.2000,False,0.4143,False,top-3 avg score 0.4143 < final_threshold 0.6
