prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,hasPolicy,has Policy,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,permission,has Permission,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8231; levenshtein=0.7692; semantic=0.9382; sequence_match=0.8696,False,0.877,True,selected
ObjectProperty,implies,has Permission,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5663; levenshtein=0.2308; semantic=0.5163; sequence_match=0.2000,False,0.4378,False,top-3 avg score 0.4378 < final_threshold 0.7
ObjectProperty,function,has Nested Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5627; levenshtein=0.2105; semantic=0.4534; sequence_match=0.2963,False,0.4375,False,top-3 avg score 0.4375 < final_threshold 0.7
ObjectProperty,inheritFrom,has Contract Party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5290; levenshtein=0.1875; semantic=0.4861; sequence_match=0.2963,False,0.4371,False,top-3 avg score 0.4371 < final_threshold 0.7
ObjectProperty,function,Activated Upon Failure Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5076; levenshtein=0.1818; semantic=0.4702; sequence_match=0.3333,False,0.437,False,top-3 avg score 0.4370 < final_threshold 0.7
ObjectProperty,conflict,has Constraint On Requirement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5391; levenshtein=0.1923; semantic=0.4777; sequence_match=0.2941,False,0.437,False,top-3 avg score 0.4370 < final_threshold 0.7
ObjectProperty,andSequence,has Asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5492; levenshtein=0.1818; semantic=0.4443; sequence_match=0.3158,False,0.4364,False,top-3 avg score 0.4364 < final_threshold 0.7
ObjectProperty,partOf,Activated Upon Failure Of,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6202; levenshtein=0.2273; semantic=0.3318; sequence_match=0.3571,False,0.4364,False,top-3 avg score 0.4364 < final_threshold 0.7
ObjectProperty,target,has Contract Party Duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5389; levenshtein=0.2000; semantic=0.4618; sequence_match=0.3077,False,0.4361,False,top-3 avg score 0.4361 < final_threshold 0.7
ObjectProperty,constraint,has Duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4952; levenshtein=0.1000; semantic=0.5750; sequence_match=0.2353,False,0.4352,False,top-3 avg score 0.4352 < final_threshold 0.7
ObjectProperty,inheritRelation,has Contract Party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4919; levenshtein=0.1250; semantic=0.4897; sequence_match=0.3226,False,0.4347,False,top-3 avg score 0.4347 < final_threshold 0.7
ObjectProperty,prohibition,has Operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5697; levenshtein=0.1818; semantic=0.4601; sequence_match=0.2727,False,0.4342,False,top-3 avg score 0.4342 < final_threshold 0.7
ObjectProperty,Only One,has Constraint On Requirement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5689; levenshtein=0.1923; semantic=0.4300; sequence_match=0.3030,False,0.434,False,top-3 avg score 0.4340 < final_threshold 0.7
ObjectProperty,assignee,has Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5967; levenshtein=0.2069; semantic=0.4346; sequence_match=0.2703,False,0.4339,False,top-3 avg score 0.4339 < final_threshold 0.7
ObjectProperty,inheritRelation,has Contract Party Duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5194; levenshtein=0.2000; semantic=0.4947; sequence_match=0.2857,False,0.4333,False,top-3 avg score 0.4333 < final_threshold 0.7
ObjectProperty,inheritRelation,has Asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5250; levenshtein=0.2000; semantic=0.5129; sequence_match=0.2609,False,0.4329,False,top-3 avg score 0.4329 < final_threshold 0.7
ObjectProperty,constraint,has Permission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5615; levenshtein=0.1538; semantic=0.5632; sequence_match=0.1739,False,0.4329,False,top-3 avg score 0.4329 < final_threshold 0.7
ObjectProperty,action,has Policy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.2222; semantic=0.5316; sequence_match=0.2667,False,0.4328,False,top-3 avg score 0.4328 < final_threshold 0.7
ObjectProperty,inheritRelation,has Nested Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6495; levenshtein=0.1579; semantic=0.4712; sequence_match=0.1765,False,0.4324,False,top-3 avg score 0.4324 < final_threshold 0.7
ObjectProperty,obligation,Has Consequence Duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3778; levenshtein=0.0556; semantic=0.7049; sequence_match=0.2143,False,0.4323,False,top-3 avg score 0.4323 < final_threshold 0.7
ObjectProperty,partOf,has Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4658; levenshtein=0.1538; semantic=0.5150; sequence_match=0.3158,False,0.4322,False,top-3 avg score 0.4322 < final_threshold 0.7
ObjectProperty,relation,has Right,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.0000; semantic=0.5462; sequence_match=0.2500,False,0.4321,False,top-3 avg score 0.4321 < final_threshold 0.7
ObjectProperty,andSequence,has Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4738; levenshtein=0.1538; semantic=0.4889; sequence_match=0.3333,False,0.432,False,top-3 avg score 0.4320 < final_threshold 0.7
ObjectProperty,and,Has Consequence Duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5926; levenshtein=0.1667; semantic=0.4173; sequence_match=0.2857,False,0.4319,False,top-3 avg score 0.4319 < final_threshold 0.7
ObjectProperty,assignee,has Contract Party,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5208; levenshtein=0.1250; semantic=0.5234; sequence_match=0.2500,False,0.4314,False,top-3 avg score 0.4314 < final_threshold 0.7
ObjectProperty,permission,has Remedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5315; levenshtein=0.0000; semantic=0.5521; sequence_match=0.2105,False,0.4314,False,top-3 avg score 0.4314 < final_threshold 0.7
ObjectProperty,inheritFrom,has Condition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4904; levenshtein=0.1667; semantic=0.4554; sequence_match=0.3478,False,0.4312,False,top-3 avg score 0.4312 < final_threshold 0.7
ObjectProperty,target,has Duty Assignment,semantic+sequence_match+jaro_winkler,jaro_winkler=0.3170; levenshtein=0.2941; semantic=0.5411; sequence_match=0.4348,False,0.431,False,top-3 avg score 0.4310 < final_threshold 0.7
ObjectProperty,constraint,has Negation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6040; levenshtein=0.1818; semantic=0.4966; sequence_match=0.1905,False,0.4304,False,top-3 avg score 0.4304 < final_threshold 0.7
ObjectProperty,assigner,has Contract Party Duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5667; levenshtein=0.1500; semantic=0.4386; sequence_match=0.2857,False,0.4303,False,top-3 avg score 0.4303 < final_threshold 0.7
ObjectProperty,obligation,has Policy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4481; levenshtein=0.1000; semantic=0.5266; sequence_match=0.3158,False,0.4302,False,top-3 avg score 0.4302 < final_threshold 0.7
ObjectProperty,andSequence,has Negation,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5697; levenshtein=0.0909; semantic=0.3562; sequence_match=0.3636,False,0.4299,False,top-3 avg score 0.4299 < final_threshold 0.7
ObjectProperty,inheritFrom,has Constraint On Requirement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5533; levenshtein=0.2308; semantic=0.4647; sequence_match=0.2703,False,0.4294,False,top-3 avg score 0.4294 < final_threshold 0.7
ObjectProperty,operator,has Right,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.1250; semantic=0.5633; sequence_match=0.2500,False,0.4285,False,top-3 avg score 0.4285 < final_threshold 0.7
ObjectProperty,partOf,has Condition,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.2500; semantic=0.4791; sequence_match=0.3333,False,0.4282,False,top-3 avg score 0.4282 < final_threshold 0.7
ObjectProperty,relation,has Contract Party,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5125; levenshtein=0.1250; semantic=0.5217; sequence_match=0.2500,False,0.4281,False,top-3 avg score 0.4281 < final_threshold 0.7
ObjectProperty,operator,has Asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.0000; semantic=0.5317; sequence_match=0.2500,False,0.4272,False,top-3 avg score 0.4272 < final_threshold 0.7
ObjectProperty,leftOperand,has Remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5194; levenshtein=0.0909; semantic=0.4618; sequence_match=0.3000,False,0.4271,False,top-3 avg score 0.4271 < final_threshold 0.7
ObjectProperty,inheritRelation,has Duty Assignment,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4833; levenshtein=0.0588; semantic=0.5477; sequence_match=0.2500,False,0.427,False,top-3 avg score 0.4270 < final_threshold 0.7
ObjectProperty,and,has Negation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6162; levenshtein=0.1818; semantic=0.3777; sequence_match=0.2857,False,0.4265,False,top-3 avg score 0.4265 < final_threshold 0.7
ObjectProperty,leftOperand,has Contract Party Duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5669; levenshtein=0.2000; semantic=0.4538; sequence_match=0.2581,False,0.4263,False,top-3 avg score 0.4263 < final_threshold 0.7
ObjectProperty,Only One,has Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4799; levenshtein=0.2308; semantic=0.4961; sequence_match=0.3000,False,0.4253,False,top-3 avg score 0.4253 < final_threshold 0.7
ObjectProperty,conflict,has Nested Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3999; levenshtein=0.2632; semantic=0.5048; sequence_match=0.3704,False,0.425,False,top-3 avg score 0.4250 < final_threshold 0.7
ObjectProperty,target,has Negation,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5934; levenshtein=0.2727; semantic=0.4081; sequence_match=0.1176,False,0.4247,False,top-3 avg score 0.4247 < final_threshold 0.7
ObjectProperty,inheritFrom,has Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5023; levenshtein=0.0769; semantic=0.5214; sequence_match=0.2500,False,0.4246,False,top-3 avg score 0.4246 < final_threshold 0.7
ObjectProperty,partOf,has Permission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4658; levenshtein=0.2308; semantic=0.4898; sequence_match=0.3158,False,0.4238,False,top-3 avg score 0.4238 < final_threshold 0.7
ObjectProperty,inheritRelation,has Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5496; levenshtein=0.2000; semantic=0.5072; sequence_match=0.2143,False,0.4237,False,top-3 avg score 0.4237 < final_threshold 0.7
ObjectProperty,or,has Remedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5370; levenshtein=0.1111; semantic=0.5510; sequence_match=0.1818,False,0.4233,False,top-3 avg score 0.4233 < final_threshold 0.7
ObjectProperty,prohibition,has Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5844; levenshtein=0.2069; semantic=0.3852; sequence_match=0.3000,False,0.4232,False,top-3 avg score 0.4232 < final_threshold 0.7
ObjectProperty,inheritFrom,has Duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4892; levenshtein=0.0909; semantic=0.5571; sequence_match=0.2222,False,0.4228,False,top-3 avg score 0.4228 < final_threshold 0.7
ObjectProperty,constraint,Activated Upon Failure Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5299; levenshtein=0.1818; semantic=0.4258; sequence_match=0.3125,False,0.4227,False,top-3 avg score 0.4227 < final_threshold 0.7
ObjectProperty,inheritFrom,has Duty Assignment,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4496; levenshtein=0.0588; semantic=0.5325; sequence_match=0.2857,False,0.4226,False,top-3 avg score 0.4226 < final_threshold 0.7
ObjectProperty,and,has Contract Party Duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5889; levenshtein=0.1500; semantic=0.4133; sequence_match=0.2609,False,0.421,False,top-3 avg score 0.4210 < final_threshold 0.7
ObjectProperty,permission,has Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5253; levenshtein=0.1724; semantic=0.4809; sequence_match=0.2564,False,0.4209,False,top-3 avg score 0.4209 < final_threshold 0.7
ObjectProperty,assigner,has Contract Party Right,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5635; levenshtein=0.1429; semantic=0.4224; sequence_match=0.2759,False,0.4206,False,top-3 avg score 0.4206 < final_threshold 0.7
ObjectProperty,failure,has Permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5430; levenshtein=0.1538; semantic=0.5187; sequence_match=0.2000,False,0.4206,False,top-3 avg score 0.4206 < final_threshold 0.7
ObjectProperty,inheritFrom,has Contract Party Duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5040; levenshtein=0.1500; semantic=0.4978; sequence_match=0.2581,False,0.42,False,top-3 avg score 0.4200 < final_threshold 0.7
ObjectProperty,assignee,has Contract Party Right,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5060; levenshtein=0.1429; semantic=0.4750; sequence_match=0.2759,False,0.4189,False,top-3 avg score 0.4189 < final_threshold 0.7
ObjectProperty,partOf,has Remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5185; levenshtein=0.2222; semantic=0.4706; sequence_match=0.2667,False,0.4186,False,top-3 avg score 0.4186 < final_threshold 0.7
ObjectProperty,prohibition,has Nested Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4392; levenshtein=0.1053; semantic=0.5496; sequence_match=0.2667,False,0.4185,False,top-3 avg score 0.4185 < final_threshold 0.7
ObjectProperty,Only One,has Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5622; levenshtein=0.2069; semantic=0.3586; sequence_match=0.3333,False,0.4181,False,top-3 avg score 0.4181 < final_threshold 0.7
ObjectProperty,assignee,has Contract Party Duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5083; levenshtein=0.1000; semantic=0.5313; sequence_match=0.2143,False,0.418,False,top-3 avg score 0.4180 < final_threshold 0.7
ObjectProperty,prohibition,has Duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4892; levenshtein=0.0909; semantic=0.5402; sequence_match=0.2222,False,0.4172,False,top-3 avg score 0.4172 < final_threshold 0.7
ObjectProperty,constraint,has Remedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4741; levenshtein=0.1000; semantic=0.5668; sequence_match=0.2105,False,0.4171,False,top-3 avg score 0.4171 < final_threshold 0.7
ObjectProperty,target,has Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6019; levenshtein=0.1034; semantic=0.4768; sequence_match=0.1714,False,0.4167,False,top-3 avg score 0.4167 < final_threshold 0.7
ObjectProperty,or,has Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6897; levenshtein=0.0690; semantic=0.4310; sequence_match=0.1290,False,0.4165,False,top-3 avg score 0.4165 < final_threshold 0.7
ObjectProperty,permission,has Policy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4481; levenshtein=0.1000; semantic=0.5900; sequence_match=0.2105,False,0.4162,False,top-3 avg score 0.4162 < final_threshold 0.7
ObjectProperty,failure,has Right,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4901; levenshtein=0.1250; semantic=0.4888; sequence_match=0.2667,False,0.4152,False,top-3 avg score 0.4152 < final_threshold 0.7
ObjectProperty,inheritRelation,has Contract Party Right,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5280; levenshtein=0.2381; semantic=0.4790; sequence_match=0.2222,False,0.415,False,top-3 avg score 0.4150 < final_threshold 0.7
ObjectProperty,and,has Remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4815; levenshtein=0.2222; semantic=0.4298; sequence_match=0.3333,False,0.4149,False,top-3 avg score 0.4149 < final_threshold 0.7
ObjectProperty,andSequence,has Operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5152; levenshtein=0.0909; semantic=0.4558; sequence_match=0.2727,False,0.4146,False,top-3 avg score 0.4146 < final_threshold 0.7
ObjectProperty,obligation,has Contract Party Duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3667; levenshtein=0.1500; semantic=0.6768; sequence_match=0.2000,False,0.4145,False,top-3 avg score 0.4145 < final_threshold 0.7
ObjectProperty,target,has Nested Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5424; levenshtein=0.1579; semantic=0.4597; sequence_match=0.2400,False,0.414,False,top-3 avg score 0.4140 < final_threshold 0.7
ObjectProperty,relation,has Asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.1250; semantic=0.4916; sequence_match=0.2500,False,0.4139,False,top-3 avg score 0.4139 < final_threshold 0.7
ObjectProperty,operand,has Role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.1429; semantic=0.5270; sequence_match=0.2857,False,0.4138,False,top-3 avg score 0.4138 < final_threshold 0.7
ObjectProperty,operator,has Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5412; levenshtein=0.1724; semantic=0.4292; sequence_match=0.2703,False,0.4135,False,top-3 avg score 0.4135 < final_threshold 0.7
ObjectProperty,remedy,has Nested Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5526; levenshtein=0.1579; semantic=0.4476; sequence_match=0.2400,False,0.4134,False,top-3 avg score 0.4134 < final_threshold 0.7
ObjectProperty,action,has Asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.1250; semantic=0.5221; sequence_match=0.2857,False,0.4128,False,top-3 avg score 0.4128 < final_threshold 0.7
ObjectProperty,permission,has Asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4833; levenshtein=0.2000; semantic=0.5326; sequence_match=0.2222,False,0.4127,False,top-3 avg score 0.4127 < final_threshold 0.7
ObjectProperty,andSequence,has Remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6027; levenshtein=0.1818; semantic=0.4353; sequence_match=0.2000,False,0.4127,False,top-3 avg score 0.4127 < final_threshold 0.7
ObjectProperty,consequence,has Duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4892; levenshtein=0.1818; semantic=0.5261; sequence_match=0.2222,False,0.4125,False,top-3 avg score 0.4125 < final_threshold 0.7
ObjectProperty,or,has Condition,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.0833; semantic=0.5668; sequence_match=0.1429,False,0.4125,False,top-3 avg score 0.4125 < final_threshold 0.7
ObjectProperty,obligation,has Role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4651; levenshtein=0.1000; semantic=0.5368; sequence_match=0.2353,False,0.4124,False,top-3 avg score 0.4124 < final_threshold 0.7
ObjectProperty,function,has Constraint On Requirement,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5491; levenshtein=0.1923; semantic=0.4953; sequence_match=0.1765,False,0.4122,False,top-3 avg score 0.4122 < final_threshold 0.7
ObjectProperty,andSequence,has Policy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5354; levenshtein=0.1818; semantic=0.3998; sequence_match=0.3000,False,0.4117,False,top-3 avg score 0.4117 < final_threshold 0.7
ObjectProperty,constraint,has Asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4472; levenshtein=0.2000; semantic=0.5656; sequence_match=0.2222,False,0.4117,False,top-3 avg score 0.4117 < final_threshold 0.7
ObjectProperty,permission,has Nested Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4544; levenshtein=0.1579; semantic=0.5040; sequence_match=0.2759,False,0.4114,False,top-3 avg score 0.4114 < final_threshold 0.7
ObjectProperty,consequence,Activated Upon Failure Of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4949; levenshtein=0.2273; semantic=0.4962; sequence_match=0.2424,False,0.4112,False,top-3 avg score 0.4112 < final_threshold 0.7
ObjectProperty,target,has Permission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4658; levenshtein=0.1538; semantic=0.5536; sequence_match=0.2105,False,0.41,False,top-3 avg score 0.4100 < final_threshold 0.7
ObjectProperty,and,has Contract Party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5972; levenshtein=0.1250; semantic=0.4190; sequence_match=0.2105,False,0.4089,False,top-3 avg score 0.4089 < final_threshold 0.7
ObjectProperty,failure,has Policy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5026; levenshtein=0.2222; semantic=0.4728; sequence_match=0.2500,False,0.4085,False,top-3 avg score 0.4085 < final_threshold 0.7
ObjectProperty,obligation,has Nested Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4535; levenshtein=0.1579; semantic=0.4960; sequence_match=0.2759,False,0.4085,False,top-3 avg score 0.4085 < final_threshold 0.7
ObjectProperty,inheritRelation,Activated Upon Failure Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5586; levenshtein=0.1818; semantic=0.3423; sequence_match=0.3243,False,0.4084,False,top-3 avg score 0.4084 < final_threshold 0.7
ObjectProperty,failure,has Asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.2500; semantic=0.4443; sequence_match=0.2667,False,0.4076,False,top-3 avg score 0.4076 < final_threshold 0.7
ObjectProperty,permission,has Constraint On Requirement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5136; levenshtein=0.1538; semantic=0.5419; sequence_match=0.1667,False,0.4074,False,top-3 avg score 0.4074 < final_threshold 0.7
ObjectProperty,inheritFrom,has Contract Party Right,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4993; levenshtein=0.1429; semantic=0.4721; sequence_match=0.2500,False,0.4071,False,top-3 avg score 0.4071 < final_threshold 0.7
ObjectProperty,failure,has Condition,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4841; levenshtein=0.1667; semantic=0.5265; sequence_match=0.2105,False,0.4071,False,top-3 avg score 0.4071 < final_threshold 0.7
ObjectProperty,operand,has Contract Party,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4405; levenshtein=0.1875; semantic=0.5197; sequence_match=0.2609,False,0.407,False,top-3 avg score 0.4070 < final_threshold 0.7
ObjectProperty,operand,has Contract Party Duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4238; levenshtein=0.2000; semantic=0.5002; sequence_match=0.2963,False,0.4068,False,top-3 avg score 0.4068 < final_threshold 0.7
ObjectProperty,leftOperand,has Contract Party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5290; levenshtein=0.1875; semantic=0.4680; sequence_match=0.2222,False,0.4064,False,top-3 avg score 0.4064 < final_threshold 0.7
ObjectProperty,obligation,has Asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4833; levenshtein=0.1000; semantic=0.5114; sequence_match=0.2222,False,0.4057,False,top-3 avg score 0.4057 < final_threshold 0.7
ObjectProperty,inheritRelation,Has Consequence Duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4667; levenshtein=0.1111; semantic=0.5076; sequence_match=0.2424,False,0.4056,False,top-3 avg score 0.4056 < final_threshold 0.7
ObjectProperty,partOf,has Constraint On Requirement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5235; levenshtein=0.1538; semantic=0.4427; sequence_match=0.2500,False,0.4054,False,top-3 avg score 0.4054 < final_threshold 0.7
ObjectProperty,andSequence,has Duty Assignment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5217; levenshtein=0.2353; semantic=0.4071; sequence_match=0.2857,False,0.4048,False,top-3 avg score 0.4048 < final_threshold 0.7
ObjectProperty,obligation,Activated Upon Failure Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4576; levenshtein=0.2273; semantic=0.4420; sequence_match=0.3125,False,0.404,False,top-3 avg score 0.4040 < final_threshold 0.7
ObjectProperty,partOf,has Nested Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5526; levenshtein=0.1579; semantic=0.4186; sequence_match=0.2400,False,0.4037,False,top-3 avg score 0.4037 < final_threshold 0.7
ObjectProperty,relation,has Contract Party Duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4917; levenshtein=0.1500; semantic=0.5036; sequence_match=0.2143,False,0.4032,False,top-3 avg score 0.4032 < final_threshold 0.7
ObjectProperty,leftOperand,has Constraint On Requirement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4810; levenshtein=0.1923; semantic=0.4573; sequence_match=0.2703,False,0.4029,False,top-3 avg score 0.4029 < final_threshold 0.7
ObjectProperty,partOf,has Policy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.2222; semantic=0.4418; sequence_match=0.2667,False,0.4028,False,top-3 avg score 0.4028 < final_threshold 0.7
ObjectProperty,constraint,has Role,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4651; levenshtein=0.2000; semantic=0.5420; sequence_match=0.1176,False,0.4024,False,top-3 avg score 0.4024 < final_threshold 0.7
ObjectProperty,and,has Duty Assignment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5948; levenshtein=0.1176; semantic=0.4122; sequence_match=0.2000,False,0.4023,False,top-3 avg score 0.4023 < final_threshold 0.7
ObjectProperty,or,has Permission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5256; levenshtein=0.0769; semantic=0.5474; sequence_match=0.1333,False,0.4021,False,top-3 avg score 0.4021 < final_threshold 0.7
ObjectProperty,inheritFrom,has Nested Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5093; levenshtein=0.1579; semantic=0.4961; sequence_match=0.2000,False,0.4018,False,top-3 avg score 0.4018 < final_threshold 0.7
ObjectProperty,partOf,has Negation,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5051; levenshtein=0.2727; semantic=0.3473; sequence_match=0.3529,False,0.4018,False,top-3 avg score 0.4018 < final_threshold 0.7
ObjectProperty,consequence,has Contract Party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4557; levenshtein=0.1875; semantic=0.4527; sequence_match=0.2963,False,0.4016,False,top-3 avg score 0.4016 < final_threshold 0.7
ObjectProperty,implies,has Operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.0909; semantic=0.5261; sequence_match=0.2222,False,0.4014,False,top-3 avg score 0.4014 < final_threshold 0.7
ObjectProperty,Only One,has Operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4892; levenshtein=0.0909; semantic=0.4929; sequence_match=0.2222,False,0.4014,False,top-3 avg score 0.4014 < final_threshold 0.7
ObjectProperty,consequence,has Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5010; levenshtein=0.2414; semantic=0.4525; sequence_match=0.2500,False,0.4012,False,top-3 avg score 0.4012 < final_threshold 0.7
ObjectProperty,scope,has Negation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5273; levenshtein=0.0909; semantic=0.4249; sequence_match=0.2500,False,0.4007,False,top-3 avg score 0.4007 < final_threshold 0.7
ObjectProperty,remedy,has Conflict Resolution Strategy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4674; levenshtein=0.1379; semantic=0.5062; sequence_match=0.2286,False,0.4007,False,top-3 avg score 0.4007 < final_threshold 0.7
ObjectProperty,scope,Activated Upon Failure Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5773; levenshtein=0.1364; semantic=0.4017; sequence_match=0.2222,False,0.4004,False,top-3 avg score 0.4004 < final_threshold 0.7
