role,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
property,hasachievement,hasachievement,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,hasitem,hasitem,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,livesin,livesin,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,hasplayingarea,hasplayingarea,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,releasedate,hasreleasedate,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8074; levenshtein=0.7857; semantic=0.9390; sequence_match=0.8800,False,0.8754,True,selected
property,iseventassociatedtoplayer,hasmadeinapppurchase,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5695; levenshtein=0.1600; semantic=0.3774; sequence_match=0.1333,False,0.3690,False,top-3 avg score 0.3690 < final_threshold 0.6
property,username,plays,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3833; levenshtein=0.1250; semantic=0.5405; sequence_match=0.1538,False,0.3592,False,top-3 avg score 0.3592 < final_threshold 0.6
property,eventtime,uses,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4537; levenshtein=0.1111; semantic=0.4553; sequence_match=0.1538,False,0.3543,False,top-3 avg score 0.3543 < final_threshold 0.6
property,isfriendwithplayer,hasmade,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4206; levenshtein=0.1111; semantic=0.4670; sequence_match=0.1600,False,0.3492,False,top-3 avg score 0.3492 < final_threshold 0.6
property,ownsitem,plays,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4417; levenshtein=0.0000; semantic=0.4517; sequence_match=0.1538,False,0.3491,False,top-3 avg score 0.3491 < final_threshold 0.6
property,isfriendwithplayer,hastime,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4312; levenshtein=0.1111; semantic=0.4459; sequence_match=0.1600,False,0.3457,False,top-3 avg score 0.3457 < final_threshold 0.6
property,iseventassociatedtoplayer,plays,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3267; levenshtein=0.1600; semantic=0.4308; sequence_match=0.2667,False,0.3414,False,top-3 avg score 0.3414 < final_threshold 0.6
property,eventtime,hasplayingarea,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4048; levenshtein=0.1429; semantic=0.4475; sequence_match=0.0870,False,0.3317,False,top-3 avg score 0.3317 < final_threshold 0.6
property,purchasesgameoffering,livesin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2937; levenshtein=0.1905; semantic=0.4011; sequence_match=0.2857,False,0.3268,False,top-3 avg score 0.3268 < final_threshold 0.6
property,eventtime,hasmadeinapppurchase,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4648; levenshtein=0.1500; semantic=0.3470; sequence_match=0.1379,False,0.3206,False,top-3 avg score 0.3206 < final_threshold 0.6
property,eventtime,hasmade,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4180; levenshtein=0.1111; semantic=0.4184; sequence_match=0.1250,False,0.3205,False,top-3 avg score 0.3205 < final_threshold 0.6
property,ownsachievement,plays,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3444; levenshtein=0.0667; semantic=0.4931; sequence_match=0.1000,False,0.3125,False,top-3 avg score 0.3125 < final_threshold 0.6
property,releasedate,ispaying,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3106; levenshtein=0.0909; semantic=0.5187; sequence_match=0.1053,False,0.3115,False,top-3 avg score 0.3115 < final_threshold 0.6
property,eventtime,hasplayed,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4074; levenshtein=0.0000; semantic=0.4030; sequence_match=0.1111,False,0.3072,False,top-3 avg score 0.3072 < final_threshold 0.6
property,eventtime,ispaying,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3241; levenshtein=0.1111; semantic=0.4617; sequence_match=0.1176,False,0.3011,False,top-3 avg score 0.3011 < final_threshold 0.6
property,eventtime,plays,semantic+jaro_winkler+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.3860; sequence_match=0.0000,False,0.1287,False,top-3 avg score 0.1287 < final_threshold 0.6
