gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
RedWine,Red Wine,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
Vintage,Vintage,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
WhiteWine,White Wine,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
Zinfandel,Zinfandel,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
wine,Wine,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
Bordeaux,Bordeaux Wine,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9333; levenshtein=0.6667; semantic=0.8442; sequence_match=0.8000,False,0.8592,True,selected
WineBody,Poor Vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4381; levenshtein=0.0909; semantic=0.5736; sequence_match=0.3158,False,0.4425,False,top-3 avg score 0.4425 < final_threshold 0.6
wine,Cabernet Sauvignon,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3725; levenshtein=0.1176; semantic=0.7610; sequence_match=0.1905,False,0.4413,False,top-3 avg score 0.4413 < final_threshold 0.6
Vintage,Malbec,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4365; levenshtein=0.0000; semantic=0.5785; sequence_match=0.3077,False,0.4409,False,top-3 avg score 0.4409 < final_threshold 0.6
Zinfandel,Wine Characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.2222; semantic=0.5535; sequence_match=0.2963,False,0.4407,False,top-3 avg score 0.4407 < final_threshold 0.6
Zinfandel,Cabernet Sauvignon,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3922; levenshtein=0.1176; semantic=0.6932; sequence_match=0.2308,False,0.4387,False,top-3 avg score 0.4387 < final_threshold 0.6
WineBody,Cabernet Sauvignon,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4060; levenshtein=0.1176; semantic=0.6676; sequence_match=0.2400,False,0.4379,False,top-3 avg score 0.4379 < final_threshold 0.6
RedWine,Malbec,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4365; levenshtein=0.0000; semantic=0.7179; sequence_match=0.1538,False,0.4361,False,top-3 avg score 0.4361 < final_threshold 0.6
WineDescriptor,Bordeaux Grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4473; levenshtein=0.1429; semantic=0.5635; sequence_match=0.2963,False,0.4357,False,top-3 avg score 0.4357 < final_threshold 0.6
WineSugar,Napa Zinfandel,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4103; levenshtein=0.1538; semantic=0.6228; sequence_match=0.2727,False,0.4352,False,top-3 avg score 0.4352 < final_threshold 0.6
Region,Merlot,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5556; levenshtein=0.3333; semantic=0.4168; sequence_match=0.3333,False,0.4352,False,top-3 avg score 0.4352 < final_threshold 0.6
WineColor,Poor Vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4242; levenshtein=0.0000; semantic=0.5789; sequence_match=0.3000,False,0.4344,False,top-3 avg score 0.4344 < final_threshold 0.6
WhiteWine,Good Vintage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5194; levenshtein=0.1818; semantic=0.4828; sequence_match=0.3000,False,0.4341,False,top-3 avg score 0.4341 < final_threshold 0.6
WhiteBordeaux,Poor Vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5023; levenshtein=0.0769; semantic=0.5498; sequence_match=0.2500,False,0.434,False,top-3 avg score 0.4340 < final_threshold 0.6
Bordeaux,Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1250; semantic=0.6715; sequence_match=0.1667,False,0.4322,False,top-3 avg score 0.4322 < final_threshold 0.6
Region,Poor Vintage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5934; levenshtein=0.0909; semantic=0.4675; sequence_match=0.2353,False,0.4321,False,top-3 avg score 0.4321 < final_threshold 0.6
Region,Grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4111; levenshtein=0.0000; semantic=0.5179; sequence_match=0.3636,False,0.4309,False,top-3 avg score 0.4309 < final_threshold 0.6
Region,White Wine,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5000; levenshtein=0.2222; semantic=0.3924; sequence_match=0.4000,False,0.4308,False,top-3 avg score 0.4308 < final_threshold 0.6
WineFlavor,Poor Vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4212; levenshtein=0.0000; semantic=0.5845; sequence_match=0.2857,False,0.4305,False,top-3 avg score 0.4305 < final_threshold 0.6
WineDescriptor,Napa Zinfandel,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4478; levenshtein=0.0000; semantic=0.5469; sequence_match=0.2963,False,0.4303,False,top-3 avg score 0.4303 < final_threshold 0.6
Vintage,Cabernet Franc,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4597; levenshtein=0.2308; semantic=0.5310; sequence_match=0.3000,False,0.4303,False,top-3 avg score 0.4303 < final_threshold 0.6
WhiteBordeaux,Bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4597; levenshtein=0.1538; semantic=0.5303; sequence_match=0.3000,False,0.43,False,top-3 avg score 0.4300 < final_threshold 0.6
WhiteBordeaux,Zinfandel,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4103; levenshtein=0.2308; semantic=0.6051; sequence_match=0.2727,False,0.4294,False,top-3 avg score 0.4294 < final_threshold 0.6
Bordeaux,Merlot,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5139; levenshtein=0.1250; semantic=0.6312; sequence_match=0.1429,False,0.4293,False,top-3 avg score 0.4293 < final_threshold 0.6
wine,Merlot,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.0000; semantic=0.6155; sequence_match=0.2000,False,0.4292,False,top-3 avg score 0.4292 < final_threshold 0.6
WineSugar,Cabernet Franc,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4174; levenshtein=0.2308; semantic=0.5974; sequence_match=0.2727,False,0.4292,False,top-3 avg score 0.4292 < final_threshold 0.6
RedWine,Petit Verdot,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5671; levenshtein=0.1818; semantic=0.4969; sequence_match=0.2222,False,0.4288,False,top-3 avg score 0.4288 < final_threshold 0.6
WineTaste,Grape,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3741; levenshtein=0.2222; semantic=0.6891; sequence_match=0.1429,False,0.4284,False,top-3 avg score 0.4284 < final_threshold 0.6
RedBordeaux,Wine Vintage Quality,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4453; levenshtein=0.1667; semantic=0.6324; sequence_match=0.2069,False,0.4282,False,top-3 avg score 0.4282 < final_threshold 0.6
WineBody,Good Vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4545; levenshtein=0.0909; semantic=0.5115; sequence_match=0.3158,False,0.4273,False,top-3 avg score 0.4273 < final_threshold 0.6
wine,Bordeaux Grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4423; levenshtein=0.0769; semantic=0.7215; sequence_match=0.1176,False,0.4272,False,top-3 avg score 0.4272 < final_threshold 0.6
WineTaste,Bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5026; levenshtein=0.1111; semantic=0.5285; sequence_match=0.2500,False,0.427,False,top-3 avg score 0.4270 < final_threshold 0.6
Vintage,Bordeaux Grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4420; levenshtein=0.2308; semantic=0.5371; sequence_match=0.3000,False,0.4264,False,top-3 avg score 0.4264 < final_threshold 0.6
WineSugar,Napa,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4537; levenshtein=0.2222; semantic=0.5164; sequence_match=0.3077,False,0.4259,False,top-3 avg score 0.4259 < final_threshold 0.6
RedBordeaux,Wine Region,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4212; levenshtein=0.0909; semantic=0.5687; sequence_match=0.2857,False,0.4252,False,top-3 avg score 0.4252 < final_threshold 0.6
WineSugar,Grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4370; levenshtein=0.0000; semantic=0.6953; sequence_match=0.1429,False,0.4251,False,top-3 avg score 0.4251 < final_threshold 0.6
WineDescriptor,Cabernet Franc,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5366; levenshtein=0.1429; semantic=0.5144; sequence_match=0.2222,False,0.4244,False,top-3 avg score 0.4244 < final_threshold 0.6
WhiteWine,Cabernet Franc,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4174; levenshtein=0.1538; semantic=0.5821; sequence_match=0.2727,False,0.4241,False,top-3 avg score 0.4241 < final_threshold 0.6
RedBordeaux,Poor Vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4091; levenshtein=0.0909; semantic=0.5894; sequence_match=0.2727,False,0.4238,False,top-3 avg score 0.4238 < final_threshold 0.6
Bordeaux,Zinfandel,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.0000; semantic=0.5765; sequence_match=0.2353,False,0.4234,False,top-3 avg score 0.4234 < final_threshold 0.6
Zinfandel,Bordeaux Grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4103; levenshtein=0.0769; semantic=0.6779; sequence_match=0.1818,False,0.4233,False,top-3 avg score 0.4233 < final_threshold 0.6
wine,Cabernet Franc,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3846; levenshtein=0.1538; semantic=0.6491; sequence_match=0.2353,False,0.423,False,top-3 avg score 0.4230 < final_threshold 0.6
Vintage,Cabernet Sauvignon,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4356; levenshtein=0.2353; semantic=0.5831; sequence_match=0.2500,False,0.4229,False,top-3 avg score 0.4229 < final_threshold 0.6
RedBordeaux,Wine Characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5108; levenshtein=0.1667; semantic=0.5503; sequence_match=0.2069,False,0.4227,False,top-3 avg score 0.4227 < final_threshold 0.6
RedBordeaux,Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4470; levenshtein=0.0909; semantic=0.6875; sequence_match=0.1333,False,0.4226,False,top-3 avg score 0.4226 < final_threshold 0.6
WhiteWine,Bordeaux Grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4587; levenshtein=0.1538; semantic=0.6260; sequence_match=0.1818,False,0.4222,False,top-3 avg score 0.4222 < final_threshold 0.6
WineGrape,Malbec,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4259; levenshtein=0.0000; semantic=0.7070; sequence_match=0.1333,False,0.4221,False,top-3 avg score 0.4221 < final_threshold 0.6
WhiteBordeaux,Napa Zinfandel,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4551; levenshtein=0.0000; semantic=0.5801; sequence_match=0.2308,False,0.422,False,top-3 avg score 0.4220 < final_threshold 0.6
WineFlavor,Petit Verdot,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5182; levenshtein=0.0909; semantic=0.4613; sequence_match=0.2857,False,0.4217,False,top-3 avg score 0.4217 < final_threshold 0.6
RedWine,Vintage Quality,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4365; levenshtein=0.1429; semantic=0.5428; sequence_match=0.2857,False,0.4217,False,top-3 avg score 0.4217 < final_threshold 0.6
Zinfandel,Wine Characteristic in Vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4475; levenshtein=0.1481; semantic=0.5388; sequence_match=0.2778,False,0.4214,False,top-3 avg score 0.4214 < final_threshold 0.6
WineBody,Grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4417; levenshtein=0.0000; semantic=0.6678; sequence_match=0.1538,False,0.4211,False,top-3 avg score 0.4211 < final_threshold 0.6
WhiteWine,Petit Verdot,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5194; levenshtein=0.2727; semantic=0.4429; sequence_match=0.3000,False,0.4208,False,top-3 avg score 0.4208 < final_threshold 0.6
WineColor,Napa Zinfandel,semantic+sequence_match+jaro_winkler,jaro_winkler=0.2920; levenshtein=0.1538; semantic=0.6052; sequence_match=0.3636,False,0.4203,False,top-3 avg score 0.4203 < final_threshold 0.6
WhiteBordeaux,Good Vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5023; levenshtein=0.0769; semantic=0.5074; sequence_match=0.2500,False,0.4199,False,top-3 avg score 0.4199 < final_threshold 0.6
VintageYear,Bordeaux Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3965; levenshtein=0.0833; semantic=0.6014; sequence_match=0.2609,False,0.4196,False,top-3 avg score 0.4196 < final_threshold 0.6
RedBordeaux,Petit Verdot,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4924; levenshtein=0.0909; semantic=0.4905; sequence_match=0.2727,False,0.4186,False,top-3 avg score 0.4186 < final_threshold 0.6
WhiteBordeaux,Grape,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4256; levenshtein=0.1538; semantic=0.6751; sequence_match=0.1111,False,0.4182,False,top-3 avg score 0.4182 < final_threshold 0.6
WineDescriptor,Malbec,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4921; levenshtein=0.1429; semantic=0.5584; sequence_match=0.2000,False,0.4168,False,top-3 avg score 0.4168 < final_threshold 0.6
WineFlavor,Good Vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4212; levenshtein=0.0000; semantic=0.5386; sequence_match=0.2857,False,0.4152,False,top-3 avg score 0.4152 < final_threshold 0.6
WineSugar,Merlot,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4259; levenshtein=0.1111; semantic=0.5523; sequence_match=0.2667,False,0.415,False,top-3 avg score 0.4150 < final_threshold 0.6
WineColor,Bordeaux Grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4103; levenshtein=0.1538; semantic=0.6514; sequence_match=0.1818,False,0.4145,False,top-3 avg score 0.4145 < final_threshold 0.6
RedBordeaux,Wine Characteristic in Vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4799; levenshtein=0.1481; semantic=0.5502; sequence_match=0.2105,False,0.4135,False,top-3 avg score 0.4135 < final_threshold 0.6
Vintage,Petit Verdot,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.0909; semantic=0.5622; sequence_match=0.2222,False,0.4135,False,top-3 avg score 0.4135 < final_threshold 0.6
WineDescriptor,Poor Vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4706; levenshtein=0.0714; semantic=0.5239; sequence_match=0.2400,False,0.4115,False,top-3 avg score 0.4115 < final_threshold 0.6
Region,Bordeaux Grape,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4658; levenshtein=0.2308; semantic=0.4508; sequence_match=0.3158,False,0.4108,False,top-3 avg score 0.4108 < final_threshold 0.6
WineBody,Petit Verdot,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4545; levenshtein=0.1818; semantic=0.4594; sequence_match=0.3158,False,0.4099,False,top-3 avg score 0.4099 < final_threshold 0.6
WineColor,Good Vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4242; levenshtein=0.0000; semantic=0.5052; sequence_match=0.3000,False,0.4098,False,top-3 avg score 0.4098 < final_threshold 0.6
WhiteWine,Grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4370; levenshtein=0.1111; semantic=0.6487; sequence_match=0.1429,False,0.4095,False,top-3 avg score 0.4095 < final_threshold 0.6
RedBordeaux,Zinfandel,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4242; levenshtein=0.1818; semantic=0.6034; sequence_match=0.2000,False,0.4092,False,top-3 avg score 0.4092 < final_threshold 0.6
WineColor,Grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4370; levenshtein=0.0000; semantic=0.6475; sequence_match=0.1429,False,0.4091,False,top-3 avg score 0.4091 < final_threshold 0.6
WineBody,Bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4226; levenshtein=0.0000; semantic=0.5269; sequence_match=0.2667,False,0.4054,False,top-3 avg score 0.4054 < final_threshold 0.6
WineTaste,Malbec,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4259; levenshtein=0.1111; semantic=0.6561; sequence_match=0.1333,False,0.4051,False,top-3 avg score 0.4051 < final_threshold 0.6
wine,Bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4643; levenshtein=0.1429; semantic=0.5646; sequence_match=0.1818,False,0.4036,False,top-3 avg score 0.4036 < final_threshold 0.6
Region,Cabernet Franc,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4658; levenshtein=0.2308; semantic=0.4276; sequence_match=0.3158,False,0.4031,False,top-3 avg score 0.4031 < final_threshold 0.6
RedBordeaux,White Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4680; levenshtein=0.0000; semantic=0.5378; sequence_match=0.2000,False,0.4019,False,top-3 avg score 0.4019 < final_threshold 0.6
WineDescriptor,Good Vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4706; levenshtein=0.1429; semantic=0.4915; sequence_match=0.2400,False,0.4007,False,top-3 avg score 0.4007 < final_threshold 0.6
RedBordeaux,Malbec,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3384; levenshtein=0.1818; semantic=0.6772; sequence_match=0.1176,False,0.3991,False,top-3 avg score 0.3991 < final_threshold 0.6
RedWine,Body,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4643; levenshtein=0.1429; semantic=0.5488; sequence_match=0.1818,False,0.3983,False,top-3 avg score 0.3983 < final_threshold 0.6
WineSugar,Petit Verdot,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4242; levenshtein=0.0909; semantic=0.4675; sequence_match=0.3000,False,0.3972,False,top-3 avg score 0.3972 < final_threshold 0.6
Vintage,Bordeaux Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3175; levenshtein=0.1667; semantic=0.5565; sequence_match=0.3158,False,0.3966,False,top-3 avg score 0.3966 < final_threshold 0.6
Vintage,Merlot,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4365; levenshtein=0.0000; semantic=0.5990; sequence_match=0.1538,False,0.3964,False,top-3 avg score 0.3964 < final_threshold 0.6
WineColor,Petit Verdot,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4360; levenshtein=0.1818; semantic=0.4526; sequence_match=0.3000,False,0.3962,False,top-3 avg score 0.3962 < final_threshold 0.6
WineBody,Cabernet Franc,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4241; levenshtein=0.1538; semantic=0.5729; sequence_match=0.1905,False,0.3958,False,top-3 avg score 0.3958 < final_threshold 0.6
WineSugar,Malbec,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4259; levenshtein=0.0000; semantic=0.6275; sequence_match=0.1333,False,0.3956,False,top-3 avg score 0.3956 < final_threshold 0.6
Bordeaux,Napa,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1250; semantic=0.5566; sequence_match=0.1667,False,0.3939,False,top-3 avg score 0.3939 < final_threshold 0.6
WineFlavor,Grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3667; levenshtein=0.1000; semantic=0.6799; sequence_match=0.1333,False,0.3933,False,top-3 avg score 0.3933 < final_threshold 0.6
VintageYear,Petit Verdot,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4924; levenshtein=0.0909; semantic=0.5042; sequence_match=0.1818,False,0.3928,False,top-3 avg score 0.3928 < final_threshold 0.6
WhiteBordeaux,Vintage Quality,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5139; levenshtein=0.0714; semantic=0.5150; sequence_match=0.1481,False,0.3923,False,top-3 avg score 0.3923 < final_threshold 0.6
Region,Wine Vintage Quality,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4630; levenshtein=0.1667; semantic=0.4636; sequence_match=0.2500,False,0.3922,False,top-3 avg score 0.3922 < final_threshold 0.6
Region,Petit Verdot,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5051; levenshtein=0.2727; semantic=0.3957; sequence_match=0.2353,False,0.3912,False,top-3 avg score 0.3912 < final_threshold 0.6
Vintage,Bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.0000; semantic=0.5957; sequence_match=0.1429,False,0.389,False,top-3 avg score 0.3890 < final_threshold 0.6
WineGrape,Petit Verdot,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4360; levenshtein=0.1818; semantic=0.5296; sequence_match=0.2000,False,0.3885,False,top-3 avg score 0.3885 < final_threshold 0.6
RedWine,Merlot,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3730; levenshtein=0.1429; semantic=0.6378; sequence_match=0.1538,False,0.3882,False,top-3 avg score 0.3882 < final_threshold 0.6
WhiteWine,Malbec,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4259; levenshtein=0.1111; semantic=0.6053; sequence_match=0.1333,False,0.3882,False,top-3 avg score 0.3882 < final_threshold 0.6
WhiteWine,Vintage Quality,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5042; levenshtein=0.2143; semantic=0.4414; sequence_match=0.1739,False,0.3866,False,top-3 avg score 0.3866 < final_threshold 0.6
Region,Wine Characteristic,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4630; levenshtein=0.1667; semantic=0.4453; sequence_match=0.2500,False,0.3861,False,top-3 avg score 0.3861 < final_threshold 0.6
Region,Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4444; levenshtein=0.1667; semantic=0.5108; sequence_match=0.2000,False,0.3851,False,top-3 avg score 0.3851 < final_threshold 0.6
Region,Good Vintage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5934; levenshtein=0.0909; semantic=0.4414; sequence_match=0.1176,False,0.3842,False,top-3 avg score 0.3842 < final_threshold 0.6
wine,Petit Verdot,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3939; levenshtein=0.1818; semantic=0.4898; sequence_match=0.2667,False,0.3835,False,top-3 avg score 0.3835 < final_threshold 0.6
Bordeaux,Napa Zinfandel,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4006; levenshtein=0.0769; semantic=0.5575; sequence_match=0.1905,False,0.3829,False,top-3 avg score 0.3829 < final_threshold 0.6
Region,Vintage Quality,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4841; levenshtein=0.1429; semantic=0.4597; sequence_match=0.2000,False,0.3813,False,top-3 avg score 0.3813 < final_threshold 0.6
RedBordeaux,Napa Zinfandel,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3901; levenshtein=0.0769; semantic=0.5862; sequence_match=0.1667,False,0.381,False,top-3 avg score 0.3810 < final_threshold 0.6
Bordeaux,Vintage Quality,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4187; levenshtein=0.1429; semantic=0.5424; sequence_match=0.1818,False,0.3809,False,top-3 avg score 0.3809 < final_threshold 0.6
WineBody,Napa,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1250; semantic=0.5170; sequence_match=0.1667,False,0.3807,False,top-3 avg score 0.3807 < final_threshold 0.6
WineDescriptor,Grape,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4238; levenshtein=0.1429; semantic=0.5716; sequence_match=0.1053,False,0.3794,False,top-3 avg score 0.3794 < final_threshold 0.6
VintageYear,Merlot,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4192; levenshtein=0.0909; semantic=0.5974; sequence_match=0.1176,False,0.3781,False,top-3 avg score 0.3781 < final_threshold 0.6
WhiteBordeaux,Malbec,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3291; levenshtein=0.1538; semantic=0.6461; sequence_match=0.1053,False,0.3763,False,top-3 avg score 0.3763 < final_threshold 0.6
Bordeaux,Petit Verdot,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4053; levenshtein=0.0909; semantic=0.5124; sequence_match=0.2105,False,0.3761,False,top-3 avg score 0.3761 < final_threshold 0.6
WineGrape,Bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4180; levenshtein=0.0000; semantic=0.5828; sequence_match=0.1250,False,0.3753,False,top-3 avg score 0.3753 < final_threshold 0.6
VintageYear,Body,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4470; levenshtein=0.0909; semantic=0.5440; sequence_match=0.1333,False,0.3748,False,top-3 avg score 0.3748 < final_threshold 0.6
WineFlavor,Malbec,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3444; levenshtein=0.1000; semantic=0.6530; sequence_match=0.1250,False,0.3741,False,top-3 avg score 0.3741 < final_threshold 0.6
RedWine,Bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.0000; semantic=0.5465; sequence_match=0.1429,False,0.3726,False,top-3 avg score 0.3726 < final_threshold 0.6
WineDescriptor,Napa,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4405; levenshtein=0.1429; semantic=0.4537; sequence_match=0.2222,False,0.3721,False,top-3 avg score 0.3721 < final_threshold 0.6
WineBody,Malbec,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3611; levenshtein=0.1250; semantic=0.6053; sequence_match=0.1429,False,0.3698,False,top-3 avg score 0.3698 < final_threshold 0.6
WineDescriptor,Bouquet,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4762; levenshtein=0.1429; semantic=0.4385; sequence_match=0.1905,False,0.3684,False,top-3 avg score 0.3684 < final_threshold 0.6
RedBordeaux,Vintage Quality,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3846; levenshtein=0.0714; semantic=0.5493; sequence_match=0.1600,False,0.3646,False,top-3 avg score 0.3646 < final_threshold 0.6
Bordeaux,Wine Characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4028; levenshtein=0.1111; semantic=0.5328; sequence_match=0.1538,False,0.3631,False,top-3 avg score 0.3631 < final_threshold 0.6
WineColor,Napa,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4537; levenshtein=0.1111; semantic=0.4795; sequence_match=0.1538,False,0.3624,False,top-3 avg score 0.3624 < final_threshold 0.6
Bordeaux,Vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3452; levenshtein=0.1250; semantic=0.6070; sequence_match=0.1333,False,0.3619,False,top-3 avg score 0.3619 < final_threshold 0.6
Bordeaux,Wine Characteristic in Vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3843; levenshtein=0.1111; semantic=0.5273; sequence_match=0.1714,False,0.361,False,top-3 avg score 0.3610 < final_threshold 0.6
Region,Vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4365; levenshtein=0.0000; semantic=0.4866; sequence_match=0.1538,False,0.359,False,top-3 avg score 0.3590 < final_threshold 0.6
WineFlavor,Bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4143; levenshtein=0.0000; semantic=0.5434; sequence_match=0.1176,False,0.3584,False,top-3 avg score 0.3584 < final_threshold 0.6
Region,Zinfandel,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5185; levenshtein=0.1111; semantic=0.4173; sequence_match=0.1333,False,0.3564,False,top-3 avg score 0.3564 < final_threshold 0.6
Bordeaux,White Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4120; levenshtein=0.1111; semantic=0.5367; sequence_match=0.1176,False,0.3555,False,top-3 avg score 0.3555 < final_threshold 0.6
