gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
algorithm,Algorithm,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
programming language,ProgrammingLanguage,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
software,Software,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
licence,License,jaro_winkler+semantic+levenshtein,jaro_winkler=0.9429; levenshtein=0.8571; semantic=0.9174; sequence_match=0.8571,False,0.9058,True,selected
PROcess,SoftwareType,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5516; levenshtein=0.0833; semantic=0.4588; sequence_match=0.2105,False,0.407,False,top-3 avg score 0.4070 < final_threshold 0.6
data format specification,Task,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5157; levenshtein=0.1304; semantic=0.4826; sequence_match=0.2222,False,0.4068,False,top-3 avg score 0.4068 < final_threshold 0.6
algorithm,SoftwareType,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4259; levenshtein=0.1667; semantic=0.5079; sequence_match=0.2857,False,0.4065,False,top-3 avg score 0.4065 < final_threshold 0.6
version number,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4241; levenshtein=0.1538; semantic=0.6049; sequence_match=0.1905,False,0.4065,False,top-3 avg score 0.4065 < final_threshold 0.6
CEL binary format,Organization,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5405; levenshtein=0.1333; semantic=0.3821; sequence_match=0.2963,False,0.4063,False,top-3 avg score 0.4063 < final_threshold 0.6
file rendering,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4103; levenshtein=0.1538; semantic=0.5358; sequence_match=0.2727,False,0.4063,False,top-3 avg score 0.4063 < final_threshold 0.6
Development status,Platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5064; levenshtein=0.1176; semantic=0.4708; sequence_match=0.2400,False,0.4057,False,top-3 avg score 0.4057 < final_threshold 0.6
web service,Documentation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4513; levenshtein=0.1538; semantic=0.5919; sequence_match=0.1739,False,0.4057,False,top-3 avg score 0.4057 < final_threshold 0.6
function,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1111; semantic=0.6372; sequence_match=0.1176,False,0.4044,False,top-3 avg score 0.4044 < final_threshold 0.6
text editing,Person,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5051; levenshtein=0.1818; semantic=0.4720; sequence_match=0.2353,False,0.4041,False,top-3 avg score 0.4041 < final_threshold 0.6
Source code available,Organization,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5497; levenshtein=0.2105; semantic=0.4485; sequence_match=0.1935,False,0.4029,False,top-3 avg score 0.4029 < final_threshold 0.6
PROcess,ActivityStatus,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4762; levenshtein=0.1429; semantic=0.4448; sequence_match=0.2857,False,0.4022,False,top-3 avg score 0.4022 < final_threshold 0.6
software developer role,ProgrammingLanguage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3671; levenshtein=0.1429; semantic=0.5895; sequence_match=0.2500,False,0.4022,False,top-3 avg score 0.4022 < final_threshold 0.6
plain text file format,Documentation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4928; levenshtein=0.1579; semantic=0.4632; sequence_match=0.2500,False,0.402,False,top-3 avg score 0.4020 < final_threshold 0.6
Not Free,Organization,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4484; levenshtein=0.0833; semantic=0.5447; sequence_match=0.2105,False,0.4012,False,top-3 avg score 0.4012 < final_threshold 0.6
GIF,FileFormat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4556; levenshtein=0.2000; semantic=0.4397; sequence_match=0.3077,False,0.401,False,top-3 avg score 0.4010 < final_threshold 0.6
licence,SoftwareType,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4841; levenshtein=0.1667; semantic=0.5082; sequence_match=0.2105,False,0.4009,False,top-3 avg score 0.4009 < final_threshold 0.6
desktop graphical user interface,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4658; levenshtein=0.1379; semantic=0.5746; sequence_match=0.1622,False,0.4009,False,top-3 avg score 0.4009 < final_threshold 0.6
programming language,Data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4342; levenshtein=0.1053; semantic=0.5931; sequence_match=0.1739,False,0.4004,False,top-3 avg score 0.4004 < final_threshold 0.6
version number,ActivityStatus,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4478; levenshtein=0.0714; semantic=0.5304; sequence_match=0.2222,False,0.4002,False,top-3 avg score 0.4002 < final_threshold 0.6
CEL ASCII format,ActivityStatus,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5238; levenshtein=0.1429; semantic=0.3905; sequence_match=0.2857,False,0.4,False,top-3 avg score 0.4000 < final_threshold 0.6
licence,FileFormat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4651; levenshtein=0.2000; semantic=0.4995; sequence_match=0.2353,False,0.3999,False,top-3 avg score 0.3999 < final_threshold 0.6
function,Person,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3611; levenshtein=0.2500; semantic=0.5520; sequence_match=0.2857,False,0.3996,False,top-3 avg score 0.3996 < final_threshold 0.6
Purchase cost,Platform,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.4205; sequence_match=0.2000,False,0.3994,False,top-3 avg score 0.3994 < final_threshold 0.6
plain text file format,Data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5351; levenshtein=0.1579; semantic=0.4888; sequence_match=0.1739,False,0.3993,False,top-3 avg score 0.3993 < final_threshold 0.6
algorithm,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4762; levenshtein=0.1111; semantic=0.5956; sequence_match=0.1250,False,0.3989,False,top-3 avg score 0.3989 < final_threshold 0.6
data format specification,ProgrammingLanguage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4735; levenshtein=0.0870; semantic=0.5326; sequence_match=0.1905,False,0.3988,False,top-3 avg score 0.3988 < final_threshold 0.6
Open source software license,ProgrammingLanguage,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4754; levenshtein=0.2000; semantic=0.5208; sequence_match=0.0909,False,0.3987,False,top-3 avg score 0.3987 < final_threshold 0.6
Source code available,DataFormat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4544; levenshtein=0.1579; semantic=0.5343; sequence_match=0.2069,False,0.3985,False,top-3 avg score 0.3985 < final_threshold 0.6
web service,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4500; levenshtein=0.1000; semantic=0.6022; sequence_match=0.1429,False,0.3984,False,top-3 avg score 0.3984 < final_threshold 0.6
Development status,Organization,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4395; levenshtein=0.1765; semantic=0.4795; sequence_match=0.2759,False,0.3983,False,top-3 avg score 0.3983 < final_threshold 0.6
software developer organization,Platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5412; levenshtein=0.1034; semantic=0.4910; sequence_match=0.1622,False,0.3981,False,top-3 avg score 0.3981 < final_threshold 0.6
Open source software license,Version,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5048; levenshtein=0.2000; semantic=0.4892; sequence_match=0.1250,False,0.398,False,top-3 avg score 0.3980 < final_threshold 0.6
programming language,FileFormat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5211; levenshtein=0.1053; semantic=0.5320; sequence_match=0.1379,False,0.397,False,top-3 avg score 0.3970 < final_threshold 0.6
programming language,SoftwareType,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4313; levenshtein=0.1579; semantic=0.6006; sequence_match=0.1290,False,0.3966,False,top-3 avg score 0.3966 < final_threshold 0.6
plain text file format,Organization,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5497; levenshtein=0.2105; semantic=0.3793; sequence_match=0.2581,False,0.3957,False,top-3 avg score 0.3957 < final_threshold 0.6
application programming interface,Person,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5152; levenshtein=0.0968; semantic=0.5078; sequence_match=0.1622,False,0.3951,False,top-3 avg score 0.3951 < final_threshold 0.6
Purchase cost,DataFormat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4944; levenshtein=0.1667; semantic=0.4178; sequence_match=0.2727,False,0.395,False,top-3 avg score 0.3950 < final_threshold 0.6
version number,SoftwareType,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4637; levenshtein=0.0769; semantic=0.5612; sequence_match=0.1600,False,0.395,False,top-3 avg score 0.3950 < final_threshold 0.6
application programming interface,SoftwareType,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4534; levenshtein=0.1290; semantic=0.5918; sequence_match=0.1395,False,0.3949,False,top-3 avg score 0.3949 < final_threshold 0.6
CEL ASCII format,Data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4405; levenshtein=0.1429; semantic=0.5193; sequence_match=0.2222,False,0.394,False,top-3 avg score 0.3940 < final_threshold 0.6
Open source software license,Agent,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5733; levenshtein=0.1200; semantic=0.4074; sequence_match=0.2000,False,0.3936,False,top-3 avg score 0.3936 < final_threshold 0.6
Purchase cost,Documentation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4872; levenshtein=0.0769; semantic=0.4529; sequence_match=0.2400,False,0.3934,False,top-3 avg score 0.3934 < final_threshold 0.6
file rendering,DataFormat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4513; levenshtein=0.0769; semantic=0.5544; sequence_match=0.1739,False,0.3932,False,top-3 avg score 0.3932 < final_threshold 0.6
CEL binary format,ActivityStatus,jaro_winkler+sequence_match+semantic,jaro_winkler=0.4984; levenshtein=0.1333; semantic=0.3361; sequence_match=0.3448,False,0.3931,False,top-3 avg score 0.3931 < final_threshold 0.6
algorithm,ActivityStatus,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4048; levenshtein=0.2143; semantic=0.5132; sequence_match=0.2609,False,0.393,False,top-3 avg score 0.3930 < final_threshold 0.6
application programming interface,FileFormat,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4991; levenshtein=0.1613; semantic=0.5178; sequence_match=0.1463,False,0.3927,False,top-3 avg score 0.3927 < final_threshold 0.6
text editing,Data,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4470; levenshtein=0.1818; semantic=0.5481; sequence_match=0.1333,False,0.3923,False,top-3 avg score 0.3923 < final_threshold 0.6
software interface,ActivityStatus,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4838; levenshtein=0.1765; semantic=0.5166; sequence_match=0.1290,False,0.3923,False,top-3 avg score 0.3923 < final_threshold 0.6
Maintained,Software,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4472; levenshtein=0.2000; semantic=0.5073; sequence_match=0.2222,False,0.3922,False,top-3 avg score 0.3922 < final_threshold 0.6
Development status,Algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4766; levenshtein=0.1176; semantic=0.4686; sequence_match=0.2308,False,0.392,False,top-3 avg score 0.3920 < final_threshold 0.6
Free,DataFormat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4500; levenshtein=0.2000; semantic=0.4401; sequence_match=0.2857,False,0.3919,False,top-3 avg score 0.3919 < final_threshold 0.6
function,ProgrammingLanguage,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4868; levenshtein=0.1053; semantic=0.5832; sequence_match=0.0741,False,0.3918,False,top-3 avg score 0.3918 < final_threshold 0.6
CEL ASCII format,ProgrammingLanguage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4703; levenshtein=0.1579; semantic=0.5228; sequence_match=0.1818,False,0.3917,False,top-3 avg score 0.3917 < final_threshold 0.6
desktop graphical user interface,Agent,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4793; levenshtein=0.1379; semantic=0.5189; sequence_match=0.1765,False,0.3916,False,top-3 avg score 0.3916 < final_threshold 0.6
function,DataFormat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4472; levenshtein=0.0000; semantic=0.5046; sequence_match=0.2222,False,0.3913,False,top-3 avg score 0.3913 < final_threshold 0.6
data item,SoftwareType,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4444; levenshtein=0.2500; semantic=0.4294; sequence_match=0.3000,False,0.3913,False,top-3 avg score 0.3913 < final_threshold 0.6
Purchase cost,FileFormat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5056; levenshtein=0.0833; semantic=0.3954; sequence_match=0.2727,False,0.3912,False,top-3 avg score 0.3912 < final_threshold 0.6
Purchase cost,Data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4444; levenshtein=0.0833; semantic=0.4772; sequence_match=0.2500,False,0.3906,False,top-3 avg score 0.3906 < final_threshold 0.6
.csv,Documentation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4701; levenshtein=0.0769; semantic=0.5732; sequence_match=0.1250,False,0.3894,False,top-3 avg score 0.3894 < final_threshold 0.6
Source code available,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4273; levenshtein=0.1053; semantic=0.5859; sequence_match=0.1538,False,0.389,False,top-3 avg score 0.3890 < final_threshold 0.6
GIF,License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4921; levenshtein=0.1429; semantic=0.4743; sequence_match=0.2000,False,0.3888,False,top-3 avg score 0.3888 < final_threshold 0.6
web service,Agent,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4333; levenshtein=0.1000; semantic=0.5965; sequence_match=0.1333,False,0.3877,False,top-3 avg score 0.3877 < final_threshold 0.6
Purchase cost,Organization,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4722; levenshtein=0.0000; semantic=0.4405; sequence_match=0.2500,False,0.3876,False,top-3 avg score 0.3876 < final_threshold 0.6
software,Agent,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4417; levenshtein=0.0000; semantic=0.5650; sequence_match=0.1538,False,0.3868,False,top-3 avg score 0.3868 < final_threshold 0.6
licence,ProgrammingLanguage,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4637; levenshtein=0.1579; semantic=0.5374; sequence_match=0.1538,False,0.3863,False,top-3 avg score 0.3863 < final_threshold 0.6
CEL binary format,SoftwareType,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4500; levenshtein=0.1333; semantic=0.4851; sequence_match=0.2222,False,0.3858,False,top-3 avg score 0.3858 < final_threshold 0.6
GIF,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4861; levenshtein=0.1250; semantic=0.4883; sequence_match=0.1818,False,0.3854,False,top-3 avg score 0.3854 < final_threshold 0.6
software developer organization,Data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5067; levenshtein=0.1034; semantic=0.4676; sequence_match=0.1818,False,0.3854,False,top-3 avg score 0.3854 < final_threshold 0.6
application programming interface,ActivityStatus,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4800; levenshtein=0.1935; semantic=0.4825; sequence_match=0.1778,False,0.3854,False,top-3 avg score 0.3854 < final_threshold 0.6
software developer organization,Person,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4349; levenshtein=0.1724; semantic=0.4326; sequence_match=0.2857,False,0.3844,False,top-3 avg score 0.3844 < final_threshold 0.6
text editing,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4470; levenshtein=0.0909; semantic=0.5699; sequence_match=0.1333,False,0.3834,False,top-3 avg score 0.3834 < final_threshold 0.6
Source code available,FileFormat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4535; levenshtein=0.1579; semantic=0.4897; sequence_match=0.2069,False,0.3834,False,top-3 avg score 0.3834 < final_threshold 0.6
licence,Software,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4226; levenshtein=0.1250; semantic=0.5942; sequence_match=0.1333,False,0.3834,False,top-3 avg score 0.3834 < final_threshold 0.6
GIF,Software,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4861; levenshtein=0.1250; semantic=0.4792; sequence_match=0.1818,False,0.3824,False,top-3 avg score 0.3824 < final_threshold 0.6
version number,DataFormat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3991; levenshtein=0.1538; semantic=0.5734; sequence_match=0.1739,False,0.3821,False,top-3 avg score 0.3821 < final_threshold 0.6
version number,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4423; levenshtein=0.0769; semantic=0.5846; sequence_match=0.1176,False,0.3815,False,top-3 avg score 0.3815 < final_threshold 0.6
PROcess,Agent,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4476; levenshtein=0.1429; semantic=0.5289; sequence_match=0.1667,False,0.3811,False,top-3 avg score 0.3811 < final_threshold 0.6
.csv,SoftwareType,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.0000; semantic=0.5343; sequence_match=0.1333,False,0.3799,False,top-3 avg score 0.3799 < final_threshold 0.6
CEL binary format,Data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4389; levenshtein=0.1333; semantic=0.4872; sequence_match=0.2105,False,0.3789,False,top-3 avg score 0.3789 < final_threshold 0.6
file rendering,Organization,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5338; levenshtein=0.0769; semantic=0.4420; sequence_match=0.1600,False,0.3786,False,top-3 avg score 0.3786 < final_threshold 0.6
CEL binary format,Person,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5611; levenshtein=0.2000; semantic=0.3747; sequence_match=0.1905,False,0.3786,False,top-3 avg score 0.3786 < final_threshold 0.6
web service,Organization,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4556; levenshtein=0.0833; semantic=0.4983; sequence_match=0.1818,False,0.3786,False,top-3 avg score 0.3786 < final_threshold 0.6
desktop graphical user interface,FileFormat,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5043; levenshtein=0.1724; semantic=0.4586; sequence_match=0.1026,False,0.3784,False,top-3 avg score 0.3784 < final_threshold 0.6
software developer role,Organization,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4849; levenshtein=0.1429; semantic=0.4679; sequence_match=0.1818,False,0.3782,False,top-3 avg score 0.3782 < final_threshold 0.6
Not Free,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.0000; semantic=0.5614; sequence_match=0.1429,False,0.3776,False,top-3 avg score 0.3776 < final_threshold 0.6
licence,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4226; levenshtein=0.1250; semantic=0.5758; sequence_match=0.1333,False,0.3772,False,top-3 avg score 0.3772 < final_threshold 0.6
Development status,Software,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4060; levenshtein=0.1765; semantic=0.5492; sequence_match=0.0800,False,0.3772,False,top-3 avg score 0.3772 < final_threshold 0.6
Free,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4537; levenshtein=0.1111; semantic=0.5213; sequence_match=0.1538,False,0.3763,False,top-3 avg score 0.3763 < final_threshold 0.6
web service,FileFormat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4667; levenshtein=0.0000; semantic=0.4593; sequence_match=0.2000,False,0.3753,False,top-3 avg score 0.3753 < final_threshold 0.6
text editing,DataFormat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4606; levenshtein=0.0909; semantic=0.4748; sequence_match=0.1905,False,0.3753,False,top-3 avg score 0.3753 < final_threshold 0.6
data format specification,Person,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4324; levenshtein=0.1739; semantic=0.4138; sequence_match=0.2759,False,0.374,False,top-3 avg score 0.3740 < final_threshold 0.6
Purchase cost,ProgrammingLanguage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4313; levenshtein=0.1579; semantic=0.4322; sequence_match=0.2581,False,0.3739,False,top-3 avg score 0.3739 < final_threshold 0.6
Not Free,Person,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4365; levenshtein=0.0000; semantic=0.5306; sequence_match=0.1538,False,0.3736,False,top-3 avg score 0.3736 < final_threshold 0.6
CEL ASCII format,SoftwareType,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5317; levenshtein=0.0000; semantic=0.4337; sequence_match=0.1538,False,0.3731,False,top-3 avg score 0.3731 < final_threshold 0.6
Free,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.1429; semantic=0.5061; sequence_match=0.1818,False,0.3722,False,top-3 avg score 0.3722 < final_threshold 0.6
Maintained,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4833; levenshtein=0.1000; semantic=0.5212; sequence_match=0.1111,False,0.3719,False,top-3 avg score 0.3719 < final_threshold 0.6
programming language,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4342; levenshtein=0.0526; semantic=0.5943; sequence_match=0.0870,False,0.3718,False,top-3 avg score 0.3718 < final_threshold 0.6
software developer role,Data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5198; levenshtein=0.0952; semantic=0.4356; sequence_match=0.1600,False,0.3718,False,top-3 avg score 0.3718 < final_threshold 0.6
software interface,Data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3725; levenshtein=0.1765; semantic=0.5513; sequence_match=0.1905,False,0.3714,False,top-3 avg score 0.3714 < final_threshold 0.6
Free,Person,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4444; levenshtein=0.1667; semantic=0.4690; sequence_match=0.2000,False,0.3712,False,top-3 avg score 0.3712 < final_threshold 0.6
application programming interface,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4002; levenshtein=0.0968; semantic=0.5550; sequence_match=0.1579,False,0.371,False,top-3 avg score 0.3710 < final_threshold 0.6
web service,ProgrammingLanguage,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4351; levenshtein=0.1053; semantic=0.5689; sequence_match=0.0690,False,0.3697,False,top-3 avg score 0.3697 < final_threshold 0.6
software developer organization,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4865; levenshtein=0.1034; semantic=0.5105; sequence_match=0.1111,False,0.3693,False,top-3 avg score 0.3693 < final_threshold 0.6
software developer organization,Agent,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4567; levenshtein=0.1379; semantic=0.5116; sequence_match=0.0588,False,0.3687,False,top-3 avg score 0.3687 < final_threshold 0.6
Open source software license,Algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4844; levenshtein=0.1200; semantic=0.4442; sequence_match=0.1765,False,0.3684,False,top-3 avg score 0.3684 < final_threshold 0.6
Maintained,SoftwareType,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4056; levenshtein=0.0833; semantic=0.4254; sequence_match=0.2727,False,0.3679,False,top-3 avg score 0.3679 < final_threshold 0.6
function,SoftwareType,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.1667; semantic=0.4722; sequence_match=0.2000,False,0.3676,False,top-3 avg score 0.3676 < final_threshold 0.6
text editing,ProgrammingLanguage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3658; levenshtein=0.1579; semantic=0.5346; sequence_match=0.2000,False,0.3668,False,top-3 avg score 0.3668 < final_threshold 0.6
CEL ASCII format,Software,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5274; levenshtein=0.1429; semantic=0.4293; sequence_match=0.0909,False,0.3665,False,top-3 avg score 0.3665 < final_threshold 0.6
software developer role,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4206; levenshtein=0.1429; semantic=0.4605; sequence_match=0.2143,False,0.3651,False,top-3 avg score 0.3651 < final_threshold 0.6
web service,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4083; levenshtein=0.0000; semantic=0.5758; sequence_match=0.1111,False,0.3651,False,top-3 avg score 0.3651 < final_threshold 0.6
file rendering,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4241; levenshtein=0.1538; semantic=0.4796; sequence_match=0.1905,False,0.3647,False,top-3 avg score 0.3647 < final_threshold 0.6
GIF,DataFormat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4778; levenshtein=0.1000; semantic=0.4603; sequence_match=0.1538,False,0.364,False,top-3 avg score 0.3640 < final_threshold 0.6
Free,ProgrammingLanguage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4342; levenshtein=0.1053; semantic=0.4827; sequence_match=0.1739,False,0.3636,False,top-3 avg score 0.3636 < final_threshold 0.6
data item,ProgrammingLanguage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3999; levenshtein=0.1053; semantic=0.4686; sequence_match=0.2222,False,0.3636,False,top-3 avg score 0.3636 < final_threshold 0.6
GIF,ActivityStatus,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4683; levenshtein=0.0714; semantic=0.5043; sequence_match=0.1176,False,0.3634,False,top-3 avg score 0.3634 < final_threshold 0.6
software developer role,DataFormat,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5175; levenshtein=0.1905; semantic=0.3822; sequence_match=0.1290,False,0.3634,False,top-3 avg score 0.3634 < final_threshold 0.6
software developer role,Task,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5198; levenshtein=0.0952; semantic=0.4737; sequence_match=0.0800,False,0.3629,False,top-3 avg score 0.3629 < final_threshold 0.6
PROcess,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3360; levenshtein=0.1111; semantic=0.6273; sequence_match=0.1250,False,0.3628,False,top-3 avg score 0.3628 < final_threshold 0.6
Purchase cost,Software,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.1667; semantic=0.4575; sequence_match=0.2000,False,0.3627,False,top-3 avg score 0.3627 < final_threshold 0.6
plain text file format,SoftwareType,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4942; levenshtein=0.1053; semantic=0.4646; sequence_match=0.1290,False,0.3626,False,top-3 avg score 0.3626 < final_threshold 0.6
web service,ActivityStatus,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3937; levenshtein=0.0000; semantic=0.5268; sequence_match=0.1667,False,0.3624,False,top-3 avg score 0.3624 < final_threshold 0.6
software developer organization,Task,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5067; levenshtein=0.0690; semantic=0.5110; sequence_match=0.0606,False,0.3622,False,top-3 avg score 0.3622 < final_threshold 0.6
Purchase cost,ActivityStatus,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4579; levenshtein=0.0714; semantic=0.3959; sequence_match=0.2308,False,0.3615,False,top-3 avg score 0.3615 < final_threshold 0.6
data format specification,ActivityStatus,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5538; levenshtein=0.1739; semantic=0.3564; sequence_match=0.1622,False,0.3614,False,top-3 avg score 0.3614 < final_threshold 0.6
software developer role,Agent,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4698; levenshtein=0.0952; semantic=0.5165; sequence_match=0.0769,False,0.3605,False,top-3 avg score 0.3605 < final_threshold 0.6
plain text file format,Software,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4868; levenshtein=0.1053; semantic=0.4453; sequence_match=0.1481,False,0.3601,False,top-3 avg score 0.3601 < final_threshold 0.6
Open source software license,FileFormat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4467; levenshtein=0.1200; semantic=0.4616; sequence_match=0.1714,False,0.3599,False,top-3 avg score 0.3599 < final_threshold 0.6
