prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has item,has Item,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has playing area,has Playing Area,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,lives in,lives In,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,owns item,owns Item,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,plays game,plays Game,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has achievement,has Achievement Type,jaro_winkler+sequence_match+semantic,jaro_winkler=0.9556; levenshtein=0.7778; semantic=0.7933; sequence_match=0.8750,False,0.8746,True,selected
ObjectProperty,owns character,usable In Game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5338; levenshtein=0.0769; semantic=0.5029; sequence_match=0.2400,False,0.4256,False,top-3 avg score 0.4256 < final_threshold 0.7
ObjectProperty,is player in session,has Genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5899; levenshtein=0.1765; semantic=0.3658; sequence_match=0.3200,False,0.4252,False,top-3 avg score 0.4252 < final_threshold 0.7
ObjectProperty,involves character,has Ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4647; levenshtein=0.1176; semantic=0.5141; sequence_match=0.2963,False,0.425,False,top-3 avg score 0.4250 < final_threshold 0.7
ObjectProperty,involves character,usable In Game,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5698; levenshtein=0.2353; semantic=0.4692; sequence_match=0.2069,False,0.4248,False,top-3 avg score 0.4248 < final_threshold 0.7
ObjectProperty,involves character,has Friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4832; levenshtein=0.1176; semantic=0.4826; sequence_match=0.3077,False,0.4245,False,top-3 avg score 0.4245 < final_threshold 0.7
ObjectProperty,is player in session,has Friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5621; levenshtein=0.2353; semantic=0.4018; sequence_match=0.3077,False,0.4239,False,top-3 avg score 0.4239 < final_threshold 0.7
ObjectProperty,is event associated to player,last Played Game,jaro_winkler+sequence_match+semantic,jaro_winkler=0.4638; levenshtein=0.2800; semantic=0.3969; sequence_match=0.4103,False,0.4237,False,top-3 avg score 0.4237 < final_threshold 0.7
ObjectProperty,owns achievement,plays Game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4037; levenshtein=0.2000; semantic=0.5332; sequence_match=0.3333,False,0.4234,False,top-3 avg score 0.4234 < final_threshold 0.7
ObjectProperty,is friend with player,has Obtained Achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5700; levenshtein=0.1818; semantic=0.4501; sequence_match=0.2500,False,0.4234,False,top-3 avg score 0.4234 < final_threshold 0.7
ObjectProperty,owns item,has Available Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5018; levenshtein=0.1304; semantic=0.5098; sequence_match=0.2581,False,0.4232,False,top-3 avg score 0.4232 < final_threshold 0.7
ObjectProperty,is friend with player,usable In Game,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5556; levenshtein=0.2778; semantic=0.4357; sequence_match=0.1333,False,0.423,False,top-3 avg score 0.4230 < final_threshold 0.7
ObjectProperty,owns character,has Available Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4630; levenshtein=0.1739; semantic=0.5823; sequence_match=0.2222,False,0.4225,False,top-3 avg score 0.4225 < final_threshold 0.7
ObjectProperty,lives in,has Equipped Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5294; levenshtein=0.2000; semantic=0.4651; sequence_match=0.2727,False,0.4224,False,top-3 avg score 0.4224 < final_threshold 0.7
ObjectProperty,plays game,has Available Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4576; levenshtein=0.2174; semantic=0.4945; sequence_match=0.3125,False,0.4216,False,top-3 avg score 0.4216 < final_threshold 0.7
ObjectProperty,owns achievement,made Purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5167; levenshtein=0.0667; semantic=0.4498; sequence_match=0.2963,False,0.4209,False,top-3 avg score 0.4209 < final_threshold 0.7
ObjectProperty,lives in,has Genre,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.1250; semantic=0.5048; sequence_match=0.2667,False,0.4205,False,top-3 avg score 0.4205 < final_threshold 0.7
ObjectProperty,is player in session,has Available Achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5645; levenshtein=0.2609; semantic=0.3968; sequence_match=0.3000,False,0.4204,False,top-3 avg score 0.4204 < final_threshold 0.7
ObjectProperty,purchases game offering,has Equipped Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5810; levenshtein=0.2381; semantic=0.3995; sequence_match=0.2778,False,0.4194,False,top-3 avg score 0.4194 < final_threshold 0.7
ObjectProperty,lives in,plays Game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5026; levenshtein=0.1111; semantic=0.5049; sequence_match=0.2500,False,0.4192,False,top-3 avg score 0.4192 < final_threshold 0.7
ObjectProperty,plays game,lives In,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5026; levenshtein=0.1111; semantic=0.5049; sequence_match=0.2500,False,0.4192,False,top-3 avg score 0.4192 < final_threshold 0.7
ObjectProperty,is character in session,has Equipped Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5194; levenshtein=0.2000; semantic=0.5080; sequence_match=0.2286,False,0.4187,False,top-3 avg score 0.4187 < final_threshold 0.7
ObjectProperty,plays game,made Purchase,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4259; levenshtein=0.1667; semantic=0.4476; sequence_match=0.3810,False,0.4182,False,top-3 avg score 0.4182 < final_threshold 0.7
ObjectProperty,is event associated to player,has Available Achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5669; levenshtein=0.1200; semantic=0.4348; sequence_match=0.2500,False,0.4172,False,top-3 avg score 0.4172 < final_threshold 0.7
ObjectProperty,owns achievement,last Played Game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4302; levenshtein=0.1333; semantic=0.4764; sequence_match=0.3448,False,0.4171,False,top-3 avg score 0.4171 < final_threshold 0.7
ObjectProperty,plays game,has Ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5444; levenshtein=0.1000; semantic=0.4954; sequence_match=0.2105,False,0.4168,False,top-3 avg score 0.4168 < final_threshold 0.7
ObjectProperty,is leaderboard in game,has Achievement Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5468; levenshtein=0.1053; semantic=0.4309; sequence_match=0.2703,False,0.416,False,top-3 avg score 0.4160 < final_threshold 0.7
ObjectProperty,is leaderboard in game,has Ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5942; levenshtein=0.1579; semantic=0.4395; sequence_match=0.2069,False,0.4135,False,top-3 avg score 0.4135 < final_threshold 0.7
ObjectProperty,is session in game,has Equipped Item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4333; levenshtein=0.2000; semantic=0.4677; sequence_match=0.3333,False,0.4115,False,top-3 avg score 0.4115 < final_threshold 0.7
ObjectProperty,involves player,owns Item,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5274; levenshtein=0.2143; semantic=0.4923; sequence_match=0.1818,False,0.4113,False,top-3 avg score 0.4113 < final_threshold 0.7
ObjectProperty,is friend with player,has Item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4312; levenshtein=0.1667; semantic=0.4822; sequence_match=0.3200,False,0.4111,False,top-3 avg score 0.4111 < final_threshold 0.7
ObjectProperty,involves player,has Obtained Achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5108; levenshtein=0.1364; semantic=0.4436; sequence_match=0.2778,False,0.4107,False,top-3 avg score 0.4107 < final_threshold 0.7
ObjectProperty,involves character,owns Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5064; levenshtein=0.2353; semantic=0.4853; sequence_match=0.2400,False,0.4105,False,top-3 avg score 0.4105 < final_threshold 0.7
ObjectProperty,is character in session,has Obtained Achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6040; levenshtein=0.1818; semantic=0.4363; sequence_match=0.1905,False,0.4103,False,top-3 avg score 0.4103 < final_threshold 0.7
ObjectProperty,involves player,has Available Achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5148; levenshtein=0.1739; semantic=0.4458; sequence_match=0.2703,False,0.4103,False,top-3 avg score 0.4103 < final_threshold 0.7
ObjectProperty,is event associated to player,has Playing Area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4981; levenshtein=0.2000; semantic=0.3708; sequence_match=0.3590,False,0.4093,False,top-3 avg score 0.4093 < final_threshold 0.7
ObjectProperty,lives in,owns Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4901; levenshtein=0.1250; semantic=0.4699; sequence_match=0.2667,False,0.4089,False,top-3 avg score 0.4089 < final_threshold 0.7
ObjectProperty,owns item,lives In,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4901; levenshtein=0.1250; semantic=0.4699; sequence_match=0.2667,False,0.4089,False,top-3 avg score 0.4089 < final_threshold 0.7
ObjectProperty,purchases game offering,has Ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5302; levenshtein=0.2381; semantic=0.3694; sequence_match=0.3226,False,0.4074,False,top-3 avg score 0.4074 < final_threshold 0.7
ObjectProperty,has playing area,owns Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.1429; semantic=0.4343; sequence_match=0.2727,False,0.4063,False,top-3 avg score 0.4063 < final_threshold 0.7
ObjectProperty,is leaderboard in game,has Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5107; levenshtein=0.1579; semantic=0.4772; sequence_match=0.2308,False,0.4062,False,top-3 avg score 0.4062 < final_threshold 0.7
ObjectProperty,is character in session,has Available Achievement,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5116; levenshtein=0.2609; semantic=0.4444; sequence_match=0.1860,False,0.4056,False,top-3 avg score 0.4056 < final_threshold 0.7
ObjectProperty,has feature,owns Item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4472; levenshtein=0.1000; semantic=0.5474; sequence_match=0.2222,False,0.4056,False,top-3 avg score 0.4056 < final_threshold 0.7
ObjectProperty,involves player,has Ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4786; levenshtein=0.0714; semantic=0.4857; sequence_match=0.2500,False,0.4048,False,top-3 avg score 0.4048 < final_threshold 0.7
ObjectProperty,owns item,has Friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.1111; semantic=0.5263; sequence_match=0.1176,False,0.4045,False,top-3 avg score 0.4045 < final_threshold 0.7
ObjectProperty,is achievement in game,owns Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4961; levenshtein=0.1579; semantic=0.4927; sequence_match=0.2222,False,0.4037,False,top-3 avg score 0.4037 < final_threshold 0.7
ObjectProperty,involves player,has Equipped Item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4968; levenshtein=0.1333; semantic=0.5051; sequence_match=0.2069,False,0.4029,False,top-3 avg score 0.4029 < final_threshold 0.7
ObjectProperty,lives in,has Ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4651; levenshtein=0.1000; semantic=0.5070; sequence_match=0.2353,False,0.4025,False,top-3 avg score 0.4025 < final_threshold 0.7
ObjectProperty,is leaderboard in game,has Friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5725; levenshtein=0.1579; semantic=0.4148; sequence_match=0.2143,False,0.4005,False,top-3 avg score 0.4005 < final_threshold 0.7
ObjectProperty,owns item,has Genre,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.0000; semantic=0.4769; sequence_match=0.2500,False,0.3997,False,top-3 avg score 0.3997 < final_threshold 0.7
ObjectProperty,owns character,last Played Game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4478; levenshtein=0.0714; semantic=0.4535; sequence_match=0.2963,False,0.3992,False,top-3 avg score 0.3992 < final_threshold 0.7
ObjectProperty,is player in session,has Ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5399; levenshtein=0.1765; semantic=0.4284; sequence_match=0.2222,False,0.3968,False,top-3 avg score 0.3968 < final_threshold 0.7
ObjectProperty,is player in session,has Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5189; levenshtein=0.1765; semantic=0.4188; sequence_match=0.2500,False,0.3959,False,top-3 avg score 0.3959 < final_threshold 0.7
ObjectProperty,purchases game offering,owns Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5060; levenshtein=0.0952; semantic=0.4719; sequence_match=0.2069,False,0.3949,False,top-3 avg score 0.3949 < final_threshold 0.7
ObjectProperty,is character in session,made Purchase,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5639; levenshtein=0.1500; semantic=0.3074; sequence_match=0.3125,False,0.3946,False,top-3 avg score 0.3946 < final_threshold 0.7
ObjectProperty,is session in game,has Item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4317; levenshtein=0.2000; semantic=0.4785; sequence_match=0.2727,False,0.3943,False,top-3 avg score 0.3943 < final_threshold 0.7
ObjectProperty,is character in session,has Achievement Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5519; levenshtein=0.2000; semantic=0.3679; sequence_match=0.2632,False,0.3943,False,top-3 avg score 0.3943 < final_threshold 0.7
ObjectProperty,is event associated to player,plays Game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4515; levenshtein=0.1600; semantic=0.4370; sequence_match=0.2941,False,0.3942,False,top-3 avg score 0.3942 < final_threshold 0.7
ObjectProperty,is player in session,has Equipped Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4833; levenshtein=0.1765; semantic=0.4487; sequence_match=0.2500,False,0.394,False,top-3 avg score 0.3940 < final_threshold 0.7
ObjectProperty,involves character,last Played Game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5383; levenshtein=0.1176; semantic=0.3842; sequence_match=0.2581,False,0.3935,False,top-3 avg score 0.3935 < final_threshold 0.7
ObjectProperty,has leaderboard,made Purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5317; levenshtein=0.2857; semantic=0.3408; sequence_match=0.3077,False,0.3934,False,top-3 avg score 0.3934 < final_threshold 0.7
ObjectProperty,is event associated to player,owns Item,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5522; levenshtein=0.2000; semantic=0.4279; sequence_match=0.1818,False,0.3934,False,top-3 avg score 0.3934 < final_threshold 0.7
ObjectProperty,is session in game,has Available Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4475; levenshtein=0.2174; semantic=0.4687; sequence_match=0.2632,False,0.3931,False,top-3 avg score 0.3931 < final_threshold 0.7
ObjectProperty,owns achievement,has Playing Area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4984; levenshtein=0.1333; semantic=0.4698; sequence_match=0.2069,False,0.3917,False,top-3 avg score 0.3917 < final_threshold 0.7
ObjectProperty,is event associated to player,has Ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5022; levenshtein=0.2000; semantic=0.3830; sequence_match=0.2857,False,0.3903,False,top-3 avg score 0.3903 < final_threshold 0.7
ObjectProperty,is friend with player,has Genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4907; levenshtein=0.1667; semantic=0.3715; sequence_match=0.3077,False,0.39,False,top-3 avg score 0.3900 < final_threshold 0.7
ObjectProperty,owns item,plays Game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1111; semantic=0.4691; sequence_match=0.2353,False,0.3876,False,top-3 avg score 0.3876 < final_threshold 0.7
ObjectProperty,plays game,owns Item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1111; semantic=0.4691; sequence_match=0.2353,False,0.3876,False,top-3 avg score 0.3876 < final_threshold 0.7
ObjectProperty,is achievement in game,made Purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4942; levenshtein=0.2105; semantic=0.4094; sequence_match=0.2581,False,0.3872,False,top-3 avg score 0.3872 < final_threshold 0.7
ObjectProperty,is player in session,owns Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4951; levenshtein=0.1176; semantic=0.4259; sequence_match=0.2400,False,0.387,False,top-3 avg score 0.3870 < final_threshold 0.7
ObjectProperty,plays game,has Equipped Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5111; levenshtein=0.0667; semantic=0.4829; sequence_match=0.1667,False,0.3869,False,top-3 avg score 0.3869 < final_threshold 0.7
ObjectProperty,has character,usable In Game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3889; levenshtein=0.0833; semantic=0.5198; sequence_match=0.2500,False,0.3862,False,top-3 avg score 0.3862 < final_threshold 0.7
ObjectProperty,is event associated to player,has Genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5417; levenshtein=0.1600; semantic=0.3739; sequence_match=0.2424,False,0.386,False,top-3 avg score 0.3860 < final_threshold 0.7
ObjectProperty,is character in session,owns Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4833; levenshtein=0.1000; semantic=0.4586; sequence_match=0.2143,False,0.3854,False,top-3 avg score 0.3854 < final_threshold 0.7
ObjectProperty,involves player,has Item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4365; levenshtein=0.1429; semantic=0.5271; sequence_match=0.1905,False,0.3847,False,top-3 avg score 0.3847 < final_threshold 0.7
ObjectProperty,is player in session,made Purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5621; levenshtein=0.1765; semantic=0.3135; sequence_match=0.2759,False,0.3838,False,top-3 avg score 0.3838 < final_threshold 0.7
ObjectProperty,is character in game,made Purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5222; levenshtein=0.2353; semantic=0.3531; sequence_match=0.2759,False,0.3837,False,top-3 avg score 0.3837 < final_threshold 0.7
ObjectProperty,involves character,has Equipped Item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4092; levenshtein=0.1176; semantic=0.4906; sequence_match=0.2500,False,0.3832,False,top-3 avg score 0.3832 < final_threshold 0.7
ObjectProperty,involves player,made Purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5246; levenshtein=0.1429; semantic=0.3882; sequence_match=0.2308,False,0.3812,False,top-3 avg score 0.3812 < final_threshold 0.7
ObjectProperty,is leaderboard in game,made Purchase,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.4386; levenshtein=0.3158; semantic=0.3070; sequence_match=0.3871,False,0.3805,False,top-3 avg score 0.3805 < final_threshold 0.7
ObjectProperty,is session in game,has Friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4870; levenshtein=0.2000; semantic=0.4033; sequence_match=0.2500,False,0.3801,False,top-3 avg score 0.3801 < final_threshold 0.7
ObjectProperty,involves character,plays Game,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4766; levenshtein=0.2353; semantic=0.4284; sequence_match=0.1538,False,0.3801,False,top-3 avg score 0.3801 < final_threshold 0.7
ObjectProperty,is event associated to player,lives In,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5879; levenshtein=0.1600; semantic=0.2962; sequence_match=0.2500,False,0.378,False,top-3 avg score 0.3780 < final_threshold 0.7
ObjectProperty,owns item,made Purchase,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4028; levenshtein=0.0000; semantic=0.5289; sequence_match=0.2000,False,0.3772,False,top-3 avg score 0.3772 < final_threshold 0.7
ObjectProperty,has leaderboard,owns Item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4643; levenshtein=0.0714; semantic=0.4835; sequence_match=0.1818,False,0.3765,False,top-3 avg score 0.3765 < final_threshold 0.7
ObjectProperty,is friend with player,has Available Achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4724; levenshtein=0.1739; semantic=0.4126; sequence_match=0.2439,False,0.3763,False,top-3 avg score 0.3763 < final_threshold 0.7
ObjectProperty,owns item,has Playing Area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.1429; semantic=0.4343; sequence_match=0.1818,False,0.376,False,top-3 avg score 0.3760 < final_threshold 0.7
ObjectProperty,is leaderboard in game,has Genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4961; levenshtein=0.1579; semantic=0.4094; sequence_match=0.2222,False,0.3759,False,top-3 avg score 0.3759 < final_threshold 0.7
ObjectProperty,involves player,has Genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.1429; semantic=0.4325; sequence_match=0.1818,False,0.3754,False,top-3 avg score 0.3754 < final_threshold 0.7
ObjectProperty,involves player,has Friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4934; levenshtein=0.0714; semantic=0.4581; sequence_match=0.1739,False,0.3751,False,top-3 avg score 0.3751 < final_threshold 0.7
ObjectProperty,is friend with player,made Purchase,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5622; levenshtein=0.2222; semantic=0.3402; sequence_match=0.1333,False,0.3749,False,top-3 avg score 0.3749 < final_threshold 0.7
ObjectProperty,is event associated to player,has Friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5244; levenshtein=0.1600; semantic=0.3645; sequence_match=0.2353,False,0.3747,False,top-3 avg score 0.3747 < final_threshold 0.7
ObjectProperty,is character in session,plays Game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4648; levenshtein=0.1000; semantic=0.4477; sequence_match=0.2069,False,0.3731,False,top-3 avg score 0.3731 < final_threshold 0.7
ObjectProperty,has game genre,lives In,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4484; levenshtein=0.1667; semantic=0.4437; sequence_match=0.2105,False,0.3675,False,top-3 avg score 0.3675 < final_threshold 0.7
ObjectProperty,is session in game,has Achievement Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4667; levenshtein=0.2222; semantic=0.3864; sequence_match=0.2424,False,0.3652,False,top-3 avg score 0.3652 < final_threshold 0.7
ObjectProperty,has character,lives In,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4087; levenshtein=0.0000; semantic=0.5773; sequence_match=0.1053,False,0.3638,False,top-3 avg score 0.3638 < final_threshold 0.7
ObjectProperty,is leaderboard in game,owns Item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3999; levenshtein=0.1579; semantic=0.4599; sequence_match=0.2222,False,0.3607,False,top-3 avg score 0.3607 < final_threshold 0.7
ObjectProperty,is character in session,last Played Game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4651; levenshtein=0.1500; semantic=0.3780; sequence_match=0.2353,False,0.3595,False,top-3 avg score 0.3595 < final_threshold 0.7
ObjectProperty,lives in,last Played Game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4365; levenshtein=0.1429; semantic=0.4491; sequence_match=0.1905,False,0.3587,False,top-3 avg score 0.3587 < final_threshold 0.7
ObjectProperty,has game genre,owns Item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.0833; semantic=0.4418; sequence_match=0.2000,False,0.3575,False,top-3 avg score 0.3575 < final_threshold 0.7
ObjectProperty,is event associated to player,usable In Game,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5259; levenshtein=0.2000; semantic=0.3423; sequence_match=0.1081,False,0.356,False,top-3 avg score 0.3560 < final_threshold 0.7
ObjectProperty,has leaderboard,lives In,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4365; levenshtein=0.1429; semantic=0.4651; sequence_match=0.0952,False,0.3481,False,top-3 avg score 0.3481 < final_threshold 0.7
ObjectProperty,lives in,made Purchase,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4087; levenshtein=0.0833; semantic=0.4195; sequence_match=0.2105,False,0.3463,False,top-3 avg score 0.3463 < final_threshold 0.7
ObjectProperty,is session in game,has Ability,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3889; levenshtein=0.2000; semantic=0.4278; sequence_match=0.1600,False,0.3389,False,top-3 avg score 0.3389 < final_threshold 0.7
ObjectProperty,is session in game,made Purchase,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4500; levenshtein=0.2000; semantic=0.3239; sequence_match=0.1481,False,0.3246,False,top-3 avg score 0.3246 < final_threshold 0.7
ObjectProperty,is player in session,has Achievement Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4510; levenshtein=0.1111; semantic=0.3449; sequence_match=0.1714,False,0.3224,False,top-3 avg score 0.3224 < final_threshold 0.7
ObjectProperty,owns character,lives In,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3132; levenshtein=0.0000; semantic=0.5466; sequence_match=0.1000,False,0.3199,False,top-3 avg score 0.3199 < final_threshold 0.7
ObjectProperty,purchases game offering,lives In,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2937; levenshtein=0.1905; semantic=0.3597; sequence_match=0.2857,False,0.313,False,top-3 avg score 0.3130 < final_threshold 0.7
ObjectProperty,has feature,lives In,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3286; levenshtein=0.1000; semantic=0.4836; sequence_match=0.1176,False,0.3099,False,top-3 avg score 0.3099 < final_threshold 0.7
ObjectProperty,is event associated to player,made Purchase,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4689; levenshtein=0.1600; semantic=0.2860; sequence_match=0.1081,False,0.305,False,top-3 avg score 0.3050 < final_threshold 0.7
DatatypeProperty,release date,release Date,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
DatatypeProperty,username,has Username,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8258; levenshtein=0.7273; semantic=0.9102; sequence_match=0.8421,False,0.8593,True,selected
DatatypeProperty,end time,purchase Timestamp,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6695; levenshtein=0.2353; semantic=0.5050; sequence_match=0.4167,False,0.5304,False,top-3 avg score 0.5304 < final_threshold 0.7
DatatypeProperty,event time,purchase Timestamp,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6166; levenshtein=0.2353; semantic=0.5838; sequence_match=0.3846,False,0.5283,False,top-3 avg score 0.5283 < final_threshold 0.7
DatatypeProperty,username,release Date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6265; levenshtein=0.2727; semantic=0.5239; sequence_match=0.4211,False,0.5238,False,top-3 avg score 0.5238 < final_threshold 0.7
DatatypeProperty,start time,purchase Timestamp,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5870; levenshtein=0.2941; semantic=0.5711; sequence_match=0.3846,False,0.5142,False,top-3 avg score 0.5142 < final_threshold 0.7
DatatypeProperty,start time,location Name,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5907; levenshtein=0.2500; semantic=0.4732; sequence_match=0.4762,False,0.5134,False,top-3 avg score 0.5134 < final_threshold 0.7
DatatypeProperty,username,location Name,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.3333; semantic=0.5715; sequence_match=0.4000,False,0.4998,False,top-3 avg score 0.4998 < final_threshold 0.7
DatatypeProperty,username,purchase Timestamp,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6670; levenshtein=0.2941; semantic=0.4190; sequence_match=0.4000,False,0.4953,False,top-3 avg score 0.4953 < final_threshold 0.7
