prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,permission,has Permission,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8231; levenshtein=0.7692; semantic=0.9382; sequence_match=0.8696,False,0.877,True,selected
ObjectProperty,target,has Nested Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5424; levenshtein=0.1579; semantic=0.4597; sequence_match=0.2400,False,0.414,False,top-3 avg score 0.4140 < final_threshold 0.7
ObjectProperty,relation,has Asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.1250; semantic=0.4916; sequence_match=0.2500,False,0.4139,False,top-3 avg score 0.4139 < final_threshold 0.7
ObjectProperty,scope,has Remediation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5143; levenshtein=0.1429; semantic=0.5168; sequence_match=0.2105,False,0.4139,False,top-3 avg score 0.4139 < final_threshold 0.7
ObjectProperty,operand,has Role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.1429; semantic=0.5270; sequence_match=0.2857,False,0.4138,False,top-3 avg score 0.4138 < final_threshold 0.7
ObjectProperty,and,has Remediation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.1429; semantic=0.4023; sequence_match=0.2353,False,0.4136,False,top-3 avg score 0.4136 < final_threshold 0.7
ObjectProperty,operator,has Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5412; levenshtein=0.1724; semantic=0.4292; sequence_match=0.2703,False,0.4135,False,top-3 avg score 0.4135 < final_threshold 0.7
ObjectProperty,remedy,has Nested Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5526; levenshtein=0.1579; semantic=0.4476; sequence_match=0.2400,False,0.4134,False,top-3 avg score 0.4134 < final_threshold 0.7
ObjectProperty,action,has Asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.1250; semantic=0.5221; sequence_match=0.2857,False,0.4128,False,top-3 avg score 0.4128 < final_threshold 0.7
ObjectProperty,permission,has Asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4833; levenshtein=0.2000; semantic=0.5326; sequence_match=0.2222,False,0.4127,False,top-3 avg score 0.4127 < final_threshold 0.7
ObjectProperty,consequence,has Duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4892; levenshtein=0.1818; semantic=0.5261; sequence_match=0.2222,False,0.4125,False,top-3 avg score 0.4125 < final_threshold 0.7
ObjectProperty,obligation,has Role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4651; levenshtein=0.1000; semantic=0.5368; sequence_match=0.2353,False,0.4124,False,top-3 avg score 0.4124 < final_threshold 0.7
ObjectProperty,remedy,has Negated Element,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5588; levenshtein=0.1765; semantic=0.4164; sequence_match=0.2609,False,0.412,False,top-3 avg score 0.4120 < final_threshold 0.7
ObjectProperty,duty,provides Capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4352; levenshtein=0.1667; semantic=0.5276; sequence_match=0.2727,False,0.4118,False,top-3 avg score 0.4118 < final_threshold 0.7
ObjectProperty,constraint,has Asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4472; levenshtein=0.2000; semantic=0.5656; sequence_match=0.2222,False,0.4117,False,top-3 avg score 0.4117 < final_threshold 0.7
ObjectProperty,permission,has Nested Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4544; levenshtein=0.1579; semantic=0.5040; sequence_match=0.2759,False,0.4114,False,top-3 avg score 0.4114 < final_threshold 0.7
ObjectProperty,consequence,activated upon failure of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4949; levenshtein=0.2273; semantic=0.4962; sequence_match=0.2424,False,0.4112,False,top-3 avg score 0.4112 < final_threshold 0.7
ObjectProperty,target,has Permission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4658; levenshtein=0.1538; semantic=0.5536; sequence_match=0.2105,False,0.41,False,top-3 avg score 0.4100 < final_threshold 0.7
ObjectProperty,and,has Contract Party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5972; levenshtein=0.1250; semantic=0.4190; sequence_match=0.2105,False,0.4089,False,top-3 avg score 0.4089 < final_threshold 0.7
ObjectProperty,consequence,has Negated Element,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5217; levenshtein=0.1765; semantic=0.4183; sequence_match=0.2857,False,0.4086,False,top-3 avg score 0.4086 < final_threshold 0.7
ObjectProperty,obligation,has Nested Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4535; levenshtein=0.1579; semantic=0.4960; sequence_match=0.2759,False,0.4085,False,top-3 avg score 0.4085 < final_threshold 0.7
ObjectProperty,inheritRelation,activated upon failure of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5586; levenshtein=0.1818; semantic=0.3423; sequence_match=0.3243,False,0.4084,False,top-3 avg score 0.4084 < final_threshold 0.7
ObjectProperty,inheritFrom,has Negated Element,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5162; levenshtein=0.1765; semantic=0.4224; sequence_match=0.2857,False,0.4081,False,top-3 avg score 0.4081 < final_threshold 0.7
ObjectProperty,and,has Logical Operand,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4641; levenshtein=0.1765; semantic=0.4602; sequence_match=0.3000,False,0.4081,False,top-3 avg score 0.4081 < final_threshold 0.7
ObjectProperty,failure,has Asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.2500; semantic=0.4443; sequence_match=0.2667,False,0.4076,False,top-3 avg score 0.4076 < final_threshold 0.7
ObjectProperty,failure,provides Capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5146; levenshtein=0.1667; semantic=0.4671; sequence_match=0.2400,False,0.4072,False,top-3 avg score 0.4072 < final_threshold 0.7
ObjectProperty,assigner,is Part Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.1250; semantic=0.3878; sequence_match=0.2500,False,0.4071,False,top-3 avg score 0.4071 < final_threshold 0.7
ObjectProperty,target,has Consequent Duty,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5588; levenshtein=0.1765; semantic=0.4859; sequence_match=0.1739,False,0.4071,False,top-3 avg score 0.4071 < final_threshold 0.7
ObjectProperty,operand,has Contract Party,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4405; levenshtein=0.1875; semantic=0.5197; sequence_match=0.2609,False,0.407,False,top-3 avg score 0.4070 < final_threshold 0.7
ObjectProperty,inheritFrom,has Consequent Duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4496; levenshtein=0.1765; semantic=0.5568; sequence_match=0.2143,False,0.4069,False,top-3 avg score 0.4069 < final_threshold 0.7
ObjectProperty,implies,is Part Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.2500; semantic=0.4410; sequence_match=0.2667,False,0.4065,False,top-3 avg score 0.4065 < final_threshold 0.7
ObjectProperty,leftOperand,has Contract Party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5290; levenshtein=0.1875; semantic=0.4680; sequence_match=0.2222,False,0.4064,False,top-3 avg score 0.4064 < final_threshold 0.7
ObjectProperty,conflict,has Logical Operand,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4951; levenshtein=0.1176; semantic=0.4826; sequence_match=0.2400,False,0.4059,False,top-3 avg score 0.4059 < final_threshold 0.7
ObjectProperty,obligation,has Asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4833; levenshtein=0.1000; semantic=0.5114; sequence_match=0.2222,False,0.4057,False,top-3 avg score 0.4057 < final_threshold 0.7
ObjectProperty,inheritFrom,has Remediation,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5693; levenshtein=0.2143; semantic=0.4286; sequence_match=0.1600,False,0.4041,False,top-3 avg score 0.4041 < final_threshold 0.7
ObjectProperty,obligation,activated upon failure of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4576; levenshtein=0.2273; semantic=0.4420; sequence_match=0.3125,False,0.404,False,top-3 avg score 0.4040 < final_threshold 0.7
ObjectProperty,partOf,has Nested Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5526; levenshtein=0.1579; semantic=0.4186; sequence_match=0.2400,False,0.4037,False,top-3 avg score 0.4037 < final_threshold 0.7
ObjectProperty,target,has Logical Operand,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4837; levenshtein=0.1765; semantic=0.5510; sequence_match=0.1739,False,0.4037,False,top-3 avg score 0.4037 < final_threshold 0.7
ObjectProperty,andSequence,has Logical Operand,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5162; levenshtein=0.1176; semantic=0.4779; sequence_match=0.2143,False,0.4028,False,top-3 avg score 0.4028 < final_threshold 0.7
ObjectProperty,constraint,has Role,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4651; levenshtein=0.2000; semantic=0.5420; sequence_match=0.1176,False,0.4024,False,top-3 avg score 0.4024 < final_threshold 0.7
ObjectProperty,or,has Permission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5256; levenshtein=0.0769; semantic=0.5474; sequence_match=0.1333,False,0.4021,False,top-3 avg score 0.4021 < final_threshold 0.7
ObjectProperty,inheritFrom,has Nested Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5093; levenshtein=0.1579; semantic=0.4961; sequence_match=0.2000,False,0.4018,False,top-3 avg score 0.4018 < final_threshold 0.7
ObjectProperty,permission,has Consequent Duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4647; levenshtein=0.1176; semantic=0.5182; sequence_match=0.2222,False,0.4017,False,top-3 avg score 0.4017 < final_threshold 0.7
ObjectProperty,consequence,has Contract Party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4557; levenshtein=0.1875; semantic=0.4527; sequence_match=0.2963,False,0.4016,False,top-3 avg score 0.4016 < final_threshold 0.7
ObjectProperty,consequence,has Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5010; levenshtein=0.2414; semantic=0.4525; sequence_match=0.2500,False,0.4012,False,top-3 avg score 0.4012 < final_threshold 0.7
ObjectProperty,remedy,has Conflict Resolution Strategy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4674; levenshtein=0.1379; semantic=0.5062; sequence_match=0.2286,False,0.4007,False,top-3 avg score 0.4007 < final_threshold 0.7
ObjectProperty,scope,activated upon failure of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5773; levenshtein=0.1364; semantic=0.4017; sequence_match=0.2222,False,0.4004,False,top-3 avg score 0.4004 < final_threshold 0.7
ObjectProperty,permission,has Role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4651; levenshtein=0.1000; semantic=0.6173; sequence_match=0.1176,False,0.4,False,top-3 avg score 0.4000 < final_threshold 0.7
ObjectProperty,conflict,has Remediation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4643; levenshtein=0.1429; semantic=0.5539; sequence_match=0.1818,False,0.4,False,top-3 avg score 0.4000 < final_threshold 0.7
ObjectProperty,prohibition,has Logical Operand,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5162; levenshtein=0.1765; semantic=0.4692; sequence_match=0.2143,False,0.3999,False,top-3 avg score 0.3999 < final_threshold 0.7
ObjectProperty,leftOperand,has Consequent Duty,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5217; levenshtein=0.2353; semantic=0.4419; sequence_match=0.2143,False,0.3996,False,top-3 avg score 0.3996 < final_threshold 0.7
ObjectProperty,inheritRelation,has Duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4730; levenshtein=0.1333; semantic=0.5403; sequence_match=0.1818,False,0.3984,False,top-3 avg score 0.3984 < final_threshold 0.7
ObjectProperty,inheritFrom,provides Capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4441; levenshtein=0.0556; semantic=0.4733; sequence_match=0.2759,False,0.3978,False,top-3 avg score 0.3978 < final_threshold 0.7
ObjectProperty,partOf,has Asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.1250; semantic=0.4767; sequence_match=0.2857,False,0.3977,False,top-3 avg score 0.3977 < final_threshold 0.7
ObjectProperty,relation,has Consequent Duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4118; levenshtein=0.1176; semantic=0.5412; sequence_match=0.2400,False,0.3977,False,top-3 avg score 0.3977 < final_threshold 0.7
ObjectProperty,andSequence,activated upon failure of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5563; levenshtein=0.2273; semantic=0.4086; sequence_match=0.1818,False,0.3974,False,top-3 avg score 0.3974 < final_threshold 0.7
ObjectProperty,operand,has Remediation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5357; levenshtein=0.1429; semantic=0.4655; sequence_match=0.1905,False,0.3972,False,top-3 avg score 0.3972 < final_threshold 0.7
ObjectProperty,remedy,provides Capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4444; levenshtein=0.1667; semantic=0.4967; sequence_match=0.2500,False,0.3971,False,top-3 avg score 0.3971 < final_threshold 0.7
ObjectProperty,operator,activated upon failure of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4841; levenshtein=0.1818; semantic=0.4373; sequence_match=0.2667,False,0.396,False,top-3 avg score 0.3960 < final_threshold 0.7
ObjectProperty,operand,is Part Of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4901; levenshtein=0.2500; semantic=0.4478; sequence_match=0.1333,False,0.3959,False,top-3 avg score 0.3959 < final_threshold 0.7
ObjectProperty,and,has Permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4701; levenshtein=0.0769; semantic=0.4653; sequence_match=0.2500,False,0.3951,False,top-3 avg score 0.3951 < final_threshold 0.7
ObjectProperty,remedy,has Permission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4658; levenshtein=0.1538; semantic=0.5079; sequence_match=0.2105,False,0.3947,False,top-3 avg score 0.3947 < final_threshold 0.7
ObjectProperty,duty,has Contract Party,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4375; levenshtein=0.1250; semantic=0.5462; sequence_match=0.2000,False,0.3946,False,top-3 avg score 0.3946 < final_threshold 0.7
ObjectProperty,failure,has Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4799; levenshtein=0.1538; semantic=0.5031; sequence_match=0.2000,False,0.3943,False,top-3 avg score 0.3943 < final_threshold 0.7
ObjectProperty,scope,has Duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4476; levenshtein=0.1429; semantic=0.5659; sequence_match=0.1667,False,0.3934,False,top-3 avg score 0.3934 < final_threshold 0.7
ObjectProperty,operator,has Negated Element,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4060; levenshtein=0.1765; semantic=0.5309; sequence_match=0.2400,False,0.3923,False,top-3 avg score 0.3923 < final_threshold 0.7
ObjectProperty,conflict,provides Capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4028; levenshtein=0.1667; semantic=0.4640; sequence_match=0.3077,False,0.3915,False,top-3 avg score 0.3915 < final_threshold 0.7
ObjectProperty,failure,has Negated Element,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4678; levenshtein=0.1765; semantic=0.4530; sequence_match=0.2500,False,0.3903,False,top-3 avg score 0.3903 < final_threshold 0.7
ObjectProperty,and,has Role,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4921; levenshtein=0.1429; semantic=0.4782; sequence_match=0.2000,False,0.3901,False,top-3 avg score 0.3901 < final_threshold 0.7
ObjectProperty,conflict,has Permission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4006; levenshtein=0.0769; semantic=0.5761; sequence_match=0.1905,False,0.3891,False,top-3 avg score 0.3891 < final_threshold 0.7
ObjectProperty,leftOperand,has Role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.1818; semantic=0.4887; sequence_match=0.2222,False,0.389,False,top-3 avg score 0.3890 < final_threshold 0.7
ObjectProperty,andSequence,has Permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5571; levenshtein=0.0769; semantic=0.4420; sequence_match=0.1667,False,0.3886,False,top-3 avg score 0.3886 < final_threshold 0.7
ObjectProperty,conflict,has Duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4226; levenshtein=0.0000; semantic=0.6057; sequence_match=0.1333,False,0.3872,False,top-3 avg score 0.3872 < final_threshold 0.7
ObjectProperty,andSequence,has Remediation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6025; levenshtein=0.1429; semantic=0.3990; sequence_match=0.1600,False,0.3872,False,top-3 avg score 0.3872 < final_threshold 0.7
ObjectProperty,leftOperand,has Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5010; levenshtein=0.2069; semantic=0.3604; sequence_match=0.3000,False,0.3871,False,top-3 avg score 0.3871 < final_threshold 0.7
ObjectProperty,obligation,has Contract Party,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3833; levenshtein=0.1250; semantic=0.5472; sequence_match=0.2308,False,0.3871,False,top-3 avg score 0.3871 < final_threshold 0.7
ObjectProperty,inheritRelation,provides Capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4926; levenshtein=0.1111; semantic=0.4249; sequence_match=0.2424,False,0.3866,False,top-3 avg score 0.3866 < final_threshold 0.7
ObjectProperty,function,has Contract Party,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4167; levenshtein=0.1875; semantic=0.4900; sequence_match=0.2500,False,0.3856,False,top-3 avg score 0.3856 < final_threshold 0.7
ObjectProperty,or,provides Capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5370; levenshtein=0.0556; semantic=0.5187; sequence_match=0.1000,False,0.3852,False,top-3 avg score 0.3852 < final_threshold 0.7
ObjectProperty,prohibition,has Contract Party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5223; levenshtein=0.1250; semantic=0.4111; sequence_match=0.2222,False,0.3852,False,top-3 avg score 0.3852 < final_threshold 0.7
ObjectProperty,function,has Role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4226; levenshtein=0.0000; semantic=0.5996; sequence_match=0.1333,False,0.3852,False,top-3 avg score 0.3852 < final_threshold 0.7
ObjectProperty,prohibition,has Asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4773; levenshtein=0.0909; semantic=0.4656; sequence_match=0.2105,False,0.3845,False,top-3 avg score 0.3845 < final_threshold 0.7
ObjectProperty,target,activated upon failure of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4495; levenshtein=0.1364; semantic=0.4175; sequence_match=0.2857,False,0.3842,False,top-3 avg score 0.3842 < final_threshold 0.7
ObjectProperty,consequence,has Logical Operand,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5162; levenshtein=0.1176; semantic=0.4218; sequence_match=0.2143,False,0.3841,False,top-3 avg score 0.3841 < final_threshold 0.7
ObjectProperty,prohibition,has Role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.0909; semantic=0.4734; sequence_match=0.2222,False,0.3839,False,top-3 avg score 0.3839 < final_threshold 0.7
ObjectProperty,conflict,is Part Of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4167; levenshtein=0.0000; semantic=0.4848; sequence_match=0.2500,False,0.3838,False,top-3 avg score 0.3838 < final_threshold 0.7
ObjectProperty,implies,activated upon failure of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4105; levenshtein=0.1818; semantic=0.4647; sequence_match=0.2759,False,0.3837,False,top-3 avg score 0.3837 < final_threshold 0.7
ObjectProperty,scope,has Right,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4417; levenshtein=0.1250; semantic=0.5553; sequence_match=0.1538,False,0.3836,False,top-3 avg score 0.3836 < final_threshold 0.7
ObjectProperty,constraint,is Part Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.1000; semantic=0.4889; sequence_match=0.1111,False,0.3833,False,top-3 avg score 0.3833 < final_threshold 0.7
ObjectProperty,partOf,has Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5352; levenshtein=0.1379; semantic=0.3850; sequence_match=0.2286,False,0.3829,False,top-3 avg score 0.3829 < final_threshold 0.7
ObjectProperty,or,has Remediation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5238; levenshtein=0.0714; semantic=0.4980; sequence_match=0.1250,False,0.3823,False,top-3 avg score 0.3823 < final_threshold 0.7
ObjectProperty,Only One,has Consequent Duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5189; levenshtein=0.1765; semantic=0.3770; sequence_match=0.2500,False,0.382,False,top-3 avg score 0.3820 < final_threshold 0.7
ObjectProperty,scope,has Negated Element,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5059; levenshtein=0.1176; semantic=0.4575; sequence_match=0.1818,False,0.3817,False,top-3 avg score 0.3817 < final_threshold 0.7
ObjectProperty,action,has Negated Element,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4477; levenshtein=0.1765; semantic=0.4329; sequence_match=0.2609,False,0.3805,False,top-3 avg score 0.3805 < final_threshold 0.7
ObjectProperty,function,has Negated Element,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4559; levenshtein=0.1765; semantic=0.4447; sequence_match=0.2400,False,0.3802,False,top-3 avg score 0.3802 < final_threshold 0.7
ObjectProperty,duty,has Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4423; levenshtein=0.0769; semantic=0.5805; sequence_match=0.1176,False,0.3801,False,top-3 avg score 0.3801 < final_threshold 0.7
ObjectProperty,consequence,has Role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.1818; semantic=0.4622; sequence_match=0.2222,False,0.3801,False,top-3 avg score 0.3801 < final_threshold 0.7
ObjectProperty,permission,has Duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4143; levenshtein=0.1000; semantic=0.6074; sequence_match=0.1176,False,0.3798,False,top-3 avg score 0.3798 < final_threshold 0.7
ObjectProperty,Only One,has Contract Party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4702; levenshtein=0.1250; semantic=0.4057; sequence_match=0.2609,False,0.3789,False,top-3 avg score 0.3789 < final_threshold 0.7
ObjectProperty,and,has Right,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4861; levenshtein=0.1250; semantic=0.4657; sequence_match=0.1818,False,0.3779,False,top-3 avg score 0.3779 < final_threshold 0.7
ObjectProperty,action,provides Capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4444; levenshtein=0.1111; semantic=0.5223; sequence_match=0.1667,False,0.3778,False,top-3 avg score 0.3778 < final_threshold 0.7
ObjectProperty,consequence,has Permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5012; levenshtein=0.0769; semantic=0.4647; sequence_match=0.1667,False,0.3775,False,top-3 avg score 0.3775 < final_threshold 0.7
ObjectProperty,assigner,provides Capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4907; levenshtein=0.1111; semantic=0.4869; sequence_match=0.1538,False,0.3772,False,top-3 avg score 0.3772 < final_threshold 0.7
ObjectProperty,inheritFrom,has Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5614; levenshtein=0.1379; semantic=0.4197; sequence_match=0.1500,False,0.377,False,top-3 avg score 0.3770 < final_threshold 0.7
ObjectProperty,partOf,has Logical Operand,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4837; levenshtein=0.1176; semantic=0.4722; sequence_match=0.1739,False,0.3766,False,top-3 avg score 0.3766 < final_threshold 0.7
ObjectProperty,Only One,has Logical Operand,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5189; levenshtein=0.1765; semantic=0.4344; sequence_match=0.1667,False,0.3766,False,top-3 avg score 0.3766 < final_threshold 0.7
ObjectProperty,and,activated upon failure of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5859; levenshtein=0.0909; semantic=0.3829; sequence_match=0.1600,False,0.3763,False,top-3 avg score 0.3763 < final_threshold 0.7
ObjectProperty,failure,has Consequent Duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4239; levenshtein=0.1176; semantic=0.4546; sequence_match=0.2500,False,0.3762,False,top-3 avg score 0.3762 < final_threshold 0.7
ObjectProperty,partOf,has Consequent Duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4837; levenshtein=0.1176; semantic=0.4689; sequence_match=0.1739,False,0.3755,False,top-3 avg score 0.3755 < final_threshold 0.7
ObjectProperty,relation,has Negated Element,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4118; levenshtein=0.2353; semantic=0.4747; sequence_match=0.2400,False,0.3755,False,top-3 avg score 0.3755 < final_threshold 0.7
ObjectProperty,permission,activated upon failure of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5131; levenshtein=0.1364; semantic=0.4257; sequence_match=0.1875,False,0.3755,False,top-3 avg score 0.3755 < final_threshold 0.7
ObjectProperty,relation,activated upon failure of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5631; levenshtein=0.1818; semantic=0.3631; sequence_match=0.2000,False,0.3754,False,top-3 avg score 0.3754 < final_threshold 0.7
ObjectProperty,operand,has Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4956; levenshtein=0.1379; semantic=0.4070; sequence_match=0.2222,False,0.3749,False,top-3 avg score 0.3749 < final_threshold 0.7
ObjectProperty,or,has Consequent Duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5196; levenshtein=0.0588; semantic=0.4990; sequence_match=0.1053,False,0.3746,False,top-3 avg score 0.3746 < final_threshold 0.7
ObjectProperty,and,has Asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4861; levenshtein=0.1250; semantic=0.4558; sequence_match=0.1818,False,0.3746,False,top-3 avg score 0.3746 < final_threshold 0.7
ObjectProperty,Only One,has Nested Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5107; levenshtein=0.1579; semantic=0.3813; sequence_match=0.2308,False,0.3743,False,top-3 avg score 0.3743 < final_threshold 0.7
ObjectProperty,function,is Part Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.1250; semantic=0.4942; sequence_match=0.1250,False,0.3731,False,top-3 avg score 0.3731 < final_threshold 0.7
ObjectProperty,function,has Logical Operand,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4060; levenshtein=0.1765; semantic=0.5363; sequence_match=0.0800,False,0.3729,False,top-3 avg score 0.3729 < final_threshold 0.7
ObjectProperty,function,provides Capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4028; levenshtein=0.1111; semantic=0.5603; sequence_match=0.1538,False,0.3723,False,top-3 avg score 0.3723 < final_threshold 0.7
ObjectProperty,obligation,has Negated Element,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3784; levenshtein=0.2353; semantic=0.4417; sequence_match=0.2963,False,0.3721,False,top-3 avg score 0.3721 < final_threshold 0.7
ObjectProperty,consequence,has Asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4773; levenshtein=0.1818; semantic=0.4285; sequence_match=0.2105,False,0.3721,False,top-3 avg score 0.3721 < final_threshold 0.7
ObjectProperty,andSequence,has Right,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4773; levenshtein=0.0909; semantic=0.4279; sequence_match=0.2105,False,0.3719,False,top-3 avg score 0.3719 < final_threshold 0.7
ObjectProperty,implies,has Remediation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4524; levenshtein=0.1429; semantic=0.4708; sequence_match=0.1905,False,0.3712,False,top-3 avg score 0.3712 < final_threshold 0.7
