prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has version,has version,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has input,has valid input,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9103; levenshtein=0.6154; semantic=0.8144; sequence_match=0.7619,False,0.8289,True,selected
ObjectProperty,uses software,has activity status,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4395; levenshtein=0.1765; semantic=0.5130; sequence_match=0.1379,False,0.3764,False,top-3 avg score 0.3764 < final_threshold 0.7
ObjectProperty,implements,has developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4056; levenshtein=0.1667; semantic=0.5381; sequence_match=0.1818,False,0.3752,False,top-3 avg score 0.3752 < final_threshold 0.7
ObjectProperty,is alternative format of,has developer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5159; levenshtein=0.2381; semantic=0.3651; sequence_match=0.2424,False,0.3745,False,top-3 avg score 0.3745 < final_threshold 0.7
ObjectProperty,has specified data input,runs on platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3984; levenshtein=0.1429; semantic=0.4892; sequence_match=0.2286,False,0.3721,False,top-3 avg score 0.3721 < final_threshold 0.7
ObjectProperty,has clause,runs on platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4101; levenshtein=0.2143; semantic=0.4448; sequence_match=0.2609,False,0.3719,False,top-3 avg score 0.3719 < final_threshold 0.7
ObjectProperty,implements,can read format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4859; levenshtein=0.0769; semantic=0.4559; sequence_match=0.1739,False,0.3719,False,top-3 avg score 0.3719 < final_threshold 0.7
ObjectProperty,has version,license,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3286; levenshtein=0.2000; semantic=0.5407; sequence_match=0.2353,False,0.3682,False,top-3 avg score 0.3682 < final_threshold 0.7
ObjectProperty,is developed by,runs on platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4478; levenshtein=0.0714; semantic=0.4328; sequence_match=0.2222,False,0.3676,False,top-3 avg score 0.3676 < final_threshold 0.7
ObjectProperty,has declared status,license,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5361; levenshtein=0.1765; semantic=0.3893; sequence_match=0.1667,False,0.3673,False,top-3 avg score 0.3673 < final_threshold 0.7
ObjectProperty,has format specification,license,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4105; levenshtein=0.0909; semantic=0.4813; sequence_match=0.2069,False,0.3662,False,top-3 avg score 0.3662 < final_threshold 0.7
ObjectProperty,has input,license,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4901; levenshtein=0.1250; semantic=0.4734; sequence_match=0.1333,False,0.3656,False,top-3 avg score 0.3656 < final_threshold 0.7
ObjectProperty,has specified data input,license,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5175; levenshtein=0.1429; semantic=0.4353; sequence_match=0.1429,False,0.3652,False,top-3 avg score 0.3652 < final_threshold 0.7
ObjectProperty,has specified data output,license,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5139; levenshtein=0.0909; semantic=0.4435; sequence_match=0.1379,False,0.3651,False,top-3 avg score 0.3651 < final_threshold 0.7
ObjectProperty,has version,created data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4131; levenshtein=0.0909; semantic=0.4900; sequence_match=0.1905,False,0.3645,False,top-3 avg score 0.3645 < final_threshold 0.7
ObjectProperty,is developed by,can write format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4817; levenshtein=0.0714; semantic=0.3858; sequence_match=0.2222,False,0.3632,False,top-3 avg score 0.3632 < final_threshold 0.7
ObjectProperty,uses platform,has valid input,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4637; levenshtein=0.0769; semantic=0.4602; sequence_match=0.1600,False,0.3613,False,top-3 avg score 0.3613 < final_threshold 0.7
ObjectProperty,has license,created data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4131; levenshtein=0.0000; semantic=0.4770; sequence_match=0.1905,False,0.3602,False,top-3 avg score 0.3602 < final_threshold 0.7
ObjectProperty,has declared status,runs on platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4171; levenshtein=0.1765; semantic=0.4032; sequence_match=0.2581,False,0.3595,False,top-3 avg score 0.3595 < final_threshold 0.7
ObjectProperty,has license,runs on platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3937; levenshtein=0.1429; semantic=0.5162; sequence_match=0.1667,False,0.3588,False,top-3 avg score 0.3588 < final_threshold 0.7
ObjectProperty,has declared status,is compatible with,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5212; levenshtein=0.1176; semantic=0.3017; sequence_match=0.2424,False,0.3551,False,top-3 avg score 0.3551 < final_threshold 0.7
ObjectProperty,implements,has activity status,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3810; levenshtein=0.1765; semantic=0.4575; sequence_match=0.2222,False,0.3536,False,top-3 avg score 0.3536 < final_threshold 0.7
ObjectProperty,is encoded in,can export to format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4496; levenshtein=0.1176; semantic=0.4652; sequence_match=0.1429,False,0.3526,False,top-3 avg score 0.3526 < final_threshold 0.7
ObjectProperty,has clause,can read format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4174; levenshtein=0.1538; semantic=0.4575; sequence_match=0.1818,False,0.3522,False,top-3 avg score 0.3522 < final_threshold 0.7
ObjectProperty,has function,license,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.0909; semantic=0.4872; sequence_match=0.1111,False,0.3514,False,top-3 avg score 0.3514 < final_threshold 0.7
ObjectProperty,has license,can read format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4026; levenshtein=0.0769; semantic=0.4713; sequence_match=0.1739,False,0.3493,False,top-3 avg score 0.3493 < final_threshold 0.7
ObjectProperty,has output,license,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4180; levenshtein=0.0000; semantic=0.4975; sequence_match=0.1250,False,0.3468,False,top-3 avg score 0.3468 < final_threshold 0.7
ObjectProperty,has clause,can write format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4048; levenshtein=0.0714; semantic=0.4593; sequence_match=0.1739,False,0.346,False,top-3 avg score 0.3460 < final_threshold 0.7
ObjectProperty,is software for,has activity status,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4310; levenshtein=0.1176; semantic=0.4070; sequence_match=0.2000,False,0.346,False,top-3 avg score 0.3460 < final_threshold 0.7
ObjectProperty,implements,can export to format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4618; levenshtein=0.0588; semantic=0.4209; sequence_match=0.1481,False,0.3436,False,top-3 avg score 0.3436 < final_threshold 0.7
ObjectProperty,implements,has software type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3889; levenshtein=0.0667; semantic=0.4742; sequence_match=0.1600,False,0.341,False,top-3 avg score 0.3410 < final_threshold 0.7
ObjectProperty,has license,can export to format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3784; levenshtein=0.0588; semantic=0.4936; sequence_match=0.1481,False,0.3401,False,top-3 avg score 0.3401 < final_threshold 0.7
ObjectProperty,uses software,has valid input,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3825; levenshtein=0.0769; semantic=0.4775; sequence_match=0.1600,False,0.34,False,top-3 avg score 0.3400 < final_threshold 0.7
ObjectProperty,uses platform,has activity status,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3644; levenshtein=0.1176; semantic=0.4989; sequence_match=0.1379,False,0.3337,False,top-3 avg score 0.3337 < final_threshold 0.7
ObjectProperty,is encoded in,has activity status,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4496; levenshtein=0.0588; semantic=0.4063; sequence_match=0.1429,False,0.3329,False,top-3 avg score 0.3329 < final_threshold 0.7
ObjectProperty,is software for,has valid input,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4359; levenshtein=0.0769; semantic=0.4090; sequence_match=0.1538,False,0.3329,False,top-3 avg score 0.3329 < final_threshold 0.7
ObjectProperty,has clause,can export to format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3922; levenshtein=0.0588; semantic=0.4410; sequence_match=0.1538,False,0.329,False,top-3 avg score 0.3290 < final_threshold 0.7
ObjectProperty,is developed by,has activity status,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4310; levenshtein=0.1176; semantic=0.3983; sequence_match=0.1333,False,0.3209,False,top-3 avg score 0.3209 < final_threshold 0.7
ObjectProperty,is software for,created data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3901; levenshtein=0.0769; semantic=0.3988; sequence_match=0.1667,False,0.3185,False,top-3 avg score 0.3185 < final_threshold 0.7
ObjectProperty,is encoded in,can perform task,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4665; levenshtein=0.1429; semantic=0.3433; sequence_match=0.0800,False,0.3175,False,top-3 avg score 0.3175 < final_threshold 0.7
ObjectProperty,is developed by,can perform task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3706; levenshtein=0.0714; semantic=0.4191; sequence_match=0.1481,False,0.3126,False,top-3 avg score 0.3126 < final_threshold 0.7
ObjectProperty,is developed by,can read format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3761; levenshtein=0.0769; semantic=0.3840; sequence_match=0.1538,False,0.3046,False,top-3 avg score 0.3046 < final_threshold 0.7
ObjectProperty,is developed by,can export to format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3580; levenshtein=0.1176; semantic=0.4058; sequence_match=0.1333,False,0.299,False,top-3 avg score 0.2990 < final_threshold 0.7
DatatypeProperty,has release date,has release date,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
DatatypeProperty,has download location,download URL,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6528; levenshtein=0.4211; semantic=0.8003; sequence_match=0.6000,False,0.6844,False,top-3 avg score 0.6844 < final_threshold 0.7
DatatypeProperty,has website homepage,homepage,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4907; levenshtein=0.4444; semantic=0.7893; sequence_match=0.6154,False,0.6318,False,top-3 avg score 0.6318 < final_threshold 0.7
DatatypeProperty,has support URL,help URL,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5430; levenshtein=0.3846; semantic=0.7536; sequence_match=0.5000,False,0.5989,False,top-3 avg score 0.5989 < final_threshold 0.7
DatatypeProperty,has support URL,supports collaboration,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6151; levenshtein=0.2381; semantic=0.6103; sequence_match=0.4706,False,0.5653,False,top-3 avg score 0.5653 < final_threshold 0.7
DatatypeProperty,has documentation,is maintained,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6227; levenshtein=0.2500; semantic=0.6113; sequence_match=0.4286,False,0.5542,False,top-3 avg score 0.5542 < final_threshold 0.7
DatatypeProperty,has website homepage,has release date,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6899; levenshtein=0.4444; semantic=0.5082; sequence_match=0.4375,False,0.5475,False,top-3 avg score 0.5475 < final_threshold 0.7
DatatypeProperty,has website homepage,is available as web service,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6055; levenshtein=0.1739; semantic=0.5535; sequence_match=0.3902,False,0.5164,False,top-3 avg score 0.5164 < final_threshold 0.7
DatatypeProperty,has release date,is free,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6508; levenshtein=0.2143; semantic=0.4943; sequence_match=0.4000,False,0.515,False,top-3 avg score 0.5150 < final_threshold 0.7
DatatypeProperty,has download location,supports collaboration,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6908; levenshtein=0.3810; semantic=0.4672; sequence_match=0.3500,False,0.513,False,top-3 avg score 0.5130 < final_threshold 0.7
DatatypeProperty,has documentation,is open source,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5784; levenshtein=0.2500; semantic=0.5919; sequence_match=0.3571,False,0.5091,False,top-3 avg score 0.5091 < final_threshold 0.7
DatatypeProperty,has documentation,supports collaboration,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5671; levenshtein=0.3333; semantic=0.5775; sequence_match=0.3784,False,0.5076,False,top-3 avg score 0.5076 < final_threshold 0.7
DatatypeProperty,has documentation,homepage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5125; levenshtein=0.3125; semantic=0.5923; sequence_match=0.4167,False,0.5072,False,top-3 avg score 0.5072 < final_threshold 0.7
DatatypeProperty,has documentation,algorithm modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5856; levenshtein=0.3333; semantic=0.4888; sequence_match=0.4324,False,0.5023,False,top-3 avg score 0.5023 < final_threshold 0.7
DatatypeProperty,has download location,has release date,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6225; levenshtein=0.3684; semantic=0.5108; sequence_match=0.3636,False,0.5006,False,top-3 avg score 0.5006 < final_threshold 0.7
DatatypeProperty,has support URL,download URL,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5464; levenshtein=0.3077; semantic=0.6077; sequence_match=0.3333,False,0.4958,False,top-3 avg score 0.4958 < final_threshold 0.7
DatatypeProperty,has support URL,is open source,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5427; levenshtein=0.2308; semantic=0.5149; sequence_match=0.4000,False,0.4859,False,top-3 avg score 0.4859 < final_threshold 0.7
DatatypeProperty,has documentation,has release date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5506; levenshtein=0.3125; semantic=0.4906; sequence_match=0.4000,False,0.4804,False,top-3 avg score 0.4804 < final_threshold 0.7
DatatypeProperty,has download location,algorithm modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6232; levenshtein=0.3810; semantic=0.4004; sequence_match=0.4000,False,0.4745,False,top-3 avg score 0.4745 < final_threshold 0.7
DatatypeProperty,has release date,new features,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5693; levenshtein=0.1429; semantic=0.5210; sequence_match=0.3200,False,0.4701,False,top-3 avg score 0.4701 < final_threshold 0.7
DatatypeProperty,has release date,is available as web service,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6164; levenshtein=0.3043; semantic=0.4083; sequence_match=0.3784,False,0.4677,False,top-3 avg score 0.4677 < final_threshold 0.7
DatatypeProperty,has download location,is open source,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5599; levenshtein=0.2105; semantic=0.5116; sequence_match=0.3226,False,0.4647,False,top-3 avg score 0.4647 < final_threshold 0.7
DatatypeProperty,has support URL,has release date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5745; levenshtein=0.2143; semantic=0.4401; sequence_match=0.3704,False,0.4617,False,top-3 avg score 0.4617 < final_threshold 0.7
DatatypeProperty,has documentation,provides XML editing,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5231; levenshtein=0.2222; semantic=0.5243; sequence_match=0.2941,False,0.4472,False,top-3 avg score 0.4472 < final_threshold 0.7
DatatypeProperty,has website homepage,help URL,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4656; levenshtein=0.1667; semantic=0.6220; sequence_match=0.2400,False,0.4425,False,top-3 avg score 0.4425 < final_threshold 0.7
DatatypeProperty,has release date,is maintained,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5317; levenshtein=0.1429; semantic=0.4780; sequence_match=0.3077,False,0.4392,False,top-3 avg score 0.4392 < final_threshold 0.7
DatatypeProperty,has documentation,version number,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4455; levenshtein=0.1250; semantic=0.5858; sequence_match=0.2759,False,0.4357,False,top-3 avg score 0.4357 < final_threshold 0.7
DatatypeProperty,has release date,homepage,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5119; levenshtein=0.2857; semantic=0.5056; sequence_match=0.2727,False,0.4344,False,top-3 avg score 0.4344 < final_threshold 0.7
DatatypeProperty,has website homepage,is free,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5463; levenshtein=0.1667; semantic=0.4999; sequence_match=0.2500,False,0.4321,False,top-3 avg score 0.4321 < final_threshold 0.7
DatatypeProperty,has download location,version number,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4629; levenshtein=0.1053; semantic=0.5632; sequence_match=0.2500,False,0.4254,False,top-3 avg score 0.4254 < final_threshold 0.7
DatatypeProperty,has download location,help URL,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5288; levenshtein=0.1579; semantic=0.5091; sequence_match=0.2308,False,0.4229,False,top-3 avg score 0.4229 < final_threshold 0.7
DatatypeProperty,has support URL,new features,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4738; levenshtein=0.1538; semantic=0.4580; sequence_match=0.3333,False,0.4217,False,top-3 avg score 0.4217 < final_threshold 0.7
DatatypeProperty,has documentation,is free,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4861; levenshtein=0.1250; semantic=0.5961; sequence_match=0.1818,False,0.4213,False,top-3 avg score 0.4213 < final_threshold 0.7
DatatypeProperty,has website homepage,permissiveness level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5382; levenshtein=0.2105; semantic=0.4012; sequence_match=0.3243,False,0.4212,False,top-3 avg score 0.4212 < final_threshold 0.7
DatatypeProperty,has download location,provides XML editing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5385; levenshtein=0.1579; semantic=0.4411; sequence_match=0.2703,False,0.4166,False,top-3 avg score 0.4166 < final_threshold 0.7
DatatypeProperty,has website homepage,version number,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4996; levenshtein=0.2222; semantic=0.4862; sequence_match=0.2581,False,0.4146,False,top-3 avg score 0.4146 < final_threshold 0.7
DatatypeProperty,has documentation,help URL,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4276; levenshtein=0.1250; semantic=0.6413; sequence_match=0.1739,False,0.4143,False,top-3 avg score 0.4143 < final_threshold 0.7
DatatypeProperty,has support URL,version number,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4551; levenshtein=0.0769; semantic=0.5557; sequence_match=0.2308,False,0.4139,False,top-3 avg score 0.4139 < final_threshold 0.7
DatatypeProperty,has release date,help URL,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5357; levenshtein=0.2143; semantic=0.4072; sequence_match=0.2857,False,0.4095,False,top-3 avg score 0.4095 < final_threshold 0.7
DatatypeProperty,has release date,is open source,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4579; levenshtein=0.2857; semantic=0.4813; sequence_match=0.2308,False,0.4083,False,top-3 avg score 0.4083 < final_threshold 0.7
DatatypeProperty,has website homepage,provides XML editing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4974; levenshtein=0.0556; semantic=0.4482; sequence_match=0.2778,False,0.4078,False,top-3 avg score 0.4078 < final_threshold 0.7
DatatypeProperty,has release date,provides XML editing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5344; levenshtein=0.2222; semantic=0.3718; sequence_match=0.3125,False,0.4062,False,top-3 avg score 0.4062 < final_threshold 0.7
DatatypeProperty,has documentation,download URL,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4557; levenshtein=0.1875; semantic=0.5381; sequence_match=0.2222,False,0.4053,False,top-3 avg score 0.4053 < final_threshold 0.7
DatatypeProperty,has support URL,is free,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4957; levenshtein=0.1538; semantic=0.5001; sequence_match=0.2105,False,0.4021,False,top-3 avg score 0.4021 < final_threshold 0.7
DatatypeProperty,has release date,version number,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4478; levenshtein=0.0714; semantic=0.6058; sequence_match=0.1481,False,0.4006,False,top-3 avg score 0.4006 < final_threshold 0.7
DatatypeProperty,has documentation,is FOSS,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4861; levenshtein=0.1250; semantic=0.5323; sequence_match=0.1818,False,0.4001,False,top-3 avg score 0.4001 < final_threshold 0.7
DatatypeProperty,has release date,supports collaboration,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5159; levenshtein=0.2381; semantic=0.4455; sequence_match=0.2286,False,0.3998,False,top-3 avg score 0.3998 < final_threshold 0.7
DatatypeProperty,has website homepage,new features,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5798; levenshtein=0.1667; semantic=0.4506; sequence_match=0.1379,False,0.399,False,top-3 avg score 0.3990 < final_threshold 0.7
DatatypeProperty,has website homepage,is maintained,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5000; levenshtein=0.1667; semantic=0.5245; sequence_match=0.1333,False,0.397,False,top-3 avg score 0.3970 < final_threshold 0.7
DatatypeProperty,has website homepage,algorithm modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5265; levenshtein=0.1429; semantic=0.3554; sequence_match=0.3077,False,0.3965,False,top-3 avg score 0.3965 < final_threshold 0.7
DatatypeProperty,has support URL,homepage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4241; levenshtein=0.1538; semantic=0.5653; sequence_match=0.1905,False,0.3933,False,top-3 avg score 0.3933 < final_threshold 0.7
DatatypeProperty,has download location,is available as web service,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5106; levenshtein=0.1739; semantic=0.4646; sequence_match=0.1905,False,0.3885,False,top-3 avg score 0.3885 < final_threshold 0.7
DatatypeProperty,has website homepage,is open source,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4444; levenshtein=0.2222; semantic=0.4520; sequence_match=0.2667,False,0.3877,False,top-3 avg score 0.3877 < final_threshold 0.7
DatatypeProperty,has release date,is FOSS,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4921; levenshtein=0.1429; semantic=0.4682; sequence_match=0.2000,False,0.3867,False,top-3 avg score 0.3867 < final_threshold 0.7
DatatypeProperty,has release date,algorithm modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5159; levenshtein=0.1905; semantic=0.4065; sequence_match=0.2286,False,0.3837,False,top-3 avg score 0.3837 < final_threshold 0.7
DatatypeProperty,has website homepage,is FOSS,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5463; levenshtein=0.1111; semantic=0.4358; sequence_match=0.1667,False,0.3829,False,top-3 avg score 0.3829 < final_threshold 0.7
DatatypeProperty,has release date,permissiveness level,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5276; levenshtein=0.2105; semantic=0.4014; sequence_match=0.1818,False,0.3798,False,top-3 avg score 0.3798 < final_threshold 0.7
DatatypeProperty,has documentation,is available as web service,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3766; levenshtein=0.1304; semantic=0.5497; sequence_match=0.2051,False,0.3771,False,top-3 avg score 0.3771 < final_threshold 0.7
DatatypeProperty,has support URL,is available as web service,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4007; levenshtein=0.1304; semantic=0.5058; sequence_match=0.2222,False,0.3762,False,top-3 avg score 0.3762 < final_threshold 0.7
DatatypeProperty,has documentation,new features,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3712; levenshtein=0.1250; semantic=0.5321; sequence_match=0.2222,False,0.3752,False,top-3 avg score 0.3752 < final_threshold 0.7
DatatypeProperty,has release date,download URL,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3831; levenshtein=0.2143; semantic=0.4959; sequence_match=0.2400,False,0.373,False,top-3 avg score 0.3730 < final_threshold 0.7
DatatypeProperty,has support URL,is FOSS,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4658; levenshtein=0.1538; semantic=0.4426; sequence_match=0.2105,False,0.373,False,top-3 avg score 0.3730 < final_threshold 0.7
DatatypeProperty,has website homepage,supports collaboration,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.0952; semantic=0.4384; sequence_match=0.2051,False,0.3574,False,top-3 avg score 0.3574 < final_threshold 0.7
DatatypeProperty,has support URL,provides XML editing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4872; levenshtein=0.1111; semantic=0.4532; sequence_match=0.1290,False,0.3565,False,top-3 avg score 0.3565 < final_threshold 0.7
DatatypeProperty,has download location,is FOSS,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4795; levenshtein=0.1053; semantic=0.4195; sequence_match=0.1600,False,0.353,False,top-3 avg score 0.3530 < final_threshold 0.7
DatatypeProperty,has download location,is free,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4064; levenshtein=0.0526; semantic=0.5600; sequence_match=0.0800,False,0.3488,False,top-3 avg score 0.3488 < final_threshold 0.7
DatatypeProperty,has download location,homepage,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3999; levenshtein=0.1579; semantic=0.4829; sequence_match=0.1481,False,0.3469,False,top-3 avg score 0.3469 < final_threshold 0.7
DatatypeProperty,has support URL,is maintained,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3825; levenshtein=0.0769; semantic=0.4943; sequence_match=0.1600,False,0.3456,False,top-3 avg score 0.3456 < final_threshold 0.7
DatatypeProperty,has download location,is maintained,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4386; levenshtein=0.1579; semantic=0.4394; sequence_match=0.1290,False,0.3453,False,top-3 avg score 0.3453 < final_threshold 0.7
DatatypeProperty,has support URL,algorithm modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4076; levenshtein=0.0952; semantic=0.3790; sequence_match=0.2353,False,0.3406,False,top-3 avg score 0.3406 < final_threshold 0.7
DatatypeProperty,has download location,permissiveness level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4737; levenshtein=0.0000; semantic=0.3348; sequence_match=0.2105,False,0.3397,False,top-3 avg score 0.3397 < final_threshold 0.7
DatatypeProperty,has documentation,permissiveness level,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3919; levenshtein=0.1053; semantic=0.4536; sequence_match=0.1714,False,0.339,False,top-3 avg score 0.3390 < final_threshold 0.7
DatatypeProperty,has download location,new features,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3581; levenshtein=0.1053; semantic=0.4561; sequence_match=0.2000,False,0.3381,False,top-3 avg score 0.3381 < final_threshold 0.7
DatatypeProperty,has support URL,permissiveness level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4159; levenshtein=0.1579; semantic=0.3911; sequence_match=0.1875,False,0.3315,False,top-3 avg score 0.3315 < final_threshold 0.7
DatatypeProperty,has website homepage,download URL,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3687; levenshtein=0.1111; semantic=0.4945; sequence_match=0.0690,False,0.3248,False,top-3 avg score 0.3248 < final_threshold 0.7
