prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has license,has License,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has version,has Version,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,is developed by,is Developed By,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,uses platform,runs On Platform,semantic+sequence_match+jaro_winkler,jaro_winkler=0.7492; levenshtein=0.7143; semantic=0.8535; sequence_match=0.7692,False,0.7906,True,selected
ObjectProperty,has function,created Data In Format,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5093; levenshtein=0.2105; semantic=0.4561; sequence_match=0.2000,False,0.392,False,top-3 avg score 0.3920 < final_threshold 0.7
ObjectProperty,has function,compatible With Output Of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4273; levenshtein=0.1364; semantic=0.5058; sequence_match=0.2424,False,0.3918,False,top-3 avg score 0.3918 < final_threshold 0.7
ObjectProperty,is software for,has Documentation,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5011; levenshtein=0.1875; semantic=0.4866; sequence_match=0.1379,False,0.3917,False,top-3 avg score 0.3917 < final_threshold 0.7
ObjectProperty,has declared status,supports Output Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4920; levenshtein=0.0500; semantic=0.3583; sequence_match=0.3243,False,0.3915,False,top-3 avg score 0.3915 < final_threshold 0.7
ObjectProperty,has license,created Data In Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5275; levenshtein=0.1053; semantic=0.4376; sequence_match=0.2069,False,0.3907,False,top-3 avg score 0.3907 < final_threshold 0.7
ObjectProperty,has interface,supports Output Format,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4889; levenshtein=0.1500; semantic=0.5306; sequence_match=0.1250,False,0.3898,False,top-3 avg score 0.3898 < final_threshold 0.7
ObjectProperty,implements,has Feature,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4222; levenshtein=0.1000; semantic=0.5461; sequence_match=0.2000,False,0.3895,False,top-3 avg score 0.3895 < final_threshold 0.7
ObjectProperty,has license,performs Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4056; levenshtein=0.0833; semantic=0.5787; sequence_match=0.1818,False,0.3887,False,top-3 avg score 0.3887 < final_threshold 0.7
ObjectProperty,implements,uses Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3991; levenshtein=0.1538; semantic=0.5909; sequence_match=0.1739,False,0.388,False,top-3 avg score 0.3880 < final_threshold 0.7
ObjectProperty,has specified data output,is Developed By,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5347; levenshtein=0.1818; semantic=0.4003; sequence_match=0.2286,False,0.3879,False,top-3 avg score 0.3879 < final_threshold 0.7
ObjectProperty,uses platform,implemented In Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4841; levenshtein=0.1429; semantic=0.4971; sequence_match=0.1818,False,0.3877,False,top-3 avg score 0.3877 < final_threshold 0.7
ObjectProperty,uses software,has Algorithm Modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4167; levenshtein=0.1667; semantic=0.5238; sequence_match=0.2222,False,0.3876,False,top-3 avg score 0.3876 < final_threshold 0.7
ObjectProperty,implements,has Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4222; levenshtein=0.1000; semantic=0.5404; sequence_match=0.2000,False,0.3875,False,top-3 avg score 0.3875 < final_threshold 0.7
ObjectProperty,is software for,has Algorithm Modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5246; levenshtein=0.2083; semantic=0.4205; sequence_match=0.2162,False,0.3871,False,top-3 avg score 0.3871 < final_threshold 0.7
ObjectProperty,has declared status,supports Input Format,jaro_winkler+sequence_match+semantic,jaro_winkler=0.4982; levenshtein=0.0526; semantic=0.3250; sequence_match=0.3333,False,0.3855,False,top-3 avg score 0.3855 < final_threshold 0.7
ObjectProperty,implements,supports Input Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4544; levenshtein=0.1579; semantic=0.4891; sequence_match=0.2069,False,0.3835,False,top-3 avg score 0.3835 < final_threshold 0.7
ObjectProperty,is encoded in,runs On Platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4665; levenshtein=0.1429; semantic=0.4422; sequence_match=0.2400,False,0.3829,False,top-3 avg score 0.3829 < final_threshold 0.7
ObjectProperty,has clause,implemented In Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3810; levenshtein=0.1905; semantic=0.4956; sequence_match=0.2667,False,0.3811,False,top-3 avg score 0.3811 < final_threshold 0.7
ObjectProperty,is software for,has License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3991; levenshtein=0.1538; semantic=0.4809; sequence_match=0.2609,False,0.3803,False,top-3 avg score 0.3803 < final_threshold 0.7
ObjectProperty,is encoded in,supports Input Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3581; levenshtein=0.1579; semantic=0.5152; sequence_match=0.2667,False,0.38,False,top-3 avg score 0.3800 < final_threshold 0.7
ObjectProperty,has clause,is Developed By,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4103; levenshtein=0.0769; semantic=0.4510; sequence_match=0.2727,False,0.378,False,top-3 avg score 0.3780 < final_threshold 0.7
ObjectProperty,is software for,compatible With Output Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5236; levenshtein=0.1364; semantic=0.4363; sequence_match=0.1714,False,0.3771,False,top-3 avg score 0.3771 < final_threshold 0.7
ObjectProperty,has function,supports Output Format,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4379; levenshtein=0.2000; semantic=0.4922; sequence_match=0.1290,False,0.3767,False,top-3 avg score 0.3767 < final_threshold 0.7
ObjectProperty,is alternative format of,has Software Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5280; levenshtein=0.1429; semantic=0.4352; sequence_match=0.1667,False,0.3766,False,top-3 avg score 0.3766 < final_threshold 0.7
ObjectProperty,is developed by,has Export Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4415; levenshtein=0.0667; semantic=0.4725; sequence_match=0.2143,False,0.3761,False,top-3 avg score 0.3761 < final_threshold 0.7
ObjectProperty,uses software,created Data In Format,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4942; levenshtein=0.1579; semantic=0.4747; sequence_match=0.1290,False,0.3756,False,top-3 avg score 0.3756 < final_threshold 0.7
ObjectProperty,has function,implemented In Language,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4347; levenshtein=0.1429; semantic=0.5485; sequence_match=0.1250,False,0.3753,False,top-3 avg score 0.3753 < final_threshold 0.7
ObjectProperty,is encoded in,compatible With Output Of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4273; levenshtein=0.1364; semantic=0.4518; sequence_match=0.2424,False,0.3738,False,top-3 avg score 0.3738 < final_threshold 0.7
ObjectProperty,has version,supports Output Format,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4500; levenshtein=0.1500; semantic=0.5203; sequence_match=0.0667,False,0.3734,False,top-3 avg score 0.3734 < final_threshold 0.7
ObjectProperty,has specified data input,runs On Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3984; levenshtein=0.1429; semantic=0.4892; sequence_match=0.2286,False,0.3721,False,top-3 avg score 0.3721 < final_threshold 0.7
ObjectProperty,has clause,runs On Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4101; levenshtein=0.2143; semantic=0.4448; sequence_match=0.2609,False,0.3719,False,top-3 avg score 0.3719 < final_threshold 0.7
ObjectProperty,has declared status,implemented In Language,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4922; levenshtein=0.2381; semantic=0.3838; sequence_match=0.2105,False,0.3714,False,top-3 avg score 0.3714 < final_threshold 0.7
ObjectProperty,has interface,compatible With Output Of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4146; levenshtein=0.1364; semantic=0.5210; sequence_match=0.1765,False,0.3707,False,top-3 avg score 0.3707 < final_threshold 0.7
ObjectProperty,is developed by,runs On Platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4478; levenshtein=0.0714; semantic=0.4328; sequence_match=0.2222,False,0.3676,False,top-3 avg score 0.3676 < final_threshold 0.7
ObjectProperty,has license,compatible With Output Of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5091; levenshtein=0.1364; semantic=0.4561; sequence_match=0.0625,False,0.3672,False,top-3 avg score 0.3672 < final_threshold 0.7
ObjectProperty,has function,is Developed By,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4452; levenshtein=0.0000; semantic=0.4884; sequence_match=0.1667,False,0.3668,False,top-3 avg score 0.3668 < final_threshold 0.7
ObjectProperty,is developed by,performs Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4402; levenshtein=0.0000; semantic=0.4902; sequence_match=0.1600,False,0.3635,False,top-3 avg score 0.3635 < final_threshold 0.7
ObjectProperty,has input,is Developed By,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4241; levenshtein=0.0769; semantic=0.4716; sequence_match=0.1905,False,0.3621,False,top-3 avg score 0.3621 < final_threshold 0.7
ObjectProperty,has declared status,runs On Platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4171; levenshtein=0.1765; semantic=0.4032; sequence_match=0.2581,False,0.3595,False,top-3 avg score 0.3595 < final_threshold 0.7
ObjectProperty,is software for,implemented In Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4161; levenshtein=0.1429; semantic=0.4252; sequence_match=0.2353,False,0.3589,False,top-3 avg score 0.3589 < final_threshold 0.7
ObjectProperty,has license,runs On Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3937; levenshtein=0.1429; semantic=0.5162; sequence_match=0.1667,False,0.3588,False,top-3 avg score 0.3588 < final_threshold 0.7
ObjectProperty,implements,created Data In Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4535; levenshtein=0.1053; semantic=0.4153; sequence_match=0.2069,False,0.3586,False,top-3 avg score 0.3586 < final_threshold 0.7
ObjectProperty,has version,compatible With Output Of,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4439; levenshtein=0.1364; semantic=0.4912; sequence_match=0.1250,False,0.3572,False,top-3 avg score 0.3572 < final_threshold 0.7
ObjectProperty,is developed by,compatible With Output Of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4114; levenshtein=0.1818; semantic=0.4275; sequence_match=0.2286,False,0.3558,False,top-3 avg score 0.3558 < final_threshold 0.7
ObjectProperty,uses software,implemented In Language,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4246; levenshtein=0.1429; semantic=0.4995; sequence_match=0.1212,False,0.3556,False,top-3 avg score 0.3556 < final_threshold 0.7
ObjectProperty,is encoded in,supports Output Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4273; levenshtein=0.0500; semantic=0.4941; sequence_match=0.1290,False,0.3501,False,top-3 avg score 0.3501 < final_threshold 0.7
ObjectProperty,implements,supports Output Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3722; levenshtein=0.1000; semantic=0.4762; sequence_match=0.2000,False,0.3495,False,top-3 avg score 0.3495 < final_threshold 0.7
ObjectProperty,has clause,created Data In Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4683; levenshtein=0.1053; semantic=0.4358; sequence_match=0.1429,False,0.349,False,top-3 avg score 0.3490 < final_threshold 0.7
ObjectProperty,has clause,supports Output Format,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4944; levenshtein=0.1000; semantic=0.4492; sequence_match=0.0690,False,0.3479,False,top-3 avg score 0.3479 < final_threshold 0.7
ObjectProperty,has clause,supports Input Format,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4971; levenshtein=0.1053; semantic=0.4397; sequence_match=0.0714,False,0.3474,False,top-3 avg score 0.3474 < final_threshold 0.7
ObjectProperty,has format specification,is Developed By,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4132; levenshtein=0.1364; semantic=0.3976; sequence_match=0.2286,False,0.3465,False,top-3 avg score 0.3465 < final_threshold 0.7
ObjectProperty,has clause,compatible With Output Of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4609; levenshtein=0.1364; semantic=0.4420; sequence_match=0.1290,False,0.3465,False,top-3 avg score 0.3465 < final_threshold 0.7
ObjectProperty,has format specification,implemented In Language,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4565; levenshtein=0.0909; semantic=0.4422; sequence_match=0.1395,False,0.3461,False,top-3 avg score 0.3461 < final_threshold 0.7
ObjectProperty,uses software,compatible With Output Of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4146; levenshtein=0.1364; semantic=0.4322; sequence_match=0.1765,False,0.3411,False,top-3 avg score 0.3411 < final_threshold 0.7
ObjectProperty,implements,has Software Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3889; levenshtein=0.0667; semantic=0.4742; sequence_match=0.1600,False,0.341,False,top-3 avg score 0.3410 < final_threshold 0.7
ObjectProperty,is developed by,created Data In Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4159; levenshtein=0.0526; semantic=0.4189; sequence_match=0.1875,False,0.3408,False,top-3 avg score 0.3408 < final_threshold 0.7
ObjectProperty,is developed by,has Algorithm Modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3976; levenshtein=0.0833; semantic=0.4617; sequence_match=0.1622,False,0.3405,False,top-3 avg score 0.3405 < final_threshold 0.7
ObjectProperty,has version,implemented In Language,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3698; levenshtein=0.1429; semantic=0.5005; sequence_match=0.1290,False,0.3377,False,top-3 avg score 0.3377 < final_threshold 0.7
ObjectProperty,has declared status,compatible With Output Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4814; levenshtein=0.1818; semantic=0.3217; sequence_match=0.2051,False,0.3361,False,top-3 avg score 0.3361 < final_threshold 0.7
ObjectProperty,implements,has Export Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3889; levenshtein=0.0667; semantic=0.4557; sequence_match=0.1600,False,0.3349,False,top-3 avg score 0.3349 < final_threshold 0.7
ObjectProperty,is encoded in,performs Task,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4495; levenshtein=0.0833; semantic=0.4403; sequence_match=0.0870,False,0.3256,False,top-3 avg score 0.3256 < final_threshold 0.7
ObjectProperty,has license,supports Output Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4333; levenshtein=0.0500; semantic=0.4708; sequence_match=0.0667,False,0.3236,False,top-3 avg score 0.3236 < final_threshold 0.7
ObjectProperty,has license,supports Input Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4535; levenshtein=0.0526; semantic=0.4385; sequence_match=0.0690,False,0.3203,False,top-3 avg score 0.3203 < final_threshold 0.7
ObjectProperty,is developed by,supports Output Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3491; levenshtein=0.1000; semantic=0.3841; sequence_match=0.1818,False,0.305,False,top-3 avg score 0.3050 < final_threshold 0.7
ObjectProperty,has output,implemented In Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2725; levenshtein=0.0952; semantic=0.5082; sequence_match=0.1333,False,0.3047,False,top-3 avg score 0.3047 < final_threshold 0.7
ObjectProperty,is developed by,supports Input Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4227; levenshtein=0.0526; semantic=0.3606; sequence_match=0.1250,False,0.3028,False,top-3 avg score 0.3028 < final_threshold 0.7
DatatypeProperty,has release date,has Release Date,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
DatatypeProperty,has website homepage,has Homepage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.8244; levenshtein=0.6111; semantic=0.9640; sequence_match=0.7586,False,0.849,True,selected
DatatypeProperty,has download location,has Download URL,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8977; levenshtein=0.5789; semantic=0.8615; sequence_match=0.7273,False,0.8289,True,selected
DatatypeProperty,has release date,has First Release Date,semantic+jaro_winkler+sequence_match,jaro_winkler=0.8719; levenshtein=0.7368; semantic=0.9189; sequence_match=0.8485,False,0.8798,False,gold already mapped to 'has Release Date'
DatatypeProperty,has documentation,has Homepage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6913; levenshtein=0.4375; semantic=0.6355; sequence_match=0.5185,False,0.6151,False,top-3 avg score 0.6151 < final_threshold 0.7
DatatypeProperty,has support URL,has Download URL,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6319; levenshtein=0.5000; semantic=0.6133; sequence_match=0.5185,False,0.5879,False,top-3 avg score 0.5879 < final_threshold 0.7
DatatypeProperty,has documentation,has Download URL,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6981; levenshtein=0.3750; semantic=0.5886; sequence_match=0.4000,False,0.5622,False,top-3 avg score 0.5622 < final_threshold 0.7
DatatypeProperty,has documentation,has Version Number,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6500; levenshtein=0.2500; semantic=0.5832; sequence_match=0.4375,False,0.5569,False,top-3 avg score 0.5569 < final_threshold 0.7
DatatypeProperty,has website homepage,has Release Date,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6899; levenshtein=0.4444; semantic=0.5082; sequence_match=0.4375,False,0.5475,False,top-3 avg score 0.5475 < final_threshold 0.7
DatatypeProperty,has support URL,has Version Number,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6635; levenshtein=0.3125; semantic=0.5416; sequence_match=0.4138,False,0.5396,False,top-3 avg score 0.5396 < final_threshold 0.7
DatatypeProperty,has website homepage,has Permissiveness,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6394; levenshtein=0.3333; semantic=0.5090; sequence_match=0.4571,False,0.5352,False,top-3 avg score 0.5352 < final_threshold 0.7
DatatypeProperty,has documentation,is Open,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6389; levenshtein=0.2500; semantic=0.5961; sequence_match=0.3636,False,0.5329,False,top-3 avg score 0.5329 < final_threshold 0.7
DatatypeProperty,has release date,has Homepage,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6025; levenshtein=0.4286; semantic=0.5476; sequence_match=0.4000,False,0.5262,False,top-3 avg score 0.5262 < final_threshold 0.7
DatatypeProperty,has website homepage,has First Release Date,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6694; levenshtein=0.4211; semantic=0.4791; sequence_match=0.3784,False,0.5232,False,top-3 avg score 0.5232 < final_threshold 0.7
DatatypeProperty,has website homepage,has Version Number,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6269; levenshtein=0.3889; semantic=0.5227; sequence_match=0.4118,False,0.5205,False,top-3 avg score 0.5205 < final_threshold 0.7
DatatypeProperty,has release date,has Permissiveness,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5973; levenshtein=0.3529; semantic=0.5122; sequence_match=0.4516,False,0.5204,False,top-3 avg score 0.5204 < final_threshold 0.7
DatatypeProperty,has release date,has Version Number,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5982; levenshtein=0.3125; semantic=0.6198; sequence_match=0.3333,False,0.5171,False,top-3 avg score 0.5171 < final_threshold 0.7
DatatypeProperty,has release date,is Free,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6508; levenshtein=0.2143; semantic=0.4943; sequence_match=0.4000,False,0.515,False,top-3 avg score 0.5150 < final_threshold 0.7
DatatypeProperty,has release date,has Download URL,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.2857; semantic=0.5586; sequence_match=0.3571,False,0.5116,False,top-3 avg score 0.5116 < final_threshold 0.7
DatatypeProperty,has documentation,is Open Source,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5784; levenshtein=0.2500; semantic=0.5919; sequence_match=0.3571,False,0.5091,False,top-3 avg score 0.5091 < final_threshold 0.7
DatatypeProperty,has download location,has Release Date,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6225; levenshtein=0.3684; semantic=0.5108; sequence_match=0.3636,False,0.5006,False,top-3 avg score 0.5006 < final_threshold 0.7
DatatypeProperty,has release date,is Actively Developed,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5574; levenshtein=0.2632; semantic=0.5517; sequence_match=0.3636,False,0.4909,False,top-3 avg score 0.4909 < final_threshold 0.7
DatatypeProperty,has documentation,is Proprietary,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5011; levenshtein=0.2500; semantic=0.6268; sequence_match=0.3448,False,0.4909,False,top-3 avg score 0.4909 < final_threshold 0.7
DatatypeProperty,has download location,has Version Number,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5636; levenshtein=0.2105; semantic=0.5617; sequence_match=0.3429,False,0.4894,False,top-3 avg score 0.4894 < final_threshold 0.7
DatatypeProperty,has documentation,has Permissiveness,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5212; levenshtein=0.1765; semantic=0.5730; sequence_match=0.3636,False,0.486,False,top-3 avg score 0.4860 < final_threshold 0.7
DatatypeProperty,has support URL,is Open Source,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5427; levenshtein=0.2308; semantic=0.5149; sequence_match=0.4000,False,0.4859,False,top-3 avg score 0.4859 < final_threshold 0.7
DatatypeProperty,has support URL,has Homepage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5464; levenshtein=0.2308; semantic=0.5763; sequence_match=0.3333,False,0.4853,False,top-3 avg score 0.4853 < final_threshold 0.7
DatatypeProperty,has website homepage,has Download URL,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5317; levenshtein=0.2222; semantic=0.5402; sequence_match=0.3750,False,0.4823,False,top-3 avg score 0.4823 < final_threshold 0.7
DatatypeProperty,has documentation,has Release Date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5506; levenshtein=0.3125; semantic=0.4906; sequence_match=0.4000,False,0.4804,False,top-3 avg score 0.4804 < final_threshold 0.7
DatatypeProperty,has download location,has Homepage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5726; levenshtein=0.2632; semantic=0.5320; sequence_match=0.3333,False,0.4793,False,top-3 avg score 0.4793 < final_threshold 0.7
DatatypeProperty,has support URL,has First Release Date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6371; levenshtein=0.2105; semantic=0.4062; sequence_match=0.3750,False,0.4728,False,top-3 avg score 0.4728 < final_threshold 0.7
DatatypeProperty,has download location,is Open Source,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5599; levenshtein=0.2105; semantic=0.5116; sequence_match=0.3226,False,0.4647,False,top-3 avg score 0.4647 < final_threshold 0.7
DatatypeProperty,has documentation,can Export To Open Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5671; levenshtein=0.1905; semantic=0.4936; sequence_match=0.3243,False,0.4617,False,top-3 avg score 0.4617 < final_threshold 0.7
DatatypeProperty,has support URL,has Release Date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5745; levenshtein=0.2143; semantic=0.4401; sequence_match=0.3704,False,0.4617,False,top-3 avg score 0.4617 < final_threshold 0.7
DatatypeProperty,has documentation,is Actively Developed,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5154; levenshtein=0.1053; semantic=0.5712; sequence_match=0.2857,False,0.4574,False,top-3 avg score 0.4574 < final_threshold 0.7
DatatypeProperty,has documentation,has First Release Date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5544; levenshtein=0.2632; semantic=0.4724; sequence_match=0.3429,False,0.4565,False,top-3 avg score 0.4565 < final_threshold 0.7
DatatypeProperty,has website homepage,is Actively Developed,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5940; levenshtein=0.1579; semantic=0.4873; sequence_match=0.2703,False,0.4505,False,top-3 avg score 0.4505 < final_threshold 0.7
DatatypeProperty,has support URL,can Export To Open Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5287; levenshtein=0.2381; semantic=0.4629; sequence_match=0.3529,False,0.4482,False,top-3 avg score 0.4482 < final_threshold 0.7
DatatypeProperty,has documentation,provides XML Editing,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5231; levenshtein=0.2222; semantic=0.5243; sequence_match=0.2941,False,0.4472,False,top-3 avg score 0.4472 < final_threshold 0.7
DatatypeProperty,has support URL,is Proprietary,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5971; levenshtein=0.2308; semantic=0.5069; sequence_match=0.1538,False,0.4449,False,top-3 avg score 0.4449 < final_threshold 0.7
DatatypeProperty,has support URL,has Permissiveness,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5493; levenshtein=0.1765; semantic=0.5139; sequence_match=0.2667,False,0.4433,False,top-3 avg score 0.4433 < final_threshold 0.7
DatatypeProperty,has download location,has First Release Date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5307; levenshtein=0.2105; semantic=0.4791; sequence_match=0.3158,False,0.4419,False,top-3 avg score 0.4419 < final_threshold 0.7
DatatypeProperty,has website homepage,is Free,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5463; levenshtein=0.1667; semantic=0.4999; sequence_match=0.2500,False,0.4321,False,top-3 avg score 0.4321 < final_threshold 0.7
DatatypeProperty,has website homepage,can Export To Open Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5251; levenshtein=0.1905; semantic=0.3887; sequence_match=0.3590,False,0.4243,False,top-3 avg score 0.4243 < final_threshold 0.7
DatatypeProperty,has documentation,is Free,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4861; levenshtein=0.1250; semantic=0.5961; sequence_match=0.1818,False,0.4213,False,top-3 avg score 0.4213 < final_threshold 0.7
DatatypeProperty,has download location,can Export To Open Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5230; levenshtein=0.1429; semantic=0.4819; sequence_match=0.2500,False,0.4183,False,top-3 avg score 0.4183 < final_threshold 0.7
DatatypeProperty,has download location,provides XML Editing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5385; levenshtein=0.1579; semantic=0.4411; sequence_match=0.2703,False,0.4166,False,top-3 avg score 0.4166 < final_threshold 0.7
DatatypeProperty,has release date,is Proprietary,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5139; levenshtein=0.2143; semantic=0.5040; sequence_match=0.1481,False,0.4107,False,top-3 avg score 0.4107 < final_threshold 0.7
DatatypeProperty,has release date,is Open Source,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4579; levenshtein=0.2857; semantic=0.4813; sequence_match=0.2308,False,0.4083,False,top-3 avg score 0.4083 < final_threshold 0.7
DatatypeProperty,has download location,is Open,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5526; levenshtein=0.1579; semantic=0.4308; sequence_match=0.2400,False,0.4078,False,top-3 avg score 0.4078 < final_threshold 0.7
DatatypeProperty,has website homepage,provides XML Editing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4974; levenshtein=0.0556; semantic=0.4482; sequence_match=0.2778,False,0.4078,False,top-3 avg score 0.4078 < final_threshold 0.7
DatatypeProperty,has release date,provides XML Editing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5344; levenshtein=0.2222; semantic=0.3718; sequence_match=0.3125,False,0.4062,False,top-3 avg score 0.4062 < final_threshold 0.7
DatatypeProperty,has support URL,is Free,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4957; levenshtein=0.1538; semantic=0.5001; sequence_match=0.2105,False,0.4021,False,top-3 avg score 0.4021 < final_threshold 0.7
