prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,operand,has operand,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8048; levenshtein=0.7000; semantic=0.9169; sequence_match=0.8235,False,0.8484,True,selected
ObjectProperty,permission,has party,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4472; levenshtein=0.0000; semantic=0.5446; sequence_match=0.2222,False,0.4047,False,top-3 avg score 0.4047 < final_threshold 0.7
ObjectProperty,hasPolicy,activates rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4587; levenshtein=0.0769; semantic=0.4817; sequence_match=0.2727,False,0.4044,False,top-3 avg score 0.4044 < final_threshold 0.7
ObjectProperty,conflict,has element,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4833; levenshtein=0.2000; semantic=0.5056; sequence_match=0.2222,False,0.4037,False,top-3 avg score 0.4037 < final_threshold 0.7
ObjectProperty,leftOperand,contains element,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4626; levenshtein=0.2000; semantic=0.5154; sequence_match=0.2308,False,0.4029,False,top-3 avg score 0.4029 < final_threshold 0.7
ObjectProperty,function,triggers on failure of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4035; levenshtein=0.1579; semantic=0.5074; sequence_match=0.2963,False,0.4024,False,top-3 avg score 0.4024 < final_threshold 0.7
ObjectProperty,constraint,has role,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4651; levenshtein=0.2000; semantic=0.5420; sequence_match=0.1176,False,0.4024,False,top-3 avg score 0.4024 < final_threshold 0.7
ObjectProperty,consequence,triggers on failure of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5093; levenshtein=0.1579; semantic=0.4969; sequence_match=0.2000,False,0.4021,False,top-3 avg score 0.4021 < final_threshold 0.7
ObjectProperty,constraint,specifies remedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3889; levenshtein=0.1333; semantic=0.5773; sequence_match=0.2400,False,0.4021,False,top-3 avg score 0.4021 < final_threshold 0.7
ObjectProperty,andSequence,activates rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5464; levenshtein=0.2308; semantic=0.4085; sequence_match=0.2500,False,0.4016,False,top-3 avg score 0.4016 < final_threshold 0.7
ObjectProperty,consequence,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5010; levenshtein=0.2414; semantic=0.4525; sequence_match=0.2500,False,0.4012,False,top-3 avg score 0.4012 < final_threshold 0.7
ObjectProperty,remedy,has conflict resolution strategy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4674; levenshtein=0.1379; semantic=0.5062; sequence_match=0.2286,False,0.4007,False,top-3 avg score 0.4007 < final_threshold 0.7
ObjectProperty,implies,triggers on failure of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5107; levenshtein=0.1579; semantic=0.4601; sequence_match=0.2308,False,0.4005,False,top-3 avg score 0.4005 < final_threshold 0.7
ObjectProperty,permission,has role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4651; levenshtein=0.1000; semantic=0.6173; sequence_match=0.1176,False,0.4,False,top-3 avg score 0.4000 < final_threshold 0.7
ObjectProperty,partOf,has asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.1250; semantic=0.4767; sequence_match=0.2857,False,0.3977,False,top-3 avg score 0.3977 < final_threshold 0.7
ObjectProperty,remedy,has party,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.1250; semantic=0.4737; sequence_match=0.2857,False,0.3967,False,top-3 avg score 0.3967 < final_threshold 0.7
ObjectProperty,or,applies to constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5175; levenshtein=0.1053; semantic=0.4819; sequence_match=0.1905,False,0.3966,False,top-3 avg score 0.3966 < final_threshold 0.7
ObjectProperty,leftOperand,triggers on failure of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5254; levenshtein=0.1579; semantic=0.3976; sequence_match=0.2667,False,0.3965,False,top-3 avg score 0.3965 < final_threshold 0.7
ObjectProperty,operand,triggers on failure of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5258; levenshtein=0.1579; semantic=0.4325; sequence_match=0.2308,False,0.3964,False,top-3 avg score 0.3964 < final_threshold 0.7
ObjectProperty,andSequence,is rule,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4798; levenshtein=0.2727; semantic=0.4305; sequence_match=0.2353,False,0.3943,False,top-3 avg score 0.3943 < final_threshold 0.7
ObjectProperty,partOf,has element,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4222; levenshtein=0.1000; semantic=0.5088; sequence_match=0.2500,False,0.3937,False,top-3 avg score 0.3937 < final_threshold 0.7
ObjectProperty,prohibition,triggers on failure of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5254; levenshtein=0.2105; semantic=0.3884; sequence_match=0.2667,False,0.3935,False,top-3 avg score 0.3935 < final_threshold 0.7
ObjectProperty,obligation,contains element,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5444; levenshtein=0.2000; semantic=0.4348; sequence_match=0.1600,False,0.3931,False,top-3 avg score 0.3931 < final_threshold 0.7
ObjectProperty,failure,has operand,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4651; levenshtein=0.2000; semantic=0.4781; sequence_match=0.2353,False,0.3928,False,top-3 avg score 0.3928 < final_threshold 0.7
ObjectProperty,scope,activates rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5179; levenshtein=0.1538; semantic=0.4373; sequence_match=0.2222,False,0.3925,False,top-3 avg score 0.3925 < final_threshold 0.7
ObjectProperty,Only One,has operand,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4651; levenshtein=0.2000; semantic=0.4763; sequence_match=0.2353,False,0.3922,False,top-3 avg score 0.3922 < final_threshold 0.7
ObjectProperty,prohibition,specifies remedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4909; levenshtein=0.1333; semantic=0.5290; sequence_match=0.1538,False,0.3913,False,top-3 avg score 0.3913 < final_threshold 0.7
ObjectProperty,obligation,specifies remedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4444; levenshtein=0.0667; semantic=0.5686; sequence_match=0.1600,False,0.391,False,top-3 avg score 0.3910 < final_threshold 0.7
ObjectProperty,or,triggers on failure of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5351; levenshtein=0.1053; semantic=0.4473; sequence_match=0.1905,False,0.3909,False,top-3 avg score 0.3909 < final_threshold 0.7
ObjectProperty,leftOperand,constrains requirement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4993; levenshtein=0.1905; semantic=0.4212; sequence_match=0.2500,False,0.3902,False,top-3 avg score 0.3902 < final_threshold 0.7
ObjectProperty,and,has role,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4921; levenshtein=0.1429; semantic=0.4782; sequence_match=0.2000,False,0.3901,False,top-3 avg score 0.3901 < final_threshold 0.7
ObjectProperty,obligation,has party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4833; levenshtein=0.1000; semantic=0.4622; sequence_match=0.2222,False,0.3892,False,top-3 avg score 0.3892 < final_threshold 0.7
ObjectProperty,conflict,has operand,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4083; levenshtein=0.1000; semantic=0.5368; sequence_match=0.2222,False,0.3891,False,top-3 avg score 0.3891 < final_threshold 0.7
ObjectProperty,leftOperand,has role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.1818; semantic=0.4887; sequence_match=0.2222,False,0.389,False,top-3 avg score 0.3890 < final_threshold 0.7
ObjectProperty,relation,activates rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5353; levenshtein=0.1538; semantic=0.4379; sequence_match=0.1905,False,0.3879,False,top-3 avg score 0.3879 < final_threshold 0.7
ObjectProperty,leftOperand,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5010; levenshtein=0.2069; semantic=0.3604; sequence_match=0.3000,False,0.3871,False,top-3 avg score 0.3871 < final_threshold 0.7
ObjectProperty,assignee,triggers on failure of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4961; levenshtein=0.1579; semantic=0.3689; sequence_match=0.2963,False,0.3871,False,top-3 avg score 0.3871 < final_threshold 0.7
ObjectProperty,partOf,specifies remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4889; levenshtein=0.1333; semantic=0.4802; sequence_match=0.1905,False,0.3865,False,top-3 avg score 0.3865 < final_threshold 0.7
ObjectProperty,function,has operand,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4833; levenshtein=0.1000; semantic=0.5613; sequence_match=0.1111,False,0.3852,False,top-3 avg score 0.3852 < final_threshold 0.7
ObjectProperty,function,has role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4226; levenshtein=0.0000; semantic=0.5996; sequence_match=0.1333,False,0.3852,False,top-3 avg score 0.3852 < final_threshold 0.7
ObjectProperty,Only One,applies to constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5258; levenshtein=0.1579; semantic=0.3988; sequence_match=0.2308,False,0.3851,False,top-3 avg score 0.3851 < final_threshold 0.7
ObjectProperty,scope,triggers on failure of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4749; levenshtein=0.1053; semantic=0.4293; sequence_match=0.2500,False,0.3847,False,top-3 avg score 0.3847 < final_threshold 0.7
ObjectProperty,andSequence,applies to constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4392; levenshtein=0.1579; semantic=0.4480; sequence_match=0.2667,False,0.3846,False,top-3 avg score 0.3846 < final_threshold 0.7
ObjectProperty,hasPolicy,constrains requirement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4646; levenshtein=0.1429; semantic=0.4892; sequence_match=0.2000,False,0.3846,False,top-3 avg score 0.3846 < final_threshold 0.7
ObjectProperty,prohibition,has asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4773; levenshtein=0.0909; semantic=0.4656; sequence_match=0.2105,False,0.3845,False,top-3 avg score 0.3845 < final_threshold 0.7
ObjectProperty,prohibition,has role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.0909; semantic=0.4734; sequence_match=0.2222,False,0.3839,False,top-3 avg score 0.3839 < final_threshold 0.7
ObjectProperty,partOf,contains element,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4556; levenshtein=0.0667; semantic=0.5051; sequence_match=0.1905,False,0.3837,False,top-3 avg score 0.3837 < final_threshold 0.7
ObjectProperty,function,has element,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4083; levenshtein=0.1000; semantic=0.5205; sequence_match=0.2222,False,0.3837,False,top-3 avg score 0.3837 < final_threshold 0.7
ObjectProperty,implies,constrains requirement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4127; levenshtein=0.1429; semantic=0.5235; sequence_match=0.2143,False,0.3835,False,top-3 avg score 0.3835 < final_threshold 0.7
ObjectProperty,partOf,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5352; levenshtein=0.1379; semantic=0.3850; sequence_match=0.2286,False,0.3829,False,top-3 avg score 0.3829 < final_threshold 0.7
ObjectProperty,duty,has party,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.2500; semantic=0.5647; sequence_match=0.3333,False,0.3827,False,top-3 avg score 0.3827 < final_threshold 0.7
ObjectProperty,and,has party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4861; levenshtein=0.1250; semantic=0.4781; sequence_match=0.1818,False,0.382,False,top-3 avg score 0.3820 < final_threshold 0.7
ObjectProperty,remedy,has operand,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4222; levenshtein=0.1000; semantic=0.4719; sequence_match=0.2500,False,0.3814,False,top-3 avg score 0.3814 < final_threshold 0.7
ObjectProperty,consequence,has operand,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5045; levenshtein=0.0909; semantic=0.4455; sequence_match=0.1905,False,0.3802,False,top-3 avg score 0.3802 < final_threshold 0.7
ObjectProperty,consequence,has role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.1818; semantic=0.4622; sequence_match=0.2222,False,0.3801,False,top-3 avg score 0.3801 < final_threshold 0.7
ObjectProperty,function,relates to prohibition,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3972; levenshtein=0.2000; semantic=0.4552; sequence_match=0.2857,False,0.3794,False,top-3 avg score 0.3794 < final_threshold 0.7
ObjectProperty,assigner,relates to prohibition,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4000; levenshtein=0.1500; semantic=0.4487; sequence_match=0.2857,False,0.3781,False,top-3 avg score 0.3781 < final_threshold 0.7
ObjectProperty,inheritFrom,activates rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3904; levenshtein=0.1538; semantic=0.4939; sequence_match=0.2500,False,0.3781,False,top-3 avg score 0.3781 < final_threshold 0.7
ObjectProperty,inheritFrom,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5614; levenshtein=0.1379; semantic=0.4197; sequence_match=0.1500,False,0.377,False,top-3 avg score 0.3770 < final_threshold 0.7
ObjectProperty,remedy,contains element,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4111; levenshtein=0.2000; semantic=0.4340; sequence_match=0.2857,False,0.3769,False,top-3 avg score 0.3769 < final_threshold 0.7
ObjectProperty,andSequence,has party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4773; levenshtein=0.0909; semantic=0.4389; sequence_match=0.2105,False,0.3756,False,top-3 avg score 0.3756 < final_threshold 0.7
ObjectProperty,or,contains element,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5222; levenshtein=0.0667; semantic=0.4855; sequence_match=0.1176,False,0.3751,False,top-3 avg score 0.3751 < final_threshold 0.7
ObjectProperty,operand,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4956; levenshtein=0.1379; semantic=0.4070; sequence_match=0.2222,False,0.3749,False,top-3 avg score 0.3749 < final_threshold 0.7
ObjectProperty,and,has asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4861; levenshtein=0.1250; semantic=0.4558; sequence_match=0.1818,False,0.3746,False,top-3 avg score 0.3746 < final_threshold 0.7
ObjectProperty,obligation,has element,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4333; levenshtein=0.0000; semantic=0.4901; sequence_match=0.2000,False,0.3745,False,top-3 avg score 0.3745 < final_threshold 0.7
ObjectProperty,permission,activates rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4513; levenshtein=0.0769; semantic=0.4971; sequence_match=0.1739,False,0.3741,False,top-3 avg score 0.3741 < final_threshold 0.7
ObjectProperty,conflict,is rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.1250; semantic=0.5457; sequence_match=0.1429,False,0.3731,False,top-3 avg score 0.3731 < final_threshold 0.7
ObjectProperty,consequence,has asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4773; levenshtein=0.1818; semantic=0.4285; sequence_match=0.2105,False,0.3721,False,top-3 avg score 0.3721 < final_threshold 0.7
ObjectProperty,prohibition,constrains requirement,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4437; levenshtein=0.1429; semantic=0.5268; sequence_match=0.1250,False,0.3711,False,top-3 avg score 0.3711 < final_threshold 0.7
ObjectProperty,duty,constrains requirement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4325; levenshtein=0.0476; semantic=0.5196; sequence_match=0.1600,False,0.3707,False,top-3 avg score 0.3707 < final_threshold 0.7
ObjectProperty,target,specifies remedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4111; levenshtein=0.1333; semantic=0.5083; sequence_match=0.1905,False,0.37,False,top-3 avg score 0.3700 < final_threshold 0.7
ObjectProperty,andSequence,specifies remedy,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5293; levenshtein=0.1333; semantic=0.4438; sequence_match=0.0769,False,0.3688,False,top-3 avg score 0.3688 < final_threshold 0.7
ObjectProperty,function,is rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.0000; semantic=0.5328; sequence_match=0.1429,False,0.3688,False,top-3 avg score 0.3688 < final_threshold 0.7
ObjectProperty,operand,is rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4365; levenshtein=0.1429; semantic=0.5119; sequence_match=0.1538,False,0.3674,False,top-3 avg score 0.3674 < final_threshold 0.7
ObjectProperty,duty,relates to prohibition,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4333; levenshtein=0.0500; semantic=0.5848; sequence_match=0.0833,False,0.3671,False,top-3 avg score 0.3671 < final_threshold 0.7
ObjectProperty,leftOperand,activates rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4738; levenshtein=0.1538; semantic=0.4604; sequence_match=0.1667,False,0.3669,False,top-3 avg score 0.3669 < final_threshold 0.7
ObjectProperty,Only One,has element,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4651; levenshtein=0.2000; semantic=0.4354; sequence_match=0.1176,False,0.3668,False,top-3 avg score 0.3668 < final_threshold 0.7
ObjectProperty,relation,specifies remedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4611; levenshtein=0.1333; semantic=0.4636; sequence_match=0.1739,False,0.3662,False,top-3 avg score 0.3662 < final_threshold 0.7
ObjectProperty,implies,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4865; levenshtein=0.1379; semantic=0.3883; sequence_match=0.2222,False,0.3657,False,top-3 avg score 0.3657 < final_threshold 0.7
ObjectProperty,function,has party,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4167; levenshtein=0.0000; semantic=0.5552; sequence_match=0.1250,False,0.3656,False,top-3 avg score 0.3656 < final_threshold 0.7
ObjectProperty,failure,applies to constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5107; levenshtein=0.1053; semantic=0.4309; sequence_match=0.1538,False,0.3651,False,top-3 avg score 0.3651 < final_threshold 0.7
ObjectProperty,andSequence,triggers on failure of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5059; levenshtein=0.1579; semantic=0.4305; sequence_match=0.1333,False,0.3648,False,top-3 avg score 0.3648 < final_threshold 0.7
ObjectProperty,operand,has asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4226; levenshtein=0.0000; semantic=0.5359; sequence_match=0.1333,False,0.3639,False,top-3 avg score 0.3639 < final_threshold 0.7
ObjectProperty,obligation,activates rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3991; levenshtein=0.2308; semantic=0.4287; sequence_match=0.2609,False,0.3629,False,top-3 avg score 0.3629 < final_threshold 0.7
ObjectProperty,and,contains element,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4333; levenshtein=0.1333; semantic=0.4307; sequence_match=0.2222,False,0.3621,False,top-3 avg score 0.3621 < final_threshold 0.7
ObjectProperty,inheritRelation,specifies remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4222; levenshtein=0.1333; semantic=0.3951; sequence_match=0.2667,False,0.3613,False,top-3 avg score 0.3613 < final_threshold 0.7
ObjectProperty,permission,contains element,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3889; levenshtein=0.2000; semantic=0.4949; sequence_match=0.1600,False,0.3613,False,top-3 avg score 0.3613 < final_threshold 0.7
ObjectProperty,function,specifies remedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4139; levenshtein=0.1333; semantic=0.4940; sequence_match=0.1739,False,0.3606,False,top-3 avg score 0.3606 < final_threshold 0.7
ObjectProperty,duty,has conflict resolution strategy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4282; levenshtein=0.1034; semantic=0.4613; sequence_match=0.1818,False,0.3571,False,top-3 avg score 0.3571 < final_threshold 0.7
ObjectProperty,partOf,constrains requirement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4524; levenshtein=0.0952; semantic=0.3962; sequence_match=0.2222,False,0.3569,False,top-3 avg score 0.3569 < final_threshold 0.7
ObjectProperty,conflict,has party,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4167; levenshtein=0.0000; semantic=0.5288; sequence_match=0.1250,False,0.3568,False,top-3 avg score 0.3568 < final_threshold 0.7
ObjectProperty,duty,activates rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4423; levenshtein=0.0769; semantic=0.5092; sequence_match=0.1176,False,0.3564,False,top-3 avg score 0.3564 < final_threshold 0.7
ObjectProperty,and,relates to prohibition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4611; levenshtein=0.0500; semantic=0.4323; sequence_match=0.1739,False,0.3558,False,top-3 avg score 0.3558 < final_threshold 0.7
ObjectProperty,and,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5785; levenshtein=0.0690; semantic=0.3634; sequence_match=0.1250,False,0.3556,False,top-3 avg score 0.3556 < final_threshold 0.7
ObjectProperty,conflict,activates rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4241; levenshtein=0.0769; semantic=0.4515; sequence_match=0.1905,False,0.3554,False,top-3 avg score 0.3554 < final_threshold 0.7
ObjectProperty,prohibition,contains element,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4601; levenshtein=0.1333; semantic=0.4513; sequence_match=0.1538,False,0.3551,False,top-3 avg score 0.3551 < final_threshold 0.7
ObjectProperty,prohibition,has element,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4131; levenshtein=0.0000; semantic=0.4596; sequence_match=0.1905,False,0.3544,False,top-3 avg score 0.3544 < final_threshold 0.7
ObjectProperty,duty,applies to constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4342; levenshtein=0.0526; semantic=0.5375; sequence_match=0.0870,False,0.3529,False,top-3 avg score 0.3529 < final_threshold 0.7
ObjectProperty,partOf,is rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4444; levenshtein=0.1667; semantic=0.4472; sequence_match=0.1667,False,0.3528,False,top-3 avg score 0.3528 < final_threshold 0.7
ObjectProperty,conflict,has asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4167; levenshtein=0.1250; semantic=0.5164; sequence_match=0.1250,False,0.3527,False,top-3 avg score 0.3527 < final_threshold 0.7
ObjectProperty,and,applies to constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4620; levenshtein=0.1053; semantic=0.4133; sequence_match=0.1818,False,0.3524,False,top-3 avg score 0.3524 < final_threshold 0.7
ObjectProperty,conflict,relates to prohibition,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4000; levenshtein=0.1500; semantic=0.5008; sequence_match=0.1429,False,0.3503,False,top-3 avg score 0.3503 < final_threshold 0.7
ObjectProperty,Only One,relates to prohibition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5071; levenshtein=0.1000; semantic=0.3920; sequence_match=0.1481,False,0.3491,False,top-3 avg score 0.3491 < final_threshold 0.7
ObjectProperty,partOf,activates rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4957; levenshtein=0.1538; semantic=0.3404; sequence_match=0.2105,False,0.3489,False,top-3 avg score 0.3489 < final_threshold 0.7
ObjectProperty,andSequence,has conflict resolution strategy,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4831; levenshtein=0.2069; semantic=0.3539; sequence_match=0.2000,False,0.348,False,top-3 avg score 0.3480 < final_threshold 0.7
ObjectProperty,prohibition,is rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3384; levenshtein=0.0909; semantic=0.5867; sequence_match=0.1176,False,0.3476,False,top-3 avg score 0.3476 < final_threshold 0.7
ObjectProperty,remedy,triggers on failure of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4795; levenshtein=0.1579; semantic=0.4017; sequence_match=0.1600,False,0.3471,False,top-3 avg score 0.3471 < final_threshold 0.7
ObjectProperty,implies,has party,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4226; levenshtein=0.1250; semantic=0.4782; sequence_match=0.1333,False,0.3447,False,top-3 avg score 0.3447 < final_threshold 0.7
ObjectProperty,remedy,has asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.0000; semantic=0.4536; sequence_match=0.1429,False,0.3423,False,top-3 avg score 0.3423 < final_threshold 0.7
ObjectProperty,Only One,triggers on failure of,jaro_winkler+sequence_match+semantic,jaro_winkler=0.4177; levenshtein=0.1579; semantic=0.3014; sequence_match=0.3077,False,0.3423,False,top-3 avg score 0.3423 < final_threshold 0.7
ObjectProperty,operator,is rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3611; levenshtein=0.1250; semantic=0.5227; sequence_match=0.1429,False,0.3422,False,top-3 avg score 0.3422 < final_threshold 0.7
ObjectProperty,function,has asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4167; levenshtein=0.0000; semantic=0.4815; sequence_match=0.1250,False,0.3411,False,top-3 avg score 0.3411 < final_threshold 0.7
ObjectProperty,duty,contains element,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4389; levenshtein=0.0667; semantic=0.4717; sequence_match=0.1053,False,0.3386,False,top-3 avg score 0.3386 < final_threshold 0.7
ObjectProperty,leftOperand,has asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3106; levenshtein=0.0909; semantic=0.4912; sequence_match=0.2105,False,0.3375,False,top-3 avg score 0.3375 < final_threshold 0.7
ObjectProperty,and,activates rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4701; levenshtein=0.0769; semantic=0.4153; sequence_match=0.1250,False,0.3368,False,top-3 avg score 0.3368 < final_threshold 0.7
ObjectProperty,remedy,activates rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4145; levenshtein=0.0769; semantic=0.3850; sequence_match=0.2105,False,0.3367,False,top-3 avg score 0.3367 < final_threshold 0.7
ObjectProperty,Only One,has asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4226; levenshtein=0.1250; semantic=0.4535; sequence_match=0.1333,False,0.3365,False,top-3 avg score 0.3365 < final_threshold 0.7
ObjectProperty,failure,relates to prohibition,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4238; levenshtein=0.1000; semantic=0.4373; sequence_match=0.1481,False,0.3364,False,top-3 avg score 0.3364 < final_threshold 0.7
ObjectProperty,and,constrains requirement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4206; levenshtein=0.0952; semantic=0.4188; sequence_match=0.1667,False,0.3354,False,top-3 avg score 0.3354 < final_threshold 0.7
ObjectProperty,obligation,is rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3444; levenshtein=0.1000; semantic=0.5314; sequence_match=0.1250,False,0.3336,False,top-3 avg score 0.3336 < final_threshold 0.7
ObjectProperty,Only One,activates rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4066; levenshtein=0.0769; semantic=0.3847; sequence_match=0.2000,False,0.3304,False,top-3 avg score 0.3304 < final_threshold 0.7
ObjectProperty,andSequence,relates to prohibition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4379; levenshtein=0.1000; semantic=0.4211; sequence_match=0.1290,False,0.3293,False,top-3 avg score 0.3293 < final_threshold 0.7
ObjectProperty,consequence,relates to prohibition,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3545; levenshtein=0.0500; semantic=0.4900; sequence_match=0.1290,False,0.3245,False,top-3 avg score 0.3245 < final_threshold 0.7
ObjectProperty,operand,activates rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3132; levenshtein=0.1538; semantic=0.4595; sequence_match=0.2000,False,0.3242,False,top-3 avg score 0.3242 < final_threshold 0.7
