prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has billing period,Has Billing Date Period,semantic+jaro_winkler+sequence_match,jaro_winkler=0.9350; levenshtein=0.8000; semantic=0.9399; sequence_match=0.8889,False,0.9213,True,selected
DatatypeProperty,operates at radio frequency,End Date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5075; levenshtein=0.1667; semantic=0.3397; sequence_match=0.2581,False,0.3684,False,top-3 avg score 0.3684 < final_threshold 0.7
DatatypeProperty,has manufacturer,Billing Date,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4601; levenshtein=0.2667; semantic=0.3764; sequence_match=0.2308,False,0.3677,False,top-3 avg score 0.3677 < final_threshold 0.7
DatatypeProperty,has firmware version,End Date,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4656; levenshtein=0.1111; semantic=0.4773; sequence_match=0.1600,False,0.3676,False,top-3 avg score 0.3676 < final_threshold 0.7
DatatypeProperty,has version,Billing Date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4606; levenshtein=0.0000; semantic=0.4453; sequence_match=0.1905,False,0.3655,False,top-3 avg score 0.3655 < final_threshold 0.7
DatatypeProperty,requires power,Model,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4256; levenshtein=0.1538; semantic=0.5157; sequence_match=0.1111,False,0.3651,False,top-3 avg score 0.3651 < final_threshold 0.7
DatatypeProperty,has hardware version,Billing Period End Date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4481; levenshtein=0.1000; semantic=0.3691; sequence_match=0.2632,False,0.3601,False,top-3 avg score 0.3601 < final_threshold 0.7
DatatypeProperty,has start timestamp,Firmware Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4176; levenshtein=0.1765; semantic=0.4694; sequence_match=0.1875,False,0.3582,False,top-3 avg score 0.3582 < final_threshold 0.7
DatatypeProperty,has timestamp,Radio Frequency Level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4693; levenshtein=0.1053; semantic=0.4054; sequence_match=0.1935,False,0.3561,False,top-3 avg score 0.3561 < final_threshold 0.7
DatatypeProperty,has manufacturer,Radio Frequency Level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4688; levenshtein=0.2105; semantic=0.3623; sequence_match=0.2353,False,0.3555,False,top-3 avg score 0.3555 < final_threshold 0.7
DatatypeProperty,has timestamp,Billing Period End Date,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4278; levenshtein=0.1500; semantic=0.4508; sequence_match=0.1875,False,0.3554,False,top-3 avg score 0.3554 < final_threshold 0.7
DatatypeProperty,has start timestamp,Billing Period End Date,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4399; levenshtein=0.1500; semantic=0.4618; sequence_match=0.1622,False,0.3546,False,top-3 avg score 0.3546 < final_threshold 0.7
DatatypeProperty,has manufacturer,Period Start Date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5444; levenshtein=0.1333; semantic=0.3783; sequence_match=0.1333,False,0.352,False,top-3 avg score 0.3520 < final_threshold 0.7
DatatypeProperty,requires power,Billing Date,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4452; levenshtein=0.1538; semantic=0.4549; sequence_match=0.0833,False,0.3513,False,top-3 avg score 0.3513 < final_threshold 0.7
DatatypeProperty,has model,Billing Date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4381; levenshtein=0.0909; semantic=0.4026; sequence_match=0.2105,False,0.3504,False,top-3 avg score 0.3504 < final_threshold 0.7
DatatypeProperty,has version,End Date,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3286; levenshtein=0.0000; semantic=0.4742; sequence_match=0.2353,False,0.346,False,top-3 avg score 0.3460 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,Model,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4639; levenshtein=0.0833; semantic=0.4253; sequence_match=0.1379,False,0.3424,False,top-3 avg score 0.3424 < final_threshold 0.7
DatatypeProperty,has firmware version,Billing Date,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3687; levenshtein=0.1667; semantic=0.4904; sequence_match=0.1379,False,0.3419,False,top-3 avg score 0.3419 < final_threshold 0.7
DatatypeProperty,has hardware version,End Date,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4206; levenshtein=0.1667; semantic=0.4112; sequence_match=0.1600,False,0.3328,False,top-3 avg score 0.3328 < final_threshold 0.7
DatatypeProperty,has manufacturer,Temporal Setting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4222; levenshtein=0.0667; semantic=0.3686; sequence_match=0.2000,False,0.3303,False,top-3 avg score 0.3303 < final_threshold 0.7
DatatypeProperty,has timestamp,Power,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4278; levenshtein=0.0833; semantic=0.4400; sequence_match=0.1176,False,0.3285,False,top-3 avg score 0.3285 < final_threshold 0.7
DatatypeProperty,has manufacturer,Period End Date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4415; levenshtein=0.1333; semantic=0.3997; sequence_match=0.1429,False,0.328,False,top-3 avg score 0.3280 < final_threshold 0.7
DatatypeProperty,has manufacturer,Geolocation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3768; levenshtein=0.1333; semantic=0.4454; sequence_match=0.1538,False,0.3254,False,top-3 avg score 0.3254 < final_threshold 0.7
DatatypeProperty,has model,Billing Period End Date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4000; levenshtein=0.1500; semantic=0.3561; sequence_match=0.2143,False,0.3235,False,top-3 avg score 0.3235 < final_threshold 0.7
DatatypeProperty,has start timestamp,Radio Frequency Level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.3986; levenshtein=0.1053; semantic=0.3933; sequence_match=0.1667,False,0.3195,False,top-3 avg score 0.3195 < final_threshold 0.7
DatatypeProperty,has hardware version,Billing Date,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3687; levenshtein=0.1111; semantic=0.4297; sequence_match=0.1379,False,0.3121,False,top-3 avg score 0.3121 < final_threshold 0.7
DatatypeProperty,has manufacturer,Billing Period Start Date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4465; levenshtein=0.1364; semantic=0.3269; sequence_match=0.1622,False,0.3118,False,top-3 avg score 0.3118 < final_threshold 0.7
DatatypeProperty,has start timestamp,Power,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4196; levenshtein=0.0588; semantic=0.4204; sequence_match=0.0909,False,0.3103,False,top-3 avg score 0.3103 < final_threshold 0.7
DatatypeProperty,has manufacturer,Billing Period End Date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.3944; levenshtein=0.1000; semantic=0.3612; sequence_match=0.1714,False,0.309,False,top-3 avg score 0.3090 < final_threshold 0.7
DatatypeProperty,has model,Billing Period Start Date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.3939; levenshtein=0.0909; semantic=0.3224; sequence_match=0.2000,False,0.3054,False,top-3 avg score 0.3054 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,Billing Date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4210; levenshtein=0.1250; semantic=0.3138; sequence_match=0.1714,False,0.3021,False,top-3 avg score 0.3021 < final_threshold 0.7
DatatypeProperty,has manufacturer,Power,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1333; semantic=0.5078; sequence_match=0.2000,False,0.2804,False,top-3 avg score 0.2804 < final_threshold 0.7
DatatypeProperty,has start timestamp,Model,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0588; semantic=0.4812; sequence_match=0.1818,False,0.2406,False,top-3 avg score 0.2406 < final_threshold 0.7
DatatypeProperty,has fabrication number,Model,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1000; semantic=0.4587; sequence_match=0.1600,False,0.2396,False,top-3 avg score 0.2396 < final_threshold 0.7
