prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has item,has item,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has playing area,has playing area,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,plays game,plays game,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has achievement,has achievement type,jaro_winkler+sequence_match+semantic,jaro_winkler=0.9556; levenshtein=0.7778; semantic=0.7933; sequence_match=0.8750,False,0.8746,True,selected
ObjectProperty,is character in session,is made by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5667; levenshtein=0.2000; semantic=0.3734; sequence_match=0.2857,False,0.4086,False,top-3 avg score 0.4086 < final_threshold 0.7
ObjectProperty,has playing area,is used in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5298; levenshtein=0.2143; semantic=0.4225; sequence_match=0.2727,False,0.4083,False,top-3 avg score 0.4083 < final_threshold 0.7
ObjectProperty,plays game,uses item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1111; semantic=0.5313; sequence_match=0.2353,False,0.4083,False,top-3 avg score 0.4083 < final_threshold 0.7
ObjectProperty,owns character,is made by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4679; levenshtein=0.1538; semantic=0.4678; sequence_match=0.2857,False,0.4072,False,top-3 avg score 0.4072 < final_threshold 0.7
ObjectProperty,involves character,uses item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4060; levenshtein=0.2353; semantic=0.4947; sequence_match=0.3200,False,0.4069,False,top-3 avg score 0.4069 < final_threshold 0.7
ObjectProperty,is character in session,uses item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4917; levenshtein=0.2000; semantic=0.4423; sequence_match=0.2857,False,0.4066,False,top-3 avg score 0.4066 < final_threshold 0.7
ObjectProperty,has leaderboard,uses item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5298; levenshtein=0.1429; semantic=0.4171; sequence_match=0.2727,False,0.4065,False,top-3 avg score 0.4065 < final_threshold 0.7
ObjectProperty,is leaderboard in game,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5107; levenshtein=0.1579; semantic=0.4772; sequence_match=0.2308,False,0.4062,False,top-3 avg score 0.4062 < final_threshold 0.7
ObjectProperty,is player in session,uses item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5064; levenshtein=0.2353; semantic=0.3902; sequence_match=0.3200,False,0.4055,False,top-3 avg score 0.4055 < final_threshold 0.7
ObjectProperty,has game genre,is made by,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.4384; sequence_match=0.2000,False,0.4054,False,top-3 avg score 0.4054 < final_threshold 0.7
ObjectProperty,has item,is played by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5738; levenshtein=0.1000; semantic=0.4066; sequence_match=0.2353,False,0.4052,False,top-3 avg score 0.4052 < final_threshold 0.7
ObjectProperty,owns achievement,is made by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5250; levenshtein=0.1333; semantic=0.4285; sequence_match=0.2609,False,0.4048,False,top-3 avg score 0.4048 < final_threshold 0.7
ObjectProperty,is character in session,is type for,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5352; levenshtein=0.2500; semantic=0.4287; sequence_match=0.2069,False,0.4046,False,top-3 avg score 0.4046 < final_threshold 0.7
ObjectProperty,involves player,is made by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.2143; semantic=0.4283; sequence_match=0.2727,False,0.4043,False,top-3 avg score 0.4043 < final_threshold 0.7
ObjectProperty,is achievement in game,uses item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5219; levenshtein=0.2105; semantic=0.4688; sequence_match=0.2222,False,0.4043,False,top-3 avg score 0.4043 < final_threshold 0.7
ObjectProperty,owns achievement,is played by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.1333; semantic=0.4688; sequence_match=0.2400,False,0.4029,False,top-3 avg score 0.4029 < final_threshold 0.7
ObjectProperty,is character in game,uses item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4118; levenshtein=0.2353; semantic=0.4766; sequence_match=0.3200,False,0.4028,False,top-3 avg score 0.4028 < final_threshold 0.7
ObjectProperty,is achievement in game,has genre of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5275; levenshtein=0.1579; semantic=0.4043; sequence_match=0.2759,False,0.4025,False,top-3 avg score 0.4025 < final_threshold 0.7
ObjectProperty,has item,is owned by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4762; levenshtein=0.1111; semantic=0.4814; sequence_match=0.2500,False,0.4025,False,top-3 avg score 0.4025 < final_threshold 0.7
ObjectProperty,is session in game,is played by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.1333; semantic=0.4668; sequence_match=0.2400,False,0.4023,False,top-3 avg score 0.4023 < final_threshold 0.7
ObjectProperty,owns item,game has achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4074; levenshtein=0.2222; semantic=0.4909; sequence_match=0.3077,False,0.402,False,top-3 avg score 0.4020 < final_threshold 0.7
ObjectProperty,has leaderboard,is used in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5298; levenshtein=0.1429; semantic=0.4029; sequence_match=0.2727,False,0.4018,False,top-3 avg score 0.4018 < final_threshold 0.7
ObjectProperty,is session in game,is owned by,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5630; levenshtein=0.2667; semantic=0.3757; sequence_match=0.2500,False,0.4018,False,top-3 avg score 0.4018 < final_threshold 0.7
ObjectProperty,involves player,is achievement of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4968; levenshtein=0.1333; semantic=0.4295; sequence_match=0.2759,False,0.4007,False,top-3 avg score 0.4007 < final_threshold 0.7
ObjectProperty,has playing area,uses item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5298; levenshtein=0.2143; semantic=0.3973; sequence_match=0.2727,False,0.3999,False,top-3 avg score 0.3999 < final_threshold 0.7
ObjectProperty,owns item,has genre,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.0000; semantic=0.4769; sequence_match=0.2500,False,0.3997,False,top-3 avg score 0.3997 < final_threshold 0.7
ObjectProperty,is friend with player,game has achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4497; levenshtein=0.0556; semantic=0.4690; sequence_match=0.2778,False,0.3988,False,top-3 avg score 0.3988 < final_threshold 0.7
ObjectProperty,is event associated to player,is type for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5185; levenshtein=0.2400; semantic=0.3814; sequence_match=0.2941,False,0.398,False,top-3 avg score 0.3980 < final_threshold 0.7
ObjectProperty,is character in game,is type for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5499; levenshtein=0.1765; semantic=0.4124; sequence_match=0.2308,False,0.3977,False,top-3 avg score 0.3977 < final_threshold 0.7
ObjectProperty,has leaderboard,is area in,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5274; levenshtein=0.2857; semantic=0.3787; sequence_match=0.2727,False,0.3973,False,top-3 avg score 0.3973 < final_threshold 0.7
ObjectProperty,is character in game,has genre of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4843; levenshtein=0.2353; semantic=0.4098; sequence_match=0.2963,False,0.3968,False,top-3 avg score 0.3968 < final_threshold 0.7
ObjectProperty,lives in,has genre of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4651; levenshtein=0.1000; semantic=0.4892; sequence_match=0.2353,False,0.3965,False,top-3 avg score 0.3965 < final_threshold 0.7
ObjectProperty,is player in session,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5189; levenshtein=0.1765; semantic=0.4188; sequence_match=0.2500,False,0.3959,False,top-3 avg score 0.3959 < final_threshold 0.7
ObjectProperty,is player in session,is owned by,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5499; levenshtein=0.2353; semantic=0.4011; sequence_match=0.2308,False,0.3954,False,top-3 avg score 0.3954 < final_threshold 0.7
ObjectProperty,is character in session,made purchase,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5639; levenshtein=0.1500; semantic=0.3074; sequence_match=0.3125,False,0.3946,False,top-3 avg score 0.3946 < final_threshold 0.7
ObjectProperty,is session in game,has item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4317; levenshtein=0.2000; semantic=0.4785; sequence_match=0.2727,False,0.3943,False,top-3 avg score 0.3943 < final_threshold 0.7
ObjectProperty,is character in session,has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5519; levenshtein=0.2000; semantic=0.3679; sequence_match=0.2632,False,0.3943,False,top-3 avg score 0.3943 < final_threshold 0.7
ObjectProperty,is event associated to player,plays game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4515; levenshtein=0.1600; semantic=0.4370; sequence_match=0.2941,False,0.3942,False,top-3 avg score 0.3942 < final_threshold 0.7
ObjectProperty,lives in,is type for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4762; levenshtein=0.1111; semantic=0.4559; sequence_match=0.2500,False,0.394,False,top-3 avg score 0.3940 < final_threshold 0.7
ObjectProperty,involves player,is used in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.1429; semantic=0.4880; sequence_match=0.1818,False,0.3939,False,top-3 avg score 0.3939 < final_threshold 0.7
ObjectProperty,is leaderboard in game,has genre of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5275; levenshtein=0.1579; semantic=0.3775; sequence_match=0.2759,False,0.3936,False,top-3 avg score 0.3936 < final_threshold 0.7
ObjectProperty,has feature,is used in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4833; levenshtein=0.1000; semantic=0.4747; sequence_match=0.2222,False,0.3934,False,top-3 avg score 0.3934 < final_threshold 0.7
ObjectProperty,has leaderboard,made purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5317; levenshtein=0.2857; semantic=0.3408; sequence_match=0.3077,False,0.3934,False,top-3 avg score 0.3934 < final_threshold 0.7
ObjectProperty,owns achievement,has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4984; levenshtein=0.1333; semantic=0.4698; sequence_match=0.2069,False,0.3917,False,top-3 avg score 0.3917 < final_threshold 0.7
ObjectProperty,involves character,is owned by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5499; levenshtein=0.1765; semantic=0.3925; sequence_match=0.2308,False,0.3911,False,top-3 avg score 0.3911 < final_threshold 0.7
ObjectProperty,is leaderboard in game,is type for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5396; levenshtein=0.2632; semantic=0.3463; sequence_match=0.2857,False,0.3905,False,top-3 avg score 0.3905 < final_threshold 0.7
ObjectProperty,is friend with player,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4907; levenshtein=0.1667; semantic=0.3715; sequence_match=0.3077,False,0.39,False,top-3 avg score 0.3900 < final_threshold 0.7
ObjectProperty,has game genre,uses item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.1667; semantic=0.4386; sequence_match=0.2000,False,0.3888,False,top-3 avg score 0.3888 < final_threshold 0.7
ObjectProperty,has character,is owned by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4630; levenshtein=0.0833; semantic=0.5125; sequence_match=0.1905,False,0.3886,False,top-3 avg score 0.3886 < final_threshold 0.7
ObjectProperty,lives in,is played by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4905; levenshtein=0.2000; semantic=0.4397; sequence_match=0.2353,False,0.3885,False,top-3 avg score 0.3885 < final_threshold 0.7
ObjectProperty,owns item,plays game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1111; semantic=0.4691; sequence_match=0.2353,False,0.3876,False,top-3 avg score 0.3876 < final_threshold 0.7
ObjectProperty,is achievement in game,made purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4942; levenshtein=0.2105; semantic=0.4094; sequence_match=0.2581,False,0.3872,False,top-3 avg score 0.3872 < final_threshold 0.7
ObjectProperty,has playing area,is type for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4934; levenshtein=0.2143; semantic=0.4062; sequence_match=0.2609,False,0.3868,False,top-3 avg score 0.3868 < final_threshold 0.7
ObjectProperty,purchases game offering,is area in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5544; levenshtein=0.2381; semantic=0.3290; sequence_match=0.2759,False,0.3864,False,top-3 avg score 0.3864 < final_threshold 0.7
ObjectProperty,is event associated to player,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5417; levenshtein=0.1600; semantic=0.3739; sequence_match=0.2424,False,0.386,False,top-3 avg score 0.3860 < final_threshold 0.7
ObjectProperty,involves player,has item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4365; levenshtein=0.1429; semantic=0.5271; sequence_match=0.1905,False,0.3847,False,top-3 avg score 0.3847 < final_threshold 0.7
ObjectProperty,has achievement,is made by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.1429; semantic=0.4583; sequence_match=0.1818,False,0.384,False,top-3 avg score 0.3840 < final_threshold 0.7
ObjectProperty,is player in session,made purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5621; levenshtein=0.1765; semantic=0.3135; sequence_match=0.2759,False,0.3838,False,top-3 avg score 0.3838 < final_threshold 0.7
ObjectProperty,is character in game,made purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5222; levenshtein=0.2353; semantic=0.3531; sequence_match=0.2759,False,0.3837,False,top-3 avg score 0.3837 < final_threshold 0.7
ObjectProperty,involves character,is played by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4647; levenshtein=0.1765; semantic=0.4641; sequence_match=0.2222,False,0.3837,False,top-3 avg score 0.3837 < final_threshold 0.7
ObjectProperty,has feature,is achievement of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.1333; semantic=0.4351; sequence_match=0.1600,False,0.3835,False,top-3 avg score 0.3835 < final_threshold 0.7
ObjectProperty,plays game,is made by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4583; levenshtein=0.1111; semantic=0.4553; sequence_match=0.2353,False,0.383,False,top-3 avg score 0.3830 < final_threshold 0.7
ObjectProperty,involves character,is used in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4951; levenshtein=0.1176; semantic=0.4923; sequence_match=0.1600,False,0.3825,False,top-3 avg score 0.3825 < final_threshold 0.7
ObjectProperty,is session in game,is made by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5250; levenshtein=0.1333; semantic=0.3591; sequence_match=0.2609,False,0.3817,False,top-3 avg score 0.3817 < final_threshold 0.7
ObjectProperty,plays game,is used in,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4120; levenshtein=0.1111; semantic=0.4973; sequence_match=0.2353,False,0.3815,False,top-3 avg score 0.3815 < final_threshold 0.7
ObjectProperty,involves player,made purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5246; levenshtein=0.1429; semantic=0.3882; sequence_match=0.2308,False,0.3812,False,top-3 avg score 0.3812 < final_threshold 0.7
ObjectProperty,has feature,is owned by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4741; levenshtein=0.1000; semantic=0.4578; sequence_match=0.2105,False,0.3808,False,top-3 avg score 0.3808 < final_threshold 0.7
ObjectProperty,owns item,is type for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.0000; semantic=0.4552; sequence_match=0.1176,False,0.3808,False,top-3 avg score 0.3808 < final_threshold 0.7
ObjectProperty,is leaderboard in game,made purchase,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.4386; levenshtein=0.3158; semantic=0.3070; sequence_match=0.3871,False,0.3805,False,top-3 avg score 0.3805 < final_threshold 0.7
ObjectProperty,involves character,plays game,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4766; levenshtein=0.2353; semantic=0.4284; sequence_match=0.1538,False,0.3801,False,top-3 avg score 0.3801 < final_threshold 0.7
ObjectProperty,is character in game,is owned by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5033; levenshtein=0.1765; semantic=0.4059; sequence_match=0.2308,False,0.38,False,top-3 avg score 0.3800 < final_threshold 0.7
ObjectProperty,purchases game offering,is used in,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3968; levenshtein=0.2381; semantic=0.3973; sequence_match=0.3448,False,0.3796,False,top-3 avg score 0.3796 < final_threshold 0.7
ObjectProperty,involves player,game has achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4116; levenshtein=0.0556; semantic=0.4750; sequence_match=0.2500,False,0.3789,False,top-3 avg score 0.3789 < final_threshold 0.7
ObjectProperty,has leaderboard,is type for,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4934; levenshtein=0.2857; semantic=0.3563; sequence_match=0.2609,False,0.3785,False,top-3 avg score 0.3785 < final_threshold 0.7
ObjectProperty,owns item,made purchase,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4028; levenshtein=0.0000; semantic=0.5289; sequence_match=0.2000,False,0.3772,False,top-3 avg score 0.3772 < final_threshold 0.7
ObjectProperty,owns item,has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.1429; semantic=0.4343; sequence_match=0.1818,False,0.376,False,top-3 avg score 0.3760 < final_threshold 0.7
ObjectProperty,is leaderboard in game,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4961; levenshtein=0.1579; semantic=0.4094; sequence_match=0.2222,False,0.3759,False,top-3 avg score 0.3759 < final_threshold 0.7
ObjectProperty,involves player,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.1429; semantic=0.4325; sequence_match=0.1818,False,0.3754,False,top-3 avg score 0.3754 < final_threshold 0.7
ObjectProperty,is friend with player,made purchase,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5622; levenshtein=0.2222; semantic=0.3402; sequence_match=0.1333,False,0.3749,False,top-3 avg score 0.3749 < final_threshold 0.7
ObjectProperty,is event associated to player,has genre of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5578; levenshtein=0.1600; semantic=0.3374; sequence_match=0.2286,False,0.3746,False,top-3 avg score 0.3746 < final_threshold 0.7
ObjectProperty,owns achievement,is used in,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5056; levenshtein=0.2000; semantic=0.4167; sequence_match=0.0870,False,0.3741,False,top-3 avg score 0.3741 < final_threshold 0.7
ObjectProperty,is character in session,plays game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4648; levenshtein=0.1000; semantic=0.4477; sequence_match=0.2069,False,0.3731,False,top-3 avg score 0.3731 < final_threshold 0.7
ObjectProperty,purchases game offering,is type for,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5397; levenshtein=0.1905; semantic=0.3838; sequence_match=0.1333,False,0.3713,False,top-3 avg score 0.3713 < final_threshold 0.7
ObjectProperty,has achievement,is owned by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4048; levenshtein=0.1429; semantic=0.5293; sequence_match=0.1739,False,0.3693,False,top-3 avg score 0.3693 < final_threshold 0.7
ObjectProperty,is friend with player,has genre of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4593; levenshtein=0.1111; semantic=0.3586; sequence_match=0.2857,False,0.3679,False,top-3 avg score 0.3679 < final_threshold 0.7
ObjectProperty,has achievement,is played by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4786; levenshtein=0.1429; semantic=0.4545; sequence_match=0.1667,False,0.3666,False,top-3 avg score 0.3666 < final_threshold 0.7
ObjectProperty,has playing area,is achievement of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4984; levenshtein=0.0667; semantic=0.3929; sequence_match=0.2069,False,0.3661,False,top-3 avg score 0.3661 < final_threshold 0.7
ObjectProperty,has feature,is made by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4472; levenshtein=0.2000; semantic=0.4276; sequence_match=0.2222,False,0.3657,False,top-3 avg score 0.3657 < final_threshold 0.7
ObjectProperty,is character in session,is owned by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4648; levenshtein=0.2000; semantic=0.4248; sequence_match=0.2069,False,0.3655,False,top-3 avg score 0.3655 < final_threshold 0.7
ObjectProperty,owns item,is played by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4472; levenshtein=0.1000; semantic=0.4265; sequence_match=0.2222,False,0.3653,False,top-3 avg score 0.3653 < final_threshold 0.7
ObjectProperty,is session in game,has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4667; levenshtein=0.2222; semantic=0.3864; sequence_match=0.2424,False,0.3652,False,top-3 avg score 0.3652 < final_threshold 0.7
ObjectProperty,is leaderboard in game,uses item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4868; levenshtein=0.2105; semantic=0.3859; sequence_match=0.2222,False,0.365,False,top-3 avg score 0.3650 < final_threshold 0.7
ObjectProperty,is achievement in game,is type for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4971; levenshtein=0.1579; semantic=0.3825; sequence_match=0.2143,False,0.3646,False,top-3 avg score 0.3646 < final_threshold 0.7
ObjectProperty,owns item,is used in,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.1250; semantic=0.4959; sequence_match=0.1250,False,0.3644,False,top-3 avg score 0.3644 < final_threshold 0.7
ObjectProperty,is achievement in game,is owned by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4683; levenshtein=0.1579; semantic=0.4090; sequence_match=0.2143,False,0.3639,False,top-3 avg score 0.3639 < final_threshold 0.7
ObjectProperty,owns character,is type for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4587; levenshtein=0.1538; semantic=0.4501; sequence_match=0.1818,False,0.3636,False,top-3 avg score 0.3636 < final_threshold 0.7
ObjectProperty,has character,is type for,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4167; levenshtein=0.1667; semantic=0.4782; sequence_match=0.1905,False,0.3618,False,top-3 avg score 0.3618 < final_threshold 0.7
ObjectProperty,has character,is made by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.1667; semantic=0.4511; sequence_match=0.2000,False,0.3606,False,top-3 avg score 0.3606 < final_threshold 0.7
ObjectProperty,is session in game,has genre of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4722; levenshtein=0.1333; semantic=0.3693; sequence_match=0.2400,False,0.3605,False,top-3 avg score 0.3605 < final_threshold 0.7
ObjectProperty,has character,is used in,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4028; levenshtein=0.0833; semantic=0.4783; sequence_match=0.2000,False,0.3604,False,top-3 avg score 0.3604 < final_threshold 0.7
ObjectProperty,involves character,is made by,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4951; levenshtein=0.1765; semantic=0.4025; sequence_match=0.1600,False,0.358,False,top-3 avg score 0.3580 < final_threshold 0.7
ObjectProperty,plays game,is type for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4444; levenshtein=0.1111; semantic=0.4072; sequence_match=0.2222,False,0.358,False,top-3 avg score 0.3580 < final_threshold 0.7
ObjectProperty,plays game,is area in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4583; levenshtein=0.2222; semantic=0.3787; sequence_match=0.2353,False,0.3574,False,top-3 avg score 0.3574 < final_threshold 0.7
ObjectProperty,has character,is played by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4056; levenshtein=0.1667; semantic=0.4831; sequence_match=0.1818,False,0.3568,False,top-3 avg score 0.3568 < final_threshold 0.7
ObjectProperty,involves player,has genre of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4857; levenshtein=0.0714; semantic=0.4160; sequence_match=0.1667,False,0.3561,False,top-3 avg score 0.3561 < final_threshold 0.7
ObjectProperty,has game genre,is played by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4056; levenshtein=0.1667; semantic=0.4735; sequence_match=0.1818,False,0.3536,False,top-3 avg score 0.3536 < final_threshold 0.7
ObjectProperty,plays game,is achievement of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4037; levenshtein=0.2000; semantic=0.4027; sequence_match=0.2500,False,0.3521,False,top-3 avg score 0.3521 < final_threshold 0.7
ObjectProperty,is player in session,game has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4510; levenshtein=0.1111; semantic=0.4222; sequence_match=0.1714,False,0.3482,False,top-3 avg score 0.3482 < final_threshold 0.7
ObjectProperty,plays game,is owned by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4815; levenshtein=0.0000; semantic=0.4471; sequence_match=0.1111,False,0.3466,False,top-3 avg score 0.3466 < final_threshold 0.7
ObjectProperty,lives in,made purchase,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4087; levenshtein=0.0833; semantic=0.4195; sequence_match=0.2105,False,0.3463,False,top-3 avg score 0.3463 < final_threshold 0.7
ObjectProperty,purchases game offering,is played by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4468; levenshtein=0.1429; semantic=0.3935; sequence_match=0.1935,False,0.3446,False,top-3 avg score 0.3446 < final_threshold 0.7
ObjectProperty,has playing area,is made by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4187; levenshtein=0.1429; semantic=0.4332; sequence_match=0.1818,False,0.3446,False,top-3 avg score 0.3446 < final_threshold 0.7
ObjectProperty,owns item,has genre of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4472; levenshtein=0.1000; semantic=0.4751; sequence_match=0.1111,False,0.3445,False,top-3 avg score 0.3445 < final_threshold 0.7
ObjectProperty,is event associated to player,is made by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4700; levenshtein=0.2000; semantic=0.3206; sequence_match=0.2424,False,0.3444,False,top-3 avg score 0.3444 < final_threshold 0.7
ObjectProperty,has playing area,is owned by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4048; levenshtein=0.1429; semantic=0.4510; sequence_match=0.1739,False,0.3432,False,top-3 avg score 0.3432 < final_threshold 0.7
ObjectProperty,has game genre,is owned by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4167; levenshtein=0.1667; semantic=0.4160; sequence_match=0.1905,False,0.341,False,top-3 avg score 0.3410 < final_threshold 0.7
ObjectProperty,has achievement,is type for,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4048; levenshtein=0.1429; semantic=0.4293; sequence_match=0.1739,False,0.336,False,top-3 avg score 0.3360 < final_threshold 0.7
ObjectProperty,has feature,is played by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4222; levenshtein=0.1000; semantic=0.3719; sequence_match=0.2000,False,0.3314,False,top-3 avg score 0.3314 < final_threshold 0.7
ObjectProperty,is session in game,made purchase,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4500; levenshtein=0.2000; semantic=0.3239; sequence_match=0.1481,False,0.3246,False,top-3 avg score 0.3246 < final_threshold 0.7
ObjectProperty,is player in session,has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4510; levenshtein=0.1111; semantic=0.3449; sequence_match=0.1714,False,0.3224,False,top-3 avg score 0.3224 < final_threshold 0.7
