prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has achievement,has achievement,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has item,has item,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has playing area,has playing area,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,plays game,plays game,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,is session in game,possession in game,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.9123; levenshtein=0.8750; semantic=0.6352; sequence_match=0.9032,False,0.8968,True,selected
ObjectProperty,purchases game offering,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6409; levenshtein=0.2857; semantic=0.4724; sequence_match=0.3448,False,0.486,False,top-3 avg score 0.4860 < final_threshold 0.7
ObjectProperty,owns achievement,possession of item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5528; levenshtein=0.1250; semantic=0.5823; sequence_match=0.3226,False,0.4859,False,top-3 avg score 0.4859 < final_threshold 0.7
ObjectProperty,has character,plays game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5926; levenshtein=0.1667; semantic=0.4826; sequence_match=0.3810,False,0.4854,False,top-3 avg score 0.4854 < final_threshold 0.7
ObjectProperty,owns character,has item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4420; levenshtein=0.3077; semantic=0.6139; sequence_match=0.4000,False,0.4853,False,top-3 avg score 0.4853 < final_threshold 0.7
ObjectProperty,is session in game,has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6095; levenshtein=0.3333; semantic=0.4321; sequence_match=0.4138,False,0.4852,False,top-3 avg score 0.4852 < final_threshold 0.7
ObjectProperty,is player in session,usage in game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5217; levenshtein=0.2941; semantic=0.5050; sequence_match=0.4286,False,0.4851,False,top-3 avg score 0.4851 < final_threshold 0.7
ObjectProperty,has item,usage in game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5896; levenshtein=0.2727; semantic=0.5306; sequence_match=0.3333,False,0.4845,False,top-3 avg score 0.4845 < final_threshold 0.7
ObjectProperty,purchases game offering,game has achievement type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5667; levenshtein=0.1818; semantic=0.6073; sequence_match=0.2791,False,0.4844,False,top-3 avg score 0.4844 < final_threshold 0.7
ObjectProperty,involves player,has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5238; levenshtein=0.2143; semantic=0.4992; sequence_match=0.4286,False,0.4839,False,top-3 avg score 0.4839 < final_threshold 0.7
ObjectProperty,is leaderboard in game,has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5944; levenshtein=0.1579; semantic=0.5539; sequence_match=0.3030,False,0.4838,False,top-3 avg score 0.4838 < final_threshold 0.7
ObjectProperty,has playing area,has statistic,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5913; levenshtein=0.3571; semantic=0.4742; sequence_match=0.3846,False,0.4834,False,top-3 avg score 0.4834 < final_threshold 0.7
ObjectProperty,has playing area,has usage event,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6319; levenshtein=0.2857; semantic=0.4456; sequence_match=0.3704,False,0.4826,False,top-3 avg score 0.4826 < final_threshold 0.7
ObjectProperty,is achievement in game,session of game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5121; levenshtein=0.3684; semantic=0.5597; sequence_match=0.3750,False,0.4823,False,top-3 avg score 0.4823 < final_threshold 0.7
ObjectProperty,owns character,has statistic type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5634; levenshtein=0.1875; semantic=0.4691; sequence_match=0.4138,False,0.4821,False,top-3 avg score 0.4821 < final_threshold 0.7
ObjectProperty,has playing area,session of game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5189; levenshtein=0.2857; semantic=0.4824; sequence_match=0.4444,False,0.4819,False,top-3 avg score 0.4819 < final_threshold 0.7
ObjectProperty,has character,has play session,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5913; levenshtein=0.2857; semantic=0.4698; sequence_match=0.3846,False,0.4819,False,top-3 avg score 0.4819 < final_threshold 0.7
ObjectProperty,has game genre,has statistic type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5764; levenshtein=0.3125; semantic=0.5115; sequence_match=0.3571,False,0.4817,False,top-3 avg score 0.4817 < final_threshold 0.7
ObjectProperty,owns item,has ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5583; levenshtein=0.1000; semantic=0.5530; sequence_match=0.3333,False,0.4816,False,top-3 avg score 0.4816 < final_threshold 0.7
ObjectProperty,purchases game offering,has possession,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5958; levenshtein=0.2381; semantic=0.4354; sequence_match=0.4118,False,0.481,False,top-3 avg score 0.4810 < final_threshold 0.7
ObjectProperty,is session in game,first purchase record for game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5376; levenshtein=0.3462; semantic=0.4594; sequence_match=0.4390,False,0.4787,False,top-3 avg score 0.4787 < final_threshold 0.7
ObjectProperty,has game genre,has ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5778; levenshtein=0.3333; semantic=0.4900; sequence_match=0.3636,False,0.4771,False,top-3 avg score 0.4771 < final_threshold 0.7
ObjectProperty,involves player,has play session,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4524; levenshtein=0.1429; semantic=0.5505; sequence_match=0.4286,False,0.4771,False,top-3 avg score 0.4771 < final_threshold 0.7
ObjectProperty,is character in session,has friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6140; levenshtein=0.2500; semantic=0.4715; sequence_match=0.3448,False,0.4768,False,top-3 avg score 0.4768 < final_threshold 0.7
ObjectProperty,is character in game,session of game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5072; levenshtein=0.2941; semantic=0.5208; sequence_match=0.4000,False,0.476,False,top-3 avg score 0.4760 < final_threshold 0.7
ObjectProperty,is character in game,plays game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4766; levenshtein=0.2941; semantic=0.5644; sequence_match=0.3846,False,0.4752,False,top-3 avg score 0.4752 < final_threshold 0.7
ObjectProperty,has feature,game has achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5333; levenshtein=0.2222; semantic=0.5340; sequence_match=0.3571,False,0.4748,False,top-3 avg score 0.4748 < final_threshold 0.7
ObjectProperty,owns achievement,has possession,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5255; levenshtein=0.2000; semantic=0.6977; sequence_match=0.1429,False,0.4744,False,top-3 avg score 0.4744 < final_threshold 0.7
ObjectProperty,owns achievement,usage in game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5582; levenshtein=0.3333; semantic=0.4799; sequence_match=0.3846,False,0.4742,False,top-3 avg score 0.4742 < final_threshold 0.7
ObjectProperty,has achievement,usage of item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5693; levenshtein=0.2143; semantic=0.4520; sequence_match=0.4000,False,0.4738,False,top-3 avg score 0.4738 < final_threshold 0.7
ObjectProperty,has achievement,purchase for game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5127; levenshtein=0.1333; semantic=0.4913; sequence_match=0.4138,False,0.4726,False,top-3 avg score 0.4726 < final_threshold 0.7
ObjectProperty,is character in session,has completion,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5660; levenshtein=0.3500; semantic=0.4875; sequence_match=0.3636,False,0.4724,False,top-3 avg score 0.4724 < final_threshold 0.7
ObjectProperty,owns achievement,has friend,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5222; levenshtein=0.2667; semantic=0.5608; sequence_match=0.3333,False,0.4721,False,top-3 avg score 0.4721 < final_threshold 0.7
ObjectProperty,plays game,game has achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.1667; semantic=0.6191; sequence_match=0.2963,False,0.4718,False,top-3 avg score 0.4718 < final_threshold 0.7
ObjectProperty,has leaderboard,has possession,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5139; levenshtein=0.2857; semantic=0.5296; sequence_match=0.3704,False,0.4713,False,top-3 avg score 0.4713 < final_threshold 0.7
ObjectProperty,owns achievement,usage of item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5869; levenshtein=0.2000; semantic=0.4404; sequence_match=0.3846,False,0.4706,False,top-3 avg score 0.4706 < final_threshold 0.7
ObjectProperty,lives in,has possession,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4420; levenshtein=0.3077; semantic=0.5691; sequence_match=0.4000,False,0.4704,False,top-3 avg score 0.4704 < final_threshold 0.7
ObjectProperty,is event associated to player,session of game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5564; levenshtein=0.3200; semantic=0.4841; sequence_match=0.3684,False,0.4696,False,top-3 avg score 0.4696 < final_threshold 0.7
ObjectProperty,purchases game offering,statistic for game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5856; levenshtein=0.1429; semantic=0.5530; sequence_match=0.2703,False,0.4696,False,top-3 avg score 0.4696 < final_threshold 0.7
ObjectProperty,owns character,has possession,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4564; levenshtein=0.0000; semantic=0.7205; sequence_match=0.2308,False,0.4692,False,top-3 avg score 0.4692 < final_threshold 0.7
ObjectProperty,involves character,purchase for game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5987; levenshtein=0.1765; semantic=0.4323; sequence_match=0.3750,False,0.4686,False,top-3 avg score 0.4686 < final_threshold 0.7
ObjectProperty,has game genre,has statistic,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.2500; semantic=0.5159; sequence_match=0.3333,False,0.4683,False,top-3 avg score 0.4683 < final_threshold 0.7
ObjectProperty,plays game,has usage event,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5801; levenshtein=0.2308; semantic=0.4609; sequence_match=0.3636,False,0.4682,False,top-3 avg score 0.4682 < final_threshold 0.7
ObjectProperty,is character in game,has play session,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5896; levenshtein=0.1176; semantic=0.4251; sequence_match=0.3871,False,0.4673,False,top-3 avg score 0.4673 < final_threshold 0.7
ObjectProperty,is character in game,usage during session,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5283; levenshtein=0.1667; semantic=0.4159; sequence_match=0.4571,False,0.4671,False,top-3 avg score 0.4671 < final_threshold 0.7
ObjectProperty,has leaderboard,has purchase,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6025; levenshtein=0.3571; semantic=0.4410; sequence_match=0.3200,False,0.4669,False,top-3 avg score 0.4669 < final_threshold 0.7
ObjectProperty,owns achievement,has purchase,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5293; levenshtein=0.1333; semantic=0.5632; sequence_match=0.3077,False,0.4667,False,top-3 avg score 0.4667 < final_threshold 0.7
ObjectProperty,has feature,game has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5131; levenshtein=0.2727; semantic=0.5118; sequence_match=0.3750,False,0.4666,False,top-3 avg score 0.4666 < final_threshold 0.7
ObjectProperty,is leaderboard in game,plays game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4729; levenshtein=0.3158; semantic=0.5693; sequence_match=0.3571,False,0.4664,False,top-3 avg score 0.4664 < final_threshold 0.7
ObjectProperty,has playing area,purchase for game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5349; levenshtein=0.2000; semantic=0.4506; sequence_match=0.4138,False,0.4664,False,top-3 avg score 0.4664 < final_threshold 0.7
ObjectProperty,has character,purchase for game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5667; levenshtein=0.2667; semantic=0.4614; sequence_match=0.3704,False,0.4662,False,top-3 avg score 0.4662 < final_threshold 0.7
ObjectProperty,owns item,session of game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6261; levenshtein=0.2308; semantic=0.4856; sequence_match=0.2857,False,0.4658,False,top-3 avg score 0.4658 < final_threshold 0.7
ObjectProperty,involves player,completion for game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5557; levenshtein=0.1176; semantic=0.5159; sequence_match=0.3226,False,0.4647,False,top-3 avg score 0.4647 < final_threshold 0.7
ObjectProperty,purchases game offering,has completion,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6151; levenshtein=0.2857; semantic=0.4254; sequence_match=0.3529,False,0.4645,False,top-3 avg score 0.4645 < final_threshold 0.7
ObjectProperty,purchases game offering,session of player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5651; levenshtein=0.2381; semantic=0.4395; sequence_match=0.3889,False,0.4645,False,top-3 avg score 0.4645 < final_threshold 0.7
ObjectProperty,owns character,has statistic,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5427; levenshtein=0.2308; semantic=0.5303; sequence_match=0.3200,False,0.4643,False,top-3 avg score 0.4643 < final_threshold 0.7
ObjectProperty,is event associated to player,has statistic,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6340; levenshtein=0.2400; semantic=0.4339; sequence_match=0.3243,False,0.4641,False,top-3 avg score 0.4641 < final_threshold 0.7
ObjectProperty,is achievement in game,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6466; levenshtein=0.2105; semantic=0.5120; sequence_match=0.2308,False,0.4631,False,top-3 avg score 0.4631 < final_threshold 0.7
ObjectProperty,is event associated to player,game has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6051; levenshtein=0.2400; semantic=0.4430; sequence_match=0.3404,False,0.4628,False,top-3 avg score 0.4628 < final_threshold 0.7
ObjectProperty,owns character,has first purchase record,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6079; levenshtein=0.2727; semantic=0.4375; sequence_match=0.3429,False,0.4628,False,top-3 avg score 0.4628 < final_threshold 0.7
ObjectProperty,is character in session,has achievement,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6048; levenshtein=0.3000; semantic=0.4828; sequence_match=0.2353,False,0.4625,False,top-3 avg score 0.4625 < final_threshold 0.7
ObjectProperty,has playing area,game has achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5053; levenshtein=0.2222; semantic=0.5062; sequence_match=0.3750,False,0.4622,False,top-3 avg score 0.4622 < final_threshold 0.7
ObjectProperty,has feature,usage during session,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5889; levenshtein=0.1667; semantic=0.4398; sequence_match=0.3571,False,0.462,False,top-3 avg score 0.4620 < final_threshold 0.7
ObjectProperty,has leaderboard,purchase for game,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5766; levenshtein=0.2000; semantic=0.3954; sequence_match=0.4138,False,0.4619,False,top-3 avg score 0.4619 < final_threshold 0.7
ObjectProperty,has feature,has play session,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5524; levenshtein=0.2857; semantic=0.4988; sequence_match=0.3333,False,0.4615,False,top-3 avg score 0.4615 < final_threshold 0.7
ObjectProperty,is character in session,has first purchase record,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6597; levenshtein=0.2273; semantic=0.2954; sequence_match=0.4286,False,0.4612,False,top-3 avg score 0.4612 < final_threshold 0.7
ObjectProperty,is character in session,usage in game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5193; levenshtein=0.2500; semantic=0.4765; sequence_match=0.3871,False,0.461,False,top-3 avg score 0.4610 < final_threshold 0.7
ObjectProperty,has leaderboard,has usage event,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5745; levenshtein=0.3571; semantic=0.4352; sequence_match=0.3704,False,0.46,False,top-3 avg score 0.4600 < final_threshold 0.7
ObjectProperty,owns achievement,session of game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5255; levenshtein=0.2000; semantic=0.4966; sequence_match=0.3571,False,0.4597,False,top-3 avg score 0.4597 < final_threshold 0.7
ObjectProperty,is leaderboard in game,usage during session,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5785; levenshtein=0.1579; semantic=0.3681; sequence_match=0.4324,False,0.4597,False,top-3 avg score 0.4597 < final_threshold 0.7
ObjectProperty,is friend with player,has play session,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4193; levenshtein=0.0000; semantic=0.5832; sequence_match=0.3750,False,0.4592,False,top-3 avg score 0.4592 < final_threshold 0.7
ObjectProperty,is event associated to player,has statistic type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6926; levenshtein=0.2800; semantic=0.3904; sequence_match=0.2927,False,0.4586,False,top-3 avg score 0.4586 < final_threshold 0.7
ObjectProperty,owns character,session of player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5650; levenshtein=0.2000; semantic=0.4526; sequence_match=0.3571,False,0.4582,False,top-3 avg score 0.4582 < final_threshold 0.7
ObjectProperty,has playing area,statistic for game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5506; levenshtein=0.2500; semantic=0.4225; sequence_match=0.4000,False,0.4577,False,top-3 avg score 0.4577 < final_threshold 0.7
ObjectProperty,has leaderboard,has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5317; levenshtein=0.2778; semantic=0.5276; sequence_match=0.3125,False,0.4573,False,top-3 avg score 0.4573 < final_threshold 0.7
ObjectProperty,is friend with player,has first purchase record,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5825; levenshtein=0.2273; semantic=0.3892; sequence_match=0.4000,False,0.4572,False,top-3 avg score 0.4572 < final_threshold 0.7
ObjectProperty,is character in session,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6079; levenshtein=0.2000; semantic=0.4665; sequence_match=0.2963,False,0.4569,False,top-3 avg score 0.4569 < final_threshold 0.7
ObjectProperty,is character in game,has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.2222; semantic=0.4263; sequence_match=0.3429,False,0.4568,False,top-3 avg score 0.4568 < final_threshold 0.7
ObjectProperty,has leaderboard,game has achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4868; levenshtein=0.2222; semantic=0.5699; sequence_match=0.3125,False,0.4564,False,top-3 avg score 0.4564 < final_threshold 0.7
ObjectProperty,is achievement in game,has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4975; levenshtein=0.2632; semantic=0.4474; sequence_match=0.4242,False,0.4564,False,top-3 avg score 0.4564 < final_threshold 0.7
ObjectProperty,is event associated to player,possession in game,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5880; levenshtein=0.2400; semantic=0.3902; sequence_match=0.3902,False,0.4561,False,top-3 avg score 0.4561 < final_threshold 0.7
ObjectProperty,owns item,usage in game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6265; levenshtein=0.1818; semantic=0.5312; sequence_match=0.2105,False,0.4561,False,top-3 avg score 0.4561 < final_threshold 0.7
ObjectProperty,purchases game offering,possession of item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5526; levenshtein=0.2857; semantic=0.4365; sequence_match=0.3784,False,0.4558,False,top-3 avg score 0.4558 < final_threshold 0.7
ObjectProperty,plays game,first purchase record for game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4494; levenshtein=0.2308; semantic=0.5178; sequence_match=0.4000,False,0.4557,False,top-3 avg score 0.4557 < final_threshold 0.7
ObjectProperty,is event associated to player,possession of item,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5880; levenshtein=0.2400; semantic=0.3889; sequence_match=0.3902,False,0.4557,False,top-3 avg score 0.4557 < final_threshold 0.7
ObjectProperty,is character in session,has statistic,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6222; levenshtein=0.3000; semantic=0.4439; sequence_match=0.1875,False,0.4554,False,top-3 avg score 0.4554 < final_threshold 0.7
ObjectProperty,plays game,has friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.1111; semantic=0.4749; sequence_match=0.3333,False,0.4546,False,top-3 avg score 0.4546 < final_threshold 0.7
ObjectProperty,lives in,has playing area,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5357; levenshtein=0.1429; semantic=0.5415; sequence_match=0.2857,False,0.4543,False,top-3 avg score 0.4543 < final_threshold 0.7
ObjectProperty,plays game,has completion,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5840; levenshtein=0.1538; semantic=0.5058; sequence_match=0.2727,False,0.4542,False,top-3 avg score 0.4542 < final_threshold 0.7
ObjectProperty,has feature,usage of item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6040; levenshtein=0.1818; semantic=0.4725; sequence_match=0.2857,False,0.4541,False,top-3 avg score 0.4541 < final_threshold 0.7
ObjectProperty,is leaderboard in game,game has achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5468; levenshtein=0.2105; semantic=0.5974; sequence_match=0.2162,False,0.4535,False,top-3 avg score 0.4535 < final_threshold 0.7
ObjectProperty,involves character,has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5759; levenshtein=0.1176; semantic=0.5244; sequence_match=0.2581,False,0.4528,False,top-3 avg score 0.4528 < final_threshold 0.7
ObjectProperty,has feature,first purchase record of purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6257; levenshtein=0.2414; semantic=0.3736; sequence_match=0.3590,False,0.4527,False,top-3 avg score 0.4527 < final_threshold 0.7
ObjectProperty,owns character,has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5842; levenshtein=0.1429; semantic=0.4768; sequence_match=0.2963,False,0.4524,False,top-3 avg score 0.4524 < final_threshold 0.7
ObjectProperty,has playing area,has statistic type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5982; levenshtein=0.3125; semantic=0.4252; sequence_match=0.3333,False,0.4523,False,top-3 avg score 0.4523 < final_threshold 0.7
ObjectProperty,involves character,has purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5772; levenshtein=0.2353; semantic=0.4218; sequence_match=0.3571,False,0.4521,False,top-3 avg score 0.4521 < final_threshold 0.7
ObjectProperty,is event associated to player,statistic for game,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6044; levenshtein=0.3200; semantic=0.4316; sequence_match=0.1463,False,0.452,False,top-3 avg score 0.4520 < final_threshold 0.7
ObjectProperty,owns character,has completion,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5495; levenshtein=0.1538; semantic=0.5753; sequence_match=0.2308,False,0.4518,False,top-3 avg score 0.4518 < final_threshold 0.7
ObjectProperty,has achievement,completion for game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4944; levenshtein=0.0588; semantic=0.6675; sequence_match=0.1935,False,0.4518,False,top-3 avg score 0.4518 < final_threshold 0.7
ObjectProperty,owns character,has usage event,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5299; levenshtein=0.1538; semantic=0.5175; sequence_match=0.3077,False,0.4517,False,top-3 avg score 0.4517 < final_threshold 0.7
ObjectProperty,is friend with player,plays game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3889; levenshtein=0.1111; semantic=0.5958; sequence_match=0.3704,False,0.4517,False,top-3 avg score 0.4517 < final_threshold 0.7
ObjectProperty,is event associated to player,has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5904; levenshtein=0.1600; semantic=0.4567; sequence_match=0.3077,False,0.4516,False,top-3 avg score 0.4516 < final_threshold 0.7
ObjectProperty,purchases game offering,has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4841; levenshtein=0.2381; semantic=0.4682; sequence_match=0.4000,False,0.4508,False,top-3 avg score 0.4508 < final_threshold 0.7
ObjectProperty,lives in,session of game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5430; levenshtein=0.1538; semantic=0.4075; sequence_match=0.4000,False,0.4502,False,top-3 avg score 0.4502 < final_threshold 0.7
ObjectProperty,is event associated to player,has play session,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5565; levenshtein=0.1600; semantic=0.4347; sequence_match=0.3590,False,0.4501,False,top-3 avg score 0.4501 < final_threshold 0.7
ObjectProperty,has feature,statistic for game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5472; levenshtein=0.2500; semantic=0.4182; sequence_match=0.3846,False,0.45,False,top-3 avg score 0.4500 < final_threshold 0.7
ObjectProperty,lives in,has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5974; levenshtein=0.2222; semantic=0.4326; sequence_match=0.3200,False,0.45,False,top-3 avg score 0.4500 < final_threshold 0.7
ObjectProperty,has leaderboard,first purchase record for game,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5663; levenshtein=0.2308; semantic=0.3832; sequence_match=0.4000,False,0.4498,False,top-3 avg score 0.4498 < final_threshold 0.7
ObjectProperty,owns item,completion for game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5899; levenshtein=0.1765; semantic=0.5192; sequence_match=0.2400,False,0.4497,False,top-3 avg score 0.4497 < final_threshold 0.7
ObjectProperty,owns item,has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5676; levenshtein=0.1667; semantic=0.4713; sequence_match=0.3077,False,0.4489,False,top-3 avg score 0.4489 < final_threshold 0.7
ObjectProperty,lives in,usage in game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5617; levenshtein=0.1818; semantic=0.4503; sequence_match=0.3333,False,0.4485,False,top-3 avg score 0.4485 < final_threshold 0.7
ObjectProperty,has game genre,has first purchase record,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5862; levenshtein=0.3182; semantic=0.3462; sequence_match=0.4118,False,0.4481,False,top-3 avg score 0.4481 < final_threshold 0.7
ObjectProperty,is character in session,has purchase,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5841; levenshtein=0.2000; semantic=0.3727; sequence_match=0.3871,False,0.448,False,top-3 avg score 0.4480 < final_threshold 0.7
ObjectProperty,is character in game,has possession,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5493; levenshtein=0.1176; semantic=0.4602; sequence_match=0.3333,False,0.4476,False,top-3 avg score 0.4476 < final_threshold 0.7
ObjectProperty,has playing area,has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5820; levenshtein=0.2222; semantic=0.4476; sequence_match=0.3125,False,0.4474,False,top-3 avg score 0.4474 < final_threshold 0.7
ObjectProperty,has achievement,statistic for game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5030; levenshtein=0.1875; semantic=0.5046; sequence_match=0.3333,False,0.447,False,top-3 avg score 0.4470 < final_threshold 0.7
ObjectProperty,owns character,game has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5472; levenshtein=0.2222; semantic=0.5352; sequence_match=0.2581,False,0.4468,False,top-3 avg score 0.4468 < final_threshold 0.7
ObjectProperty,is character in game,has purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5875; levenshtein=0.2941; semantic=0.3935; sequence_match=0.3571,False,0.446,False,top-3 avg score 0.4460 < final_threshold 0.7
ObjectProperty,has item,session of game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5430; levenshtein=0.2308; semantic=0.4937; sequence_match=0.3000,False,0.4456,False,top-3 avg score 0.4456 < final_threshold 0.7
ObjectProperty,is friend with player,usage in game,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5707; levenshtein=0.2778; semantic=0.4879; sequence_match=0.1379,False,0.4455,False,top-3 avg score 0.4455 < final_threshold 0.7
