role,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
property,has fabrication number,hasfabricationnumber,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=0.9093; sequence_match=1.0000,True,1.0000,True,selected
property,has manufacturer,hasmanufacturer,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=0.9571; sequence_match=1.0000,True,1.0000,True,selected
property,has model,hasmodel,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=0.9241; sequence_match=1.0000,True,1.0000,True,selected
property,has firmware version,hasfirmwareversion,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=0.9377; sequence_match=1.0000,True,1.0000,True,selected
property,has billing date,hasbillingdate,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=0.9337; sequence_match=1.0000,True,1.0000,True,selected
property,has billing period,hasbillingdateperiod,jaro_winkler+sequence_match+semantic,jaro_winkler=0.9350; levenshtein=0.8000; semantic=0.8775; sequence_match=0.8889,False,0.9005,True,selected
property,hasgeometry,providesmeasurement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4537; levenshtein=0.2105; semantic=0.5421; sequence_match=0.4000,False,0.4653,False,top-3 avg score 0.4653 < final_threshold 0.6
property,has billing date,haspower,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5298; levenshtein=0.2143; semantic=0.5004; sequence_match=0.3636,False,0.4646,False,top-3 avg score 0.4646 < final_threshold 0.6
property,has hardware version,providesmeasurement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5606; levenshtein=0.1579; semantic=0.5066; sequence_match=0.3243,False,0.4639,False,top-3 avg score 0.4639 < final_threshold 0.6
property,has start timestamp,hasbillingdateperiod,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5819; levenshtein=0.2000; semantic=0.4834; sequence_match=0.3243,False,0.4632,False,top-3 avg score 0.4632 < final_threshold 0.6
property,has billing date,hasmodel,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5940; levenshtein=0.2857; semantic=0.4317; sequence_match=0.3636,False,0.4631,False,top-3 avg score 0.4631 < final_threshold 0.6
property,requires power,definedfor,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5615; levenshtein=0.3846; semantic=0.4424; sequence_match=0.0870,False,0.4629,False,top-3 avg score 0.4629 < final_threshold 0.6
property,has measurement,hasbillingdateperiod,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6235; levenshtein=0.2500; semantic=0.4683; sequence_match=0.2941,False,0.4620,False,top-3 avg score 0.4620 < final_threshold 0.6
property,has fabrication number,hasbillingdateperiod,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6222; levenshtein=0.2000; semantic=0.4098; sequence_match=0.3500,False,0.4607,False,top-3 avg score 0.4607 < final_threshold 0.6
property,has timestamp,hasbillingdateperiod,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6056; levenshtein=0.3000; semantic=0.4634; sequence_match=0.3125,False,0.4605,False,top-3 avg score 0.4605 < final_threshold 0.6
property,has period,isusedin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5648; levenshtein=0.2222; semantic=0.4628; sequence_match=0.3529,False,0.4602,False,top-3 avg score 0.4602 < final_threshold 0.6
property,has key performance indicator,providesmeasurement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5588; levenshtein=0.1538; semantic=0.5537; sequence_match=0.2667,False,0.4597,False,top-3 avg score 0.4597 < final_threshold 0.6
property,has manufacturer,hasgeolocation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5540; levenshtein=0.2667; semantic=0.4798; sequence_match=0.3448,False,0.4595,False,top-3 avg score 0.4595 < final_threshold 0.6
property,hasgeometry,hasfabricationnumber,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5596; levenshtein=0.2500; semantic=0.4959; sequence_match=0.3226,False,0.4594,False,top-3 avg score 0.4594 < final_threshold 0.6
property,makes measurement,hasradiofrequencylevel,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5932; levenshtein=0.1818; semantic=0.4690; sequence_match=0.3158,False,0.4593,False,top-3 avg score 0.4593 < final_threshold 0.6
property,applies to,duration,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5648; levenshtein=0.0000; semantic=0.4559; sequence_match=0.3529,False,0.4579,False,top-3 avg score 0.4579 < final_threshold 0.6
property,has key performance indicator,hasbillingdate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5519; levenshtein=0.2692; semantic=0.4191; sequence_match=0.4000,False,0.4570,False,top-3 avg score 0.4570 < final_threshold 0.6
property,has billing period,hastariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5560; levenshtein=0.3125; semantic=0.4150; sequence_match=0.4000,False,0.4570,False,top-3 avg score 0.4570 < final_threshold 0.6
property,has fabrication number,hasmodel,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5667; levenshtein=0.2500; semantic=0.4444; sequence_match=0.3571,False,0.4561,False,top-3 avg score 0.4561 < final_threshold 0.6
property,has measurement,duration,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1429; semantic=0.5835; sequence_match=0.2727,False,0.4560,False,top-3 avg score 0.4560 < final_threshold 0.6
property,has model,version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.5892; sequence_match=0.2667,False,0.4559,False,top-3 avg score 0.4559 < final_threshold 0.6
property,applies to,hasbillingdate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5709; levenshtein=0.2857; semantic=0.4482; sequence_match=0.3478,False,0.4556,False,top-3 avg score 0.4556 < final_threshold 0.6
property,has firmware version,startdatetime,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5616; levenshtein=0.2778; semantic=0.4826; sequence_match=0.3226,False,0.4556,False,top-3 avg score 0.4556 < final_threshold 0.6
property,has billing period,hasmanufacturer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5361; levenshtein=0.2500; semantic=0.4428; sequence_match=0.3871,False,0.4553,False,top-3 avg score 0.4553 < final_threshold 0.6
property,applies to,hasfirmwareversion,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5444; levenshtein=0.2222; semantic=0.4498; sequence_match=0.3704,False,0.4549,False,top-3 avg score 0.4549 < final_threshold 0.6
property,hasgeometry,composes,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4545; levenshtein=0.1818; semantic=0.5941; sequence_match=0.3158,False,0.4548,False,top-3 avg score 0.4548 < final_threshold 0.6
property,has measurement,hastariffperiod,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5540; levenshtein=0.2667; semantic=0.4654; sequence_match=0.3448,False,0.4547,False,top-3 avg score 0.4547 < final_threshold 0.6
property,operates at radio frequency,startdatetime,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5953; levenshtein=0.2500; semantic=0.3883; sequence_match=0.3784,False,0.4540,False,top-3 avg score 0.4540 < final_threshold 0.6
property,has billing date,hastariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5767; levenshtein=0.2857; semantic=0.4368; sequence_match=0.3478,False,0.4538,False,top-3 avg score 0.4538 < final_threshold 0.6
property,has billing date,usedin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5714; levenshtein=0.2143; semantic=0.4884; sequence_match=0.3000,False,0.4533,False,top-3 avg score 0.4533 < final_threshold 0.6
property,has version,providesmeasurement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6154; levenshtein=0.2105; semantic=0.4686; sequence_match=0.2759,False,0.4533,False,top-3 avg score 0.4533 < final_threshold 0.6
property,has billing period,duration,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5208; levenshtein=0.1250; semantic=0.5886; sequence_match=0.2500,False,0.4531,False,top-3 avg score 0.4531 < final_threshold 0.6
property,has measurement,hasbillingdate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5714; levenshtein=0.2143; semantic=0.4994; sequence_match=0.2857,False,0.4522,False,top-3 avg score 0.4522 < final_threshold 0.6
property,makes measurement,haschemicalproperty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5987; levenshtein=0.3158; semantic=0.4143; sequence_match=0.3429,False,0.4520,False,top-3 avg score 0.4520 < final_threshold 0.6
property,applies to,haschemicalproperty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5497; levenshtein=0.2105; semantic=0.4467; sequence_match=0.3571,False,0.4512,False,top-3 avg score 0.4512 < final_threshold 0.6
property,has manufacturer,measures,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5056; levenshtein=0.3333; semantic=0.4111; sequence_match=0.4348,False,0.4505,False,top-3 avg score 0.4505 < final_threshold 0.6
property,has timestamp,composes,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.1667; semantic=0.5206; sequence_match=0.3000,False,0.4495,False,top-3 avg score 0.4495 < final_threshold 0.6
property,has billing period,version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5387; levenshtein=0.1875; semantic=0.4617; sequence_match=0.3478,False,0.4494,False,top-3 avg score 0.4494 < final_threshold 0.6
property,has start timestamp,haschemicalproperty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6049; levenshtein=0.2105; semantic=0.4096; sequence_match=0.3333,False,0.4493,False,top-3 avg score 0.4493 < final_threshold 0.6
property,requires power,hastariffperiod,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5255; levenshtein=0.1333; semantic=0.4640; sequence_match=0.3571,False,0.4489,False,top-3 avg score 0.4489 < final_threshold 0.6
property,has start timestamp,providesmeasurement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5196; levenshtein=0.1053; semantic=0.4937; sequence_match=0.3333,False,0.4489,False,top-3 avg score 0.4489 < final_threshold 0.6
property,applies to,hastariffperiod,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5778; levenshtein=0.2667; semantic=0.4350; sequence_match=0.3333,False,0.4487,False,top-3 avg score 0.4487 < final_threshold 0.6
property,has billing date,version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5476; levenshtein=0.1429; semantic=0.5089; sequence_match=0.2857,False,0.4474,False,top-3 avg score 0.4474 < final_threshold 0.6
property,makes measurement,hasfirmwareversion,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5394; levenshtein=0.2222; semantic=0.4485; sequence_match=0.3529,False,0.4469,False,top-3 avg score 0.4469 < final_threshold 0.6
property,requires power,duration,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5192; levenshtein=0.2308; semantic=0.5357; sequence_match=0.2857,False,0.4469,False,top-3 avg score 0.4469 < final_threshold 0.6
property,has measurement,startdatetime,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6456; levenshtein=0.2143; semantic=0.4716; sequence_match=0.2222,False,0.4465,False,top-3 avg score 0.4465 < final_threshold 0.6
property,requires power,providesmeasurement,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6109; levenshtein=0.2105; semantic=0.5162; sequence_match=0.1875,False,0.4459,False,top-3 avg score 0.4459 < final_threshold 0.6
property,has timestamp,providesmeasurement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5077; levenshtein=0.2632; semantic=0.5044; sequence_match=0.3226,False,0.4449,False,top-3 avg score 0.4449 < final_threshold 0.6
property,applies to,hastemporalsetting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6270; levenshtein=0.2778; semantic=0.4087; sequence_match=0.2963,False,0.4440,False,top-3 avg score 0.4440 < final_threshold 0.6
property,makes measurement,startdatetime,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5801; levenshtein=0.1875; semantic=0.4737; sequence_match=0.2759,False,0.4432,False,top-3 avg score 0.4432 < final_threshold 0.6
property,applies to,providesmeasurement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4729; levenshtein=0.1579; semantic=0.4992; sequence_match=0.3571,False,0.4431,False,top-3 avg score 0.4431 < final_threshold 0.6
property,has start timestamp,duration,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4951; levenshtein=0.1765; semantic=0.5920; sequence_match=0.2400,False,0.4424,False,top-3 avg score 0.4424 < final_threshold 0.6
property,has fabrication number,hastemporalsetting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5852; levenshtein=0.2000; semantic=0.3730; sequence_match=0.3684,False,0.4422,False,top-3 avg score 0.4422 < final_threshold 0.6
property,hasgeometry,startdatetime,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5023; levenshtein=0.2308; semantic=0.4883; sequence_match=0.3333,False,0.4413,False,top-3 avg score 0.4413 < final_threshold 0.6
property,applies to,composes,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.2222; semantic=0.5102; sequence_match=0.3529,False,0.4405,False,top-3 avg score 0.4405 < final_threshold 0.6
property,applies to,hasbillingdateperiod,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5444; levenshtein=0.2500; semantic=0.4318; sequence_match=0.3448,False,0.4403,False,top-3 avg score 0.4403 < final_threshold 0.6
property,applies to,measures,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1111; semantic=0.5095; sequence_match=0.3529,False,0.4403,False,top-3 avg score 0.4403 < final_threshold 0.6
property,has key performance indicator,hashardwareversionnumber,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6229; levenshtein=0.2308; semantic=0.3778; sequence_match=0.3200,False,0.4402,False,top-3 avg score 0.4402 < final_threshold 0.6
property,operates at radio frequency,version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5075; levenshtein=0.2500; semantic=0.4255; sequence_match=0.3871,False,0.4400,False,top-3 avg score 0.4400 < final_threshold 0.6
property,has manufacturer,hastemporalsetting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5759; levenshtein=0.2778; semantic=0.3792; sequence_match=0.3636,False,0.4396,False,top-3 avg score 0.4396 < final_threshold 0.6
property,applies to,definedfor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4333; levenshtein=0.2000; semantic=0.5689; sequence_match=0.3158,False,0.4393,False,top-3 avg score 0.4393 < final_threshold 0.6
property,has model,usedin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.5013; sequence_match=0.2857,False,0.4383,False,top-3 avg score 0.4383 < final_threshold 0.6
property,requires power,startdatetime,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4872; levenshtein=0.0000; semantic=0.5157; sequence_match=0.3077,False,0.4369,False,top-3 avg score 0.4369 < final_threshold 0.6
property,has model,composes,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.4771; sequence_match=0.2500,False,0.4368,False,top-3 avg score 0.4368 < final_threshold 0.6
property,has billing date,haschemicalproperty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5808; levenshtein=0.3158; semantic=0.3651; sequence_match=0.3636,False,0.4365,False,top-3 avg score 0.4365 < final_threshold 0.6
property,requires power,hashardwareversionnumber,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5953; levenshtein=0.2500; semantic=0.4624; sequence_match=0.2162,False,0.4359,False,top-3 avg score 0.4359 < final_threshold 0.6
property,makes measurement,hashardwareversionnumber,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5941; levenshtein=0.1667; semantic=0.4088; sequence_match=0.3000,False,0.4343,False,top-3 avg score 0.4343 < final_threshold 0.6
property,operates at radio frequency,hastariffperiod,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6278; levenshtein=0.2917; semantic=0.3833; sequence_match=0.2564,False,0.4342,False,top-3 avg score 0.4342 < final_threshold 0.6
property,has measurement,usedin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4921; levenshtein=0.2143; semantic=0.5073; sequence_match=0.3000,False,0.4331,False,top-3 avg score 0.4331 < final_threshold 0.6
property,has key performance indicator,hastariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5871; levenshtein=0.1923; semantic=0.4264; sequence_match=0.2857,False,0.4331,False,top-3 avg score 0.4331 < final_threshold 0.6
property,operates at radio frequency,hasfirmwareversion,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5383; levenshtein=0.1667; semantic=0.4688; sequence_match=0.2857,False,0.4310,False,top-3 avg score 0.4310 < final_threshold 0.6
property,requires power,haschemicalproperty,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5955; levenshtein=0.2632; semantic=0.4322; sequence_match=0.2500,False,0.4303,False,top-3 avg score 0.4303 < final_threshold 0.6
property,makes measurement,haspower,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.1875; semantic=0.5402; sequence_match=0.2500,False,0.4301,False,top-3 avg score 0.4301 < final_threshold 0.6
property,has period,startdatetime,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5427; levenshtein=0.2308; semantic=0.4718; sequence_match=0.2727,False,0.4291,False,top-3 avg score 0.4291 < final_threshold 0.6
property,has billing date,duration,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5298; levenshtein=0.0714; semantic=0.4840; sequence_match=0.2727,False,0.4288,False,top-3 avg score 0.4288 < final_threshold 0.6
property,operates at radio frequency,hasgeolocation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5615; levenshtein=0.2083; semantic=0.4090; sequence_match=0.3158,False,0.4288,False,top-3 avg score 0.4288 < final_threshold 0.6
property,has property,composes,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5379; levenshtein=0.2727; semantic=0.4751; sequence_match=0.2105,False,0.4286,False,top-3 avg score 0.4286 < final_threshold 0.6
property,has billing period,usedin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5625; levenshtein=0.1875; semantic=0.4497; sequence_match=0.2727,False,0.4283,False,top-3 avg score 0.4283 < final_threshold 0.6
property,makes measurement,hastariff,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5648; levenshtein=0.2500; semantic=0.4675; sequence_match=0.2400,False,0.4274,False,top-3 avg score 0.4274 < final_threshold 0.6
property,has hardware version,usedin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4444; levenshtein=0.2222; semantic=0.5031; sequence_match=0.3333,False,0.4270,False,top-3 avg score 0.4270 < final_threshold 0.6
property,has model,providesmeasurement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4961; levenshtein=0.1579; semantic=0.4867; sequence_match=0.2963,False,0.4264,False,top-3 avg score 0.4264 < final_threshold 0.6
property,has measurement,version,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5357; levenshtein=0.2143; semantic=0.5268; sequence_match=0.1905,False,0.4256,False,top-3 avg score 0.4256 < final_threshold 0.6
property,has key performance indicator,hasmodel,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6047; levenshtein=0.1923; semantic=0.4355; sequence_match=0.2353,False,0.4252,False,top-3 avg score 0.4252 < final_threshold 0.6
property,has billing date,hasradiofrequencylevel,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5617; levenshtein=0.2727; semantic=0.3785; sequence_match=0.3333,False,0.4245,False,top-3 avg score 0.4245 < final_threshold 0.6
property,makes measurement,hasgeolocation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.1875; semantic=0.5152; sequence_match=0.2667,False,0.4240,False,top-3 avg score 0.4240 < final_threshold 0.6
property,has billing period,hashardwareversionnumber,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5718; levenshtein=0.2917; semantic=0.3481; sequence_match=0.3500,False,0.4233,False,top-3 avg score 0.4233 < final_threshold 0.6
property,has billing date,isusedin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5274; levenshtein=0.2143; semantic=0.4687; sequence_match=0.2727,False,0.4229,False,top-3 avg score 0.4229 < final_threshold 0.6
property,has period,definedfor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6185; levenshtein=0.2000; semantic=0.4369; sequence_match=0.2105,False,0.4220,False,top-3 avg score 0.4220 < final_threshold 0.6
property,applies to,hastariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4815; levenshtein=0.0000; semantic=0.4472; sequence_match=0.3333,False,0.4207,False,top-3 avg score 0.4207 < final_threshold 0.6
property,makes measurement,version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4702; levenshtein=0.1875; semantic=0.5279; sequence_match=0.2609,False,0.4197,False,top-3 avg score 0.4197 < final_threshold 0.6
property,has period,providesmeasurement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5725; levenshtein=0.1579; semantic=0.4719; sequence_match=0.2143,False,0.4196,False,top-3 avg score 0.4196 < final_threshold 0.6
property,hasgeometry,definedfor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5045; levenshtein=0.0909; semantic=0.4676; sequence_match=0.2857,False,0.4193,False,top-3 avg score 0.4193 < final_threshold 0.6
property,has version,composes,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4667; levenshtein=0.1000; semantic=0.4562; sequence_match=0.3333,False,0.4187,False,top-3 avg score 0.4187 < final_threshold 0.6
property,operates at radio frequency,hastemporalsetting,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6111; levenshtein=0.2500; semantic=0.3112; sequence_match=0.3333,False,0.4185,False,top-3 avg score 0.4185 < final_threshold 0.6
property,has billing period,definedfor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5375; levenshtein=0.2500; semantic=0.4099; sequence_match=0.3077,False,0.4184,False,top-3 avg score 0.4184 < final_threshold 0.6
property,has measurement,composes,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.2143; semantic=0.4696; sequence_match=0.2727,False,0.4181,False,top-3 avg score 0.4181 < final_threshold 0.6
property,operates at radio frequency,hashardwareversionnumber,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6389; levenshtein=0.1250; semantic=0.3646; sequence_match=0.2500,False,0.4178,False,top-3 avg score 0.4178 < final_threshold 0.6
property,has key performance indicator,version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5689; levenshtein=0.1538; semantic=0.4403; sequence_match=0.2424,False,0.4172,False,top-3 avg score 0.4172 < final_threshold 0.6
property,has start timestamp,hasradiofrequencylevel,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5290; levenshtein=0.1818; semantic=0.4106; sequence_match=0.3077,False,0.4158,False,top-3 avg score 0.4158 < final_threshold 0.6
property,makes measurement,duration,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1250; semantic=0.5387; sequence_match=0.2500,False,0.4157,False,top-3 avg score 0.4157 < final_threshold 0.6
property,has timestamp,hasradiofrequencylevel,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5354; levenshtein=0.2273; semantic=0.4170; sequence_match=0.2941,False,0.4155,False,top-3 avg score 0.4155 < final_threshold 0.6
property,has model,startdatetime,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5192; levenshtein=0.1538; semantic=0.4391; sequence_match=0.2857,False,0.4147,False,top-3 avg score 0.4147 < final_threshold 0.6
property,has timestamp,version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4484; levenshtein=0.0833; semantic=0.5829; sequence_match=0.2105,False,0.4139,False,top-3 avg score 0.4139 < final_threshold 0.6
property,operates at radio frequency,duration,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4778; levenshtein=0.2500; semantic=0.3857; sequence_match=0.3750,False,0.4128,False,top-3 avg score 0.4128 < final_threshold 0.6
property,hasgeometry,usedin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5051; levenshtein=0.1818; semantic=0.4963; sequence_match=0.2353,False,0.4122,False,top-3 avg score 0.4122 < final_threshold 0.6
property,makes measurement,hasfabricationnumber,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5597; levenshtein=0.1500; semantic=0.4516; sequence_match=0.2222,False,0.4112,False,top-3 avg score 0.4112 < final_threshold 0.6
property,makes measurement,hasmodel,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4167; levenshtein=0.2500; semantic=0.4831; sequence_match=0.3333,False,0.4110,False,top-3 avg score 0.4110 < final_threshold 0.6
property,operates at radio frequency,hastariff,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5946; levenshtein=0.2500; semantic=0.3884; sequence_match=0.1818,False,0.4110,False,top-3 avg score 0.4110 < final_threshold 0.6
property,makes measurement,composes,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.1875; semantic=0.4828; sequence_match=0.2500,False,0.4109,False,top-3 avg score 0.4109 < final_threshold 0.6
property,has model,duration,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.0000; semantic=0.4812; sequence_match=0.2500,False,0.4104,False,top-3 avg score 0.4104 < final_threshold 0.6
property,has key performance indicator,measures,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5491; levenshtein=0.1154; semantic=0.5030; sequence_match=0.1765,False,0.4095,False,top-3 avg score 0.4095 < final_threshold 0.6
property,applies to,version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4762; levenshtein=0.1111; semantic=0.5017; sequence_match=0.2500,False,0.4093,False,top-3 avg score 0.4093 < final_threshold 0.6
property,requires power,hastemporalsetting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4872; levenshtein=0.1667; semantic=0.4802; sequence_match=0.2581,False,0.4085,False,top-3 avg score 0.4085 < final_threshold 0.6
property,requires power,hasfabricationnumber,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5316; levenshtein=0.2000; semantic=0.4513; sequence_match=0.2424,False,0.4084,False,top-3 avg score 0.4084 < final_threshold 0.6
property,has billing date,hashardwareversionnumber,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5516; levenshtein=0.2500; semantic=0.4098; sequence_match=0.2632,False,0.4082,False,top-3 avg score 0.4082 < final_threshold 0.6
property,has fabrication number,usedin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.1500; semantic=0.4427; sequence_match=0.2308,False,0.4078,False,top-3 avg score 0.4078 < final_threshold 0.6
property,applies to,isusedin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1111; semantic=0.5287; sequence_match=0.2353,False,0.4074,False,top-3 avg score 0.4074 < final_threshold 0.6
property,requires power,usedin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4658; levenshtein=0.1538; semantic=0.5423; sequence_match=0.2105,False,0.4062,False,top-3 avg score 0.4062 < final_threshold 0.6
property,has billing period,hasradiofrequencylevel,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5461; levenshtein=0.2273; semantic=0.3563; sequence_match=0.3158,False,0.4060,False,top-3 avg score 0.4060 < final_threshold 0.6
property,has property,version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.0909; semantic=0.5381; sequence_match=0.2222,False,0.4054,False,top-3 avg score 0.4054 < final_threshold 0.6
property,requires power,hasbillingdateperiod,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4866; levenshtein=0.1500; semantic=0.4838; sequence_match=0.2424,False,0.4043,False,top-3 avg score 0.4043 < final_threshold 0.6
property,has fabrication number,measures,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5083; levenshtein=0.1500; semantic=0.4182; sequence_match=0.2857,False,0.4041,False,top-3 avg score 0.4041 < final_threshold 0.6
property,has start timestamp,isusedin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4951; levenshtein=0.1176; semantic=0.4744; sequence_match=0.2400,False,0.4032,False,top-3 avg score 0.4032 < final_threshold 0.6
property,has model,isusedin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.1250; semantic=0.4863; sequence_match=0.2500,False,0.4028,False,top-3 avg score 0.4028 < final_threshold 0.6
