prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,hasPolicy,has policy,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,obligation,has obligation,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8231; levenshtein=0.7692; semantic=0.9503; sequence_match=0.8696,False,0.881,True,selected
ObjectProperty,partOf,has obligation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4957; levenshtein=0.2308; semantic=0.4824; sequence_match=0.3158,False,0.4313,False,top-3 avg score 0.4313 < final_threshold 0.7
ObjectProperty,inheritRelation,is role of,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5056; levenshtein=0.2667; semantic=0.5216; sequence_match=0.2609,False,0.4313,False,top-3 avg score 0.4313 < final_threshold 0.7
ObjectProperty,inheritFrom,has condition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4904; levenshtein=0.1667; semantic=0.4554; sequence_match=0.3478,False,0.4312,False,top-3 avg score 0.4312 < final_threshold 0.7
ObjectProperty,inheritRelation,has rule,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5294; levenshtein=0.2000; semantic=0.5629; sequence_match=0.1818,False,0.4308,False,top-3 avg score 0.4308 < final_threshold 0.7
ObjectProperty,failure,is conflict resolution strategy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5746; levenshtein=0.2000; semantic=0.3924; sequence_match=0.3243,False,0.4305,False,top-3 avg score 0.4305 < final_threshold 0.7
ObjectProperty,target,has logical constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.1500; semantic=0.5102; sequence_match=0.2308,False,0.4303,False,top-3 avg score 0.4303 < final_threshold 0.7
ObjectProperty,obligation,has policy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4481; levenshtein=0.1000; semantic=0.5266; sequence_match=0.3158,False,0.4302,False,top-3 avg score 0.4302 < final_threshold 0.7
ObjectProperty,inheritFrom,is exclusive permission of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4910; levenshtein=0.2174; semantic=0.5043; sequence_match=0.2941,False,0.4298,False,top-3 avg score 0.4298 < final_threshold 0.7
ObjectProperty,constraint,has party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.2000; semantic=0.5162; sequence_match=0.2222,False,0.4295,False,top-3 avg score 0.4295 < final_threshold 0.7
ObjectProperty,prohibition,has inheritance,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4913; levenshtein=0.2143; semantic=0.4766; sequence_match=0.3200,False,0.4293,False,top-3 avg score 0.4293 < final_threshold 0.7
ObjectProperty,inheritRelation,is logical constraint of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5810; levenshtein=0.2381; semantic=0.4684; sequence_match=0.2222,False,0.4292,False,top-3 avg score 0.4292 < final_threshold 0.7
ObjectProperty,conflict,is constraint set of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5064; levenshtein=0.2941; semantic=0.4604; sequence_match=0.3200,False,0.4289,False,top-3 avg score 0.4289 < final_threshold 0.7
ObjectProperty,target,is rule of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.4730; sequence_match=0.2857,False,0.4288,False,top-3 avg score 0.4288 < final_threshold 0.7
ObjectProperty,obligation,is consequence duty of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3749; levenshtein=0.1579; semantic=0.7036; sequence_match=0.2069,False,0.4284,False,top-3 avg score 0.4284 < final_threshold 0.7
ObjectProperty,target,is failure rule of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5667; levenshtein=0.2000; semantic=0.4329; sequence_match=0.2857,False,0.4284,False,top-3 avg score 0.4284 < final_threshold 0.7
ObjectProperty,action,is operator of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.1667; semantic=0.4794; sequence_match=0.3333,False,0.4283,False,top-3 avg score 0.4283 < final_threshold 0.7
ObjectProperty,partOf,has condition,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.2500; semantic=0.4791; sequence_match=0.3333,False,0.4282,False,top-3 avg score 0.4282 < final_threshold 0.7
ObjectProperty,operator,is prohibition of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5861; levenshtein=0.2000; semantic=0.4374; sequence_match=0.2609,False,0.4281,False,top-3 avg score 0.4281 < final_threshold 0.7
ObjectProperty,assignee,is constraint set of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5730; levenshtein=0.2353; semantic=0.4699; sequence_match=0.2400,False,0.4277,False,top-3 avg score 0.4277 < final_threshold 0.7
ObjectProperty,failure,has container,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4841; levenshtein=0.1667; semantic=0.4825; sequence_match=0.3158,False,0.4275,False,top-3 avg score 0.4275 < final_threshold 0.7
ObjectProperty,target,has prohibition,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5714; levenshtein=0.2143; semantic=0.4965; sequence_match=0.1000,False,0.4274,False,top-3 avg score 0.4274 < final_threshold 0.7
ObjectProperty,action,is consequence duty of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5424; levenshtein=0.1579; semantic=0.4988; sequence_match=0.2400,False,0.4271,False,top-3 avg score 0.4271 < final_threshold 0.7
ObjectProperty,leftOperand,has remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5194; levenshtein=0.0909; semantic=0.4618; sequence_match=0.3000,False,0.4271,False,top-3 avg score 0.4271 < final_threshold 0.7
ObjectProperty,Only One,is constraint of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5476; levenshtein=0.2143; semantic=0.4464; sequence_match=0.2857,False,0.4266,False,top-3 avg score 0.4266 < final_threshold 0.7
ObjectProperty,scope,is conflict resolution strategy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6444; levenshtein=0.1333; semantic=0.4061; sequence_match=0.2286,False,0.4264,False,top-3 avg score 0.4264 < final_threshold 0.7
ObjectProperty,consequence,has failure rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4665; levenshtein=0.2143; semantic=0.4926; sequence_match=0.3200,False,0.4263,False,top-3 avg score 0.4263 < final_threshold 0.7
ObjectProperty,partOf,has constraint set,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.1875; semantic=0.4490; sequence_match=0.2727,False,0.4258,False,top-3 avg score 0.4258 < final_threshold 0.7
ObjectProperty,partOf,has rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5397; levenshtein=0.2857; semantic=0.4298; sequence_match=0.3077,False,0.4257,False,top-3 avg score 0.4257 < final_threshold 0.7
ObjectProperty,inheritFrom,is obligation of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5372; levenshtein=0.2857; semantic=0.4531; sequence_match=0.2400,False,0.4253,False,top-3 avg score 0.4253 < final_threshold 0.7
ObjectProperty,Only One,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4799; levenshtein=0.2308; semantic=0.4961; sequence_match=0.3000,False,0.4253,False,top-3 avg score 0.4253 < final_threshold 0.7
ObjectProperty,implies,has failure rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4524; levenshtein=0.1429; semantic=0.5370; sequence_match=0.2857,False,0.425,False,top-3 avg score 0.4250 < final_threshold 0.7
ObjectProperty,hasPolicy,is inherited by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5007; levenshtein=0.1538; semantic=0.5008; sequence_match=0.2727,False,0.4247,False,top-3 avg score 0.4247 < final_threshold 0.7
ObjectProperty,inheritFrom,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5023; levenshtein=0.0769; semantic=0.5214; sequence_match=0.2500,False,0.4246,False,top-3 avg score 0.4246 < final_threshold 0.7
ObjectProperty,andSequence,is exclusive permission of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5466; levenshtein=0.1304; semantic=0.4322; sequence_match=0.2941,False,0.4243,False,top-3 avg score 0.4243 < final_threshold 0.7
ObjectProperty,leftOperand,is permission of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4706; levenshtein=0.1429; semantic=0.4814; sequence_match=0.3200,False,0.424,False,top-3 avg score 0.4240 < final_threshold 0.7
ObjectProperty,partOf,has permission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4658; levenshtein=0.2308; semantic=0.4898; sequence_match=0.3158,False,0.4238,False,top-3 avg score 0.4238 < final_threshold 0.7
ObjectProperty,inheritRelation,has constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5496; levenshtein=0.2000; semantic=0.5072; sequence_match=0.2143,False,0.4237,False,top-3 avg score 0.4237 < final_threshold 0.7
ObjectProperty,permission,is inherited by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4949; levenshtein=0.1538; semantic=0.5150; sequence_match=0.2609,False,0.4236,False,top-3 avg score 0.4236 < final_threshold 0.7
ObjectProperty,relation,is duty of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.2500; semantic=0.5205; sequence_match=0.2500,False,0.4235,False,top-3 avg score 0.4235 < final_threshold 0.7
ObjectProperty,obligation,is party of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6148; levenshtein=0.2000; semantic=0.4555; sequence_match=0.1053,False,0.4234,False,top-3 avg score 0.4234 < final_threshold 0.7
ObjectProperty,or,has remedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5370; levenshtein=0.1111; semantic=0.5510; sequence_match=0.1818,False,0.4233,False,top-3 avg score 0.4233 < final_threshold 0.7
ObjectProperty,inheritFrom,is consequence duty of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4414; levenshtein=0.2105; semantic=0.4951; sequence_match=0.3333,False,0.4233,False,top-3 avg score 0.4233 < final_threshold 0.7
ObjectProperty,operand,has party,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.1250; semantic=0.5128; sequence_match=0.2667,False,0.4232,False,top-3 avg score 0.4232 < final_threshold 0.7
ObjectProperty,prohibition,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5844; levenshtein=0.2069; semantic=0.3852; sequence_match=0.3000,False,0.4232,False,top-3 avg score 0.4232 < final_threshold 0.7
ObjectProperty,inheritFrom,is conflict resolution strategy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5949; levenshtein=0.2000; semantic=0.3818; sequence_match=0.2927,False,0.4231,False,top-3 avg score 0.4231 < final_threshold 0.7
ObjectProperty,inheritFrom,has duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4892; levenshtein=0.0909; semantic=0.5571; sequence_match=0.2222,False,0.4228,False,top-3 avg score 0.4228 < final_threshold 0.7
ObjectProperty,implies,is remedy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4651; levenshtein=0.2000; semantic=0.4502; sequence_match=0.3529,False,0.4228,False,top-3 avg score 0.4228 < final_threshold 0.7
ObjectProperty,and,has inheritance,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.1429; semantic=0.4284; sequence_match=0.2353,False,0.4223,False,top-3 avg score 0.4223 < final_threshold 0.7
ObjectProperty,implies,is prohibition of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5294; levenshtein=0.2000; semantic=0.4647; sequence_match=0.2727,False,0.4223,False,top-3 avg score 0.4223 < final_threshold 0.7
ObjectProperty,prohibition,is operator of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5707; levenshtein=0.2500; semantic=0.4339; sequence_match=0.2609,False,0.4218,False,top-3 avg score 0.4218 < final_threshold 0.7
ObjectProperty,remedy,is consequence duty of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4795; levenshtein=0.2105; semantic=0.4658; sequence_match=0.3200,False,0.4218,False,top-3 avg score 0.4218 < final_threshold 0.7
ObjectProperty,implies,has requirement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4365; levenshtein=0.1429; semantic=0.5425; sequence_match=0.2857,False,0.4216,False,top-3 avg score 0.4216 < final_threshold 0.7
ObjectProperty,andSequence,has constraint set,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5290; levenshtein=0.2500; semantic=0.4390; sequence_match=0.2963,False,0.4215,False,top-3 avg score 0.4215 < final_threshold 0.7
ObjectProperty,assigner,is failure rule of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5194; levenshtein=0.2667; semantic=0.3969; sequence_match=0.3478,False,0.4214,False,top-3 avg score 0.4214 < final_threshold 0.7
ObjectProperty,leftOperand,is logical constraint of,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4975; levenshtein=0.2381; semantic=0.5279; sequence_match=0.1875,False,0.4212,False,top-3 avg score 0.4212 < final_threshold 0.7
ObjectProperty,remedy,is role of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.4500; sequence_match=0.2857,False,0.4212,False,top-3 avg score 0.4212 < final_threshold 0.7
ObjectProperty,consequence,has logical constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4348; levenshtein=0.2000; semantic=0.5060; sequence_match=0.3226,False,0.4211,False,top-3 avg score 0.4211 < final_threshold 0.7
ObjectProperty,leftOperand,has sequence,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5152; levenshtein=0.0000; semantic=0.4755; sequence_match=0.2727,False,0.4211,False,top-3 avg score 0.4211 < final_threshold 0.7
ObjectProperty,permission,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5253; levenshtein=0.1724; semantic=0.4809; sequence_match=0.2564,False,0.4209,False,top-3 avg score 0.4209 < final_threshold 0.7
ObjectProperty,failure,has sequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.2727; semantic=0.4732; sequence_match=0.3333,False,0.4209,False,top-3 avg score 0.4209 < final_threshold 0.7
ObjectProperty,conflict,has exclusive permission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5038; levenshtein=0.0909; semantic=0.5588; sequence_match=0.2000,False,0.4208,False,top-3 avg score 0.4208 < final_threshold 0.7
ObjectProperty,remedy,is rule of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.4490; sequence_match=0.2857,False,0.4208,False,top-3 avg score 0.4208 < final_threshold 0.7
ObjectProperty,obligation,has inheritance,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4857; levenshtein=0.2143; semantic=0.5264; sequence_match=0.2500,False,0.4207,False,top-3 avg score 0.4207 < final_threshold 0.7
ObjectProperty,scope,has requirement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5143; levenshtein=0.1429; semantic=0.5373; sequence_match=0.2105,False,0.4207,False,top-3 avg score 0.4207 < final_threshold 0.7
ObjectProperty,failure,has permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5430; levenshtein=0.1538; semantic=0.5187; sequence_match=0.2000,False,0.4206,False,top-3 avg score 0.4206 < final_threshold 0.7
ObjectProperty,partOf,is requirement of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4111; levenshtein=0.2667; semantic=0.4684; sequence_match=0.3810,False,0.4202,False,top-3 avg score 0.4202 < final_threshold 0.7
ObjectProperty,obligation,has container,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5056; levenshtein=0.1667; semantic=0.4819; sequence_match=0.2727,False,0.42,False,top-3 avg score 0.4200 < final_threshold 0.7
ObjectProperty,scope,has obligation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5179; levenshtein=0.0769; semantic=0.5199; sequence_match=0.2222,False,0.42,False,top-3 avg score 0.4200 < final_threshold 0.7
ObjectProperty,consequence,is container of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5023; levenshtein=0.3077; semantic=0.4239; sequence_match=0.3333,False,0.4199,False,top-3 avg score 0.4199 < final_threshold 0.7
ObjectProperty,hasPolicy,is logical constraint of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5397; levenshtein=0.1429; semantic=0.4530; sequence_match=0.2667,False,0.4198,False,top-3 avg score 0.4198 < final_threshold 0.7
ObjectProperty,action,is remedy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5111; levenshtein=0.1000; semantic=0.4979; sequence_match=0.2500,False,0.4197,False,top-3 avg score 0.4197 < final_threshold 0.7
ObjectProperty,inheritFrom,is remedy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5182; levenshtein=0.2727; semantic=0.4549; sequence_match=0.2857,False,0.4196,False,top-3 avg score 0.4196 < final_threshold 0.7
ObjectProperty,operand,has prohibition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5357; levenshtein=0.0714; semantic=0.5318; sequence_match=0.1905,False,0.4193,False,top-3 avg score 0.4193 < final_threshold 0.7
ObjectProperty,prohibition,is role of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5379; levenshtein=0.1818; semantic=0.4029; sequence_match=0.3158,False,0.4189,False,top-3 avg score 0.4189 < final_threshold 0.7
ObjectProperty,leftOperand,has container,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5152; levenshtein=0.1667; semantic=0.4802; sequence_match=0.2609,False,0.4187,False,top-3 avg score 0.4187 < final_threshold 0.7
ObjectProperty,function,has inheritance,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5119; levenshtein=0.2143; semantic=0.5297; sequence_match=0.1818,False,0.4186,False,top-3 avg score 0.4186 < final_threshold 0.7
ObjectProperty,partOf,has remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5185; levenshtein=0.2222; semantic=0.4706; sequence_match=0.2667,False,0.4186,False,top-3 avg score 0.4186 < final_threshold 0.7
ObjectProperty,or,is party of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5370; levenshtein=0.1111; semantic=0.5369; sequence_match=0.1818,False,0.4186,False,top-3 avg score 0.4186 < final_threshold 0.7
ObjectProperty,inheritFrom,has rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.0909; semantic=0.5762; sequence_match=0.2222,False,0.4181,False,top-3 avg score 0.4181 < final_threshold 0.7
ObjectProperty,relation,is failure rule of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4139; levenshtein=0.2000; semantic=0.4926; sequence_match=0.3478,False,0.4181,False,top-3 avg score 0.4181 < final_threshold 0.7
ObjectProperty,Only One,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5622; levenshtein=0.2069; semantic=0.3586; sequence_match=0.3333,False,0.4181,False,top-3 avg score 0.4181 < final_threshold 0.7
ObjectProperty,inheritRelation,is remedy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5444; levenshtein=0.2667; semantic=0.3896; sequence_match=0.3200,False,0.418,False,top-3 avg score 0.4180 < final_threshold 0.7
ObjectProperty,action,is conflict resolution strategy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5333; levenshtein=0.1667; semantic=0.4424; sequence_match=0.2778,False,0.4178,False,top-3 avg score 0.4178 < final_threshold 0.7
ObjectProperty,relation,has inheritance,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5274; levenshtein=0.1429; semantic=0.5442; sequence_match=0.1818,False,0.4178,False,top-3 avg score 0.4178 < final_threshold 0.7
ObjectProperty,hasPolicy,is condition of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5007; levenshtein=0.1538; semantic=0.4794; sequence_match=0.2727,False,0.4176,False,top-3 avg score 0.4176 < final_threshold 0.7
ObjectProperty,assignee,is role of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.1250; semantic=0.5305; sequence_match=0.2500,False,0.4176,False,top-3 avg score 0.4176 < final_threshold 0.7
ObjectProperty,leftOperand,has constraint set,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4557; levenshtein=0.2500; semantic=0.5001; sequence_match=0.2963,False,0.4173,False,top-3 avg score 0.4173 < final_threshold 0.7
ObjectProperty,prohibition,has duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4892; levenshtein=0.0909; semantic=0.5402; sequence_match=0.2222,False,0.4172,False,top-3 avg score 0.4172 < final_threshold 0.7
ObjectProperty,scope,has logical constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.1500; semantic=0.5393; sequence_match=0.2400,False,0.4172,False,top-3 avg score 0.4172 < final_threshold 0.7
ObjectProperty,constraint,has remedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4741; levenshtein=0.1000; semantic=0.5668; sequence_match=0.2105,False,0.4171,False,top-3 avg score 0.4171 < final_threshold 0.7
ObjectProperty,duty,is remedy of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4500; levenshtein=0.1000; semantic=0.5154; sequence_match=0.2857,False,0.417,False,top-3 avg score 0.4170 < final_threshold 0.7
ObjectProperty,action,has sequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5051; levenshtein=0.1818; semantic=0.5107; sequence_match=0.2353,False,0.417,False,top-3 avg score 0.4170 < final_threshold 0.7
ObjectProperty,failure,has party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.2500; semantic=0.4724; sequence_match=0.2667,False,0.417,False,top-3 avg score 0.4170 < final_threshold 0.7
ObjectProperty,scope,is duty of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4417; levenshtein=0.1250; semantic=0.5013; sequence_match=0.3077,False,0.4169,False,top-3 avg score 0.4169 < final_threshold 0.7
ObjectProperty,target,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6019; levenshtein=0.1034; semantic=0.4768; sequence_match=0.1714,False,0.4167,False,top-3 avg score 0.4167 < final_threshold 0.7
ObjectProperty,or,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6897; levenshtein=0.0690; semantic=0.4310; sequence_match=0.1290,False,0.4165,False,top-3 avg score 0.4165 < final_threshold 0.7
ObjectProperty,target,has sequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5051; levenshtein=0.1818; semantic=0.5091; sequence_match=0.2353,False,0.4165,False,top-3 avg score 0.4165 < final_threshold 0.7
ObjectProperty,action,has party,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.1250; semantic=0.5325; sequence_match=0.2857,False,0.4162,False,top-3 avg score 0.4162 < final_threshold 0.7
ObjectProperty,permission,has policy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4481; levenshtein=0.1000; semantic=0.5900; sequence_match=0.2105,False,0.4162,False,top-3 avg score 0.4162 < final_threshold 0.7
ObjectProperty,inheritRelation,has logical constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5889; levenshtein=0.1500; semantic=0.4871; sequence_match=0.1714,False,0.4158,False,top-3 avg score 0.4158 < final_threshold 0.7
ObjectProperty,inheritFrom,has failure rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5469; levenshtein=0.1429; semantic=0.4600; sequence_match=0.2400,False,0.4156,False,top-3 avg score 0.4156 < final_threshold 0.7
ObjectProperty,inheritFrom,has constraint set,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4735; levenshtein=0.1875; semantic=0.4771; sequence_match=0.2963,False,0.4156,False,top-3 avg score 0.4156 < final_threshold 0.7
ObjectProperty,Only One,is constraint set of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6022; levenshtein=0.2353; semantic=0.3947; sequence_match=0.2500,False,0.4156,False,top-3 avg score 0.4156 < final_threshold 0.7
ObjectProperty,conflict,is obligation of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.2143; semantic=0.4613; sequence_match=0.2727,False,0.4153,False,top-3 avg score 0.4153 < final_threshold 0.7
ObjectProperty,operator,has constraint set,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4167; levenshtein=0.2500; semantic=0.4956; sequence_match=0.3333,False,0.4152,False,top-3 avg score 0.4152 < final_threshold 0.7
ObjectProperty,relation,has party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.0000; semantic=0.4953; sequence_match=0.2500,False,0.4151,False,top-3 avg score 0.4151 < final_threshold 0.7
ObjectProperty,hasPolicy,is conflict resolution strategy of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4407; levenshtein=0.1667; semantic=0.4966; sequence_match=0.3077,False,0.415,False,top-3 avg score 0.4150 < final_threshold 0.7
ObjectProperty,leftOperand,is exclusive permission of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4240; levenshtein=0.2174; semantic=0.4680; sequence_match=0.3529,False,0.415,False,top-3 avg score 0.4150 < final_threshold 0.7
ObjectProperty,and,has remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4815; levenshtein=0.2222; semantic=0.4298; sequence_match=0.3333,False,0.4149,False,top-3 avg score 0.4149 < final_threshold 0.7
ObjectProperty,implies,has exclusive permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5139; levenshtein=0.1818; semantic=0.4548; sequence_match=0.2759,False,0.4148,False,top-3 avg score 0.4148 < final_threshold 0.7
ObjectProperty,leftOperand,is constraint of,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4706; levenshtein=0.2143; semantic=0.5596; sequence_match=0.1600,False,0.4148,False,top-3 avg score 0.4148 < final_threshold 0.7
ObjectProperty,andSequence,has container,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4904; levenshtein=0.1667; semantic=0.4930; sequence_match=0.2609,False,0.4147,False,top-3 avg score 0.4147 < final_threshold 0.7
ObjectProperty,inheritRelation,has party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5056; levenshtein=0.2000; semantic=0.4776; sequence_match=0.2609,False,0.4147,False,top-3 avg score 0.4147 < final_threshold 0.7
ObjectProperty,andSequence,has operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5152; levenshtein=0.0909; semantic=0.4558; sequence_match=0.2727,False,0.4146,False,top-3 avg score 0.4146 < final_threshold 0.7
ObjectProperty,prohibition,has container,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4904; levenshtein=0.0833; semantic=0.4914; sequence_match=0.2609,False,0.4142,False,top-3 avg score 0.4142 < final_threshold 0.7
ObjectProperty,assigner,is party of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5648; levenshtein=0.1111; semantic=0.4422; sequence_match=0.2353,False,0.4141,False,top-3 avg score 0.4141 < final_threshold 0.7
ObjectProperty,hasPolicy,is consequence duty of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4729; levenshtein=0.1579; semantic=0.4836; sequence_match=0.2857,False,0.4141,False,top-3 avg score 0.4141 < final_threshold 0.7
ObjectProperty,operand,is container of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4420; levenshtein=0.1538; semantic=0.4993; sequence_match=0.3000,False,0.4138,False,top-3 avg score 0.4138 < final_threshold 0.7
ObjectProperty,operand,has role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.1429; semantic=0.5270; sequence_match=0.2857,False,0.4138,False,top-3 avg score 0.4138 < final_threshold 0.7
ObjectProperty,operator,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5412; levenshtein=0.1724; semantic=0.4292; sequence_match=0.2703,False,0.4135,False,top-3 avg score 0.4135 < final_threshold 0.7
ObjectProperty,hasPolicy,is rule of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.2222; semantic=0.5462; sequence_match=0.2353,False,0.4133,False,top-3 avg score 0.4133 < final_threshold 0.7
