gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
Asset,Asset,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
Constraint,Constraint,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
LogicalConstraint,Logical Constraint,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
Policy,Policy,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
Prohibition,Prohibition,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
Permission,Permission/Duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9429; levenshtein=0.7143; semantic=0.8540; sequence_match=0.8333,False,0.8767,True,selected
ConflictTerm,Requirement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5571; levenshtein=0.1667; semantic=0.3923; sequence_match=0.1739,False,0.3744,False,top-3 avg score 0.3744 < final_threshold 0.6
Party,Condition,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4370; levenshtein=0.1111; semantic=0.5434; sequence_match=0.1429,False,0.3744,False,top-3 avg score 0.3744 < final_threshold 0.6
ConflictTerm,Negation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.1667; semantic=0.3948; sequence_match=0.2000,False,0.3742,False,top-3 avg score 0.3742 < final_threshold 0.6
Duty,Transfer Right,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4423; levenshtein=0.0000; semantic=0.5613; sequence_match=0.1176,False,0.3737,False,top-3 avg score 0.3737 < final_threshold 0.6
Rule,Logical Constraint Operand,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.0833; semantic=0.5438; sequence_match=0.1429,False,0.3724,False,top-3 avg score 0.3724 < final_threshold 0.6
Policy,Exclusive Permission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4415; levenshtein=0.1053; semantic=0.5113; sequence_match=0.1600,False,0.3709,False,top-3 avg score 0.3709 < final_threshold 0.6
ConflictTerm,Prohibition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5076; levenshtein=0.1667; semantic=0.4277; sequence_match=0.1739,False,0.3697,False,top-3 avg score 0.3697 < final_threshold 0.6
ConflictTerm,Permission/Duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4365; levenshtein=0.0714; semantic=0.4395; sequence_match=0.2308,False,0.3689,False,top-3 avg score 0.3689 < final_threshold 0.6
Duty,Negation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1250; semantic=0.4809; sequence_match=0.1667,False,0.3686,False,top-3 avg score 0.3686 < final_threshold 0.6
Policy,Remedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4444; levenshtein=0.1667; semantic=0.4942; sequence_match=0.1667,False,0.3684,False,top-3 avg score 0.3684 < final_threshold 0.6
AssetScope,Requirement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4606; levenshtein=0.0000; semantic=0.4534; sequence_match=0.1905,False,0.3681,False,top-3 avg score 0.3681 < final_threshold 0.6
Prohibition,Container Membership,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4537; levenshtein=0.1053; semantic=0.4437; sequence_match=0.2000,False,0.3658,False,top-3 avg score 0.3658 < final_threshold 0.6
Operator,Sequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4167; levenshtein=0.0000; semantic=0.5544; sequence_match=0.1250,False,0.3654,False,top-3 avg score 0.3654 < final_threshold 0.6
Action,Sequence Step,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3333; levenshtein=0.0833; semantic=0.5387; sequence_match=0.2222,False,0.3648,False,top-3 avg score 0.3648 < final_threshold 0.6
AssetScope,Remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4222; levenshtein=0.1000; semantic=0.4198; sequence_match=0.2500,False,0.364,False,top-3 avg score 0.3640 < final_threshold 0.6
Asset,Prohibition,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4303; levenshtein=0.0909; semantic=0.5341; sequence_match=0.1250,False,0.3631,False,top-3 avg score 0.3631 < final_threshold 0.6
Prohibition,Asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4303; levenshtein=0.0909; semantic=0.5341; sequence_match=0.1250,False,0.3631,False,top-3 avg score 0.3631 < final_threshold 0.6
AssetCollection,Remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4889; levenshtein=0.1333; semantic=0.4026; sequence_match=0.1905,False,0.3607,False,top-3 avg score 0.3607 < final_threshold 0.6
Policy,Sequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.1250; semantic=0.5076; sequence_match=0.1429,False,0.3603,False,top-3 avg score 0.3603 < final_threshold 0.6
AssetScope,Policy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4222; levenshtein=0.1000; semantic=0.5335; sequence_match=0.1250,False,0.3602,False,top-3 avg score 0.3602 < final_threshold 0.6
Prohibition,Remedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4192; levenshtein=0.0909; semantic=0.5437; sequence_match=0.1176,False,0.3602,False,top-3 avg score 0.3602 < final_threshold 0.6
LeftOperand,Container Membership,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5254; levenshtein=0.1579; semantic=0.3523; sequence_match=0.2000,False,0.3593,False,top-3 avg score 0.3593 < final_threshold 0.6
Policy,Requirement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4192; levenshtein=0.0909; semantic=0.5371; sequence_match=0.1176,False,0.358,False,top-3 avg score 0.3580 < final_threshold 0.6
ConflictTerm,Sequence Step,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3889; levenshtein=0.1667; semantic=0.4342; sequence_match=0.2500,False,0.3577,False,top-3 avg score 0.3577 < final_threshold 0.6
Party,Logical Constraint Operand,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4639; levenshtein=0.1250; semantic=0.4701; sequence_match=0.1379,False,0.3573,False,top-3 avg score 0.3573 < final_threshold 0.6
Asset,Conflict Resolution Strategy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4607; levenshtein=0.1154; semantic=0.4813; sequence_match=0.1290,False,0.357,False,top-3 avg score 0.3570 < final_threshold 0.6
Asset,Exclusive Permission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3351; levenshtein=0.1053; semantic=0.5679; sequence_match=0.1667,False,0.3565,False,top-3 avg score 0.3565 < final_threshold 0.6
Rule,Contract Party,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4423; levenshtein=0.0769; semantic=0.5097; sequence_match=0.1176,False,0.3565,False,top-3 avg score 0.3565 < final_threshold 0.6
Permission,Sequence Step,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4111; levenshtein=0.1667; semantic=0.4906; sequence_match=0.0909,False,0.3561,False,top-3 avg score 0.3561 < final_threshold 0.6
Duty,Exclusive Permission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4342; levenshtein=0.0526; semantic=0.5459; sequence_match=0.0870,False,0.3557,False,top-3 avg score 0.3557 < final_threshold 0.6
Policy,Contract Party,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3291; levenshtein=0.2308; semantic=0.5071; sequence_match=0.2105,False,0.3556,False,top-3 avg score 0.3556 < final_threshold 0.6
Asset,Contract Party,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3513; levenshtein=0.1538; semantic=0.4926; sequence_match=0.2222,False,0.3554,False,top-3 avg score 0.3554 < final_threshold 0.6
AssetCollection,Requirement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4601; levenshtein=0.1333; semantic=0.4468; sequence_match=0.1538,False,0.3536,False,top-3 avg score 0.3536 < final_threshold 0.6
ConflictTerm,Sequence,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4306; levenshtein=0.1667; semantic=0.4245; sequence_match=0.2000,False,0.3517,False,top-3 avg score 0.3517 < final_threshold 0.6
ConflictTerm,Aggregation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3965; levenshtein=0.0833; semantic=0.4840; sequence_match=0.1739,False,0.3514,False,top-3 avg score 0.3514 < final_threshold 0.6
Operator,Policy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3611; levenshtein=0.1250; semantic=0.5407; sequence_match=0.1429,False,0.3482,False,top-3 avg score 0.3482 < final_threshold 0.6
ConflictTerm,Permission Duty Assignment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4821; levenshtein=0.1667; semantic=0.3959; sequence_match=0.1667,False,0.3482,False,top-3 avg score 0.3482 < final_threshold 0.6
Duty,Logical Constraint Operand,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.0417; semantic=0.5395; sequence_match=0.0714,False,0.3472,False,top-3 avg score 0.3472 < final_threshold 0.6
Rule,Container Membership,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3684; levenshtein=0.1053; semantic=0.4979; sequence_match=0.1739,False,0.3467,False,top-3 avg score 0.3467 < final_threshold 0.6
Party,Container Membership,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4749; levenshtein=0.1053; semantic=0.4599; sequence_match=0.0833,False,0.3467,False,top-3 avg score 0.3467 < final_threshold 0.6
Permission,Contract Party,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3923; levenshtein=0.0769; semantic=0.4690; sequence_match=0.1739,False,0.3451,False,top-3 avg score 0.3451 < final_threshold 0.6
ConflictTerm,Disaggregation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4563; levenshtein=0.0714; semantic=0.4238; sequence_match=0.1538,False,0.3447,False,top-3 avg score 0.3447 < final_threshold 0.6
AssetScope,Conflict Resolution Strategy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4308; levenshtein=0.1538; semantic=0.4365; sequence_match=0.1667,False,0.3446,False,top-3 avg score 0.3446 < final_threshold 0.6
Policy,Disaggregation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4127; levenshtein=0.0714; semantic=0.5192; sequence_match=0.1000,False,0.344,False,top-3 avg score 0.3440 < final_threshold 0.6
Duty,Conflict Resolution Strategy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3590; levenshtein=0.1154; semantic=0.4607; sequence_match=0.2000,False,0.3399,False,top-3 avg score 0.3399 < final_threshold 0.6
ConflictTerm,Asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4278; levenshtein=0.0833; semantic=0.4632; sequence_match=0.1176,False,0.3362,False,top-3 avg score 0.3362 < final_threshold 0.6
Prohibition,Contract Party,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3901; levenshtein=0.0769; semantic=0.4492; sequence_match=0.1667,False,0.3353,False,top-3 avg score 0.3353 < final_threshold 0.6
Constraint,Sequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3167; levenshtein=0.1000; semantic=0.5771; sequence_match=0.1111,False,0.335,False,top-3 avg score 0.3350 < final_threshold 0.6
Operator,Remedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3611; levenshtein=0.1250; semantic=0.4929; sequence_match=0.1429,False,0.3323,False,top-3 avg score 0.3323 < final_threshold 0.6
Policy,Container Membership,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4415; levenshtein=0.1053; semantic=0.4371; sequence_match=0.0800,False,0.3279,False,top-3 avg score 0.3279 < final_threshold 0.6
Duty,Container Membership,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4342; levenshtein=0.0526; semantic=0.4537; sequence_match=0.0870,False,0.325,False,top-3 avg score 0.3250 < final_threshold 0.6
Policy,Negation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4306; levenshtein=0.1250; semantic=0.3997; sequence_match=0.1429,False,0.3244,False,top-3 avg score 0.3244 < final_threshold 0.6
Policy,Sequence Step,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4167; levenshtein=0.0833; semantic=0.4431; sequence_match=0.1111,False,0.3236,False,top-3 avg score 0.3236 < final_threshold 0.6
LeftOperand,Policy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3384; levenshtein=0.0909; semantic=0.4712; sequence_match=0.1176,False,0.3091,False,top-3 avg score 0.3091 < final_threshold 0.6
Party,Conflict Resolution Strategy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3256; levenshtein=0.1154; semantic=0.4017; sequence_match=0.1935,False,0.307,False,top-3 avg score 0.3070 < final_threshold 0.6
LogicalConstraint,Sequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2892; levenshtein=0.0588; semantic=0.5406; sequence_match=0.0800,False,0.3033,False,top-3 avg score 0.3033 < final_threshold 0.6
Rule,Constraint,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1000; semantic=0.6447; sequence_match=0.1429,False,0.2959,False,top-3 avg score 0.2959 < final_threshold 0.6
Rule,Container,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1111; semantic=0.6116; sequence_match=0.1538,False,0.2922,False,top-3 avg score 0.2922 < final_threshold 0.6
Duty,Prohibition,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0909; semantic=0.6149; sequence_match=0.1333,False,0.2797,False,top-3 avg score 0.2797 < final_threshold 0.6
Duty,Asset,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6157; sequence_match=0.2222,False,0.2793,False,top-3 avg score 0.2793 < final_threshold 0.6
Prohibition,Sequence Step,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2828; levenshtein=0.0000; semantic=0.4477; sequence_match=0.0870,False,0.2725,False,top-3 avg score 0.2725 < final_threshold 0.6
Duty,Aggregation,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0909; semantic=0.5862; sequence_match=0.1333,False,0.2701,False,top-3 avg score 0.2701 < final_threshold 0.6
Party,Exclusive Permission,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1053; semantic=0.5275; sequence_match=0.1667,False,0.2665,False,top-3 avg score 0.2665 < final_threshold 0.6
Policy,Aggregation,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0909; semantic=0.5576; sequence_match=0.1176,False,0.2554,False,top-3 avg score 0.2554 < final_threshold 0.6
Duty,Logical Constraint,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0588; semantic=0.5754; sequence_match=0.0952,False,0.2432,False,top-3 avg score 0.2432 < final_threshold 0.6
ConflictTerm,Remedy,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0833; semantic=0.4104; sequence_match=0.2222,False,0.2387,False,top-3 avg score 0.2387 < final_threshold 0.6
Policy,Transfer Right,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0769; semantic=0.5329; sequence_match=0.1053,False,0.2384,False,top-3 avg score 0.2384 < final_threshold 0.6
Constraint,Remedy,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5575; sequence_match=0.1250,False,0.2275,False,top-3 avg score 0.2275 < final_threshold 0.6
Party,Sequence Step,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0833; semantic=0.4738; sequence_match=0.1176,False,0.2249,False,top-3 avg score 0.2249 < final_threshold 0.6
Prohibition,Sequence,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5128; sequence_match=0.1053,False,0.206,False,top-3 avg score 0.2060 < final_threshold 0.6
Rule,Condition,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6023; sequence_match=0.0000,False,0.2008,False,top-3 avg score 0.2008 < final_threshold 0.6
LogicalConstraint,Remedy,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5109; sequence_match=0.0870,False,0.1993,False,top-3 avg score 0.1993 < final_threshold 0.6
Asset,Policy,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5576; sequence_match=0.0000,False,0.1859,False,top-3 avg score 0.1859 < final_threshold 0.6
Policy,Asset,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5576; sequence_match=0.0000,False,0.1859,False,top-3 avg score 0.1859 < final_threshold 0.6
Action,Remedy,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5544; sequence_match=0.0000,False,0.1848,False,top-3 avg score 0.1848 < final_threshold 0.6
Party,Sequence,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5509; sequence_match=0.0000,False,0.1836,False,top-3 avg score 0.1836 < final_threshold 0.6
