prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,leftOperand,hasLeftOperand,semantic+jaro_winkler+sequence_match,jaro_winkler=0.9286; levenshtein=0.7857; semantic=0.9303; sequence_match=0.8800,False,0.913,True,selected
ObjectProperty,hasPolicy,hasNegatedConstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5352; levenshtein=0.2500; semantic=0.4412; sequence_match=0.3448,False,0.4404,False,top-3 avg score 0.4404 < final_threshold 0.7
ObjectProperty,obligation,hasNegatedConstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4500; levenshtein=0.2500; semantic=0.5366; sequence_match=0.3333,False,0.44,False,top-3 avg score 0.4400 < final_threshold 0.7
ObjectProperty,operator,hasAction,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5694; levenshtein=0.2222; semantic=0.5280; sequence_match=0.1176,False,0.4399,False,top-3 avg score 0.4399 < final_threshold 0.7
ObjectProperty,failure,hasDuty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5238; levenshtein=0.2857; semantic=0.5083; sequence_match=0.2857,False,0.4393,False,top-3 avg score 0.4393 < final_threshold 0.7
ObjectProperty,partOf,hasLeftOperand,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5675; levenshtein=0.2143; semantic=0.4502; sequence_match=0.3000,False,0.4392,False,top-3 avg score 0.4392 < final_threshold 0.7
ObjectProperty,leftOperand,hasAction,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5354; levenshtein=0.0909; semantic=0.4820; sequence_match=0.3000,False,0.4391,False,top-3 avg score 0.4391 < final_threshold 0.7
ObjectProperty,partOf,subPolicyOf,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5051; levenshtein=0.2727; semantic=0.4592; sequence_match=0.3529,False,0.4391,False,top-3 avg score 0.4391 < final_threshold 0.7
ObjectProperty,andSequence,hasRule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5617; levenshtein=0.2727; semantic=0.4219; sequence_match=0.3333,False,0.439,False,top-3 avg score 0.4390 < final_threshold 0.7
ObjectProperty,operator,relatesToPolicy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5861; levenshtein=0.2000; semantic=0.4680; sequence_match=0.2609,False,0.4383,False,top-3 avg score 0.4383 < final_threshold 0.7
ObjectProperty,inheritRelation,hasFailureRule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5766; levenshtein=0.1333; semantic=0.4614; sequence_match=0.2759,False,0.438,False,top-3 avg score 0.4380 < final_threshold 0.7
ObjectProperty,implies,hasPermission,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5663; levenshtein=0.2308; semantic=0.5163; sequence_match=0.2000,False,0.4378,False,top-3 avg score 0.4378 < final_threshold 0.7
ObjectProperty,consequence,hasConflictStrategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5093; levenshtein=0.2105; semantic=0.4699; sequence_match=0.3333,False,0.4375,False,top-3 avg score 0.4375 < final_threshold 0.7
ObjectProperty,inheritRelation,hasAssignee,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4626; levenshtein=0.0667; semantic=0.5422; sequence_match=0.3077,False,0.4375,False,top-3 avg score 0.4375 < final_threshold 0.7
ObjectProperty,scope,hasNegatedConstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.1500; semantic=0.4890; sequence_match=0.2400,False,0.4374,False,top-3 avg score 0.4374 < final_threshold 0.7
ObjectProperty,obligation,hasAssigner,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5045; levenshtein=0.0909; semantic=0.5213; sequence_match=0.2857,False,0.4372,False,top-3 avg score 0.4372 < final_threshold 0.7
ObjectProperty,target,hasNegatedConstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6278; levenshtein=0.2000; semantic=0.4528; sequence_match=0.2308,False,0.4371,False,top-3 avg score 0.4371 < final_threshold 0.7
ObjectProperty,function,hasNegatedConstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5583; levenshtein=0.2000; semantic=0.4660; sequence_match=0.2857,False,0.4367,False,top-3 avg score 0.4367 < final_threshold 0.7
ObjectProperty,permission,hasConsequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4857; levenshtein=0.1429; semantic=0.5738; sequence_match=0.2500,False,0.4365,False,top-3 avg score 0.4365 < final_threshold 0.7
ObjectProperty,relation,hasRule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.0000; semantic=0.5511; sequence_match=0.2667,False,0.436,False,top-3 avg score 0.4360 < final_threshold 0.7
ObjectProperty,or,hasRule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5476; levenshtein=0.1429; semantic=0.5364; sequence_match=0.2222,False,0.4354,False,top-3 avg score 0.4354 < final_threshold 0.7
ObjectProperty,constraint,hasRule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4952; levenshtein=0.2000; semantic=0.5754; sequence_match=0.2353,False,0.4353,False,top-3 avg score 0.4353 < final_threshold 0.7
ObjectProperty,constraint,hasDuty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4952; levenshtein=0.1000; semantic=0.5750; sequence_match=0.2353,False,0.4352,False,top-3 avg score 0.4352 < final_threshold 0.7
ObjectProperty,assigner,hasConflictStrategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5627; levenshtein=0.2105; semantic=0.4456; sequence_match=0.2963,False,0.4349,False,top-3 avg score 0.4349 < final_threshold 0.7
ObjectProperty,target,hasAction,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5185; levenshtein=0.2222; semantic=0.5631; sequence_match=0.1333,False,0.4346,False,top-3 avg score 0.4346 < final_threshold 0.7
ObjectProperty,consequence,hasNegatedConstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5040; levenshtein=0.2000; semantic=0.4769; sequence_match=0.3226,False,0.4345,False,top-3 avg score 0.4345 < final_threshold 0.7
ObjectProperty,prohibition,hasOperator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5697; levenshtein=0.1818; semantic=0.4601; sequence_match=0.2727,False,0.4342,False,top-3 avg score 0.4342 < final_threshold 0.7
ObjectProperty,operand,hasAssigner,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4892; levenshtein=0.0909; semantic=0.5911; sequence_match=0.2222,False,0.4342,False,top-3 avg score 0.4342 < final_threshold 0.7
ObjectProperty,relation,hasLogicalOperator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4074; levenshtein=0.1667; semantic=0.5867; sequence_match=0.3077,False,0.4339,False,top-3 avg score 0.4339 < final_threshold 0.7
ObjectProperty,constraint,hasPermission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5615; levenshtein=0.1538; semantic=0.5632; sequence_match=0.1739,False,0.4329,False,top-3 avg score 0.4329 < final_threshold 0.7
ObjectProperty,assigner,hasProhibition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.2143; semantic=0.4231; sequence_match=0.3636,False,0.4329,False,top-3 avg score 0.4329 < final_threshold 0.7
ObjectProperty,assignee,hasProhibition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5298; levenshtein=0.2143; semantic=0.4038; sequence_match=0.3636,False,0.4324,False,top-3 avg score 0.4324 < final_threshold 0.7
ObjectProperty,partOf,hasConstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4658; levenshtein=0.1538; semantic=0.5150; sequence_match=0.3158,False,0.4322,False,top-3 avg score 0.4322 < final_threshold 0.7
ObjectProperty,andSequence,hasConstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4738; levenshtein=0.1538; semantic=0.4889; sequence_match=0.3333,False,0.432,False,top-3 avg score 0.4320 < final_threshold 0.7
ObjectProperty,and,hasConsequence,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.1429; semantic=0.4574; sequence_match=0.2353,False,0.432,False,top-3 avg score 0.4320 < final_threshold 0.7
ObjectProperty,failure,hasLogicalOperator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5307; levenshtein=0.2222; semantic=0.4448; sequence_match=0.3200,False,0.4318,False,top-3 avg score 0.4318 < final_threshold 0.7
ObjectProperty,permission,hasRemedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5315; levenshtein=0.0000; semantic=0.5521; sequence_match=0.2105,False,0.4314,False,top-3 avg score 0.4314 < final_threshold 0.7
ObjectProperty,Only One,hasLogicalOperator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5146; levenshtein=0.1667; semantic=0.4579; sequence_match=0.3200,False,0.4308,False,top-3 avg score 0.4308 < final_threshold 0.7
ObjectProperty,inheritRelation,hasRule,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5294; levenshtein=0.2000; semantic=0.5629; sequence_match=0.1818,False,0.4308,False,top-3 avg score 0.4308 < final_threshold 0.7
ObjectProperty,constraint,hasParty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.2000; semantic=0.5162; sequence_match=0.2222,False,0.4295,False,top-3 avg score 0.4295 < final_threshold 0.7
ObjectProperty,and,hasNextAction,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6068; levenshtein=0.1538; semantic=0.4307; sequence_match=0.2500,False,0.4292,False,top-3 avg score 0.4292 < final_threshold 0.7
ObjectProperty,target,hasProhibition,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5714; levenshtein=0.2143; semantic=0.4965; sequence_match=0.1000,False,0.4274,False,top-3 avg score 0.4274 < final_threshold 0.7
ObjectProperty,Only One,subPolicyOf,jaro_winkler+sequence_match+semantic,jaro_winkler=0.4892; levenshtein=0.1818; semantic=0.3477; sequence_match=0.4444,False,0.4271,False,top-3 avg score 0.4271 < final_threshold 0.7
ObjectProperty,leftOperand,hasRemedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5194; levenshtein=0.0909; semantic=0.4618; sequence_match=0.3000,False,0.4271,False,top-3 avg score 0.4271 < final_threshold 0.7
ObjectProperty,consequence,hasFailureRule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4665; levenshtein=0.2143; semantic=0.4926; sequence_match=0.3200,False,0.4263,False,top-3 avg score 0.4263 < final_threshold 0.7
ObjectProperty,function,hasLeftOperand,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5952; levenshtein=0.1429; semantic=0.5012; sequence_match=0.1818,False,0.4261,False,top-3 avg score 0.4261 < final_threshold 0.7
ObjectProperty,partOf,relatesToPolicy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5611; levenshtein=0.2000; semantic=0.4313; sequence_match=0.2857,False,0.4261,False,top-3 avg score 0.4261 < final_threshold 0.7
ObjectProperty,partOf,hasRule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5397; levenshtein=0.2857; semantic=0.4298; sequence_match=0.3077,False,0.4257,False,top-3 avg score 0.4257 < final_threshold 0.7
ObjectProperty,assignee,relatesToPolicy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5056; levenshtein=0.1333; semantic=0.5105; sequence_match=0.2609,False,0.4257,False,top-3 avg score 0.4257 < final_threshold 0.7
ObjectProperty,Only One,hasConstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4799; levenshtein=0.2308; semantic=0.4961; sequence_match=0.3000,False,0.4253,False,top-3 avg score 0.4253 < final_threshold 0.7
ObjectProperty,implies,hasFailureRule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4524; levenshtein=0.1429; semantic=0.5370; sequence_match=0.2857,False,0.425,False,top-3 avg score 0.4250 < final_threshold 0.7
ObjectProperty,or,hasLogicalOperator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5185; levenshtein=0.1111; semantic=0.5561; sequence_match=0.2000,False,0.4249,False,top-3 avg score 0.4249 < final_threshold 0.7
ObjectProperty,target,hasLogicalOperator,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5556; levenshtein=0.2222; semantic=0.4963; sequence_match=0.1667,False,0.4247,False,top-3 avg score 0.4247 < final_threshold 0.7
ObjectProperty,target,hasConflictStrategy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4795; levenshtein=0.1579; semantic=0.5544; sequence_match=0.2400,False,0.4246,False,top-3 avg score 0.4246 < final_threshold 0.7
ObjectProperty,inheritFrom,hasConstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5023; levenshtein=0.0769; semantic=0.5214; sequence_match=0.2500,False,0.4246,False,top-3 avg score 0.4246 < final_threshold 0.7
ObjectProperty,inheritRelation,hasAssigner,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4626; levenshtein=0.0667; semantic=0.5032; sequence_match=0.3077,False,0.4245,False,top-3 avg score 0.4245 < final_threshold 0.7
ObjectProperty,partOf,hasLogicalOperator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4815; levenshtein=0.2222; semantic=0.4574; sequence_match=0.3333,False,0.4241,False,top-3 avg score 0.4241 < final_threshold 0.7
ObjectProperty,implies,hasRightOperand,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4317; levenshtein=0.1333; semantic=0.5678; sequence_match=0.2727,False,0.4241,False,top-3 avg score 0.4241 < final_threshold 0.7
ObjectProperty,partOf,hasPermission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4658; levenshtein=0.2308; semantic=0.4898; sequence_match=0.3158,False,0.4238,False,top-3 avg score 0.4238 < final_threshold 0.7
ObjectProperty,inheritRelation,hasConstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5496; levenshtein=0.2000; semantic=0.5072; sequence_match=0.2143,False,0.4237,False,top-3 avg score 0.4237 < final_threshold 0.7
ObjectProperty,prohibition,hasNegatedConstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4348; levenshtein=0.1500; semantic=0.5773; sequence_match=0.2581,False,0.4234,False,top-3 avg score 0.4234 < final_threshold 0.7
ObjectProperty,or,hasRemedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5370; levenshtein=0.1111; semantic=0.5510; sequence_match=0.1818,False,0.4233,False,top-3 avg score 0.4233 < final_threshold 0.7
ObjectProperty,operand,hasParty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.1250; semantic=0.5128; sequence_match=0.2667,False,0.4232,False,top-3 avg score 0.4232 < final_threshold 0.7
ObjectProperty,inheritFrom,hasDuty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4892; levenshtein=0.0909; semantic=0.5571; sequence_match=0.2222,False,0.4228,False,top-3 avg score 0.4228 < final_threshold 0.7
ObjectProperty,operator,hasConflictStrategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4868; levenshtein=0.2105; semantic=0.4825; sequence_match=0.2963,False,0.4219,False,top-3 avg score 0.4219 < final_threshold 0.7
ObjectProperty,failure,hasRightOperand,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5294; levenshtein=0.2000; semantic=0.4626; sequence_match=0.2727,False,0.4216,False,top-3 avg score 0.4216 < final_threshold 0.7
ObjectProperty,and,hasAction,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4815; levenshtein=0.1111; semantic=0.4496; sequence_match=0.3333,False,0.4215,False,top-3 avg score 0.4215 < final_threshold 0.7
ObjectProperty,inheritRelation,hasConsequence,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4968; levenshtein=0.0667; semantic=0.4906; sequence_match=0.2759,False,0.4211,False,top-3 avg score 0.4211 < final_threshold 0.7
ObjectProperty,and,hasRightOperand,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4667; levenshtein=0.2000; semantic=0.4631; sequence_match=0.3333,False,0.421,False,top-3 avg score 0.4210 < final_threshold 0.7
ObjectProperty,failure,hasPermission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5430; levenshtein=0.1538; semantic=0.5187; sequence_match=0.2000,False,0.4206,False,top-3 avg score 0.4206 < final_threshold 0.7
ObjectProperty,operand,hasAction,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5026; levenshtein=0.0000; semantic=0.5083; sequence_match=0.2500,False,0.4203,False,top-3 avg score 0.4203 < final_threshold 0.7
ObjectProperty,implies,hasLeftOperand,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5357; levenshtein=0.1429; semantic=0.5332; sequence_match=0.1905,False,0.4198,False,top-3 avg score 0.4198 < final_threshold 0.7
ObjectProperty,obligation,hasLeftOperand,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5524; levenshtein=0.1429; semantic=0.4562; sequence_match=0.2500,False,0.4195,False,top-3 avg score 0.4195 < final_threshold 0.7
ObjectProperty,operand,hasProhibition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5357; levenshtein=0.0714; semantic=0.5318; sequence_match=0.1905,False,0.4193,False,top-3 avg score 0.4193 < final_threshold 0.7
ObjectProperty,failure,hasConsequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4365; levenshtein=0.2143; semantic=0.5352; sequence_match=0.2857,False,0.4191,False,top-3 avg score 0.4191 < final_threshold 0.7
ObjectProperty,partOf,hasRemedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5185; levenshtein=0.2222; semantic=0.4706; sequence_match=0.2667,False,0.4186,False,top-3 avg score 0.4186 < final_threshold 0.7
ObjectProperty,inheritFrom,hasRule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.0909; semantic=0.5762; sequence_match=0.2222,False,0.4181,False,top-3 avg score 0.4181 < final_threshold 0.7
ObjectProperty,partOf,hasNextAction,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4957; levenshtein=0.2308; semantic=0.4424; sequence_match=0.3158,False,0.418,False,top-3 avg score 0.4180 < final_threshold 0.7
ObjectProperty,constraint,relatesToPolicy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.2000; semantic=0.5132; sequence_match=0.2400,False,0.4177,False,top-3 avg score 0.4177 < final_threshold 0.7
ObjectProperty,prohibition,hasDuty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4892; levenshtein=0.0909; semantic=0.5402; sequence_match=0.2222,False,0.4172,False,top-3 avg score 0.4172 < final_threshold 0.7
ObjectProperty,constraint,hasRemedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4741; levenshtein=0.1000; semantic=0.5668; sequence_match=0.2105,False,0.4171,False,top-3 avg score 0.4171 < final_threshold 0.7
ObjectProperty,failure,hasParty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.2500; semantic=0.4724; sequence_match=0.2667,False,0.417,False,top-3 avg score 0.4170 < final_threshold 0.7
ObjectProperty,obligation,relatesToPolicy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5444; levenshtein=0.2000; semantic=0.4658; sequence_match=0.2400,False,0.4168,False,top-3 avg score 0.4168 < final_threshold 0.7
ObjectProperty,action,hasParty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.1250; semantic=0.5325; sequence_match=0.2857,False,0.4162,False,top-3 avg score 0.4162 < final_threshold 0.7
ObjectProperty,action,relatesToPolicy,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5667; levenshtein=0.2000; semantic=0.4817; sequence_match=0.1905,False,0.4161,False,top-3 avg score 0.4161 < final_threshold 0.7
ObjectProperty,inheritFrom,hasFailureRule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5469; levenshtein=0.1429; semantic=0.4600; sequence_match=0.2400,False,0.4156,False,top-3 avg score 0.4156 < final_threshold 0.7
ObjectProperty,consequence,hasNextAction,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4797; levenshtein=0.0769; semantic=0.5170; sequence_match=0.2500,False,0.4156,False,top-3 avg score 0.4156 < final_threshold 0.7
ObjectProperty,relation,hasParty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.0000; semantic=0.4953; sequence_match=0.2500,False,0.4151,False,top-3 avg score 0.4151 < final_threshold 0.7
ObjectProperty,and,hasRemedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4815; levenshtein=0.2222; semantic=0.4298; sequence_match=0.3333,False,0.4149,False,top-3 avg score 0.4149 < final_threshold 0.7
ObjectProperty,inheritRelation,hasParty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5056; levenshtein=0.2000; semantic=0.4776; sequence_match=0.2609,False,0.4147,False,top-3 avg score 0.4147 < final_threshold 0.7
ObjectProperty,andSequence,hasOperator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5152; levenshtein=0.0909; semantic=0.4558; sequence_match=0.2727,False,0.4146,False,top-3 avg score 0.4146 < final_threshold 0.7
ObjectProperty,assignee,hasConflictStrategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4868; levenshtein=0.2105; semantic=0.4599; sequence_match=0.2963,False,0.4144,False,top-3 avg score 0.4144 < final_threshold 0.7
ObjectProperty,conflict,hasNegatedConstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3972; levenshtein=0.2500; semantic=0.4883; sequence_match=0.3571,False,0.4142,False,top-3 avg score 0.4142 < final_threshold 0.7
ObjectProperty,consequence,hasAssignee,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4924; levenshtein=0.1818; semantic=0.4767; sequence_match=0.2727,False,0.414,False,top-3 avg score 0.4140 < final_threshold 0.7
ObjectProperty,inheritFrom,hasAssignee,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4545; levenshtein=0.0000; semantic=0.5142; sequence_match=0.2727,False,0.4138,False,top-3 avg score 0.4138 < final_threshold 0.7
ObjectProperty,obligation,hasConflictStrategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4719; levenshtein=0.2632; semantic=0.4243; sequence_match=0.3448,False,0.4137,False,top-3 avg score 0.4137 < final_threshold 0.7
ObjectProperty,andSequence,hasLeftOperand,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6039; levenshtein=0.1429; semantic=0.3967; sequence_match=0.2400,False,0.4135,False,top-3 avg score 0.4135 < final_threshold 0.7
ObjectProperty,andSequence,hasRightOperand,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5434; levenshtein=0.1333; semantic=0.4642; sequence_match=0.2308,False,0.4128,False,top-3 avg score 0.4128 < final_threshold 0.7
ObjectProperty,conflict,hasProhibition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5298; levenshtein=0.1429; semantic=0.5265; sequence_match=0.1818,False,0.4127,False,top-3 avg score 0.4127 < final_threshold 0.7
ObjectProperty,andSequence,hasRemedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6027; levenshtein=0.1818; semantic=0.4353; sequence_match=0.2000,False,0.4127,False,top-3 avg score 0.4127 < final_threshold 0.7
ObjectProperty,prohibition,hasRightOperand,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5374; levenshtein=0.2000; semantic=0.4694; sequence_match=0.2308,False,0.4125,False,top-3 avg score 0.4125 < final_threshold 0.7
ObjectProperty,consequence,hasDuty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4892; levenshtein=0.1818; semantic=0.5261; sequence_match=0.2222,False,0.4125,False,top-3 avg score 0.4125 < final_threshold 0.7
ObjectProperty,consequence,hasAction,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4242; levenshtein=0.0909; semantic=0.5069; sequence_match=0.3000,False,0.4104,False,top-3 avg score 0.4104 < final_threshold 0.7
ObjectProperty,target,hasPermission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4658; levenshtein=0.1538; semantic=0.5536; sequence_match=0.2105,False,0.41,False,top-3 avg score 0.4100 < final_threshold 0.7
ObjectProperty,and,hasLeftOperand,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4683; levenshtein=0.2143; semantic=0.4070; sequence_match=0.3529,False,0.4094,False,top-3 avg score 0.4094 < final_threshold 0.7
ObjectProperty,operand,hasConsequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4524; levenshtein=0.2143; semantic=0.4884; sequence_match=0.2857,False,0.4088,False,top-3 avg score 0.4088 < final_threshold 0.7
ObjectProperty,inheritRelation,hasNegatedConstraint,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6096; levenshtein=0.2000; semantic=0.4167; sequence_match=0.1714,False,0.4088,False,top-3 avg score 0.4088 < final_threshold 0.7
ObjectProperty,Only One,hasConflictStrategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5288; levenshtein=0.2105; semantic=0.3884; sequence_match=0.3077,False,0.4083,False,top-3 avg score 0.4083 < final_threshold 0.7
ObjectProperty,obligation,hasConsequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3937; levenshtein=0.0714; semantic=0.5793; sequence_match=0.2500,False,0.4077,False,top-3 avg score 0.4077 < final_threshold 0.7
ObjectProperty,remedy,hasNegatedConstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.1500; semantic=0.4417; sequence_match=0.2308,False,0.4075,False,top-3 avg score 0.4075 < final_threshold 0.7
ObjectProperty,leftOperand,hasParty,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5379; levenshtein=0.1818; semantic=0.5012; sequence_match=0.1053,False,0.407,False,top-3 avg score 0.4070 < final_threshold 0.7
ObjectProperty,function,subPolicyOf,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5379; levenshtein=0.2727; semantic=0.4091; sequence_match=0.1053,False,0.4066,False,top-3 avg score 0.4066 < final_threshold 0.7
ObjectProperty,assignee,hasParty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.1250; semantic=0.4694; sequence_match=0.2500,False,0.4065,False,top-3 avg score 0.4065 < final_threshold 0.7
ObjectProperty,target,hasConsequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4921; levenshtein=0.1429; semantic=0.5273; sequence_match=0.2000,False,0.4064,False,top-3 avg score 0.4064 < final_threshold 0.7
ObjectProperty,prohibition,relatesToPolicy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4626; levenshtein=0.1333; semantic=0.5254; sequence_match=0.2308,False,0.4063,False,top-3 avg score 0.4063 < final_threshold 0.7
ObjectProperty,Only One,hasAction,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5026; levenshtein=0.1111; semantic=0.4659; sequence_match=0.2500,False,0.4062,False,top-3 avg score 0.4062 < final_threshold 0.7
ObjectProperty,scope,hasProhibition,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4937; levenshtein=0.1429; semantic=0.5135; sequence_match=0.2105,False,0.4059,False,top-3 avg score 0.4059 < final_threshold 0.7
ObjectProperty,leftOperand,hasConflictStrategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5254; levenshtein=0.1579; semantic=0.4243; sequence_match=0.2667,False,0.4055,False,top-3 avg score 0.4055 < final_threshold 0.7
ObjectProperty,failure,hasConflictStrategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5258; levenshtein=0.2105; semantic=0.4597; sequence_match=0.2308,False,0.4054,False,top-3 avg score 0.4054 < final_threshold 0.7
ObjectProperty,or,hasProhibition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5476; levenshtein=0.0714; semantic=0.5435; sequence_match=0.1250,False,0.4054,False,top-3 avg score 0.4054 < final_threshold 0.7
ObjectProperty,consequence,hasRule,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4560; levenshtein=0.2727; semantic=0.4870; sequence_match=0.2222,False,0.4053,False,top-3 avg score 0.4053 < final_threshold 0.7
ObjectProperty,inheritFrom,hasLogicalOperator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3620; levenshtein=0.1667; semantic=0.5082; sequence_match=0.3448,False,0.405,False,top-3 avg score 0.4050 < final_threshold 0.7
