prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,consequence,consequence of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9692; levenshtein=0.8462; semantic=0.9574; sequence_match=0.9167,False,0.9478,True,selected
ObjectProperty,obligation,activates upon failure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4667; levenshtein=0.2500; semantic=0.4289; sequence_match=0.3333,False,0.4096,False,top-3 avg score 0.4096 < final_threshold 0.7
ObjectProperty,operand,has consequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4524; levenshtein=0.2143; semantic=0.4884; sequence_match=0.2857,False,0.4088,False,top-3 avg score 0.4088 < final_threshold 0.7
ObjectProperty,Only One,consequence of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5430; levenshtein=0.3077; semantic=0.3726; sequence_match=0.3000,False,0.4078,False,top-3 avg score 0.4078 < final_threshold 0.7
ObjectProperty,obligation,has consequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3937; levenshtein=0.0714; semantic=0.5793; sequence_match=0.2500,False,0.4077,False,top-3 avg score 0.4077 < final_threshold 0.7
ObjectProperty,failure,has asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.2500; semantic=0.4443; sequence_match=0.2667,False,0.4076,False,top-3 avg score 0.4076 < final_threshold 0.7
ObjectProperty,assignee,is remedy for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5379; levenshtein=0.0909; semantic=0.3672; sequence_match=0.3158,False,0.407,False,top-3 avg score 0.4070 < final_threshold 0.7
ObjectProperty,obligation,is activated by failure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5333; levenshtein=0.2000; semantic=0.4205; sequence_match=0.2667,False,0.4068,False,top-3 avg score 0.4068 < final_threshold 0.7
ObjectProperty,target,has consequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4921; levenshtein=0.1429; semantic=0.5273; sequence_match=0.2000,False,0.4064,False,top-3 avg score 0.4064 < final_threshold 0.7
ObjectProperty,obligation,has asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4833; levenshtein=0.1000; semantic=0.5114; sequence_match=0.2222,False,0.4057,False,top-3 avg score 0.4057 < final_threshold 0.7
ObjectProperty,or,is involved in rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5208; levenshtein=0.1250; semantic=0.4738; sequence_match=0.2222,False,0.4056,False,top-3 avg score 0.4056 < final_threshold 0.7
ObjectProperty,target,is remedy for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5051; levenshtein=0.1818; semantic=0.4735; sequence_match=0.2353,False,0.4046,False,top-3 avg score 0.4046 < final_threshold 0.7
ObjectProperty,failure,involved party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5430; levenshtein=0.1538; semantic=0.4685; sequence_match=0.2000,False,0.4039,False,top-3 avg score 0.4039 < final_threshold 0.7
ObjectProperty,relation,has consequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.0714; semantic=0.5051; sequence_match=0.2727,False,0.4021,False,top-3 avg score 0.4021 < final_threshold 0.7
ObjectProperty,implies,is constraint of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4365; levenshtein=0.1429; semantic=0.5790; sequence_match=0.1905,False,0.402,False,top-3 avg score 0.4020 < final_threshold 0.7
ObjectProperty,and,is involved in rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5972; levenshtein=0.1250; semantic=0.3969; sequence_match=0.2105,False,0.4015,False,top-3 avg score 0.4015 < final_threshold 0.7
ObjectProperty,implies,has operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.0909; semantic=0.5261; sequence_match=0.2222,False,0.4014,False,top-3 avg score 0.4014 < final_threshold 0.7
ObjectProperty,Only One,has operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4892; levenshtein=0.0909; semantic=0.4929; sequence_match=0.2222,False,0.4014,False,top-3 avg score 0.4014 < final_threshold 0.7
ObjectProperty,consequence,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5010; levenshtein=0.2414; semantic=0.4525; sequence_match=0.2500,False,0.4012,False,top-3 avg score 0.4012 < final_threshold 0.7
ObjectProperty,conflict,activates upon failure,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3972; levenshtein=0.2500; semantic=0.4490; sequence_match=0.3571,False,0.4011,False,top-3 avg score 0.4011 < final_threshold 0.7
ObjectProperty,remedy,has conflict resolution strategy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4674; levenshtein=0.1379; semantic=0.5062; sequence_match=0.2286,False,0.4007,False,top-3 avg score 0.4007 < final_threshold 0.7
ObjectProperty,target,is activated by failure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4556; levenshtein=0.1000; semantic=0.4380; sequence_match=0.3077,False,0.4004,False,top-3 avg score 0.4004 < final_threshold 0.7
ObjectProperty,assignee,involved party,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5353; levenshtein=0.0769; semantic=0.5701; sequence_match=0.0952,False,0.4002,False,top-3 avg score 0.4002 < final_threshold 0.7
ObjectProperty,leftOperand,is strategy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4823; levenshtein=0.1667; semantic=0.4573; sequence_match=0.2609,False,0.4002,False,top-3 avg score 0.4002 < final_threshold 0.7
ObjectProperty,consequence,is activated by failure,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4379; levenshtein=0.1500; semantic=0.5036; sequence_match=0.2581,False,0.3998,False,top-3 avg score 0.3998 < final_threshold 0.7
ObjectProperty,relation,involved party,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4359; levenshtein=0.0769; semantic=0.5729; sequence_match=0.1905,False,0.3998,False,top-3 avg score 0.3998 < final_threshold 0.7
ObjectProperty,inheritRelation,consequence of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5060; levenshtein=0.2000; semantic=0.4930; sequence_match=0.1429,False,0.3997,False,top-3 avg score 0.3997 < final_threshold 0.7
ObjectProperty,implies,has remedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4180; levenshtein=0.1111; semantic=0.5279; sequence_match=0.2500,False,0.3986,False,top-3 avg score 0.3986 < final_threshold 0.7
ObjectProperty,inheritRelation,activates upon failure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5352; levenshtein=0.1500; semantic=0.3732; sequence_match=0.2857,False,0.398,False,top-3 avg score 0.3980 < final_threshold 0.7
ObjectProperty,conflict,has operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4773; levenshtein=0.0909; semantic=0.5061; sequence_match=0.2105,False,0.398,False,top-3 avg score 0.3980 < final_threshold 0.7
ObjectProperty,operand,consequence of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4420; levenshtein=0.2308; semantic=0.4511; sequence_match=0.3000,False,0.3977,False,top-3 avg score 0.3977 < final_threshold 0.7
ObjectProperty,partOf,has asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.1250; semantic=0.4767; sequence_match=0.2857,False,0.3977,False,top-3 avg score 0.3977 < final_threshold 0.7
ObjectProperty,partOf,activates upon failure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6222; levenshtein=0.1500; semantic=0.3397; sequence_match=0.2308,False,0.3976,False,top-3 avg score 0.3976 < final_threshold 0.7
ObjectProperty,inheritFrom,has remedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4242; levenshtein=0.0909; semantic=0.4644; sequence_match=0.3000,False,0.3962,False,top-3 avg score 0.3962 < final_threshold 0.7
ObjectProperty,and,involved party,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6068; levenshtein=0.1538; semantic=0.4263; sequence_match=0.1250,False,0.3957,False,top-3 avg score 0.3957 < final_threshold 0.7
ObjectProperty,conflict,is strategy of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.0000; semantic=0.5141; sequence_match=0.2000,False,0.3955,False,top-3 avg score 0.3955 < final_threshold 0.7
ObjectProperty,failure,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4799; levenshtein=0.1538; semantic=0.5031; sequence_match=0.2000,False,0.3943,False,top-3 avg score 0.3943 < final_threshold 0.7
ObjectProperty,assigner,activates upon failure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4917; levenshtein=0.2000; semantic=0.4056; sequence_match=0.2857,False,0.3943,False,top-3 avg score 0.3943 < final_threshold 0.7
ObjectProperty,implies,activates upon failure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5071; levenshtein=0.1500; semantic=0.4518; sequence_match=0.2222,False,0.3937,False,top-3 avg score 0.3937 < final_threshold 0.7
ObjectProperty,implies,is asset of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4762; levenshtein=0.2222; semantic=0.4538; sequence_match=0.2500,False,0.3933,False,top-3 avg score 0.3933 < final_threshold 0.7
ObjectProperty,remedy,is activated by failure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.1500; semantic=0.4708; sequence_match=0.1538,False,0.3916,False,top-3 avg score 0.3916 < final_threshold 0.7
ObjectProperty,or,has consequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5238; levenshtein=0.0714; semantic=0.5249; sequence_match=0.1250,False,0.3912,False,top-3 avg score 0.3912 < final_threshold 0.7
ObjectProperty,andSequence,is involved in rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5484; levenshtein=0.1875; semantic=0.4023; sequence_match=0.2222,False,0.391,False,top-3 avg score 0.3910 < final_threshold 0.7
ObjectProperty,prohibition,has consequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3846; levenshtein=0.0714; semantic=0.5479; sequence_match=0.2400,False,0.3908,False,top-3 avg score 0.3908 < final_threshold 0.7
ObjectProperty,implies,is activated by failure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5071; levenshtein=0.1500; semantic=0.4430; sequence_match=0.2222,False,0.3908,False,top-3 avg score 0.3908 < final_threshold 0.7
ObjectProperty,partOf,has consequence,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4921; levenshtein=0.1429; semantic=0.4797; sequence_match=0.2000,False,0.3906,False,top-3 avg score 0.3906 < final_threshold 0.7
ObjectProperty,remedy,has consequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4127; levenshtein=0.1429; semantic=0.5567; sequence_match=0.2000,False,0.3898,False,top-3 avg score 0.3898 < final_threshold 0.7
ObjectProperty,relation,activates upon failure,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5722; levenshtein=0.2000; semantic=0.3959; sequence_match=0.1429,False,0.3894,False,top-3 avg score 0.3894 < final_threshold 0.7
ObjectProperty,permission,activates upon failure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5222; levenshtein=0.1500; semantic=0.4430; sequence_match=0.2000,False,0.3884,False,top-3 avg score 0.3884 < final_threshold 0.7
ObjectProperty,and,is constraint of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4683; levenshtein=0.1429; semantic=0.4609; sequence_match=0.2353,False,0.3882,False,top-3 avg score 0.3882 < final_threshold 0.7
ObjectProperty,function,is operator of,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4306; levenshtein=0.1667; semantic=0.5667; sequence_match=0.1000,False,0.388,False,top-3 avg score 0.3880 < final_threshold 0.7
ObjectProperty,duty,is strategy of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4444; levenshtein=0.1667; semantic=0.4693; sequence_match=0.2500,False,0.3879,False,top-3 avg score 0.3879 < final_threshold 0.7
ObjectProperty,leftOperand,has consequence,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4665; levenshtein=0.2143; semantic=0.4562; sequence_match=0.2400,False,0.3876,False,top-3 avg score 0.3876 < final_threshold 0.7
ObjectProperty,leftOperand,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5010; levenshtein=0.2069; semantic=0.3604; sequence_match=0.3000,False,0.3871,False,top-3 avg score 0.3871 < final_threshold 0.7
ObjectProperty,assignee,activates upon failure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4917; levenshtein=0.2000; semantic=0.3831; sequence_match=0.2857,False,0.3868,False,top-3 avg score 0.3868 < final_threshold 0.7
ObjectProperty,failure,has operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.1818; semantic=0.4819; sequence_match=0.2222,False,0.3867,False,top-3 avg score 0.3867 < final_threshold 0.7
ObjectProperty,or,consequence of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5256; levenshtein=0.0769; semantic=0.5001; sequence_match=0.1333,False,0.3864,False,top-3 avg score 0.3864 < final_threshold 0.7
ObjectProperty,constraint,is remedy for,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4606; levenshtein=0.0000; semantic=0.5072; sequence_match=0.1905,False,0.3861,False,top-3 avg score 0.3861 < final_threshold 0.7
ObjectProperty,assigner,consequence of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4241; levenshtein=0.2308; semantic=0.4456; sequence_match=0.2857,False,0.3852,False,top-3 avg score 0.3852 < final_threshold 0.7
ObjectProperty,or,is strategy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.0833; semantic=0.4846; sequence_match=0.1429,False,0.3851,False,top-3 avg score 0.3851 < final_threshold 0.7
ObjectProperty,prohibition,is asset of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5354; levenshtein=0.1818; semantic=0.4376; sequence_match=0.1000,False,0.3849,False,top-3 avg score 0.3849 < final_threshold 0.7
ObjectProperty,prohibition,has asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4773; levenshtein=0.0909; semantic=0.4656; sequence_match=0.2105,False,0.3845,False,top-3 avg score 0.3845 < final_threshold 0.7
ObjectProperty,prohibition,involved party,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3901; levenshtein=0.0769; semantic=0.5112; sequence_match=0.2500,False,0.3837,False,top-3 avg score 0.3837 < final_threshold 0.7
ObjectProperty,relation,has remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4583; levenshtein=0.0000; semantic=0.4576; sequence_match=0.2353,False,0.3837,False,top-3 avg score 0.3837 < final_threshold 0.7
ObjectProperty,operand,is remedy for,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.0909; semantic=0.4727; sequence_match=0.2222,False,0.3836,False,top-3 avg score 0.3836 < final_threshold 0.7
ObjectProperty,action,is remedy for,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4192; levenshtein=0.0909; semantic=0.4962; sequence_match=0.2353,False,0.3836,False,top-3 avg score 0.3836 < final_threshold 0.7
ObjectProperty,andSequence,is asset of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4242; levenshtein=0.1818; semantic=0.4262; sequence_match=0.3000,False,0.3835,False,top-3 avg score 0.3835 < final_threshold 0.7
ObjectProperty,function,is remedy for,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4053; levenshtein=0.0909; semantic=0.5341; sequence_match=0.2105,False,0.3833,False,top-3 avg score 0.3833 < final_threshold 0.7
ObjectProperty,partOf,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5352; levenshtein=0.1379; semantic=0.3850; sequence_match=0.2286,False,0.3829,False,top-3 avg score 0.3829 < final_threshold 0.7
ObjectProperty,inheritRelation,is activated by failure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5194; levenshtein=0.2000; semantic=0.3428; sequence_match=0.2857,False,0.3826,False,top-3 avg score 0.3826 < final_threshold 0.7
ObjectProperty,leftOperand,is involved in rule,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4735; levenshtein=0.1875; semantic=0.4868; sequence_match=0.1481,False,0.3826,False,top-3 avg score 0.3826 < final_threshold 0.7
ObjectProperty,operand,is strategy of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4484; levenshtein=0.1667; semantic=0.4883; sequence_match=0.2105,False,0.3824,False,top-3 avg score 0.3824 < final_threshold 0.7
ObjectProperty,inheritRelation,has remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4870; levenshtein=0.2000; semantic=0.4095; sequence_match=0.2500,False,0.3822,False,top-3 avg score 0.3822 < final_threshold 0.7
ObjectProperty,duty,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4423; levenshtein=0.0769; semantic=0.5805; sequence_match=0.1176,False,0.3801,False,top-3 avg score 0.3801 < final_threshold 0.7
ObjectProperty,assigner,is activated by failure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4833; levenshtein=0.2000; semantic=0.3708; sequence_match=0.2857,False,0.3799,False,top-3 avg score 0.3799 < final_threshold 0.7
ObjectProperty,prohibition,is involved in rule,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4557; levenshtein=0.1250; semantic=0.5554; sequence_match=0.0741,False,0.3787,False,top-3 avg score 0.3787 < final_threshold 0.7
ObjectProperty,duty,involved party,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.2308; semantic=0.5501; sequence_match=0.3529,False,0.3779,False,top-3 avg score 0.3779 < final_threshold 0.7
ObjectProperty,hasPolicy,is operator of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5093; levenshtein=0.0833; semantic=0.4330; sequence_match=0.1905,False,0.3776,False,top-3 avg score 0.3776 < final_threshold 0.7
ObjectProperty,assignee,is activated by failure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4833; levenshtein=0.2000; semantic=0.3629; sequence_match=0.2857,False,0.3773,False,top-3 avg score 0.3773 < final_threshold 0.7
ObjectProperty,inheritFrom,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5614; levenshtein=0.1379; semantic=0.4197; sequence_match=0.1500,False,0.377,False,top-3 avg score 0.3770 < final_threshold 0.7
ObjectProperty,hasPolicy,is strategy of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4167; levenshtein=0.1667; semantic=0.5208; sequence_match=0.1905,False,0.376,False,top-3 avg score 0.3760 < final_threshold 0.7
ObjectProperty,and,is activated by failure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5889; levenshtein=0.1000; semantic=0.3647; sequence_match=0.1739,False,0.3758,False,top-3 avg score 0.3758 < final_threshold 0.7
ObjectProperty,failure,is constraint of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4762; levenshtein=0.1429; semantic=0.4585; sequence_match=0.1905,False,0.3751,False,top-3 avg score 0.3751 < final_threshold 0.7
ObjectProperty,operand,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4956; levenshtein=0.1379; semantic=0.4070; sequence_match=0.2222,False,0.3749,False,top-3 avg score 0.3749 < final_threshold 0.7
ObjectProperty,partOf,consequence of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4145; levenshtein=0.1538; semantic=0.4992; sequence_match=0.2105,False,0.3747,False,top-3 avg score 0.3747 < final_threshold 0.7
ObjectProperty,and,has asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4861; levenshtein=0.1250; semantic=0.4558; sequence_match=0.1818,False,0.3746,False,top-3 avg score 0.3746 < final_threshold 0.7
ObjectProperty,leftOperand,activates upon failure,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5596; levenshtein=0.1500; semantic=0.4139; sequence_match=0.1290,False,0.3745,False,top-3 avg score 0.3745 < final_threshold 0.7
ObjectProperty,conflict,is asset of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4120; levenshtein=0.0000; semantic=0.4740; sequence_match=0.2353,False,0.3738,False,top-3 avg score 0.3738 < final_threshold 0.7
ObjectProperty,duty,is operator of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4444; levenshtein=0.0833; semantic=0.5518; sequence_match=0.1250,False,0.3738,False,top-3 avg score 0.3738 < final_threshold 0.7
ObjectProperty,function,is asset of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4907; levenshtein=0.1111; semantic=0.5125; sequence_match=0.1176,False,0.3736,False,top-3 avg score 0.3736 < final_threshold 0.7
ObjectProperty,relation,consequence of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4241; levenshtein=0.1538; semantic=0.5032; sequence_match=0.1905,False,0.3726,False,top-3 avg score 0.3726 < final_threshold 0.7
ObjectProperty,consequence,has asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4773; levenshtein=0.1818; semantic=0.4285; sequence_match=0.2105,False,0.3721,False,top-3 avg score 0.3721 < final_threshold 0.7
ObjectProperty,remedy,is involved in rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4861; levenshtein=0.1250; semantic=0.4478; sequence_match=0.1818,False,0.3719,False,top-3 avg score 0.3719 < final_threshold 0.7
ObjectProperty,operand,activates upon failure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5071; levenshtein=0.1000; semantic=0.4585; sequence_match=0.1481,False,0.3713,False,top-3 avg score 0.3713 < final_threshold 0.7
ObjectProperty,target,is involved in rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4097; levenshtein=0.0625; semantic=0.5216; sequence_match=0.1818,False,0.371,False,top-3 avg score 0.3710 < final_threshold 0.7
ObjectProperty,function,is involved in rule,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5000; levenshtein=0.1250; semantic=0.4875; sequence_match=0.0833,False,0.3708,False,top-3 avg score 0.3708 < final_threshold 0.7
ObjectProperty,action,has remedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4259; levenshtein=0.1111; semantic=0.5501; sequence_match=0.1333,False,0.3698,False,top-3 avg score 0.3698 < final_threshold 0.7
ObjectProperty,prohibition,is remedy for,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4040; levenshtein=0.0909; semantic=0.5213; sequence_match=0.1818,False,0.369,False,top-3 avg score 0.3690 < final_threshold 0.7
ObjectProperty,consequence,involved party,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3901; levenshtein=0.1538; semantic=0.5482; sequence_match=0.1667,False,0.3683,False,top-3 avg score 0.3683 < final_threshold 0.7
ObjectProperty,function,involved party,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4241; levenshtein=0.0000; semantic=0.4900; sequence_match=0.1905,False,0.3682,False,top-3 avg score 0.3682 < final_threshold 0.7
ObjectProperty,duty,is activated by failure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5333; levenshtein=0.1000; semantic=0.4043; sequence_match=0.1667,False,0.3681,False,top-3 avg score 0.3681 < final_threshold 0.7
ObjectProperty,prohibition,activates upon failure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4348; levenshtein=0.1500; semantic=0.4097; sequence_match=0.2581,False,0.3675,False,top-3 avg score 0.3675 < final_threshold 0.7
ObjectProperty,operator,has consequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4187; levenshtein=0.1429; semantic=0.5007; sequence_match=0.1818,False,0.367,False,top-3 avg score 0.3670 < final_threshold 0.7
ObjectProperty,duty,consequence of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4423; levenshtein=0.0769; semantic=0.5395; sequence_match=0.1176,False,0.3665,False,top-3 avg score 0.3665 < final_threshold 0.7
ObjectProperty,permission,involved party,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3991; levenshtein=0.0000; semantic=0.5259; sequence_match=0.1739,False,0.3663,False,top-3 avg score 0.3663 < final_threshold 0.7
ObjectProperty,Only One,is operator of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4484; levenshtein=0.1667; semantic=0.4398; sequence_match=0.2105,False,0.3662,False,top-3 avg score 0.3662 < final_threshold 0.7
ObjectProperty,and,is asset of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4815; levenshtein=0.1111; semantic=0.4499; sequence_match=0.1667,False,0.366,False,top-3 avg score 0.3660 < final_threshold 0.7
ObjectProperty,implies,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4865; levenshtein=0.1379; semantic=0.3883; sequence_match=0.2222,False,0.3657,False,top-3 avg score 0.3657 < final_threshold 0.7
ObjectProperty,duty,is constraint of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4405; levenshtein=0.0714; semantic=0.5446; sequence_match=0.1111,False,0.3654,False,top-3 avg score 0.3654 < final_threshold 0.7
ObjectProperty,function,is activated by failure,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3972; levenshtein=0.1500; semantic=0.4834; sequence_match=0.2143,False,0.365,False,top-3 avg score 0.3650 < final_threshold 0.7
ObjectProperty,hasPolicy,is remedy for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4680; levenshtein=0.0909; semantic=0.4269; sequence_match=0.2000,False,0.365,False,top-3 avg score 0.3650 < final_threshold 0.7
ObjectProperty,obligation,consequence of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3991; levenshtein=0.1538; semantic=0.5199; sequence_match=0.1739,False,0.3643,False,top-3 avg score 0.3643 < final_threshold 0.7
ObjectProperty,operand,has asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4226; levenshtein=0.0000; semantic=0.5359; sequence_match=0.1333,False,0.3639,False,top-3 avg score 0.3639 < final_threshold 0.7
ObjectProperty,prohibition,is strategy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4823; levenshtein=0.0833; semantic=0.4342; sequence_match=0.1739,False,0.3635,False,top-3 avg score 0.3635 < final_threshold 0.7
ObjectProperty,implies,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4066; levenshtein=0.0769; semantic=0.5809; sequence_match=0.1000,False,0.3625,False,top-3 avg score 0.3625 < final_threshold 0.7
ObjectProperty,failure,is strategy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5516; levenshtein=0.0833; semantic=0.4282; sequence_match=0.1053,False,0.3617,False,top-3 avg score 0.3617 < final_threshold 0.7
ObjectProperty,Only One,activates upon failure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4151; levenshtein=0.1500; semantic=0.3717; sequence_match=0.2963,False,0.361,False,top-3 avg score 0.3610 < final_threshold 0.7
ObjectProperty,conflict,is activated by failure,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3972; levenshtein=0.1500; semantic=0.4713; sequence_match=0.2143,False,0.3609,False,top-3 avg score 0.3609 < final_threshold 0.7
ObjectProperty,prohibition,is activated by failure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5015; levenshtein=0.1500; semantic=0.3859; sequence_match=0.1935,False,0.3603,False,top-3 avg score 0.3603 < final_threshold 0.7
ObjectProperty,consequence,is remedy for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5152; levenshtein=0.0000; semantic=0.4749; sequence_match=0.0909,False,0.3603,False,top-3 avg score 0.3603 < final_threshold 0.7
ObjectProperty,andSequence,is activated by failure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5040; levenshtein=0.1500; semantic=0.3827; sequence_match=0.1935,False,0.3601,False,top-3 avg score 0.3601 < final_threshold 0.7
ObjectProperty,failure,is operator of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5516; levenshtein=0.0833; semantic=0.4233; sequence_match=0.1053,False,0.36,False,top-3 avg score 0.3600 < final_threshold 0.7
ObjectProperty,and,has operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4747; levenshtein=0.0909; semantic=0.4625; sequence_match=0.1429,False,0.36,False,top-3 avg score 0.3600 < final_threshold 0.7
ObjectProperty,implies,is strategy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4484; levenshtein=0.1667; semantic=0.4191; sequence_match=0.2105,False,0.3594,False,top-3 avg score 0.3594 < final_threshold 0.7
