prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has license,has license,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has version,has version,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,is developed by,was developed by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.9267; levenshtein=0.8571; semantic=0.9511; sequence_match=0.8889,False,0.9223,True,selected
ObjectProperty,has specified data input,has development model,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6008; levenshtein=0.2381; semantic=0.5086; sequence_match=0.3000,False,0.4698,False,top-3 avg score 0.4698 < final_threshold 0.7
ObjectProperty,is software for,has version feature usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6079; levenshtein=0.2727; semantic=0.4581; sequence_match=0.3429,False,0.4696,False,top-3 avg score 0.4696 < final_threshold 0.7
ObjectProperty,has interface,processes input,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5317; levenshtein=0.0714; semantic=0.5663; sequence_match=0.3077,False,0.4686,False,top-3 avg score 0.4686 < final_threshold 0.7
ObjectProperty,is software for,uses algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5299; levenshtein=0.1538; semantic=0.4907; sequence_match=0.3846,False,0.4684,False,top-3 avg score 0.4684 < final_threshold 0.7
ObjectProperty,has specified data output,supports input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5868; levenshtein=0.2273; semantic=0.5223; sequence_match=0.2927,False,0.4672,False,top-3 avg score 0.4672 < final_threshold 0.7
ObjectProperty,has clause,has export config,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5630; levenshtein=0.2667; semantic=0.5041; sequence_match=0.3333,False,0.4668,False,top-3 avg score 0.4668 < final_threshold 0.7
ObjectProperty,has output,via format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.2222; semantic=0.5087; sequence_match=0.3333,False,0.4659,False,top-3 avg score 0.4659 < final_threshold 0.7
ObjectProperty,has license,has format category,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5980; levenshtein=0.2941; semantic=0.4292; sequence_match=0.3704,False,0.4659,False,top-3 avg score 0.4659 < final_threshold 0.7
ObjectProperty,is encoded in,uses algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5571; levenshtein=0.2308; semantic=0.5050; sequence_match=0.3333,False,0.4651,False,top-3 avg score 0.4651 < final_threshold 0.7
ObjectProperty,is software for,requires format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6039; levenshtein=0.1429; semantic=0.4207; sequence_match=0.3704,False,0.465,False,top-3 avg score 0.4650 < final_threshold 0.7
ObjectProperty,has declared status,was developed by,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.5896; levenshtein=0.3529; semantic=0.3330; sequence_match=0.4516,False,0.4647,False,top-3 avg score 0.4647 < final_threshold 0.7
ObjectProperty,implements,employs algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4917; levenshtein=0.2500; semantic=0.5940; sequence_match=0.3077,False,0.4645,False,top-3 avg score 0.4645 < final_threshold 0.7
ObjectProperty,uses platform,processes input,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5246; levenshtein=0.1429; semantic=0.4833; sequence_match=0.3846,False,0.4642,False,top-3 avg score 0.4642 < final_threshold 0.7
ObjectProperty,uses software,performs task,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6270; levenshtein=0.1667; semantic=0.5981; sequence_match=0.1667,False,0.4639,False,top-3 avg score 0.4639 < final_threshold 0.7
ObjectProperty,has format specification,has development model,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5603; levenshtein=0.1818; semantic=0.4900; sequence_match=0.3415,False,0.4639,False,top-3 avg score 0.4639 < final_threshold 0.7
ObjectProperty,has format specification,has development activity level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5992; levenshtein=0.2593; semantic=0.4247; sequence_match=0.3673,False,0.4637,False,top-3 avg score 0.4637 < final_threshold 0.7
ObjectProperty,has declared status,has valid input,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6120; levenshtein=0.3529; semantic=0.4263; sequence_match=0.3333,False,0.4637,False,top-3 avg score 0.4637 < final_threshold 0.7
ObjectProperty,is encoded in,has export config,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5374; levenshtein=0.2667; semantic=0.4666; sequence_match=0.3846,False,0.4629,False,top-3 avg score 0.4629 < final_threshold 0.7
ObjectProperty,uses platform,has export config,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5667; levenshtein=0.3333; semantic=0.4508; sequence_match=0.3704,False,0.4626,False,top-3 avg score 0.4626 < final_threshold 0.7
ObjectProperty,has format specification,has valid input,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5763; levenshtein=0.2727; semantic=0.5252; sequence_match=0.2857,False,0.4624,False,top-3 avg score 0.4624 < final_threshold 0.7
ObjectProperty,has version,is published in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5615; levenshtein=0.1538; semantic=0.4762; sequence_match=0.3478,False,0.4619,False,top-3 avg score 0.4619 < final_threshold 0.7
ObjectProperty,has version,has format category,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5314; levenshtein=0.2941; semantic=0.4837; sequence_match=0.3704,False,0.4618,False,top-3 avg score 0.4618 < final_threshold 0.7
ObjectProperty,has specified data output,has development model,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5936; levenshtein=0.2727; semantic=0.4990; sequence_match=0.2927,False,0.4618,False,top-3 avg score 0.4618 < final_threshold 0.7
ObjectProperty,uses platform,has tool usage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5556; levenshtein=0.0833; semantic=0.5787; sequence_match=0.2500,False,0.4614,False,top-3 avg score 0.4614 < final_threshold 0.7
ObjectProperty,is encoded in,processes input,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6169; levenshtein=0.2143; semantic=0.4455; sequence_match=0.3200,False,0.4608,False,top-3 avg score 0.4608 < final_threshold 0.7
ObjectProperty,has input,is implemented in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5194; levenshtein=0.2000; semantic=0.5150; sequence_match=0.3478,False,0.4608,False,top-3 avg score 0.4608 < final_threshold 0.7
ObjectProperty,has version,supports input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5275; levenshtein=0.2105; semantic=0.5099; sequence_match=0.3448,False,0.4607,False,top-3 avg score 0.4607 < final_threshold 0.7
ObjectProperty,has function,was created by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5657; levenshtein=0.2500; semantic=0.4657; sequence_match=0.3478,False,0.4597,False,top-3 avg score 0.4597 < final_threshold 0.7
ObjectProperty,has input,has format category,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5784; levenshtein=0.2353; semantic=0.4804; sequence_match=0.3200,False,0.4596,False,top-3 avg score 0.4596 < final_threshold 0.7
ObjectProperty,uses software,requires dataset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5405; levenshtein=0.2667; semantic=0.5418; sequence_match=0.2963,False,0.4595,False,top-3 avg score 0.4595 < final_threshold 0.7
ObjectProperty,uses platform,has compatibility,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5308; levenshtein=0.1875; semantic=0.5607; sequence_match=0.2857,False,0.4591,False,top-3 avg score 0.4591 < final_threshold 0.7
ObjectProperty,has license,processes input,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5905; levenshtein=0.1429; semantic=0.4533; sequence_match=0.3333,False,0.459,False,top-3 avg score 0.4590 < final_threshold 0.7
ObjectProperty,is software for,supports input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6109; levenshtein=0.2632; semantic=0.4530; sequence_match=0.3125,False,0.4588,False,top-3 avg score 0.4588 < final_threshold 0.7
ObjectProperty,has output,supports task,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.1667; semantic=0.5736; sequence_match=0.1905,False,0.4584,False,top-3 avg score 0.4584 < final_threshold 0.7
ObjectProperty,has specified data input,has tool usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5397; levenshtein=0.1905; semantic=0.5305; sequence_match=0.3030,False,0.4577,False,top-3 avg score 0.4577 < final_threshold 0.7
ObjectProperty,is software for,performs task,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5427; levenshtein=0.0769; semantic=0.5072; sequence_match=0.3200,False,0.4567,False,top-3 avg score 0.4567 < final_threshold 0.7
ObjectProperty,is alternative format of,has development model,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5797; levenshtein=0.1905; semantic=0.3885; sequence_match=0.4000,False,0.4561,False,top-3 avg score 0.4561 < final_threshold 0.7
ObjectProperty,has specified data input,has help resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6021; levenshtein=0.2381; semantic=0.4883; sequence_match=0.2778,False,0.456,False,top-3 avg score 0.4560 < final_threshold 0.7
ObjectProperty,implements,supports task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5167; levenshtein=0.2500; semantic=0.5778; sequence_match=0.2727,False,0.4557,False,top-3 avg score 0.4557 < final_threshold 0.7
ObjectProperty,is alternative format of,relates to feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6823; levenshtein=0.2381; semantic=0.3585; sequence_match=0.3243,False,0.455,False,top-3 avg score 0.4550 < final_threshold 0.7
ObjectProperty,has interface,via format,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6111; levenshtein=0.2500; semantic=0.5036; sequence_match=0.1905,False,0.4549,False,top-3 avg score 0.4549 < final_threshold 0.7
ObjectProperty,implements,has compatibility,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3833; levenshtein=0.1875; semantic=0.6677; sequence_match=0.3077,False,0.4529,False,top-3 avg score 0.4529 < final_threshold 0.7
ObjectProperty,has output,relates to feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.2500; semantic=0.4684; sequence_match=0.3200,False,0.4526,False,top-3 avg score 0.4526 < final_threshold 0.7
ObjectProperty,is software for,has help resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5094; levenshtein=0.2667; semantic=0.4889; sequence_match=0.3571,False,0.4518,False,top-3 avg score 0.4518 < final_threshold 0.7
ObjectProperty,uses software,has license,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5778; levenshtein=0.1667; semantic=0.5953; sequence_match=0.1818,False,0.4516,False,top-3 avg score 0.4516 < final_threshold 0.7
ObjectProperty,has output,was developed by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5767; levenshtein=0.2143; semantic=0.4302; sequence_match=0.3478,False,0.4516,False,top-3 avg score 0.4516 < final_threshold 0.7
ObjectProperty,is encoded in,has collaboration,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5890; levenshtein=0.2500; semantic=0.3949; sequence_match=0.3704,False,0.4514,False,top-3 avg score 0.4514 < final_threshold 0.7
ObjectProperty,has interface,is implemented in,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4667; levenshtein=0.2000; semantic=0.5164; sequence_match=0.3704,False,0.4511,False,top-3 avg score 0.4511 < final_threshold 0.7
ObjectProperty,has clause,supports dataset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5630; levenshtein=0.2000; semantic=0.5405; sequence_match=0.2500,False,0.4511,False,top-3 avg score 0.4511 < final_threshold 0.7
ObjectProperty,has output,supports dataset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5778; levenshtein=0.2000; semantic=0.5244; sequence_match=0.2500,False,0.4507,False,top-3 avg score 0.4507 < final_threshold 0.7
ObjectProperty,has license,was developed by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5524; levenshtein=0.2857; semantic=0.4660; sequence_match=0.3333,False,0.4506,False,top-3 avg score 0.4506 < final_threshold 0.7
ObjectProperty,has interface,requires dataset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5881; levenshtein=0.2000; semantic=0.5408; sequence_match=0.2222,False,0.4504,False,top-3 avg score 0.4504 < final_threshold 0.7
ObjectProperty,is software for,has tool usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5338; levenshtein=0.1538; semantic=0.4974; sequence_match=0.3200,False,0.4504,False,top-3 avg score 0.4504 < final_threshold 0.7
ObjectProperty,has declared status,provides feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5846; levenshtein=0.1765; semantic=0.3912; sequence_match=0.3750,False,0.4503,False,top-3 avg score 0.4503 < final_threshold 0.7
ObjectProperty,uses software,was created by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5444; levenshtein=0.0833; semantic=0.4721; sequence_match=0.3333,False,0.45,False,top-3 avg score 0.4500 < final_threshold 0.7
ObjectProperty,is alternative format of,has version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6437; levenshtein=0.2381; semantic=0.4476; sequence_match=0.2581,False,0.4498,False,top-3 avg score 0.4498 < final_threshold 0.7
ObjectProperty,is alternative format of,uses algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5958; levenshtein=0.2857; semantic=0.3998; sequence_match=0.3529,False,0.4495,False,top-3 avg score 0.4495 < final_threshold 0.7
ObjectProperty,has clause,uses algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5007; levenshtein=0.1538; semantic=0.5744; sequence_match=0.2727,False,0.4493,False,top-3 avg score 0.4493 < final_threshold 0.7
ObjectProperty,uses software,can process output of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5146; levenshtein=0.2778; semantic=0.4989; sequence_match=0.3333,False,0.4489,False,top-3 avg score 0.4489 < final_threshold 0.7
ObjectProperty,is alternative format of,is compatible with tool,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6004; levenshtein=0.2857; semantic=0.3559; sequence_match=0.3902,False,0.4488,False,top-3 avg score 0.4488 < final_threshold 0.7
ObjectProperty,is software for,relates to feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5158; levenshtein=0.1250; semantic=0.4152; sequence_match=0.4138,False,0.4482,False,top-3 avg score 0.4482 < final_threshold 0.7
ObjectProperty,has license,requires dataset,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5444; levenshtein=0.2667; semantic=0.5316; sequence_match=0.2400,False,0.4476,False,top-3 avg score 0.4476 < final_threshold 0.7
ObjectProperty,uses software,has export config,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5778; levenshtein=0.2667; semantic=0.4684; sequence_match=0.2963,False,0.4475,False,top-3 avg score 0.4475 < final_threshold 0.7
ObjectProperty,is encoded in,has license,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6040; levenshtein=0.1818; semantic=0.4505; sequence_match=0.2857,False,0.4467,False,top-3 avg score 0.4467 < final_threshold 0.7
ObjectProperty,implements,requires dataset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4778; levenshtein=0.2000; semantic=0.5422; sequence_match=0.3200,False,0.4466,False,top-3 avg score 0.4466 < final_threshold 0.7
ObjectProperty,is developed by,has version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4859; levenshtein=0.1538; semantic=0.5051; sequence_match=0.3478,False,0.4463,False,top-3 avg score 0.4463 < final_threshold 0.7
ObjectProperty,is developed by,is published in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5231; levenshtein=0.3077; semantic=0.4310; sequence_match=0.3846,False,0.4462,False,top-3 avg score 0.4462 < final_threshold 0.7
ObjectProperty,has output,runs on,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.1111; semantic=0.5709; sequence_match=0.2667,False,0.4458,False,top-3 avg score 0.4458 < final_threshold 0.7
ObjectProperty,has license,runs on,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5111; levenshtein=0.1000; semantic=0.5719; sequence_match=0.2500,False,0.4443,False,top-3 avg score 0.4443 < final_threshold 0.7
ObjectProperty,uses platform,has format category,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5222; levenshtein=0.2941; semantic=0.4658; sequence_match=0.3448,False,0.4443,False,top-3 avg score 0.4443 < final_threshold 0.7
ObjectProperty,is developed by,relates to feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5566; levenshtein=0.1875; semantic=0.4954; sequence_match=0.2759,False,0.4426,False,top-3 avg score 0.4426 < final_threshold 0.7
ObjectProperty,has declared status,has compatibility,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6152; levenshtein=0.2941; semantic=0.3487; sequence_match=0.3636,False,0.4425,False,top-3 avg score 0.4425 < final_threshold 0.7
ObjectProperty,has format specification,relates to feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5090; levenshtein=0.2273; semantic=0.4489; sequence_match=0.3684,False,0.4421,False,top-3 avg score 0.4421 < final_threshold 0.7
ObjectProperty,implements,via format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5444; levenshtein=0.2000; semantic=0.4657; sequence_match=0.3158,False,0.442,False,top-3 avg score 0.4420 < final_threshold 0.7
ObjectProperty,uses software,supports task,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5794; levenshtein=0.2500; semantic=0.4957; sequence_match=0.2500,False,0.4417,False,top-3 avg score 0.4417 < final_threshold 0.7
ObjectProperty,has function,can process output of,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5322; levenshtein=0.2222; semantic=0.5703; sequence_match=0.2069,False,0.4416,False,top-3 avg score 0.4416 < final_threshold 0.7
ObjectProperty,has interface,was developed by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5397; levenshtein=0.2143; semantic=0.4771; sequence_match=0.3077,False,0.4415,False,top-3 avg score 0.4415 < final_threshold 0.7
ObjectProperty,is encoded in,has development model,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5254; levenshtein=0.2632; semantic=0.3986; sequence_match=0.4000,False,0.4413,False,top-3 avg score 0.4413 < final_threshold 0.7
ObjectProperty,has format specification,can process output of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5985; levenshtein=0.2273; semantic=0.4981; sequence_match=0.2000,False,0.4413,False,top-3 avg score 0.4413 < final_threshold 0.7
ObjectProperty,uses platform,has collaboration,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.2500; semantic=0.5080; sequence_match=0.3571,False,0.4411,False,top-3 avg score 0.4411 < final_threshold 0.7
ObjectProperty,is alternative format of,has collaboration,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6159; levenshtein=0.2857; semantic=0.3284; sequence_match=0.3784,False,0.4409,False,top-3 avg score 0.4409 < final_threshold 0.7
ObjectProperty,uses platform,has version feature usage,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5101; levenshtein=0.2273; semantic=0.5852; sequence_match=0.1765,False,0.4409,False,top-3 avg score 0.4409 < final_threshold 0.7
ObjectProperty,implements,produces export,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5524; levenshtein=0.1429; semantic=0.4353; sequence_match=0.3333,False,0.4403,False,top-3 avg score 0.4403 < final_threshold 0.7
ObjectProperty,has clause,relates to feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5139; levenshtein=0.3125; semantic=0.4867; sequence_match=0.3200,False,0.4402,False,top-3 avg score 0.4402 < final_threshold 0.7
ObjectProperty,is alternative format of,has export config,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5810; levenshtein=0.1429; semantic=0.3496; sequence_match=0.3889,False,0.4398,False,top-3 avg score 0.4398 < final_threshold 0.7
ObjectProperty,is encoded in,was developed by,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5469; levenshtein=0.3571; semantic=0.4145; sequence_match=0.3200,False,0.4395,False,top-3 avg score 0.4395 < final_threshold 0.7
ObjectProperty,has version,requires dataset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5444; levenshtein=0.1333; semantic=0.5337; sequence_match=0.2400,False,0.4394,False,top-3 avg score 0.4394 < final_threshold 0.7
ObjectProperty,uses platform,can process output of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5370; levenshtein=0.1667; semantic=0.4469; sequence_match=0.3333,False,0.4391,False,top-3 avg score 0.4391 < final_threshold 0.7
ObjectProperty,uses platform,has development model,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5709; levenshtein=0.2632; semantic=0.4829; sequence_match=0.2581,False,0.439,False,top-3 avg score 0.4390 < final_threshold 0.7
ObjectProperty,uses platform,requires dataset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4667; levenshtein=0.2667; semantic=0.5523; sequence_match=0.2963,False,0.4384,False,top-3 avg score 0.4384 < final_threshold 0.7
ObjectProperty,has input,requires dataset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5056; levenshtein=0.1333; semantic=0.5460; sequence_match=0.2609,False,0.4375,False,top-3 avg score 0.4375 < final_threshold 0.7
ObjectProperty,has version,requires format,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5524; levenshtein=0.2143; semantic=0.5453; sequence_match=0.0833,False,0.4373,False,top-3 avg score 0.4373 < final_threshold 0.7
ObjectProperty,is encoded in,has development activity level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5912; levenshtein=0.1852; semantic=0.4571; sequence_match=0.2632,False,0.4371,False,top-3 avg score 0.4371 < final_threshold 0.7
ObjectProperty,has version,uses algorithm,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6033; levenshtein=0.1538; semantic=0.5536; sequence_match=0.0870,False,0.4369,False,top-3 avg score 0.4369 < final_threshold 0.7
ObjectProperty,has format specification,supports dataset,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5737; levenshtein=0.2273; semantic=0.5086; sequence_match=0.1622,False,0.4365,False,top-3 avg score 0.4365 < final_threshold 0.7
ObjectProperty,has output,uses algorithm,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5801; levenshtein=0.1538; semantic=0.5754; sequence_match=0.0909,False,0.4364,False,top-3 avg score 0.4364 < final_threshold 0.7
ObjectProperty,is alternative format of,is implemented in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5651; levenshtein=0.1905; semantic=0.4108; sequence_match=0.3333,False,0.4364,False,top-3 avg score 0.4364 < final_threshold 0.7
ObjectProperty,has function,uses algorithm,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5579; levenshtein=0.1538; semantic=0.5962; sequence_match=0.0833,False,0.436,False,top-3 avg score 0.4360 < final_threshold 0.7
ObjectProperty,uses software,employs algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.0625; semantic=0.6352; sequence_match=0.2143,False,0.4359,False,top-3 avg score 0.4359 < final_threshold 0.7
ObjectProperty,has clause,requires dataset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4963; levenshtein=0.2000; semantic=0.5582; sequence_match=0.2500,False,0.4348,False,top-3 avg score 0.4348 < final_threshold 0.7
ObjectProperty,has format specification,provides feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5215; levenshtein=0.2273; semantic=0.5117; sequence_match=0.2703,False,0.4345,False,top-3 avg score 0.4345 < final_threshold 0.7
ObjectProperty,has version,can process output of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5534; levenshtein=0.2222; semantic=0.4628; sequence_match=0.2857,False,0.434,False,top-3 avg score 0.4340 < final_threshold 0.7
ObjectProperty,has license,produces export,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4786; levenshtein=0.2143; semantic=0.4887; sequence_match=0.3333,False,0.4335,False,top-3 avg score 0.4335 < final_threshold 0.7
ObjectProperty,is software for,has collaboration,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5011; levenshtein=0.2500; semantic=0.4534; sequence_match=0.3448,False,0.4331,False,top-3 avg score 0.4331 < final_threshold 0.7
ObjectProperty,has function,relates to feature,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4557; levenshtein=0.1875; semantic=0.5463; sequence_match=0.2963,False,0.4328,False,top-3 avg score 0.4328 < final_threshold 0.7
ObjectProperty,has license,can process output of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5333; levenshtein=0.2222; semantic=0.4789; sequence_match=0.2857,False,0.4326,False,top-3 avg score 0.4326 < final_threshold 0.7
ObjectProperty,has format specification,was created by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5386; levenshtein=0.2727; semantic=0.4049; sequence_match=0.3529,False,0.4321,False,top-3 avg score 0.4321 < final_threshold 0.7
ObjectProperty,uses platform,is implemented in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5222; levenshtein=0.2667; semantic=0.4777; sequence_match=0.2963,False,0.4321,False,top-3 avg score 0.4321 < final_threshold 0.7
ObjectProperty,is software for,can process output of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5826; levenshtein=0.1667; semantic=0.4547; sequence_match=0.2581,False,0.4318,False,top-3 avg score 0.4318 < final_threshold 0.7
ObjectProperty,has format specification,supports task,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5934; levenshtein=0.2273; semantic=0.4739; sequence_match=0.1176,False,0.4315,False,top-3 avg score 0.4315 < final_threshold 0.7
ObjectProperty,is developed by,requires dataset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5094; levenshtein=0.0667; semantic=0.4993; sequence_match=0.2857,False,0.4315,False,top-3 avg score 0.4315 < final_threshold 0.7
ObjectProperty,has specified data output,via format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5276; levenshtein=0.1818; semantic=0.5076; sequence_match=0.2581,False,0.4311,False,top-3 avg score 0.4311 < final_threshold 0.7
ObjectProperty,has declared status,has format category,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6255; levenshtein=0.2353; semantic=0.3134; sequence_match=0.3529,False,0.4306,False,top-3 avg score 0.4306 < final_threshold 0.7
ObjectProperty,has input,supports dataset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5056; levenshtein=0.1333; semantic=0.5245; sequence_match=0.2609,False,0.4303,False,top-3 avg score 0.4303 < final_threshold 0.7
ObjectProperty,implements,supports dataset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.2000; semantic=0.5505; sequence_match=0.2400,False,0.4302,False,top-3 avg score 0.4302 < final_threshold 0.7
ObjectProperty,implements,requires format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5095; levenshtein=0.0714; semantic=0.5305; sequence_match=0.2500,False,0.43,False,top-3 avg score 0.4300 < final_threshold 0.7
ObjectProperty,has format specification,is implemented in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5473; levenshtein=0.2273; semantic=0.4181; sequence_match=0.3243,False,0.4299,False,top-3 avg score 0.4299 < final_threshold 0.7
ObjectProperty,is software for,has export config,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5912; levenshtein=0.2000; semantic=0.4125; sequence_match=0.2857,False,0.4298,False,top-3 avg score 0.4298 < final_threshold 0.7
ObjectProperty,has input,was created by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5417; levenshtein=0.2500; semantic=0.4465; sequence_match=0.3000,False,0.4294,False,top-3 avg score 0.4294 < final_threshold 0.7
ObjectProperty,has declared status,requires dataset,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6183; levenshtein=0.2941; semantic=0.3750; sequence_match=0.2500,False,0.4291,False,top-3 avg score 0.4291 < final_threshold 0.7
ObjectProperty,has output,requires dataset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4870; levenshtein=0.2000; semantic=0.5498; sequence_match=0.2500,False,0.429,False,top-3 avg score 0.4290 < final_threshold 0.7
