gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
Maintained,Maintained,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
algorithm,Algorithm,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
programming language,Programming Language,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
web service,Web Service,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
licence,License,jaro_winkler+semantic+levenshtein,jaro_winkler=0.9429; levenshtein=0.8571; semantic=0.9174; sequence_match=0.8571,False,0.9058,True,selected
desktop graphical user interface,XML Editing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5670; levenshtein=0.1379; semantic=0.4710; sequence_match=0.2051,False,0.4144,False,top-3 avg score 0.4144 < final_threshold 0.6
data format specification,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4151; levenshtein=0.2174; semantic=0.4945; sequence_match=0.3333,False,0.4143,False,top-3 avg score 0.4143 < final_threshold 0.6
Development status,Data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4363; levenshtein=0.1765; semantic=0.5208; sequence_match=0.2857,False,0.4143,False,top-3 avg score 0.4143 < final_threshold 0.6
GIF,Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.0000; semantic=0.5204; sequence_match=0.2222,False,0.4142,False,top-3 avg score 0.4142 < final_threshold 0.6
text editing,Maintenance Status,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4661; levenshtein=0.1765; semantic=0.4903; sequence_match=0.2857,False,0.4141,False,top-3 avg score 0.4141 < final_threshold 0.6
CEL binary format,Requirement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5929; levenshtein=0.2667; semantic=0.3412; sequence_match=0.3077,False,0.4139,False,top-3 avg score 0.4139 < final_threshold 0.6
programming language,Download Source,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5276; levenshtein=0.2105; semantic=0.5033; sequence_match=0.1212,False,0.4138,False,top-3 avg score 0.4138 < final_threshold 0.6
software interface,Task,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5310; levenshtein=0.1176; semantic=0.5927; sequence_match=0.0952,False,0.4138,False,top-3 avg score 0.4138 < final_threshold 0.6
data item,Algorithm Modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4802; levenshtein=0.1429; semantic=0.4848; sequence_match=0.2759,False,0.4136,False,top-3 avg score 0.4136 < final_threshold 0.6
software interface,Community Development,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4985; levenshtein=0.1500; semantic=0.4718; sequence_match=0.2703,False,0.4135,False,top-3 avg score 0.4135 < final_threshold 0.6
Development status,Proprietary Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4650; levenshtein=0.0000; semantic=0.4220; sequence_match=0.3529,False,0.4133,False,top-3 avg score 0.4133 < final_threshold 0.6
web service,Community Development,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5222; levenshtein=0.1000; semantic=0.5170; sequence_match=0.2000,False,0.4131,False,top-3 avg score 0.4131 < final_threshold 0.6
desktop graphical user interface,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5460; levenshtein=0.1034; semantic=0.5719; sequence_match=0.1212,False,0.413,False,top-3 avg score 0.4130 < final_threshold 0.6
programming language,Valid Input,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4544; levenshtein=0.2105; semantic=0.5087; sequence_match=0.2759,False,0.413,False,top-3 avg score 0.4130 < final_threshold 0.6
function,Open Source License,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5899; levenshtein=0.2353; semantic=0.4137; sequence_match=0.1600,False,0.413,False,top-3 avg score 0.4130 < final_threshold 0.6
data item,Cel File,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.2500; semantic=0.4601; sequence_match=0.2667,False,0.4129,False,top-3 avg score 0.4129 < final_threshold 0.6
application programming interface,Development Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4820; levenshtein=0.1935; semantic=0.5389; sequence_match=0.2174,False,0.4128,False,top-3 avg score 0.4128 < final_threshold 0.6
Not Free,Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.1429; semantic=0.6273; sequence_match=0.1818,False,0.4126,False,top-3 avg score 0.4126 < final_threshold 0.6
GIF,Programming Language,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5906; levenshtein=0.1053; semantic=0.4646; sequence_match=0.1818,False,0.4124,False,top-3 avg score 0.4124 < final_threshold 0.6
Open source software license,Requirement,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5991; levenshtein=0.2400; semantic=0.3973; sequence_match=0.1667,False,0.4121,False,top-3 avg score 0.4121 < final_threshold 0.6
software developer role,Documentation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4713; levenshtein=0.1429; semantic=0.5293; sequence_match=0.2353,False,0.412,False,top-3 avg score 0.4120 < final_threshold 0.6
CEL binary format,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4870; levenshtein=0.1333; semantic=0.4982; sequence_match=0.2500,False,0.4117,False,top-3 avg score 0.4117 < final_threshold 0.6
desktop graphical user interface,Valid Input,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5043; levenshtein=0.1379; semantic=0.4743; sequence_match=0.2564,False,0.4117,False,top-3 avg score 0.4117 < final_threshold 0.6
software interface,Algorithm,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4832; levenshtein=0.1765; semantic=0.5752; sequence_match=0.1538,False,0.4116,False,top-3 avg score 0.4116 < final_threshold 0.6
application programming interface,Data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5045; levenshtein=0.0968; semantic=0.5584; sequence_match=0.1714,False,0.4114,False,top-3 avg score 0.4114 < final_threshold 0.6
text editing,Software Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3965; levenshtein=0.1667; semantic=0.4895; sequence_match=0.3478,False,0.4113,False,top-3 avg score 0.4113 < final_threshold 0.6
software,Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4167; levenshtein=0.1250; semantic=0.6504; sequence_match=0.1667,False,0.4112,False,top-3 avg score 0.4112 < final_threshold 0.6
Maintained,Community Development,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5222; levenshtein=0.2000; semantic=0.4447; sequence_match=0.2667,False,0.4112,False,top-3 avg score 0.4112 < final_threshold 0.6
web service,Data Export,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4667; levenshtein=0.1000; semantic=0.5666; sequence_match=0.2000,False,0.4111,False,top-3 avg score 0.4111 < final_threshold 0.6
PROcess,Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4643; levenshtein=0.1429; semantic=0.5869; sequence_match=0.1818,False,0.411,False,top-3 avg score 0.4110 < final_threshold 0.6
text editing,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4680; levenshtein=0.1818; semantic=0.5646; sequence_match=0.2000,False,0.4109,False,top-3 avg score 0.4109 < final_threshold 0.6
software developer organization,XML Editing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4912; levenshtein=0.1724; semantic=0.4336; sequence_match=0.3077,False,0.4108,False,top-3 avg score 0.4108 < final_threshold 0.6
algorithm,Open Source Development,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4921; levenshtein=0.1429; semantic=0.5396; sequence_match=0.2000,False,0.4106,False,top-3 avg score 0.4106 < final_threshold 0.6
licence,Open Source Development,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5040; levenshtein=0.1429; semantic=0.5133; sequence_match=0.2143,False,0.4105,False,top-3 avg score 0.4105 < final_threshold 0.6
desktop graphical user interface,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4956; levenshtein=0.1379; semantic=0.5137; sequence_match=0.2222,False,0.4105,False,top-3 avg score 0.4105 < final_threshold 0.6
software developer organization,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4427; levenshtein=0.2069; semantic=0.4725; sequence_match=0.3158,False,0.4103,False,top-3 avg score 0.4103 < final_threshold 0.6
Not Free,Documentation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4420; levenshtein=0.1538; semantic=0.5878; sequence_match=0.2000,False,0.4099,False,top-3 avg score 0.4099 < final_threshold 0.6
licence,Algorithm Modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4603; levenshtein=0.1429; semantic=0.4836; sequence_match=0.2857,False,0.4099,False,top-3 avg score 0.4099 < final_threshold 0.6
algorithm,Development Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4870; levenshtein=0.1333; semantic=0.4922; sequence_match=0.2500,False,0.4097,False,top-3 avg score 0.4097 < final_threshold 0.6
Development status,Download Source,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5557; levenshtein=0.2353; semantic=0.4147; sequence_match=0.2581,False,0.4095,False,top-3 avg score 0.4095 < final_threshold 0.6
function,XML Editing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4472; levenshtein=0.2000; semantic=0.4471; sequence_match=0.3333,False,0.4092,False,top-3 avg score 0.4092 < final_threshold 0.6
data item,Valid Input,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.2000; semantic=0.4550; sequence_match=0.2222,False,0.4091,False,top-3 avg score 0.4091 < final_threshold 0.6
desktop graphical user interface,Maintained,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4912; levenshtein=0.1724; semantic=0.4790; sequence_match=0.2564,False,0.4089,False,top-3 avg score 0.4089 < final_threshold 0.6
Open source software license,Algorithm Modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5254; levenshtein=0.1200; semantic=0.4402; sequence_match=0.2609,False,0.4088,False,top-3 avg score 0.4088 < final_threshold 0.6
algorithm,Community Development,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4648; levenshtein=0.1500; semantic=0.4845; sequence_match=0.2759,False,0.4084,False,top-3 avg score 0.4084 < final_threshold 0.6
software developer role,Download Source,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5968; levenshtein=0.2381; semantic=0.3894; sequence_match=0.2286,False,0.4081,False,top-3 avg score 0.4081 < final_threshold 0.6
function,Data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1250; semantic=0.5987; sequence_match=0.1667,False,0.4079,False,top-3 avg score 0.4079 < final_threshold 0.6
Free,Proprietary Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5392; levenshtein=0.1176; semantic=0.4938; sequence_match=0.1905,False,0.4078,False,top-3 avg score 0.4078 < final_threshold 0.6
function,Data Export,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4833; levenshtein=0.1000; semantic=0.5179; sequence_match=0.2222,False,0.4078,False,top-3 avg score 0.4078 < final_threshold 0.6
file rendering,Capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5103; levenshtein=0.0769; semantic=0.4519; sequence_match=0.2609,False,0.4077,False,top-3 avg score 0.4077 < final_threshold 0.6
text editing,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4892; levenshtein=0.0909; semantic=0.5115; sequence_match=0.2222,False,0.4076,False,top-3 avg score 0.4076 < final_threshold 0.6
version number,Community Development,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5342; levenshtein=0.1000; semantic=0.4449; sequence_match=0.2424,False,0.4072,False,top-3 avg score 0.4072 < final_threshold 0.6
CEL ASCII format,Maintenance Status,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4944; levenshtein=0.1176; semantic=0.4044; sequence_match=0.3226,False,0.4071,False,top-3 avg score 0.4071 < final_threshold 0.6
programming language,Format,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4591; levenshtein=0.2105; semantic=0.5514; sequence_match=0.1600,False,0.407,False,top-3 avg score 0.4070 < final_threshold 0.6
PROcess,Software Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5516; levenshtein=0.0833; semantic=0.4588; sequence_match=0.2105,False,0.407,False,top-3 avg score 0.4070 < final_threshold 0.6
CEL ASCII format,Help Resource,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5873; levenshtein=0.2143; semantic=0.4189; sequence_match=0.1538,False,0.4068,False,top-3 avg score 0.4068 < final_threshold 0.6
data format specification,Task,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5157; levenshtein=0.1304; semantic=0.4826; sequence_match=0.2222,False,0.4068,False,top-3 avg score 0.4068 < final_threshold 0.6
software,Community Development,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5083; levenshtein=0.1500; semantic=0.4972; sequence_match=0.2143,False,0.4066,False,top-3 avg score 0.4066 < final_threshold 0.6
algorithm,Software Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4259; levenshtein=0.1667; semantic=0.5079; sequence_match=0.2857,False,0.4065,False,top-3 avg score 0.4065 < final_threshold 0.6
version number,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4241; levenshtein=0.1538; semantic=0.6049; sequence_match=0.1905,False,0.4065,False,top-3 avg score 0.4065 < final_threshold 0.6
file rendering,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4103; levenshtein=0.1538; semantic=0.5358; sequence_match=0.2727,False,0.4063,False,top-3 avg score 0.4063 < final_threshold 0.6
Maintained,Requirement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4131; levenshtein=0.0909; semantic=0.5197; sequence_match=0.2857,False,0.4062,False,top-3 avg score 0.4062 < final_threshold 0.6
XML,Export Capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4653; levenshtein=0.1250; semantic=0.5421; sequence_match=0.2105,False,0.406,False,top-3 avg score 0.4060 < final_threshold 0.6
version number,Data Export,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5103; levenshtein=0.0000; semantic=0.5334; sequence_match=0.1739,False,0.4059,False,top-3 avg score 0.4059 < final_threshold 0.6
Development status,Platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5064; levenshtein=0.1176; semantic=0.4708; sequence_match=0.2400,False,0.4057,False,top-3 avg score 0.4057 < final_threshold 0.6
web service,Documentation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4513; levenshtein=0.1538; semantic=0.5919; sequence_match=0.1739,False,0.4057,False,top-3 avg score 0.4057 < final_threshold 0.6
Maintained,Algorithm Modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4619; levenshtein=0.1429; semantic=0.4968; sequence_match=0.2581,False,0.4056,False,top-3 avg score 0.4056 < final_threshold 0.6
CEL binary format,Open Source Development,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5048; levenshtein=0.1905; semantic=0.4339; sequence_match=0.2778,False,0.4055,False,top-3 avg score 0.4055 < final_threshold 0.6
CEL binary format,Valid Input,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4778; levenshtein=0.2000; semantic=0.4185; sequence_match=0.3200,False,0.4054,False,top-3 avg score 0.4054 < final_threshold 0.6
web service,Maintenance Status,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4618; levenshtein=0.1765; semantic=0.5320; sequence_match=0.2222,False,0.4053,False,top-3 avg score 0.4053 < final_threshold 0.6
data format specification,Open Source Development,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5158; levenshtein=0.1304; semantic=0.4728; sequence_match=0.2273,False,0.4053,False,top-3 avg score 0.4053 < final_threshold 0.6
data format specification,XML Editing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5092; levenshtein=0.2174; semantic=0.4026; sequence_match=0.3030,False,0.4049,False,top-3 avg score 0.4049 < final_threshold 0.6
file rendering,Maintenance Status,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4929; levenshtein=0.2353; semantic=0.4543; sequence_match=0.2667,False,0.4046,False,top-3 avg score 0.4046 < final_threshold 0.6
licence,Community Development,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5214; levenshtein=0.1500; semantic=0.4701; sequence_match=0.2222,False,0.4046,False,top-3 avg score 0.4046 < final_threshold 0.6
data item,Community Development,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4917; levenshtein=0.2000; semantic=0.4361; sequence_match=0.2857,False,0.4045,False,top-3 avg score 0.4045 < final_threshold 0.6
software developer organization,Download Source,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5530; levenshtein=0.1724; semantic=0.4741; sequence_match=0.1860,False,0.4044,False,top-3 avg score 0.4044 < final_threshold 0.6
function,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1111; semantic=0.6372; sequence_match=0.1176,False,0.4044,False,top-3 avg score 0.4044 < final_threshold 0.6
plain text file format,XML Editing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5466; levenshtein=0.1579; semantic=0.4595; sequence_match=0.2069,False,0.4043,False,top-3 avg score 0.4043 < final_threshold 0.6
programming language,Web Service,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4351; levenshtein=0.1053; semantic=0.5689; sequence_match=0.2069,False,0.4036,False,top-3 avg score 0.4036 < final_threshold 0.6
software developer role,Data Export,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5349; levenshtein=0.2381; semantic=0.4376; sequence_match=0.1290,False,0.4035,False,top-3 avg score 0.4035 < final_threshold 0.6
PROcess,Maintenance Status,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4239; levenshtein=0.2353; semantic=0.4533; sequence_match=0.3333,False,0.4035,False,top-3 avg score 0.4035 < final_threshold 0.6
PROcess,Open Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4651; levenshtein=0.2000; semantic=0.5086; sequence_match=0.2353,False,0.403,False,top-3 avg score 0.4030 < final_threshold 0.6
Free,Open Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4000; levenshtein=0.2000; semantic=0.5226; sequence_match=0.2857,False,0.4028,False,top-3 avg score 0.4028 < final_threshold 0.6
version number,Download Source,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5189; levenshtein=0.1429; semantic=0.5463; sequence_match=0.0741,False,0.4027,False,top-3 avg score 0.4027 < final_threshold 0.6
data format specification,Tool,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5290; levenshtein=0.1304; semantic=0.4568; sequence_match=0.2222,False,0.4027,False,top-3 avg score 0.4027 < final_threshold 0.6
web service,Development Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.2000; semantic=0.4956; sequence_match=0.2400,False,0.4026,False,top-3 avg score 0.4026 < final_threshold 0.6
software developer role,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3671; levenshtein=0.1429; semantic=0.5895; sequence_match=0.2500,False,0.4022,False,top-3 avg score 0.4022 < final_threshold 0.6
Free,Maintenance Status,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5392; levenshtein=0.1176; semantic=0.4767; sequence_match=0.1905,False,0.4021,False,top-3 avg score 0.4021 < final_threshold 0.6
plain text file format,Documentation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4928; levenshtein=0.1579; semantic=0.4632; sequence_match=0.2500,False,0.402,False,top-3 avg score 0.4020 < final_threshold 0.6
CEL ASCII format,Community Development,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4651; levenshtein=0.2500; semantic=0.3879; sequence_match=0.3529,False,0.402,False,top-3 avg score 0.4020 < final_threshold 0.6
desktop graphical user interface,Open Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4356; levenshtein=0.2069; semantic=0.5137; sequence_match=0.2564,False,0.4019,False,top-3 avg score 0.4019 < final_threshold 0.6
software developer role,Help Resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4960; levenshtein=0.2381; semantic=0.4670; sequence_match=0.2424,False,0.4018,False,top-3 avg score 0.4018 < final_threshold 0.6
software developer role,Requirement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4975; levenshtein=0.1429; semantic=0.4569; sequence_match=0.2500,False,0.4015,False,top-3 avg score 0.4015 < final_threshold 0.6
data format specification,Capability,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5647; levenshtein=0.2174; semantic=0.4221; sequence_match=0.1818,False,0.4014,False,top-3 avg score 0.4014 < final_threshold 0.6
version number,Algorithm Modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4161; levenshtein=0.0952; semantic=0.5520; sequence_match=0.2353,False,0.4011,False,top-3 avg score 0.4011 < final_threshold 0.6
licence,Software Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4841; levenshtein=0.1667; semantic=0.5082; sequence_match=0.2105,False,0.4009,False,top-3 avg score 0.4009 < final_threshold 0.6
desktop graphical user interface,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4658; levenshtein=0.1379; semantic=0.5746; sequence_match=0.1622,False,0.4009,False,top-3 avg score 0.4009 < final_threshold 0.6
PROcess,Download Source,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4762; levenshtein=0.1429; semantic=0.4393; sequence_match=0.2857,False,0.4004,False,top-3 avg score 0.4004 < final_threshold 0.6
programming language,Data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4342; levenshtein=0.1053; semantic=0.5931; sequence_match=0.1739,False,0.4004,False,top-3 avg score 0.4004 < final_threshold 0.6
web service,Export Capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4667; levenshtein=0.1250; semantic=0.5029; sequence_match=0.2308,False,0.4001,False,top-3 avg score 0.4001 < final_threshold 0.6
PROcess,Requirement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4892; levenshtein=0.1818; semantic=0.4886; sequence_match=0.2222,False,0.4,False,top-3 avg score 0.4000 < final_threshold 0.6
Purchase cost,Platform,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.4205; sequence_match=0.2000,False,0.3994,False,top-3 avg score 0.3994 < final_threshold 0.6
plain text file format,Data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5351; levenshtein=0.1579; semantic=0.4888; sequence_match=0.1739,False,0.3993,False,top-3 avg score 0.3993 < final_threshold 0.6
Source code available,Data Export,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4544; levenshtein=0.1579; semantic=0.5847; sequence_match=0.1379,False,0.399,False,top-3 avg score 0.3990 < final_threshold 0.6
algorithm,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4762; levenshtein=0.1111; semantic=0.5956; sequence_match=0.1250,False,0.3989,False,top-3 avg score 0.3989 < final_threshold 0.6
programming language,Cel File,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4637; levenshtein=0.1579; semantic=0.5022; sequence_match=0.2308,False,0.3989,False,top-3 avg score 0.3989 < final_threshold 0.6
software,Requirement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4773; levenshtein=0.0909; semantic=0.5088; sequence_match=0.2105,False,0.3989,False,top-3 avg score 0.3989 < final_threshold 0.6
data format specification,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4735; levenshtein=0.0870; semantic=0.5326; sequence_match=0.1905,False,0.3988,False,top-3 avg score 0.3988 < final_threshold 0.6
Open source software license,Programming Language,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4754; levenshtein=0.2000; semantic=0.5208; sequence_match=0.0909,False,0.3987,False,top-3 avg score 0.3987 < final_threshold 0.6
Purchase cost,Maintenance Status,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5065; levenshtein=0.1765; semantic=0.4132; sequence_match=0.2759,False,0.3985,False,top-3 avg score 0.3985 < final_threshold 0.6
CEL binary format,Community Development,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5194; levenshtein=0.3000; semantic=0.3758; sequence_match=0.2857,False,0.3984,False,top-3 avg score 0.3984 < final_threshold 0.6
web service,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4500; levenshtein=0.1000; semantic=0.6022; sequence_match=0.1429,False,0.3984,False,top-3 avg score 0.3984 < final_threshold 0.6
CEL binary format,Open Source License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4758; levenshtein=0.0588; semantic=0.4063; sequence_match=0.3125,False,0.3982,False,top-3 avg score 0.3982 < final_threshold 0.6
Maintained,Proprietary Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4618; levenshtein=0.1765; semantic=0.5103; sequence_match=0.2222,False,0.3981,False,top-3 avg score 0.3981 < final_threshold 0.6
software developer organization,Platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5412; levenshtein=0.1034; semantic=0.4910; sequence_match=0.1622,False,0.3981,False,top-3 avg score 0.3981 < final_threshold 0.6
Open source software license,Version,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5048; levenshtein=0.2000; semantic=0.4892; sequence_match=0.1250,False,0.398,False,top-3 avg score 0.3980 < final_threshold 0.6
Open source software license,Export Capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5297; levenshtein=0.2400; semantic=0.4201; sequence_match=0.2439,False,0.3979,False,top-3 avg score 0.3979 < final_threshold 0.6
function,Cel File,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4901; levenshtein=0.1250; semantic=0.4352; sequence_match=0.2667,False,0.3973,False,top-3 avg score 0.3973 < final_threshold 0.6
text editing,Open Source Development,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4347; levenshtein=0.1905; semantic=0.5071; sequence_match=0.2500,False,0.3973,False,top-3 avg score 0.3973 < final_threshold 0.6
Purchase cost,Capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4944; levenshtein=0.0833; semantic=0.4242; sequence_match=0.2727,False,0.3971,False,top-3 avg score 0.3971 < final_threshold 0.6
plain text file format,Developer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5396; levenshtein=0.1579; semantic=0.4368; sequence_match=0.2143,False,0.3969,False,top-3 avg score 0.3969 < final_threshold 0.6
programming language,Software Type,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4313; levenshtein=0.1579; semantic=0.6006; sequence_match=0.1290,False,0.3966,False,top-3 avg score 0.3966 < final_threshold 0.6
file rendering,Algorithm Modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5269; levenshtein=0.1429; semantic=0.4859; sequence_match=0.1765,False,0.3964,False,top-3 avg score 0.3964 < final_threshold 0.6
data format specification,Maintenance Status,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5743; levenshtein=0.2174; semantic=0.3974; sequence_match=0.1500,False,0.3964,False,top-3 avg score 0.3964 < final_threshold 0.6
web service,Capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4667; levenshtein=0.1000; semantic=0.5221; sequence_match=0.2000,False,0.3962,False,top-3 avg score 0.3962 < final_threshold 0.6
function,Tool,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.2500; semantic=0.6038; sequence_match=0.3333,False,0.3957,False,top-3 avg score 0.3957 < final_threshold 0.6
Open source software license,Tool,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5267; levenshtein=0.1200; semantic=0.4525; sequence_match=0.2069,False,0.3954,False,top-3 avg score 0.3954 < final_threshold 0.6
Source code available,Requirement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4414; levenshtein=0.1053; semantic=0.4778; sequence_match=0.2667,False,0.3953,False,top-3 avg score 0.3953 < final_threshold 0.6
version number,Software Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4637; levenshtein=0.0769; semantic=0.5612; sequence_match=0.1600,False,0.395,False,top-3 avg score 0.3950 < final_threshold 0.6
