gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
Achievement,Achievement,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
Game,Game,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
Item,Item,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
Player,Player,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
playing area,Playing Area,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
in-app purchase event,In App Purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9444; levenshtein=0.7222; semantic=0.8778; sequence_match=0.8387,False,0.887,True,selected
Fandom,Player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4444; levenshtein=0.0000; semantic=0.5386; sequence_match=0.1667,False,0.3832,False,top-3 avg score 0.3832 < final_threshold 0.6
Tutorial,Item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1250; semantic=0.5211; sequence_match=0.1667,False,0.382,False,top-3 avg score 0.3820 < final_threshold 0.6
Fandom,Playing Area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5051; levenshtein=0.1818; semantic=0.4055; sequence_match=0.2353,False,0.382,False,top-3 avg score 0.3820 < final_threshold 0.6
Tutorial,Player Equipment In Game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4877; levenshtein=0.1429; semantic=0.4487; sequence_match=0.2069,False,0.3811,False,top-3 avg score 0.3811 < final_threshold 0.6
Fandom,Exploration Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4343; levenshtein=0.1364; semantic=0.4939; sequence_match=0.2143,False,0.3808,False,top-3 avg score 0.3808 < final_threshold 0.6
Session,Player Item Usage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4730; levenshtein=0.1333; semantic=0.4853; sequence_match=0.1818,False,0.38,False,top-3 avg score 0.3800 < final_threshold 0.6
Tutorial,Playing Area,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4381; levenshtein=0.0909; semantic=0.4907; sequence_match=0.2105,False,0.3798,False,top-3 avg score 0.3798 < final_threshold 0.6
playing area,First IAP Context,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4626; levenshtein=0.1333; semantic=0.4436; sequence_match=0.2308,False,0.379,False,top-3 avg score 0.3790 < final_threshold 0.6
Virtuosity,In App Purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4859; levenshtein=0.0769; semantic=0.3897; sequence_match=0.2609,False,0.3788,False,top-3 avg score 0.3788 < final_threshold 0.6
Tutorial,In App Purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4359; levenshtein=0.1538; semantic=0.4145; sequence_match=0.2857,False,0.3787,False,top-3 avg score 0.3787 < final_threshold 0.6
Item,Player Game Stats,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5444; levenshtein=0.1333; semantic=0.4583; sequence_match=0.1053,False,0.3787,False,top-3 avg score 0.3787 < final_threshold 0.6
Character,Player Equipment In Game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4616; levenshtein=0.1429; semantic=0.4736; sequence_match=0.2000,False,0.3784,False,top-3 avg score 0.3784 < final_threshold 0.6
Virtuosity,Player IAP Summary,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5375; levenshtein=0.1875; semantic=0.3662; sequence_match=0.2308,False,0.3782,False,top-3 avg score 0.3782 < final_threshold 0.6
Tutorial,Player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.0000; semantic=0.5604; sequence_match=0.1429,False,0.3779,False,top-3 avg score 0.3779 < final_threshold 0.6
Luck,In App Purchase,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4423; levenshtein=0.1538; semantic=0.4560; sequence_match=0.2353,False,0.3779,False,top-3 avg score 0.3779 < final_threshold 0.6
game product,First IAP Context,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5374; levenshtein=0.2000; semantic=0.3649; sequence_match=0.2308,False,0.3777,False,top-3 avg score 0.3777 < final_threshold 0.6
Tutorial,Time Achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5250; levenshtein=0.1333; semantic=0.4340; sequence_match=0.1739,False,0.3777,False,top-3 avg score 0.3777 < final_threshold 0.6
hard mode,Play Session,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4381; levenshtein=0.0909; semantic=0.4837; sequence_match=0.2105,False,0.3775,False,top-3 avg score 0.3775 < final_threshold 0.6
Collection,Player Item Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4722; levenshtein=0.1333; semantic=0.4194; sequence_match=0.2400,False,0.3772,False,top-3 avg score 0.3772 < final_threshold 0.6
in-app purchase event,Player Game Stats,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5343; levenshtein=0.2222; semantic=0.2934; sequence_match=0.3030,False,0.3769,False,top-3 avg score 0.3769 < final_threshold 0.6
Item,Playing Area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4470; levenshtein=0.1818; semantic=0.4168; sequence_match=0.2667,False,0.3768,False,top-3 avg score 0.3768 < final_threshold 0.6
playing area,Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4470; levenshtein=0.1818; semantic=0.4168; sequence_match=0.2667,False,0.3768,False,top-3 avg score 0.3768 < final_threshold 0.6
Session,Player Game Stats,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4032; levenshtein=0.1333; semantic=0.4541; sequence_match=0.2727,False,0.3767,False,top-3 avg score 0.3767 < final_threshold 0.6
Virtuosity,Score Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4708; levenshtein=0.1250; semantic=0.5050; sequence_match=0.1538,False,0.3766,False,top-3 avg score 0.3766 < final_threshold 0.6
special play style,Game,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3750; levenshtein=0.1250; semantic=0.6278; sequence_match=0.1000,False,0.3759,False,top-3 avg score 0.3759 < final_threshold 0.6
Virtuosity,Time Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.1333; semantic=0.4919; sequence_match=0.1600,False,0.3747,False,top-3 avg score 0.3747 < final_threshold 0.6
Fandom,Player Game Stats,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4889; levenshtein=0.1333; semantic=0.4423; sequence_match=0.1905,False,0.3739,False,top-3 avg score 0.3739 < final_threshold 0.6
special play style,Time Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4250; levenshtein=0.0625; semantic=0.4372; sequence_match=0.2581,False,0.3734,False,top-3 avg score 0.3734 < final_threshold 0.6
Veteran,First IAP Context,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5294; levenshtein=0.1333; semantic=0.4090; sequence_match=0.1818,False,0.3734,False,top-3 avg score 0.3734 < final_threshold 0.6
Collection,Time Achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4778; levenshtein=0.2000; semantic=0.4019; sequence_match=0.2400,False,0.3732,False,top-3 avg score 0.3732 < final_threshold 0.6
game product,Playing Area,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4040; levenshtein=0.0000; semantic=0.4422; sequence_match=0.2727,False,0.373,False,top-3 avg score 0.3730 < final_threshold 0.6
Collection,Player Game Stats,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.1333; semantic=0.3772; sequence_match=0.2400,False,0.3724,False,top-3 avg score 0.3724 < final_threshold 0.6
Player,Score Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4514; levenshtein=0.1250; semantic=0.4827; sequence_match=0.1818,False,0.372,False,top-3 avg score 0.3720 < final_threshold 0.6
Collection,Player IAP Summary,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4958; levenshtein=0.0625; semantic=0.3878; sequence_match=0.2308,False,0.3715,False,top-3 avg score 0.3715 < final_threshold 0.6
Veteran,Play Session,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4560; levenshtein=0.1818; semantic=0.4361; sequence_match=0.2222,False,0.3714,False,top-3 avg score 0.3714 < final_threshold 0.6
Genre,Score Achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4847; levenshtein=0.1250; semantic=0.4379; sequence_match=0.1905,False,0.371,False,top-3 avg score 0.3710 < final_threshold 0.6
Veteran,Playing Area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4560; levenshtein=0.0909; semantic=0.4345; sequence_match=0.2222,False,0.3709,False,top-3 avg score 0.3709 < final_threshold 0.6
Paragon,Ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.0000; semantic=0.5408; sequence_match=0.1429,False,0.3707,False,top-3 avg score 0.3707 < final_threshold 0.6
Session,In App Purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4799; levenshtein=0.0000; semantic=0.4319; sequence_match=0.2000,False,0.3706,False,top-3 avg score 0.3706 < final_threshold 0.6
in-app purchase event,Game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4352; levenshtein=0.1111; semantic=0.4943; sequence_match=0.1818,False,0.3704,False,top-3 avg score 0.3704 < final_threshold 0.6
Fandom,Ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4365; levenshtein=0.0000; semantic=0.5200; sequence_match=0.1538,False,0.3701,False,top-3 avg score 0.3701 < final_threshold 0.6
Fandom,Player Item Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4889; levenshtein=0.1333; semantic=0.4307; sequence_match=0.1905,False,0.37,False,top-3 avg score 0.3700 < final_threshold 0.6
Completion,Item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4000; levenshtein=0.1000; semantic=0.5652; sequence_match=0.1429,False,0.3694,False,top-3 avg score 0.3694 < final_threshold 0.6
Loyalty,Play Session,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4560; levenshtein=0.1818; semantic=0.4256; sequence_match=0.2222,False,0.3679,False,top-3 avg score 0.3679 < final_threshold 0.6
Game,First IAP Context,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4389; levenshtein=0.1333; semantic=0.4543; sequence_match=0.2105,False,0.3679,False,top-3 avg score 0.3679 < final_threshold 0.6
Genre,Time Achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5111; levenshtein=0.1333; semantic=0.3912; sequence_match=0.2000,False,0.3674,False,top-3 avg score 0.3674 < final_threshold 0.6
Loyalty,Player Equipment In Game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5040; levenshtein=0.1429; semantic=0.3821; sequence_match=0.2143,False,0.3668,False,top-3 avg score 0.3668 < final_threshold 0.6
Genre,Play Session,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4303; levenshtein=0.0909; semantic=0.4189; sequence_match=0.2500,False,0.3664,False,top-3 avg score 0.3664 < final_threshold 0.6
Achievement,Player IAP Summary,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4545; levenshtein=0.1875; semantic=0.4210; sequence_match=0.2222,False,0.3659,False,top-3 avg score 0.3659 < final_threshold 0.6
Curiosity,Play Session,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4680; levenshtein=0.1818; semantic=0.4283; sequence_match=0.2000,False,0.3655,False,top-3 avg score 0.3655 < final_threshold 0.6
Session,Ability,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4286; levenshtein=0.1429; semantic=0.5243; sequence_match=0.1429,False,0.3652,False,top-3 avg score 0.3652 < final_threshold 0.6
Luck,Player Item Usage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4389; levenshtein=0.1333; semantic=0.4460; sequence_match=0.2105,False,0.3651,False,top-3 avg score 0.3651 < final_threshold 0.6
Paragon,Score Achievement,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4276; levenshtein=0.1875; semantic=0.4769; sequence_match=0.1739,False,0.364,False,top-3 avg score 0.3640 < final_threshold 0.6
Session,Playing Area,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4892; levenshtein=0.0909; semantic=0.4915; sequence_match=0.1111,False,0.3639,False,top-3 avg score 0.3639 < final_threshold 0.6
game product,Item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3939; levenshtein=0.0909; semantic=0.5643; sequence_match=0.1333,False,0.3639,False,top-3 avg score 0.3639 < final_threshold 0.6
Curiosity,In App Purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4103; levenshtein=0.0769; semantic=0.4067; sequence_match=0.2727,False,0.3632,False,top-3 avg score 0.3632 < final_threshold 0.6
Curiosity,Time Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4000; levenshtein=0.0667; semantic=0.4383; sequence_match=0.2500,False,0.3628,False,top-3 avg score 0.3628 < final_threshold 0.6
Genre,In App Purchase,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5179; levenshtein=0.1538; semantic=0.4158; sequence_match=0.1111,False,0.3625,False,top-3 avg score 0.3625 < final_threshold 0.6
Luck,Playing Area,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4470; levenshtein=0.0909; semantic=0.5067; sequence_match=0.1333,False,0.3623,False,top-3 avg score 0.3623 < final_threshold 0.6
in-app purchase event,Item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4352; levenshtein=0.1111; semantic=0.4664; sequence_match=0.1818,False,0.3611,False,top-3 avg score 0.3611 < final_threshold 0.6
Curiosity,Player IAP Summary,jaro_winkler+semantic+sequence_match,jaro_winkler=0.3981; levenshtein=0.2500; semantic=0.3637; sequence_match=0.3200,False,0.3606,False,top-3 avg score 0.3606 < final_threshold 0.6
Leaderboard,In App Purchase,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5012; levenshtein=0.2308; semantic=0.3477; sequence_match=0.0833,False,0.3599,False,top-3 avg score 0.3599 < final_threshold 0.6
Genre,Exploration Achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4677; levenshtein=0.0909; semantic=0.4605; sequence_match=0.1481,False,0.3588,False,top-3 avg score 0.3588 < final_threshold 0.6
Character,Item,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.2222; semantic=0.5447; sequence_match=0.3077,False,0.3582,False,top-3 avg score 0.3582 < final_threshold 0.6
hard mode,Ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4226; levenshtein=0.1250; semantic=0.5135; sequence_match=0.1333,False,0.3565,False,top-3 avg score 0.3565 < final_threshold 0.6
Curiosity,Player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4259; levenshtein=0.0000; semantic=0.5087; sequence_match=0.1333,False,0.356,False,top-3 avg score 0.3560 < final_threshold 0.6
Fandom,Score Achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4514; levenshtein=0.1250; semantic=0.4340; sequence_match=0.1818,False,0.3557,False,top-3 avg score 0.3557 < final_threshold 0.6
Genre,Player IAP Summary,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5083; levenshtein=0.1250; semantic=0.3680; sequence_match=0.1905,False,0.3556,False,top-3 avg score 0.3556 < final_threshold 0.6
Tutorial,Player IAP Summary,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4167; levenshtein=0.1875; semantic=0.3979; sequence_match=0.2500,False,0.3548,False,top-3 avg score 0.3548 < final_threshold 0.6
Luck,Play Session,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4470; levenshtein=0.0909; semantic=0.4840; sequence_match=0.1333,False,0.3548,False,top-3 avg score 0.3548 < final_threshold 0.6
Virtuosity,Player Game Stats,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3889; levenshtein=0.2000; semantic=0.4336; sequence_match=0.2400,False,0.3542,False,top-3 avg score 0.3542 < final_threshold 0.6
Virtuosity,Player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4222; levenshtein=0.0000; semantic=0.5147; sequence_match=0.1250,False,0.354,False,top-3 avg score 0.3540 < final_threshold 0.6
Virtuosity,Playing Area,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3970; levenshtein=0.0000; semantic=0.4714; sequence_match=0.1905,False,0.3529,False,top-3 avg score 0.3529 < final_threshold 0.6
game product,Ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4113; levenshtein=0.0909; semantic=0.4234; sequence_match=0.2222,False,0.3523,False,top-3 avg score 0.3523 < final_threshold 0.6
Tutorial,Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4053; levenshtein=0.0000; semantic=0.5452; sequence_match=0.1053,False,0.3519,False,top-3 avg score 0.3519 < final_threshold 0.6
Session,Time Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3063; levenshtein=0.2000; semantic=0.4735; sequence_match=0.2727,False,0.3509,False,top-3 avg score 0.3509 < final_threshold 0.6
Virtuosity,Play Session,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4131; levenshtein=0.1818; semantic=0.4485; sequence_match=0.1905,False,0.3507,False,top-3 avg score 0.3507 < final_threshold 0.6
Luck,Time Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4389; levenshtein=0.0667; semantic=0.5076; sequence_match=0.1053,False,0.3506,False,top-3 avg score 0.3506 < final_threshold 0.6
hard mode,Player IAP Summary,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5000; levenshtein=0.1875; semantic=0.3607; sequence_match=0.1667,False,0.3494,False,top-3 avg score 0.3494 < final_threshold 0.6
Veteran,Player IAP Summary,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4276; levenshtein=0.1875; semantic=0.3597; sequence_match=0.2609,False,0.3494,False,top-3 avg score 0.3494 < final_threshold 0.6
Leaderboard,Item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4470; levenshtein=0.0909; semantic=0.4657; sequence_match=0.1333,False,0.3487,False,top-3 avg score 0.3487 < final_threshold 0.6
Luck,Score Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4375; levenshtein=0.0625; semantic=0.5010; sequence_match=0.1000,False,0.3462,False,top-3 avg score 0.3462 < final_threshold 0.6
Fandom,Play Session,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4192; levenshtein=0.1818; semantic=0.3829; sequence_match=0.2353,False,0.3458,False,top-3 avg score 0.3458 < final_threshold 0.6
Paragon,Time Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4032; levenshtein=0.1333; semantic=0.4509; sequence_match=0.1818,False,0.3453,False,top-3 avg score 0.3453 < final_threshold 0.6
Curiosity,Player Game Stats,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4037; levenshtein=0.2000; semantic=0.3813; sequence_match=0.2500,False,0.345,False,top-3 avg score 0.3450 < final_threshold 0.6
playing area,Time Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3798; levenshtein=0.2000; semantic=0.4213; sequence_match=0.2308,False,0.344,False,top-3 avg score 0.3440 < final_threshold 0.6
in-app purchase event,Player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4630; levenshtein=0.1667; semantic=0.3961; sequence_match=0.1667,False,0.3419,False,top-3 avg score 0.3419 < final_threshold 0.6
Fandom,Player IAP Summary,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4861; levenshtein=0.1250; semantic=0.3574; sequence_match=0.1818,False,0.3418,False,top-3 avg score 0.3418 < final_threshold 0.6
Luck,Player IAP Summary,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4375; levenshtein=0.1250; semantic=0.3831; sequence_match=0.2000,False,0.3402,False,top-3 avg score 0.3402 < final_threshold 0.6
Item,Player IAP Summary,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3750; levenshtein=0.1250; semantic=0.4376; sequence_match=0.2000,False,0.3375,False,top-3 avg score 0.3375 < final_threshold 0.6
Character,Play Session,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4680; levenshtein=0.0909; semantic=0.3412; sequence_match=0.2000,False,0.3364,False,top-3 avg score 0.3364 < final_threshold 0.6
playing area,Score Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3712; levenshtein=0.1875; semantic=0.4085; sequence_match=0.2222,False,0.334,False,top-3 avg score 0.3340 < final_threshold 0.6
Luck,First IAP Context,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4389; levenshtein=0.0667; semantic=0.4570; sequence_match=0.1053,False,0.3337,False,top-3 avg score 0.3337 < final_threshold 0.6
Tutorial,Player Game Stats,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4139; levenshtein=0.1333; semantic=0.4119; sequence_match=0.1739,False,0.3332,False,top-3 avg score 0.3332 < final_threshold 0.6
Item,Play Session,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4470; levenshtein=0.0909; semantic=0.4088; sequence_match=0.1333,False,0.3297,False,top-3 avg score 0.3297 < final_threshold 0.6
Tutorial,Ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3452; levenshtein=0.1250; semantic=0.5076; sequence_match=0.1333,False,0.3287,False,top-3 avg score 0.3287 < final_threshold 0.6
Collection,In App Purchase,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3923; levenshtein=0.0769; semantic=0.4166; sequence_match=0.1739,False,0.3276,False,top-3 avg score 0.3276 < final_threshold 0.6
Veteran,In App Purchase,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4420; levenshtein=0.1538; semantic=0.3869; sequence_match=0.1000,False,0.3276,False,top-3 avg score 0.3276 < final_threshold 0.6
Luck,Player Game Stats,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4389; levenshtein=0.0667; semantic=0.4367; sequence_match=0.1053,False,0.3269,False,top-3 avg score 0.3269 < final_threshold 0.6
Completion,In App Purchase,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3923; levenshtein=0.0769; semantic=0.4128; sequence_match=0.1739,False,0.3263,False,top-3 avg score 0.3263 < final_threshold 0.6
Player,Time Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3222; levenshtein=0.1333; semantic=0.4610; sequence_match=0.1905,False,0.3246,False,top-3 avg score 0.3246 < final_threshold 0.6
Session,Player IAP Summary,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4276; levenshtein=0.1250; semantic=0.4201; sequence_match=0.0870,False,0.3242,False,top-3 avg score 0.3242 < final_threshold 0.6
special play style,Item,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3750; levenshtein=0.1250; semantic=0.4650; sequence_match=0.1000,False,0.3217,False,top-3 avg score 0.3217 < final_threshold 0.6
Genre,First IAP Context,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4222; levenshtein=0.1333; semantic=0.3985; sequence_match=0.1000,False,0.318,False,top-3 avg score 0.3180 < final_threshold 0.6
Leaderboard,Ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3225; levenshtein=0.0909; semantic=0.4982; sequence_match=0.1111,False,0.3106,False,top-3 avg score 0.3106 < final_threshold 0.6
Player,First IAP Context,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3222; levenshtein=0.1333; semantic=0.4184; sequence_match=0.1905,False,0.3104,False,top-3 avg score 0.3104 < final_threshold 0.6
Curiosity,Playing Area,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4007; levenshtein=0.0909; semantic=0.4233; sequence_match=0.1000,False,0.308,False,top-3 avg score 0.3080 < final_threshold 0.6
Loyalty,In App Purchase,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4066; levenshtein=0.0000; semantic=0.4153; sequence_match=0.1000,False,0.3073,False,top-3 avg score 0.3073 < final_threshold 0.6
Loyalty,Time Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3063; levenshtein=0.0667; semantic=0.4246; sequence_match=0.1818,False,0.3042,False,top-3 avg score 0.3042 < final_threshold 0.6
Loyalty,First IAP Context,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3063; levenshtein=0.1333; semantic=0.4193; sequence_match=0.1818,False,0.3025,False,top-3 avg score 0.3025 < final_threshold 0.6
Fandom,Time Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3222; levenshtein=0.1333; semantic=0.3882; sequence_match=0.1905,False,0.3003,False,top-3 avg score 0.3003 < final_threshold 0.6
Luck,Ability,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1429; semantic=0.5738; sequence_match=0.1818,False,0.2995,False,top-3 avg score 0.2995 < final_threshold 0.6
Tutorial,Play Session,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3106; levenshtein=0.0909; semantic=0.4659; sequence_match=0.1053,False,0.2939,False,top-3 avg score 0.2939 < final_threshold 0.6
in-app purchase event,Ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2989; levenshtein=0.0556; semantic=0.3984; sequence_match=0.1600,False,0.2858,False,top-3 avg score 0.2858 < final_threshold 0.6
Feature,Play Session,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3225; levenshtein=0.0909; semantic=0.3969; sequence_match=0.1111,False,0.2768,False,top-3 avg score 0.2768 < final_threshold 0.6
Fandom,In App Purchase,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3291; levenshtein=0.0769; semantic=0.3787; sequence_match=0.1053,False,0.271,False,top-3 avg score 0.2710 < final_threshold 0.6
Leaderboard,First IAP Context,jaro_winkler+semantic+sequence_match,jaro_winkler=0.3798; levenshtein=0.0667; semantic=0.3303; sequence_match=0.0769,False,0.2623,False,top-3 avg score 0.2623 < final_threshold 0.6
Tutorial,Game,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6160; sequence_match=0.1667,False,0.2609,False,top-3 avg score 0.2609 < final_threshold 0.6
Veteran,Ability,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5840; sequence_match=0.1429,False,0.2423,False,top-3 avg score 0.2423 < final_threshold 0.6
Session,Player,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5701; sequence_match=0.1538,False,0.2413,False,top-3 avg score 0.2413 < final_threshold 0.6
Loyalty,Item,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4974; sequence_match=0.1818,False,0.2264,False,top-3 avg score 0.2264 < final_threshold 0.6
Luck,Game,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6513; sequence_match=0.0000,False,0.2171,False,top-3 avg score 0.2171 < final_threshold 0.6
Virtuosity,Game,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6124; sequence_match=0.0000,False,0.2041,False,top-3 avg score 0.2041 < final_threshold 0.6
Curiosity,Game,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5855; sequence_match=0.0000,False,0.1952,False,top-3 avg score 0.1952 < final_threshold 0.6
Paragon,Item,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5596; sequence_match=0.0000,False,0.1865,False,top-3 avg score 0.1865 < final_threshold 0.6
Luck,Item,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5488; sequence_match=0.0000,False,0.1829,False,top-3 avg score 0.1829 < final_threshold 0.6
Genre,Ability,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5332; sequence_match=0.0000,False,0.1777,False,top-3 avg score 0.1777 < final_threshold 0.6
