role,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
property,hasachievement,hasachievement,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,hasitem,hasitem,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,releasedate,releasedate,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,livesin,livesin,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,hasplayingarea,hasplayingarea,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,username,hasusername,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8258; levenshtein=0.7273; semantic=0.9063; sequence_match=0.8421,False,0.8581,True,selected
property,username,plays,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3833; levenshtein=0.1250; semantic=0.5405; sequence_match=0.1538,False,0.3592,False,top-3 avg score 0.3592 < final_threshold 0.6
property,username,played,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3611; levenshtein=0.1250; semantic=0.5498; sequence_match=0.1429,False,0.3512,False,top-3 avg score 0.3512 < final_threshold 0.6
property,ownsitem,played,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.1250; semantic=0.4787; sequence_match=0.1429,False,0.3507,False,top-3 avg score 0.3507 < final_threshold 0.6
property,username,obtains,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3452; levenshtein=0.0000; semantic=0.5693; sequence_match=0.1333,False,0.3493,False,top-3 avg score 0.3493 < final_threshold 0.6
property,ownsitem,plays,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4417; levenshtein=0.0000; semantic=0.4517; sequence_match=0.1538,False,0.3491,False,top-3 avg score 0.3491 < final_threshold 0.6
property,ownsitem,makespurchase,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3013; levenshtein=0.0769; semantic=0.5411; sequence_match=0.1905,False,0.3443,False,top-3 avg score 0.3443 < final_threshold 0.6
property,eventtime,makespurchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4587; levenshtein=0.1538; semantic=0.3891; sequence_match=0.1818,False,0.3432,False,top-3 avg score 0.3432 < final_threshold 0.6
property,iseventassociatedtoplayer,plays,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3267; levenshtein=0.1600; semantic=0.4308; sequence_match=0.2667,False,0.3414,False,top-3 avg score 0.3414 < final_threshold 0.6
property,livesin,haspurchasetime,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4032; levenshtein=0.1333; semantic=0.4217; sequence_match=0.1818,False,0.3356,False,top-3 avg score 0.3356 < final_threshold 0.6
property,eventtime,hasplayingarea,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4048; levenshtein=0.1429; semantic=0.4475; sequence_match=0.0870,False,0.3317,False,top-3 avg score 0.3317 < final_threshold 0.6
property,eventtime,played,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4259; levenshtein=0.0000; semantic=0.4217; sequence_match=0.1333,False,0.3270,False,top-3 avg score 0.3270 < final_threshold 0.6
property,purchasesgameoffering,livesin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2937; levenshtein=0.1905; semantic=0.4011; sequence_match=0.2857,False,0.3268,False,top-3 avg score 0.3268 < final_threshold 0.6
property,isfriendwithplayer,canbeusedin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4441; levenshtein=0.0556; semantic=0.3957; sequence_match=0.1379,False,0.3259,False,top-3 avg score 0.3259 < final_threshold 0.6
property,iseventassociatedtoplayer,makespurchase,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4633; levenshtein=0.1600; semantic=0.3229; sequence_match=0.1053,False,0.3154,False,top-3 avg score 0.3154 < final_threshold 0.6
property,ownsachievement,plays,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3444; levenshtein=0.0667; semantic=0.4931; sequence_match=0.1000,False,0.3125,False,top-3 avg score 0.3125 < final_threshold 0.6
property,releasedate,ispaying,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3106; levenshtein=0.0909; semantic=0.5187; sequence_match=0.1053,False,0.3115,False,top-3 avg score 0.3115 < final_threshold 0.6
property,eventtime,ispaying,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3241; levenshtein=0.1111; semantic=0.4617; sequence_match=0.1176,False,0.3011,False,top-3 avg score 0.3011 < final_threshold 0.6
property,eventtime,plays,semantic+jaro_winkler+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.3860; sequence_match=0.0000,False,0.1287,False,top-3 avg score 0.1287 < final_threshold 0.6
