role,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
property,has license,haslicense,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=0.9318; sequence_match=1.0000,True,1.0000,True,selected
property,has version,hasversion,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=0.9590; sequence_match=1.0000,True,1.0000,True,selected
property,has release date,releasedate,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8074; levenshtein=0.7857; semantic=0.8953; sequence_match=0.8800,False,0.8609,True,selected
property,has documentation,canprocess,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5472; levenshtein=0.1875; semantic=0.5175; sequence_match=0.3077,False,0.4575,False,top-3 avg score 0.4575 < final_threshold 0.6
property,is developed by,hasversion,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4859; levenshtein=0.1538; semantic=0.5368; sequence_match=0.3478,False,0.4568,False,top-3 avg score 0.4568 < final_threshold 0.6
property,has input,ispublished,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5379; levenshtein=0.0909; semantic=0.5164; sequence_match=0.3158,False,0.4567,False,top-3 avg score 0.4567 < final_threshold 0.6
property,uses software,hasformat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.2500; semantic=0.4720; sequence_match=0.2857,False,0.4563,False,top-3 avg score 0.4563 < final_threshold 0.6
property,has version,develops,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4667; levenshtein=0.2000; semantic=0.5681; sequence_match=0.3333,False,0.4560,False,top-3 avg score 0.4560 < final_threshold 0.6
property,has website homepage,hasurl,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5556; levenshtein=0.1667; semantic=0.5623; sequence_match=0.2500,False,0.4559,False,top-3 avg score 0.4559 < final_threshold 0.6
property,has format specification,isfoss,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6162; levenshtein=0.1818; semantic=0.4657; sequence_match=0.2857,False,0.4558,False,top-3 avg score 0.4558 < final_threshold 0.6
property,is developed by,releasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5579; levenshtein=0.2308; semantic=0.4718; sequence_match=0.3333,False,0.4543,False,top-3 avg score 0.4543 < final_threshold 0.6
property,is software for,support,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5430; levenshtein=0.1538; semantic=0.5200; sequence_match=0.3000,False,0.4543,False,top-3 avg score 0.4543 < final_threshold 0.6
property,has interface,uses,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5556; levenshtein=0.1667; semantic=0.5565; sequence_match=0.2500,False,0.4540,False,top-3 avg score 0.4540 < final_threshold 0.6
property,implements,develops,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5750; levenshtein=0.2000; semantic=0.5645; sequence_match=0.2222,False,0.4539,False,top-3 avg score 0.4539 < final_threshold 0.6
property,has input,availableat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5492; levenshtein=0.1818; semantic=0.4944; sequence_match=0.3158,False,0.4531,False,top-3 avg score 0.4531 < final_threshold 0.6
property,implements,hastype,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4952; levenshtein=0.1000; semantic=0.6272; sequence_match=0.2353,False,0.4526,False,top-3 avg score 0.4526 < final_threshold 0.6
property,uses platform,hastype,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5770; levenshtein=0.1667; semantic=0.5699; sequence_match=0.2105,False,0.4525,False,top-3 avg score 0.4525 < final_threshold 0.6
property,has support url,exportsto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5134; levenshtein=0.3077; semantic=0.4791; sequence_match=0.3636,False,0.4521,False,top-3 avg score 0.4521 < final_threshold 0.6
property,has download location,hastype,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5288; levenshtein=0.2105; semantic=0.5191; sequence_match=0.3077,False,0.4519,False,top-3 avg score 0.4519 < final_threshold 0.6
property,has output,releasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5354; levenshtein=0.0909; semantic=0.5178; sequence_match=0.3000,False,0.4511,False,top-3 avg score 0.4511 < final_threshold 0.6
property,has format specification,hasvalidinput,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5763; levenshtein=0.2727; semantic=0.4872; sequence_match=0.2857,False,0.4497,False,top-3 avg score 0.4497 < final_threshold 0.6
property,has specified data input,hasurl,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5476; levenshtein=0.1429; semantic=0.5047; sequence_match=0.2963,False,0.4495,False,top-3 avg score 0.4495 < final_threshold 0.6
property,has specified data input,hashomepage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5613; levenshtein=0.2381; semantic=0.4744; sequence_match=0.3125,False,0.4494,False,top-3 avg score 0.4494 < final_threshold 0.6
property,has website homepage,workswith,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4778; levenshtein=0.1667; semantic=0.4995; sequence_match=0.3704,False,0.4492,False,top-3 avg score 0.4492 < final_threshold 0.6
property,has documentation,exportsto,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5560; levenshtein=0.2500; semantic=0.5416; sequence_match=0.1600,False,0.4492,False,top-3 avg score 0.4492 < final_threshold 0.6
property,uses software,haslicense,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5778; levenshtein=0.1667; semantic=0.5880; sequence_match=0.1818,False,0.4492,False,top-3 avg score 0.4492 < final_threshold 0.6
property,implements,exportsto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5315; levenshtein=0.2000; semantic=0.4992; sequence_match=0.3158,False,0.4488,False,top-3 avg score 0.4488 < final_threshold 0.6
property,is software for,ispublished,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5571; levenshtein=0.2308; semantic=0.4531; sequence_match=0.3333,False,0.4479,False,top-3 avg score 0.4479 < final_threshold 0.6
property,is developed by,isfoss,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5769; levenshtein=0.2308; semantic=0.4506; sequence_match=0.3158,False,0.4478,False,top-3 avg score 0.4478 < final_threshold 0.6
property,uses software,isinputfor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5889; levenshtein=0.2500; semantic=0.4790; sequence_match=0.2727,False,0.4469,False,top-3 avg score 0.4469 < final_threshold 0.6
property,has support url,hasname,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5531; levenshtein=0.2308; semantic=0.4854; sequence_match=0.3000,False,0.4462,False,top-3 avg score 0.4462 < final_threshold 0.6
property,has output,ispublished,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4242; levenshtein=0.0909; semantic=0.6131; sequence_match=0.3000,False,0.4458,False,top-3 avg score 0.4458 < final_threshold 0.6
property,has version,canexport,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5315; levenshtein=0.2000; semantic=0.4898; sequence_match=0.3158,False,0.4457,False,top-3 avg score 0.4457 < final_threshold 0.6
property,has license,runson,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5111; levenshtein=0.1000; semantic=0.5754; sequence_match=0.2500,False,0.4455,False,top-3 avg score 0.4455 < final_threshold 0.6
property,is software for,hastype,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5531; levenshtein=0.2308; semantic=0.4825; sequence_match=0.3000,False,0.4452,False,top-3 avg score 0.4452 < final_threshold 0.6
property,has documentation,canexport,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.1250; semantic=0.5258; sequence_match=0.2400,False,0.4451,False,top-3 avg score 0.4451 < final_threshold 0.6
property,has interface,availableat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5571; levenshtein=0.1667; semantic=0.5162; sequence_match=0.2609,False,0.4447,False,top-3 avg score 0.4447 < final_threshold 0.6
property,has download location,hasinputformat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5276; levenshtein=0.3158; semantic=0.4406; sequence_match=0.3636,False,0.4439,False,top-3 avg score 0.4439 < final_threshold 0.6
property,uses software,hasmodification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5167; levenshtein=0.2000; semantic=0.5187; sequence_match=0.2963,False,0.4439,False,top-3 avg score 0.4439 < final_threshold 0.6
property,has release date,support,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5476; levenshtein=0.1429; semantic=0.4981; sequence_match=0.2857,False,0.4438,False,top-3 avg score 0.4438 < final_threshold 0.6
property,has release date,uses,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6548; levenshtein=0.2143; semantic=0.4541; sequence_match=0.2222,False,0.4437,False,top-3 avg score 0.4437 < final_threshold 0.6
property,has release date,providesediting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4984; levenshtein=0.2667; semantic=0.4165; sequence_match=0.4138,False,0.4429,False,top-3 avg score 0.4429 < final_threshold 0.6
property,has version,availableat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5045; levenshtein=0.0909; semantic=0.5381; sequence_match=0.2857,False,0.4428,False,top-3 avg score 0.4428 < final_threshold 0.6
property,has specified data output,hasurl,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5455; levenshtein=0.1818; semantic=0.4964; sequence_match=0.2857,False,0.4425,False,top-3 avg score 0.4425 < final_threshold 0.6
property,implements,isinputfor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5167; levenshtein=0.1000; semantic=0.5099; sequence_match=0.3000,False,0.4422,False,top-3 avg score 0.4422 < final_threshold 0.6
property,has download location,releasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5093; levenshtein=0.2105; semantic=0.4830; sequence_match=0.3333,False,0.4419,False,top-3 avg score 0.4419 < final_threshold 0.6
property,uses platform,develops,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5472; levenshtein=0.2500; semantic=0.5283; sequence_match=0.1000,False,0.4418,False,top-3 avg score 0.4418 < final_threshold 0.6
property,uses software,developed,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.0833; semantic=0.5113; sequence_match=0.2857,False,0.4416,False,top-3 avg score 0.4416 < final_threshold 0.6
property,has output,isfoss,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5185; levenshtein=0.1111; semantic=0.5390; sequence_match=0.2667,False,0.4414,False,top-3 avg score 0.4414 < final_threshold 0.6
property,has license,availableat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5045; levenshtein=0.1818; semantic=0.5331; sequence_match=0.2857,False,0.4411,False,top-3 avg score 0.4411 < final_threshold 0.6
property,has version,availableas,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5848; levenshtein=0.0909; semantic=0.5470; sequence_match=0.1905,False,0.4408,False,top-3 avg score 0.4408 < final_threshold 0.6
property,has license,isfoss,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4889; levenshtein=0.2000; semantic=0.5834; sequence_match=0.2500,False,0.4408,False,top-3 avg score 0.4408 < final_threshold 0.6
property,is software for,exportsto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5801; levenshtein=0.2308; semantic=0.4682; sequence_match=0.2727,False,0.4403,False,top-3 avg score 0.4403 < final_threshold 0.6
property,has format specification,canexport,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5354; levenshtein=0.1364; semantic=0.5273; sequence_match=0.2581,False,0.4402,False,top-3 avg score 0.4402 < final_threshold 0.6
property,uses platform,isfoss,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.2500; semantic=0.4867; sequence_match=0.3333,False,0.4400,False,top-3 avg score 0.4400 < final_threshold 0.6
property,has input,releasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5492; levenshtein=0.1818; semantic=0.4546; sequence_match=0.3158,False,0.4399,False,top-3 avg score 0.4399 < final_threshold 0.6
property,implements,canprocess,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5333; levenshtein=0.2000; semantic=0.4858; sequence_match=0.3000,False,0.4397,False,top-3 avg score 0.4397 < final_threshold 0.6
property,uses platform,hashomepage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4904; levenshtein=0.0833; semantic=0.4800; sequence_match=0.3478,False,0.4394,False,top-3 avg score 0.4394 < final_threshold 0.6
property,has support url,canprocess,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5615; levenshtein=0.2308; semantic=0.4956; sequence_match=0.2609,False,0.4393,False,top-3 avg score 0.4393 < final_threshold 0.6
property,has website homepage,hasvalidinput,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5427; levenshtein=0.2778; semantic=0.4517; sequence_match=0.3226,False,0.4390,False,top-3 avg score 0.4390 < final_threshold 0.6
property,uses software,canexport,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5093; levenshtein=0.1667; semantic=0.5198; sequence_match=0.2857,False,0.4383,False,top-3 avg score 0.4383 < final_threshold 0.6
property,has specified data output,hashomepage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5563; levenshtein=0.2273; semantic=0.4553; sequence_match=0.3030,False,0.4382,False,top-3 avg score 0.4382 < final_threshold 0.6
property,has documentation,uses,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5347; levenshtein=0.1250; semantic=0.5795; sequence_match=0.2000,False,0.4381,False,top-3 avg score 0.4381 < final_threshold 0.6
property,has format specification,isfree,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6162; levenshtein=0.1818; semantic=0.4114; sequence_match=0.2857,False,0.4378,False,top-3 avg score 0.4378 < final_threshold 0.6
property,implements,uses,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4500; levenshtein=0.2000; semantic=0.5762; sequence_match=0.2857,False,0.4373,False,top-3 avg score 0.4373 < final_threshold 0.6
property,implements,isfoss,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5111; levenshtein=0.2000; semantic=0.5502; sequence_match=0.2500,False,0.4371,False,top-3 avg score 0.4371 < final_threshold 0.6
property,uses software,releasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4904; levenshtein=0.2500; semantic=0.4730; sequence_match=0.3478,False,0.4371,False,top-3 avg score 0.4371 < final_threshold 0.6
property,has version,releasedate,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4131; levenshtein=0.0909; semantic=0.6102; sequence_match=0.2857,False,0.4364,False,top-3 avg score 0.4364 < final_threshold 0.6
property,has website homepage,developed,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5444; levenshtein=0.2222; semantic=0.4682; sequence_match=0.2963,False,0.4363,False,top-3 avg score 0.4363 < final_threshold 0.6
property,has input,providesediting,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5056; levenshtein=0.1333; semantic=0.5414; sequence_match=0.2609,False,0.4359,False,top-3 avg score 0.4359 < final_threshold 0.6
property,has documentation,cangetfrom,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5696; levenshtein=0.2500; semantic=0.4881; sequence_match=0.2308,False,0.4359,False,top-3 avg score 0.4359 < final_threshold 0.6
property,implements,support,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4952; levenshtein=0.2000; semantic=0.5756; sequence_match=0.2353,False,0.4354,False,top-3 avg score 0.4354 < final_threshold 0.6
property,uses platform,releasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4904; levenshtein=0.1667; semantic=0.4645; sequence_match=0.3478,False,0.4342,False,top-3 avg score 0.4342 < final_threshold 0.6
property,has version,canprocess,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5333; levenshtein=0.1000; semantic=0.4681; sequence_match=0.3000,False,0.4338,False,top-3 avg score 0.4338 < final_threshold 0.6
property,uses platform,hasurl,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.1667; semantic=0.4957; sequence_match=0.2222,False,0.4337,False,top-3 avg score 0.4337 < final_threshold 0.6
property,has documentation,releasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4735; levenshtein=0.1875; semantic=0.4555; sequence_match=0.3704,False,0.4331,False,top-3 avg score 0.4331 < final_threshold 0.6
property,has input,canread,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.5205; sequence_match=0.2667,False,0.4330,False,top-3 avg score 0.4330 < final_threshold 0.6
property,uses software,hasoutputformat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5405; levenshtein=0.2000; semantic=0.4591; sequence_match=0.2963,False,0.4320,False,top-3 avg score 0.4320 < final_threshold 0.6
property,has format specification,support,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5139; levenshtein=0.1364; semantic=0.5049; sequence_match=0.2759,False,0.4315,False,top-3 avg score 0.4315 < final_threshold 0.6
property,has version,developed,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4333; levenshtein=0.2000; semantic=0.5449; sequence_match=0.3158,False,0.4313,False,top-3 avg score 0.4313 < final_threshold 0.6
property,is software for,hasexport,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5007; levenshtein=0.1538; semantic=0.4290; sequence_match=0.3636,False,0.4311,False,top-3 avg score 0.4311 < final_threshold 0.6
property,has website homepage,ispublished,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5152; levenshtein=0.2778; semantic=0.4991; sequence_match=0.1379,False,0.4307,False,top-3 avg score 0.4307 < final_threshold 0.6
property,has interface,isfree,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.2500; semantic=0.4579; sequence_match=0.3333,False,0.4304,False,top-3 avg score 0.4304 < final_threshold 0.6
property,has documentation,isinputfor,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5375; levenshtein=0.2500; semantic=0.5036; sequence_match=0.1538,False,0.4304,False,top-3 avg score 0.4304 < final_threshold 0.6
property,has documentation,createdby,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4894; levenshtein=0.1875; semantic=0.4809; sequence_match=0.3200,False,0.4301,False,top-3 avg score 0.4301 < final_threshold 0.6
property,has specified data output,canexport,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5354; levenshtein=0.1818; semantic=0.5594; sequence_match=0.1935,False,0.4294,False,top-3 avg score 0.4294 < final_threshold 0.6
property,uses software,hastype,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4484; levenshtein=0.2500; semantic=0.5878; sequence_match=0.2105,False,0.4287,False,top-3 avg score 0.4287 < final_threshold 0.6
property,is software for,collaboratewith,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5731; levenshtein=0.1333; semantic=0.4268; sequence_match=0.2857,False,0.4285,False,top-3 avg score 0.4285 < final_threshold 0.6
property,has version,support,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4651; levenshtein=0.1000; semantic=0.5833; sequence_match=0.2353,False,0.4279,False,top-3 avg score 0.4279 < final_threshold 0.6
property,is developed by,haslicense,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4949; levenshtein=0.1538; semantic=0.5267; sequence_match=0.2609,False,0.4275,False,top-3 avg score 0.4275 < final_threshold 0.6
property,uses software,canread,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4841; levenshtein=0.0833; semantic=0.4820; sequence_match=0.3158,False,0.4273,False,top-3 avg score 0.4273 < final_threshold 0.6
property,uses platform,createdby,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.4653; sequence_match=0.2857,False,0.4263,False,top-3 avg score 0.4263 < final_threshold 0.6
property,has documentation,runson,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.2500; semantic=0.5336; sequence_match=0.2727,False,0.4262,False,top-3 avg score 0.4262 < final_threshold 0.6
property,has output,runson,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.1111; semantic=0.5111; sequence_match=0.2667,False,0.4259,False,top-3 avg score 0.4259 < final_threshold 0.6
property,has license,providesediting,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4778; levenshtein=0.2000; semantic=0.4791; sequence_match=0.3200,False,0.4256,False,top-3 avg score 0.4256 < final_threshold 0.6
property,has documentation,availableat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4545; levenshtein=0.1875; semantic=0.5228; sequence_match=0.2963,False,0.4246,False,top-3 avg score 0.4246 < final_threshold 0.6
property,uses platform,collaboratewith,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5167; levenshtein=0.1333; semantic=0.4599; sequence_match=0.2963,False,0.4243,False,top-3 avg score 0.4243 < final_threshold 0.6
property,has specified data input,support,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5238; levenshtein=0.1429; semantic=0.5317; sequence_match=0.2143,False,0.4233,False,top-3 avg score 0.4233 < final_threshold 0.6
property,is software for,hasname,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5531; levenshtein=0.2308; semantic=0.4159; sequence_match=0.3000,False,0.4230,False,top-3 avg score 0.4230 < final_threshold 0.6
property,has specified data output,exportsto,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5276; levenshtein=0.1364; semantic=0.5458; sequence_match=0.1935,False,0.4223,False,top-3 avg score 0.4223 < final_threshold 0.6
property,is software for,uses,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5513; levenshtein=0.1538; semantic=0.4801; sequence_match=0.2353,False,0.4222,False,top-3 avg score 0.4222 < final_threshold 0.6
property,has documentation,usewith,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5423; levenshtein=0.1875; semantic=0.5369; sequence_match=0.0870,False,0.4222,False,top-3 avg score 0.4222 < final_threshold 0.6
property,is software for,hasmodification,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5731; levenshtein=0.2667; semantic=0.4263; sequence_match=0.1429,False,0.4220,False,top-3 avg score 0.4220 < final_threshold 0.6
property,implements,hasname,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4651; levenshtein=0.2000; semantic=0.5648; sequence_match=0.2353,False,0.4217,False,top-3 avg score 0.4217 < final_threshold 0.6
property,has version,isfoss,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5111; levenshtein=0.2000; semantic=0.5030; sequence_match=0.2500,False,0.4214,False,top-3 avg score 0.4214 < final_threshold 0.6
property,uses software,canprocess,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4944; levenshtein=0.0833; semantic=0.4962; sequence_match=0.2727,False,0.4211,False,top-3 avg score 0.4211 < final_threshold 0.6
property,implements,usewith,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4651; levenshtein=0.2000; semantic=0.5607; sequence_match=0.2353,False,0.4204,False,top-3 avg score 0.4204 < final_threshold 0.6
property,uses platform,ispublished,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4904; levenshtein=0.1667; semantic=0.5060; sequence_match=0.2609,False,0.4191,False,top-3 avg score 0.4191 < final_threshold 0.6
property,has format specification,isinputfor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5131; levenshtein=0.1818; semantic=0.4941; sequence_match=0.2500,False,0.4191,False,top-3 avg score 0.4191 < final_threshold 0.6
property,has download location,availableas,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5093; levenshtein=0.2632; semantic=0.4847; sequence_match=0.1333,False,0.4190,False,top-3 avg score 0.4190 < final_threshold 0.6
property,has output,developed,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4815; levenshtein=0.1111; semantic=0.5530; sequence_match=0.2222,False,0.4189,False,top-3 avg score 0.4189 < final_threshold 0.6
property,has input,usewith,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.1250; semantic=0.5216; sequence_match=0.1333,False,0.4187,False,top-3 avg score 0.4187 < final_threshold 0.6
property,has support url,workswith,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4587; levenshtein=0.0769; semantic=0.5242; sequence_match=0.2727,False,0.4186,False,top-3 avg score 0.4186 < final_threshold 0.6
property,has interface,usewith,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5516; levenshtein=0.1667; semantic=0.5370; sequence_match=0.1053,False,0.4184,False,top-3 avg score 0.4184 < final_threshold 0.6
property,has website homepage,isfree,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5463; levenshtein=0.1667; semantic=0.4564; sequence_match=0.2500,False,0.4176,False,top-3 avg score 0.4176 < final_threshold 0.6
property,has license,canread,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4952; levenshtein=0.2000; semantic=0.5222; sequence_match=0.2353,False,0.4176,False,top-3 avg score 0.4176 < final_threshold 0.6
property,uses software,hasinputformat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5516; levenshtein=0.1429; semantic=0.4690; sequence_match=0.2308,False,0.4171,False,top-3 avg score 0.4171 < final_threshold 0.6
property,uses platform,hasmodification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4500; levenshtein=0.2000; semantic=0.5038; sequence_match=0.2963,False,0.4167,False,top-3 avg score 0.4167 < final_threshold 0.6
property,has website homepage,availableat,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5152; levenshtein=0.2222; semantic=0.5125; sequence_match=0.2069,False,0.4166,False,top-3 avg score 0.4166 < final_threshold 0.6
property,has license,canexport,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4741; levenshtein=0.1000; semantic=0.5649; sequence_match=0.2105,False,0.4165,False,top-3 avg score 0.4165 < final_threshold 0.6
property,has license,hasoutputformat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.2000; semantic=0.5065; sequence_match=0.2400,False,0.4155,False,top-3 avg score 0.4155 < final_threshold 0.6
property,has download location,providesediting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5165; levenshtein=0.1579; semantic=0.4350; sequence_match=0.2941,False,0.4152,False,top-3 avg score 0.4152 < final_threshold 0.6
property,has download location,collaboratewith,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5801; levenshtein=0.2632; semantic=0.3700; sequence_match=0.2941,False,0.4147,False,top-3 avg score 0.4147 < final_threshold 0.6
property,is developed by,hasexport,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5007; levenshtein=0.1538; semantic=0.4707; sequence_match=0.2727,False,0.4147,False,top-3 avg score 0.4147 < final_threshold 0.6
property,has website homepage,collaboratewith,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5519; levenshtein=0.1111; semantic=0.3890; sequence_match=0.3030,False,0.4146,False,top-3 avg score 0.4146 < final_threshold 0.6
property,implements,hasvalidinput,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5103; levenshtein=0.1538; semantic=0.4726; sequence_match=0.2609,False,0.4146,False,top-3 avg score 0.4146 < final_threshold 0.6
property,has release date,canprocess,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5524; levenshtein=0.2143; semantic=0.4410; sequence_match=0.2500,False,0.4144,False,top-3 avg score 0.4144 < final_threshold 0.6
property,uses software,ispublished,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4823; levenshtein=0.0833; semantic=0.4987; sequence_match=0.2609,False,0.4140,False,top-3 avg score 0.4140 < final_threshold 0.6
property,is software for,canexport,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4103; levenshtein=0.1538; semantic=0.4675; sequence_match=0.3636,False,0.4138,False,top-3 avg score 0.4138 < final_threshold 0.6
property,has documentation,develops,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5000; levenshtein=0.1250; semantic=0.6146; sequence_match=0.0833,False,0.4132,False,top-3 avg score 0.4132 < final_threshold 0.6
property,has website homepage,availableas,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5152; levenshtein=0.2222; semantic=0.5019; sequence_match=0.1379,False,0.4131,False,top-3 avg score 0.4131 < final_threshold 0.6
property,has interface,support,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4484; levenshtein=0.1667; semantic=0.5803; sequence_match=0.2105,False,0.4131,False,top-3 avg score 0.4131 < final_threshold 0.6
