prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has license,has license,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has version,has version,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,implements,implemented in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9185; levenshtein=0.6923; semantic=0.8329; sequence_match=0.7826,False,0.8446,True,selected
ObjectProperty,has license,version has export format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5962; levenshtein=0.1364; semantic=0.5057; sequence_match=0.2500,False,0.4506,False,top-3 avg score 0.4506 < final_threshold 0.7
ObjectProperty,has function,is version of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4924; levenshtein=0.1818; semantic=0.4933; sequence_match=0.3636,False,0.4498,False,top-3 avg score 0.4498 < final_threshold 0.7
ObjectProperty,is alternative format of,has version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6437; levenshtein=0.2381; semantic=0.4476; sequence_match=0.2581,False,0.4498,False,top-3 avg score 0.4498 < final_threshold 0.7
ObjectProperty,is alternative format of,uses algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5958; levenshtein=0.2857; semantic=0.3998; sequence_match=0.3529,False,0.4495,False,top-3 avg score 0.4495 < final_threshold 0.7
ObjectProperty,has clause,uses algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5007; levenshtein=0.1538; semantic=0.5744; sequence_match=0.2727,False,0.4493,False,top-3 avg score 0.4493 < final_threshold 0.7
ObjectProperty,has format specification,is capability of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5896; levenshtein=0.3182; semantic=0.4391; sequence_match=0.2778,False,0.449,False,top-3 avg score 0.4490 < final_threshold 0.7
ObjectProperty,has interface,is readable by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6746; levenshtein=0.0833; semantic=0.5050; sequence_match=0.1667,False,0.4487,False,top-3 avg score 0.4487 < final_threshold 0.7
ObjectProperty,has license,is readable by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5889; levenshtein=0.0833; semantic=0.4836; sequence_match=0.2727,False,0.4484,False,top-3 avg score 0.4484 < final_threshold 0.7
ObjectProperty,uses software,is platform for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5427; levenshtein=0.1538; semantic=0.4819; sequence_match=0.3200,False,0.4482,False,top-3 avg score 0.4482 < final_threshold 0.7
ObjectProperty,has version,is performed by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5692; levenshtein=0.1538; semantic=0.4264; sequence_match=0.3478,False,0.4478,False,top-3 avg score 0.4478 < final_threshold 0.7
ObjectProperty,is developed by,is capability of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5842; levenshtein=0.1429; semantic=0.4597; sequence_match=0.2963,False,0.4468,False,top-3 avg score 0.4468 < final_threshold 0.7
ObjectProperty,is encoded in,has license,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6040; levenshtein=0.1818; semantic=0.4505; sequence_match=0.2857,False,0.4467,False,top-3 avg score 0.4467 < final_threshold 0.7
ObjectProperty,has interface,implemented in,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4671; levenshtein=0.0769; semantic=0.5530; sequence_match=0.3200,False,0.4467,False,top-3 avg score 0.4467 < final_threshold 0.7
ObjectProperty,is developed by,has version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4859; levenshtein=0.1538; semantic=0.5051; sequence_match=0.3478,False,0.4463,False,top-3 avg score 0.4463 < final_threshold 0.7
ObjectProperty,has license,is used by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4472; levenshtein=0.2000; semantic=0.5574; sequence_match=0.3333,False,0.446,False,top-3 avg score 0.4460 < final_threshold 0.7
ObjectProperty,has specified data input,is used by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5544; levenshtein=0.1429; semantic=0.5064; sequence_match=0.2759,False,0.4455,False,top-3 avg score 0.4455 < final_threshold 0.7
ObjectProperty,uses platform,is software type of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5972; levenshtein=0.1875; semantic=0.4521; sequence_match=0.2857,False,0.445,False,top-3 avg score 0.4450 < final_threshold 0.7
ObjectProperty,has input,is output format of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5125; levenshtein=0.1875; semantic=0.4884; sequence_match=0.3333,False,0.4447,False,top-3 avg score 0.4447 < final_threshold 0.7
ObjectProperty,has input,is implementation of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5009; levenshtein=0.1667; semantic=0.5248; sequence_match=0.3077,False,0.4445,False,top-3 avg score 0.4445 < final_threshold 0.7
ObjectProperty,has specified data input,version has export format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5667; levenshtein=0.1818; semantic=0.4386; sequence_match=0.3256,False,0.4436,False,top-3 avg score 0.4436 < final_threshold 0.7
ObjectProperty,has specified data output,can perform task,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5729; levenshtein=0.2727; semantic=0.4810; sequence_match=0.1111,False,0.4422,False,top-3 avg score 0.4422 < final_threshold 0.7
ObjectProperty,has declared status,has input format,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5896; levenshtein=0.2941; semantic=0.3481; sequence_match=0.3871,False,0.4416,False,top-3 avg score 0.4416 < final_threshold 0.7
ObjectProperty,has function,runs on platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4913; levenshtein=0.2143; semantic=0.5133; sequence_match=0.3200,False,0.4415,False,top-3 avg score 0.4415 < final_threshold 0.7
ObjectProperty,has specified data input,can perform task,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5675; levenshtein=0.2857; semantic=0.4700; sequence_match=0.1143,False,0.441,False,top-3 avg score 0.4410 < final_threshold 0.7
ObjectProperty,has output,is export format of,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5560; levenshtein=0.1875; semantic=0.5787; sequence_match=0.1600,False,0.4407,False,top-3 avg score 0.4407 < final_threshold 0.7
ObjectProperty,is alternative format of,is capability of,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5794; levenshtein=0.2857; semantic=0.3425; sequence_match=0.4000,False,0.4406,False,top-3 avg score 0.4406 < final_threshold 0.7
ObjectProperty,has declared status,version has export format,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5809; levenshtein=0.1818; semantic=0.3301; sequence_match=0.4103,False,0.4404,False,top-3 avg score 0.4404 < final_threshold 0.7
ObjectProperty,has input,can perform task,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5952; levenshtein=0.1429; semantic=0.5428; sequence_match=0.1818,False,0.44,False,top-3 avg score 0.4400 < final_threshold 0.7
ObjectProperty,has interface,created data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4823; levenshtein=0.2500; semantic=0.4897; sequence_match=0.3478,False,0.44,False,top-3 avg score 0.4400 < final_threshold 0.7
ObjectProperty,has output,can read format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5214; levenshtein=0.1538; semantic=0.5250; sequence_match=0.2727,False,0.4397,False,top-3 avg score 0.4397 < final_threshold 0.7
ObjectProperty,has format specification,can work with output of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5270; levenshtein=0.2273; semantic=0.4989; sequence_match=0.2927,False,0.4395,False,top-3 avg score 0.4395 < final_threshold 0.7
ObjectProperty,has specified data output,is input format of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5586; levenshtein=0.2273; semantic=0.4888; sequence_match=0.2703,False,0.4392,False,top-3 avg score 0.4392 < final_threshold 0.7
ObjectProperty,is alternative format of,is output worked with by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5521; levenshtein=0.1905; semantic=0.4223; sequence_match=0.3415,False,0.4386,False,top-3 avg score 0.4386 < final_threshold 0.7
ObjectProperty,has license,is version of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5182; levenshtein=0.0909; semantic=0.5118; sequence_match=0.2857,False,0.4386,False,top-3 avg score 0.4386 < final_threshold 0.7
ObjectProperty,has clause,is writable by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5093; levenshtein=0.1667; semantic=0.5185; sequence_match=0.2857,False,0.4378,False,top-3 avg score 0.4378 < final_threshold 0.7
ObjectProperty,implements,is version of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5045; levenshtein=0.1818; semantic=0.5231; sequence_match=0.2857,False,0.4378,False,top-3 avg score 0.4378 < final_threshold 0.7
ObjectProperty,uses software,has output format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5405; levenshtein=0.2000; semantic=0.4756; sequence_match=0.2963,False,0.4375,False,top-3 avg score 0.4375 < final_threshold 0.7
ObjectProperty,has declared status,can read format,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5703; levenshtein=0.2941; semantic=0.3420; sequence_match=0.4000,False,0.4374,False,top-3 avg score 0.4374 < final_threshold 0.7
ObjectProperty,has version,uses algorithm,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6033; levenshtein=0.1538; semantic=0.5536; sequence_match=0.0870,False,0.4369,False,top-3 avg score 0.4369 < final_threshold 0.7
ObjectProperty,has output,uses algorithm,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5801; levenshtein=0.1538; semantic=0.5754; sequence_match=0.0909,False,0.4364,False,top-3 avg score 0.4364 < final_threshold 0.7
ObjectProperty,has clause,is readable by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5241; levenshtein=0.1667; semantic=0.4988; sequence_match=0.2857,False,0.4362,False,top-3 avg score 0.4362 < final_threshold 0.7
ObjectProperty,has function,uses algorithm,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5579; levenshtein=0.1538; semantic=0.5962; sequence_match=0.0833,False,0.436,False,top-3 avg score 0.4360 < final_threshold 0.7
ObjectProperty,has interface,is license of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5152; levenshtein=0.1667; semantic=0.4446; sequence_match=0.3478,False,0.4358,False,top-3 avg score 0.4358 < final_threshold 0.7
ObjectProperty,has input,is output worked with by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4917; levenshtein=0.1500; semantic=0.5251; sequence_match=0.2857,False,0.4342,False,top-3 avg score 0.4342 < final_threshold 0.7
ObjectProperty,is developed by,is platform for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5385; levenshtein=0.2308; semantic=0.4557; sequence_match=0.3077,False,0.434,False,top-3 avg score 0.4340 < final_threshold 0.7
ObjectProperty,has declared status,has output format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5309; levenshtein=0.2941; semantic=0.3944; sequence_match=0.3750,False,0.4334,False,top-3 avg score 0.4334 < final_threshold 0.7
ObjectProperty,is software for,is implementation of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5472; levenshtein=0.2222; semantic=0.4936; sequence_match=0.2581,False,0.433,False,top-3 avg score 0.4330 < final_threshold 0.7
ObjectProperty,has declared status,is readable by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5874; levenshtein=0.2353; semantic=0.3662; sequence_match=0.3448,False,0.4328,False,top-3 avg score 0.4328 < final_threshold 0.7
ObjectProperty,has output,can perform task,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4934; levenshtein=0.2143; semantic=0.5835; sequence_match=0.1739,False,0.4304,False,top-3 avg score 0.4304 < final_threshold 0.7
ObjectProperty,has version,can write format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5524; levenshtein=0.1429; semantic=0.4884; sequence_match=0.2500,False,0.4302,False,top-3 avg score 0.4302 < final_threshold 0.7
ObjectProperty,is software for,is readable by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5470; levenshtein=0.2308; semantic=0.4233; sequence_match=0.3200,False,0.4301,False,top-3 avg score 0.4301 < final_threshold 0.7
ObjectProperty,implements,has capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4513; levenshtein=0.1538; semantic=0.5778; sequence_match=0.2609,False,0.43,False,top-3 avg score 0.4300 < final_threshold 0.7
ObjectProperty,uses platform,is license of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5707; levenshtein=0.1667; semantic=0.4541; sequence_match=0.2609,False,0.4286,False,top-3 avg score 0.4286 < final_threshold 0.7
ObjectProperty,has specified data input,is capability of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6302; levenshtein=0.1905; semantic=0.4253; sequence_match=0.2286,False,0.428,False,top-3 avg score 0.4280 < final_threshold 0.7
ObjectProperty,has specified data input,is performed by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5287; levenshtein=0.1905; semantic=0.4022; sequence_match=0.3529,False,0.4279,False,top-3 avg score 0.4279 < final_threshold 0.7
ObjectProperty,has interface,runs on platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5317; levenshtein=0.2143; semantic=0.5212; sequence_match=0.2308,False,0.4279,False,top-3 avg score 0.4279 < final_threshold 0.7
ObjectProperty,has function,version has export format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5087; levenshtein=0.2273; semantic=0.4717; sequence_match=0.3030,False,0.4278,False,top-3 avg score 0.4278 < final_threshold 0.7
ObjectProperty,uses platform,has capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4671; levenshtein=0.1538; semantic=0.4955; sequence_match=0.3200,False,0.4275,False,top-3 avg score 0.4275 < final_threshold 0.7
ObjectProperty,is alternative format of,created data,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5777; levenshtein=0.2857; semantic=0.3299; sequence_match=0.3750,False,0.4275,False,top-3 avg score 0.4275 < final_threshold 0.7
ObjectProperty,uses platform,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5881; levenshtein=0.1333; semantic=0.4719; sequence_match=0.2222,False,0.4274,False,top-3 avg score 0.4274 < final_threshold 0.7
ObjectProperty,has license,uses algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5205; levenshtein=0.1538; semantic=0.5875; sequence_match=0.1739,False,0.4273,False,top-3 avg score 0.4273 < final_threshold 0.7
ObjectProperty,has output,is software type of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5139; levenshtein=0.2500; semantic=0.4475; sequence_match=0.3200,False,0.4271,False,top-3 avg score 0.4271 < final_threshold 0.7
ObjectProperty,has function,can work with output of,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5254; levenshtein=0.1579; semantic=0.5974; sequence_match=0.1333,False,0.4269,False,top-3 avg score 0.4269 < final_threshold 0.7
ObjectProperty,is software for,is capability of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5189; levenshtein=0.2143; semantic=0.4645; sequence_match=0.2963,False,0.4266,False,top-3 avg score 0.4266 < final_threshold 0.7
ObjectProperty,has specified data input,can write format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5258; levenshtein=0.2381; semantic=0.4668; sequence_match=0.2857,False,0.4261,False,top-3 avg score 0.4261 < final_threshold 0.7
ObjectProperty,has input,can write format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.2143; semantic=0.4931; sequence_match=0.2727,False,0.4259,False,top-3 avg score 0.4259 < final_threshold 0.7
ObjectProperty,has specified data output,is used by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5508; levenshtein=0.1364; semantic=0.4602; sequence_match=0.2667,False,0.4259,False,top-3 avg score 0.4259 < final_threshold 0.7
ObjectProperty,uses platform,created by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.4639; sequence_match=0.2857,False,0.4258,False,top-3 avg score 0.4258 < final_threshold 0.7
ObjectProperty,uses software,is readable by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.0833; semantic=0.4699; sequence_match=0.2500,False,0.4252,False,top-3 avg score 0.4252 < final_threshold 0.7
ObjectProperty,has input,can read format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5353; levenshtein=0.1538; semantic=0.4541; sequence_match=0.2857,False,0.425,False,top-3 avg score 0.4250 < final_threshold 0.7
ObjectProperty,has specified data input,can read format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5404; levenshtein=0.2381; semantic=0.4391; sequence_match=0.2941,False,0.4246,False,top-3 avg score 0.4246 < final_threshold 0.7
ObjectProperty,has output,runs on platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5042; levenshtein=0.2143; semantic=0.5073; sequence_match=0.2609,False,0.4241,False,top-3 avg score 0.4241 < final_threshold 0.7
ObjectProperty,has specified data output,is capability of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5896; levenshtein=0.2273; semantic=0.4549; sequence_match=0.2222,False,0.4239,False,top-3 avg score 0.4239 < final_threshold 0.7
ObjectProperty,has specified data output,is software type of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6080; levenshtein=0.1818; semantic=0.4003; sequence_match=0.2632,False,0.4238,False,top-3 avg score 0.4238 < final_threshold 0.7
ObjectProperty,implements,runs on platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4857; levenshtein=0.1429; semantic=0.5344; sequence_match=0.2500,False,0.4234,False,top-3 avg score 0.4234 < final_threshold 0.7
ObjectProperty,has clause,is capability of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5042; levenshtein=0.1429; semantic=0.5041; sequence_match=0.2609,False,0.4231,False,top-3 avg score 0.4231 < final_threshold 0.7
ObjectProperty,has input,is platform for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.0769; semantic=0.4754; sequence_match=0.1905,False,0.423,False,top-3 avg score 0.4230 < final_threshold 0.7
ObjectProperty,has interface,is export format of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5784; levenshtein=0.1875; semantic=0.4761; sequence_match=0.2143,False,0.4229,False,top-3 avg score 0.4229 < final_threshold 0.7
ObjectProperty,has version,is implementation of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4593; levenshtein=0.2222; semantic=0.5234; sequence_match=0.2857,False,0.4228,False,top-3 avg score 0.4228 < final_threshold 0.7
ObjectProperty,uses software,is implementation of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4981; levenshtein=0.1667; semantic=0.5027; sequence_match=0.2667,False,0.4225,False,top-3 avg score 0.4225 < final_threshold 0.7
ObjectProperty,uses software,can perform task,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5317; levenshtein=0.2143; semantic=0.5187; sequence_match=0.0769,False,0.4216,False,top-3 avg score 0.4216 < final_threshold 0.7
ObjectProperty,has format specification,implemented in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5225; levenshtein=0.1818; semantic=0.4539; sequence_match=0.2857,False,0.4207,False,top-3 avg score 0.4207 < final_threshold 0.7
ObjectProperty,is alternative format of,is writable by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5992; levenshtein=0.1905; semantic=0.3593; sequence_match=0.3030,False,0.4205,False,top-3 avg score 0.4205 < final_threshold 0.7
ObjectProperty,has version,runs on platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4786; levenshtein=0.1429; semantic=0.5326; sequence_match=0.2500,False,0.4204,False,top-3 avg score 0.4204 < final_threshold 0.7
ObjectProperty,is encoded in,is software type of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5223; levenshtein=0.1875; semantic=0.4408; sequence_match=0.2963,False,0.4198,False,top-3 avg score 0.4198 < final_threshold 0.7
ObjectProperty,is encoded in,has version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5848; levenshtein=0.0909; semantic=0.4839; sequence_match=0.1905,False,0.4197,False,top-3 avg score 0.4197 < final_threshold 0.7
ObjectProperty,has declared status,is developer of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5493; levenshtein=0.2353; semantic=0.3757; sequence_match=0.3333,False,0.4194,False,top-3 avg score 0.4194 < final_threshold 0.7
ObjectProperty,has license,has output format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.2000; semantic=0.5183; sequence_match=0.2400,False,0.4194,False,top-3 avg score 0.4194 < final_threshold 0.7
ObjectProperty,implements,is readable by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4944; levenshtein=0.0833; semantic=0.4911; sequence_match=0.2727,False,0.4194,False,top-3 avg score 0.4194 < final_threshold 0.7
ObjectProperty,has license,is capability of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4857; levenshtein=0.1429; semantic=0.5223; sequence_match=0.2500,False,0.4193,False,top-3 avg score 0.4193 < final_threshold 0.7
ObjectProperty,has specified data input,can work with output of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4720; levenshtein=0.1905; semantic=0.5359; sequence_match=0.2500,False,0.4193,False,top-3 avg score 0.4193 < final_threshold 0.7
ObjectProperty,has specified data input,is version of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5613; levenshtein=0.1905; semantic=0.4450; sequence_match=0.2500,False,0.4188,False,top-3 avg score 0.4188 < final_threshold 0.7
ObjectProperty,is encoded in,has input format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4665; levenshtein=0.1429; semantic=0.5498; sequence_match=0.2400,False,0.4187,False,top-3 avg score 0.4187 < final_threshold 0.7
ObjectProperty,implements,is used by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4833; levenshtein=0.2000; semantic=0.5498; sequence_match=0.2222,False,0.4184,False,top-3 avg score 0.4184 < final_threshold 0.7
ObjectProperty,has specified data output,is license of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6313; levenshtein=0.1818; semantic=0.3804; sequence_match=0.2424,False,0.418,False,top-3 avg score 0.4180 < final_threshold 0.7
ObjectProperty,is developed by,has license,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4949; levenshtein=0.1538; semantic=0.4984; sequence_match=0.2609,False,0.418,False,top-3 avg score 0.4180 < final_threshold 0.7
ObjectProperty,implements,is writable by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4944; levenshtein=0.0833; semantic=0.4868; sequence_match=0.2727,False,0.418,False,top-3 avg score 0.4180 < final_threshold 0.7
ObjectProperty,is alternative format of,can work with output of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5008; levenshtein=0.2857; semantic=0.4029; sequence_match=0.3500,False,0.4179,False,top-3 avg score 0.4179 < final_threshold 0.7
ObjectProperty,uses software,has input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5516; levenshtein=0.1429; semantic=0.4712; sequence_match=0.2308,False,0.4179,False,top-3 avg score 0.4179 < final_threshold 0.7
ObjectProperty,uses platform,created data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5076; levenshtein=0.0833; semantic=0.4850; sequence_match=0.2609,False,0.4178,False,top-3 avg score 0.4178 < final_threshold 0.7
ObjectProperty,has function,is used by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4773; levenshtein=0.1818; semantic=0.5654; sequence_match=0.2105,False,0.4177,False,top-3 avg score 0.4177 < final_threshold 0.7
ObjectProperty,has specified data output,is performed by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5347; levenshtein=0.1818; semantic=0.3751; sequence_match=0.3429,False,0.4176,False,top-3 avg score 0.4176 < final_threshold 0.7
ObjectProperty,is alternative format of,implemented in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5763; levenshtein=0.2381; semantic=0.3810; sequence_match=0.2941,False,0.4171,False,top-3 avg score 0.4171 < final_threshold 0.7
ObjectProperty,has format specification,uses algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5523; levenshtein=0.1818; semantic=0.4670; sequence_match=0.2286,False,0.416,False,top-3 avg score 0.4160 < final_threshold 0.7
ObjectProperty,is encoded in,is capability of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5498; levenshtein=0.2143; semantic=0.3779; sequence_match=0.3200,False,0.4159,False,top-3 avg score 0.4159 < final_threshold 0.7
ObjectProperty,has interface,can read format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5427; levenshtein=0.1538; semantic=0.4646; sequence_match=0.2400,False,0.4158,False,top-3 avg score 0.4158 < final_threshold 0.7
ObjectProperty,has version,can perform task,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5524; levenshtein=0.2143; semantic=0.4804; sequence_match=0.1667,False,0.4157,False,top-3 avg score 0.4157 < final_threshold 0.7
ObjectProperty,has license,is software type of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5472; levenshtein=0.1875; semantic=0.4687; sequence_match=0.2308,False,0.4156,False,top-3 avg score 0.4156 < final_threshold 0.7
ObjectProperty,has version,is software type of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5696; levenshtein=0.1875; semantic=0.4463; sequence_match=0.2308,False,0.4156,False,top-3 avg score 0.4156 < final_threshold 0.7
ObjectProperty,has output,is used by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4907; levenshtein=0.1111; semantic=0.5184; sequence_match=0.2353,False,0.4148,False,top-3 avg score 0.4148 < final_threshold 0.7
ObjectProperty,has license,is developer of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4949; levenshtein=0.1538; semantic=0.4881; sequence_match=0.2609,False,0.4146,False,top-3 avg score 0.4146 < final_threshold 0.7
ObjectProperty,has specified data output,is writable by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4798; levenshtein=0.1818; semantic=0.5281; sequence_match=0.2353,False,0.4144,False,top-3 avg score 0.4144 < final_threshold 0.7
ObjectProperty,uses platform,has license,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5056; levenshtein=0.1667; semantic=0.5556; sequence_match=0.1818,False,0.4143,False,top-3 avg score 0.4143 < final_threshold 0.7
ObjectProperty,has format specification,is performed by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5236; levenshtein=0.1818; semantic=0.3753; sequence_match=0.3429,False,0.4139,False,top-3 avg score 0.4139 < final_threshold 0.7
ObjectProperty,has function,is platform for,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4797; levenshtein=0.1538; semantic=0.5117; sequence_match=0.2500,False,0.4138,False,top-3 avg score 0.4138 < final_threshold 0.7
ObjectProperty,is developed by,uses algorithm,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5385; levenshtein=0.2308; semantic=0.4720; sequence_match=0.0769,False,0.4138,False,top-3 avg score 0.4138 < final_threshold 0.7
ObjectProperty,is encoded in,is writable by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4823; levenshtein=0.1667; semantic=0.4980; sequence_match=0.2609,False,0.4137,False,top-3 avg score 0.4137 < final_threshold 0.7
ObjectProperty,implements,is developer of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4859; levenshtein=0.2308; semantic=0.4931; sequence_match=0.2609,False,0.4133,False,top-3 avg score 0.4133 < final_threshold 0.7
ObjectProperty,has specified data output,is version of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5563; levenshtein=0.1818; semantic=0.4406; sequence_match=0.2424,False,0.4131,False,top-3 avg score 0.4131 < final_threshold 0.7
ObjectProperty,uses software,can write format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5516; levenshtein=0.0714; semantic=0.4557; sequence_match=0.2308,False,0.4127,False,top-3 avg score 0.4127 < final_threshold 0.7
ObjectProperty,has input,implemented in,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5192; levenshtein=0.0769; semantic=0.5268; sequence_match=0.1905,False,0.4122,False,top-3 avg score 0.4122 < final_threshold 0.7
ObjectProperty,has version,can read format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4859; levenshtein=0.2308; semantic=0.4886; sequence_match=0.2609,False,0.4118,False,top-3 avg score 0.4118 < final_threshold 0.7
