prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has measurement,has measurement,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has billing period,has billing event,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.8842; levenshtein=0.6875; semantic=0.6772; sequence_match=0.7097,False,0.7604,True,selected
DatatypeProperty,has version,has version,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
DatatypeProperty,has hardware version,has firmware version,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.9067; levenshtein=0.8333; semantic=0.7383; sequence_match=0.8333,False,0.8578,False,pred already taken by 'has firmware version'
DatatypeProperty,has firmware version,has version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8496; levenshtein=0.5556; semantic=0.8193; sequence_match=0.7143,False,0.7944,False,gold already mapped to 'has firmware version'
DatatypeProperty,has version,has firmware version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8496; levenshtein=0.5556; semantic=0.8193; sequence_match=0.7143,False,0.7944,False,gold already mapped to 'has version'
DatatypeProperty,has hardware version,has version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8730; levenshtein=0.5556; semantic=0.7599; sequence_match=0.7143,False,0.7824,False,pred already taken by 'has version'
DatatypeProperty,operates at radio frequency,has radio frequency level,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7079; levenshtein=0.4583; semantic=0.6829; sequence_match=0.6957,False,0.6955,False,top-3 avg score 0.6955 < final_threshold 0.7
DatatypeProperty,has fabrication number,has manufacturer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8334; levenshtein=0.4000; semantic=0.7012; sequence_match=0.4571,False,0.6639,False,top-3 avg score 0.6639 < final_threshold 0.7
DatatypeProperty,has manufacturer,has fabrication number,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8334; levenshtein=0.4000; semantic=0.7012; sequence_match=0.4571,False,0.6639,False,top-3 avg score 0.6639 < final_threshold 0.7
DatatypeProperty,has start timestamp,has tariff start date,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8085; levenshtein=0.3889; semantic=0.5542; sequence_match=0.5714,False,0.6447,False,top-3 avg score 0.6447 < final_threshold 0.7
DatatypeProperty,has version,has power rating,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7950; levenshtein=0.4286; semantic=0.5427; sequence_match=0.5833,False,0.6404,False,top-3 avg score 0.6404 < final_threshold 0.7
DatatypeProperty,has manufacturer,has measurement value,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8363; levenshtein=0.3684; semantic=0.4889; sequence_match=0.4706,False,0.5986,False,top-3 avg score 0.5986 < final_threshold 0.7
DatatypeProperty,has timestamp,has measurement value,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6672; levenshtein=0.3684; semantic=0.5784; sequence_match=0.5161,False,0.5872,False,top-3 avg score 0.5872 < final_threshold 0.7
DatatypeProperty,has model,has version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6417; levenshtein=0.3000; semantic=0.6728; sequence_match=0.4444,False,0.5863,False,top-3 avg score 0.5863 < final_threshold 0.7
DatatypeProperty,has version,has model,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6417; levenshtein=0.3000; semantic=0.6728; sequence_match=0.4444,False,0.5863,False,top-3 avg score 0.5863 < final_threshold 0.7
DatatypeProperty,has hardware version,has power rating,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6899; levenshtein=0.3333; semantic=0.5620; sequence_match=0.5000,False,0.584,False,top-3 avg score 0.5840 < final_threshold 0.7
DatatypeProperty,has fabrication number,has firmware version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6722; levenshtein=0.3000; semantic=0.5953; sequence_match=0.4737,False,0.5804,False,top-3 avg score 0.5804 < final_threshold 0.7
DatatypeProperty,has firmware version,has fabrication number,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6722; levenshtein=0.3000; semantic=0.5953; sequence_match=0.4737,False,0.5804,False,top-3 avg score 0.5804 < final_threshold 0.7
DatatypeProperty,has firmware version,has power rating,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6566; levenshtein=0.3333; semantic=0.5793; sequence_match=0.5000,False,0.5787,False,top-3 avg score 0.5787 < final_threshold 0.7
DatatypeProperty,has timestamp,has firmware version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6620; levenshtein=0.3333; semantic=0.5833; sequence_match=0.4667,False,0.5707,False,top-3 avg score 0.5707 < final_threshold 0.7
DatatypeProperty,has timestamp,has model,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6806; levenshtein=0.3333; semantic=0.5284; sequence_match=0.5000,False,0.5696,False,top-3 avg score 0.5696 < final_threshold 0.7
DatatypeProperty,has model,has power rating,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6607; levenshtein=0.3571; semantic=0.5824; sequence_match=0.4545,False,0.5659,False,top-3 avg score 0.5659 < final_threshold 0.7
DatatypeProperty,requires power,has power rating,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5366; levenshtein=0.0714; semantic=0.7088; sequence_match=0.4444,False,0.5633,False,top-3 avg score 0.5633 < final_threshold 0.7
DatatypeProperty,has start timestamp,has billing period start date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6351; levenshtein=0.2800; semantic=0.5593; sequence_match=0.4762,False,0.5569,False,top-3 avg score 0.5569 < final_threshold 0.7
DatatypeProperty,has hardware version,has model,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6343; levenshtein=0.2778; semantic=0.6503; sequence_match=0.3846,False,0.5564,False,top-3 avg score 0.5564 < final_threshold 0.7
DatatypeProperty,has firmware version,has measurement value,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6391; levenshtein=0.2632; semantic=0.5249; sequence_match=0.4865,False,0.5502,False,top-3 avg score 0.5502 < final_threshold 0.7
DatatypeProperty,has fabrication number,has power rating,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6606; levenshtein=0.3500; semantic=0.5120; sequence_match=0.4706,False,0.5477,False,top-3 avg score 0.5477 < final_threshold 0.7
DatatypeProperty,has firmware version,has manufacturer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5889; levenshtein=0.2778; semantic=0.5685; sequence_match=0.4848,False,0.5474,False,top-3 avg score 0.5474 < final_threshold 0.7
DatatypeProperty,has manufacturer,has firmware version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5889; levenshtein=0.2778; semantic=0.5685; sequence_match=0.4848,False,0.5474,False,top-3 avg score 0.5474 < final_threshold 0.7
DatatypeProperty,has fabrication number,has version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6833; levenshtein=0.3500; semantic=0.4874; sequence_match=0.4667,False,0.5458,False,top-3 avg score 0.5458 < final_threshold 0.7
DatatypeProperty,has version,has fabrication number,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6833; levenshtein=0.3500; semantic=0.4874; sequence_match=0.4667,False,0.5458,False,top-3 avg score 0.5458 < final_threshold 0.7
DatatypeProperty,has model,has measurement value,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6294; levenshtein=0.3158; semantic=0.5632; sequence_match=0.4444,False,0.5457,False,top-3 avg score 0.5457 < final_threshold 0.7
DatatypeProperty,has fabrication number,has tariff end date,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6852; levenshtein=0.4000; semantic=0.4500; sequence_match=0.5000,False,0.5451,False,top-3 avg score 0.5451 < final_threshold 0.7
DatatypeProperty,has manufacturer,has tariff end date,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6639; levenshtein=0.3125; semantic=0.4499; sequence_match=0.5161,False,0.5433,False,top-3 avg score 0.5433 < final_threshold 0.7
DatatypeProperty,has timestamp,has tariff start date,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6204; levenshtein=0.4444; semantic=0.4751; sequence_match=0.5333,False,0.5429,False,top-3 avg score 0.5429 < final_threshold 0.7
DatatypeProperty,has firmware version,has model,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6343; levenshtein=0.2778; semantic=0.6081; sequence_match=0.3846,False,0.5423,False,top-3 avg score 0.5423 < final_threshold 0.7
DatatypeProperty,has model,has firmware version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6343; levenshtein=0.2778; semantic=0.6081; sequence_match=0.3846,False,0.5423,False,top-3 avg score 0.5423 < final_threshold 0.7
DatatypeProperty,has hardware version,has manufacturer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5759; levenshtein=0.3333; semantic=0.5661; sequence_match=0.4848,False,0.5423,False,top-3 avg score 0.5423 < final_threshold 0.7
DatatypeProperty,has firmware version,has radio frequency level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6685; levenshtein=0.2727; semantic=0.5559; sequence_match=0.4000,False,0.5414,False,top-3 avg score 0.5414 < final_threshold 0.7
DatatypeProperty,has timestamp,has tariff end date,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6389; levenshtein=0.4375; semantic=0.4832; sequence_match=0.5000,False,0.5407,False,top-3 avg score 0.5407 < final_threshold 0.7
DatatypeProperty,has start timestamp,has tariff end date,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6711; levenshtein=0.4118; semantic=0.4660; sequence_match=0.4848,False,0.5406,False,top-3 avg score 0.5406 < final_threshold 0.7
DatatypeProperty,has fabrication number,has billing date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6714; levenshtein=0.4000; semantic=0.4727; sequence_match=0.4706,False,0.5382,False,top-3 avg score 0.5382 < final_threshold 0.7
DatatypeProperty,has manufacturer,has model,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5889; levenshtein=0.3333; semantic=0.5892; sequence_match=0.4348,False,0.5376,False,top-3 avg score 0.5376 < final_threshold 0.7
DatatypeProperty,has model,has manufacturer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5889; levenshtein=0.3333; semantic=0.5892; sequence_match=0.4348,False,0.5376,False,top-3 avg score 0.5376 < final_threshold 0.7
DatatypeProperty,has hardware version,has fabrication number,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6295; levenshtein=0.3000; semantic=0.5031; sequence_match=0.4737,False,0.5354,False,top-3 avg score 0.5354 < final_threshold 0.7
DatatypeProperty,has start timestamp,has measurement value,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6208; levenshtein=0.4211; semantic=0.5319; sequence_match=0.4444,False,0.5324,False,top-3 avg score 0.5324 < final_threshold 0.7
DatatypeProperty,has timestamp,has version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6444; levenshtein=0.3333; semantic=0.5815; sequence_match=0.3636,False,0.5299,False,top-3 avg score 0.5299 < final_threshold 0.7
DatatypeProperty,has model,has radio frequency level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6834; levenshtein=0.2727; semantic=0.5022; sequence_match=0.4000,False,0.5285,False,top-3 avg score 0.5285 < final_threshold 0.7
DatatypeProperty,has hardware version,has radio frequency level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6685; levenshtein=0.3182; semantic=0.5166; sequence_match=0.4000,False,0.5284,False,top-3 avg score 0.5284 < final_threshold 0.7
DatatypeProperty,has hardware version,has measurement value,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6088; levenshtein=0.2632; semantic=0.5396; sequence_match=0.4324,False,0.5269,False,top-3 avg score 0.5269 < final_threshold 0.7
DatatypeProperty,has hardware version,has tariff end date,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6602; levenshtein=0.3333; semantic=0.4430; sequence_match=0.4706,False,0.5246,False,top-3 avg score 0.5246 < final_threshold 0.7
DatatypeProperty,has version,has billing period end date,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6326; levenshtein=0.3043; semantic=0.4557; sequence_match=0.4848,False,0.5244,False,top-3 avg score 0.5244 < final_threshold 0.7
DatatypeProperty,has start timestamp,has version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6563; levenshtein=0.2941; semantic=0.5415; sequence_match=0.3704,False,0.5227,False,top-3 avg score 0.5227 < final_threshold 0.7
DatatypeProperty,has hardware version,has tariff start date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6704; levenshtein=0.2778; semantic=0.4523; sequence_match=0.4444,False,0.5224,False,top-3 avg score 0.5224 < final_threshold 0.7
DatatypeProperty,has timestamp,latitude,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6139; levenshtein=0.3333; semantic=0.5514; sequence_match=0.4000,False,0.5218,False,top-3 avg score 0.5218 < final_threshold 0.7
DatatypeProperty,has fabrication number,has tariff start date,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6598; levenshtein=0.3500; semantic=0.4279; sequence_match=0.4737,False,0.5205,False,top-3 avg score 0.5205 < final_threshold 0.7
DatatypeProperty,has start timestamp,has fabrication number,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5961; levenshtein=0.3000; semantic=0.4635; sequence_match=0.4865,False,0.5154,False,top-3 avg score 0.5154 < final_threshold 0.7
DatatypeProperty,has manufacturer,has tariff start date,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6407; levenshtein=0.3889; semantic=0.4177; sequence_match=0.4848,False,0.5144,False,top-3 avg score 0.5144 < final_threshold 0.7
DatatypeProperty,has start timestamp,has model,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6397; levenshtein=0.2353; semantic=0.5005; sequence_match=0.4000,False,0.5134,False,top-3 avg score 0.5134 < final_threshold 0.7
DatatypeProperty,has model,has billing date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5940; levenshtein=0.2857; semantic=0.4903; sequence_match=0.4545,False,0.513,False,top-3 avg score 0.5130 < final_threshold 0.7
DatatypeProperty,has firmware version,has tariff end date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6269; levenshtein=0.2778; semantic=0.5001; sequence_match=0.4118,False,0.5129,False,top-3 avg score 0.5129 < final_threshold 0.7
DatatypeProperty,has timestamp,has fabrication number,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5968; levenshtein=0.2500; semantic=0.4993; sequence_match=0.4375,False,0.5112,False,top-3 avg score 0.5112 < final_threshold 0.7
DatatypeProperty,has timestamp,has billing date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.3571; semantic=0.5594; sequence_match=0.3846,False,0.5104,False,top-3 avg score 0.5104 < final_threshold 0.7
DatatypeProperty,has version,has measurement value,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6419; levenshtein=0.3158; semantic=0.5391; sequence_match=0.3448,False,0.5086,False,top-3 avg score 0.5086 < final_threshold 0.7
DatatypeProperty,has version,has billing period start date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6793; levenshtein=0.2400; semantic=0.4440; sequence_match=0.4000,False,0.5078,False,top-3 avg score 0.5078 < final_threshold 0.7
DatatypeProperty,has start timestamp,has firmware version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6394; levenshtein=0.2222; semantic=0.5409; sequence_match=0.3429,False,0.5077,False,top-3 avg score 0.5077 < final_threshold 0.7
DatatypeProperty,has timestamp,has billing period start date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6293; levenshtein=0.3200; semantic=0.4595; sequence_match=0.4324,False,0.5071,False,top-3 avg score 0.5071 < final_threshold 0.7
DatatypeProperty,has firmware version,has billing period end date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5968; levenshtein=0.3043; semantic=0.4834; sequence_match=0.4390,False,0.5064,False,top-3 avg score 0.5064 < final_threshold 0.7
DatatypeProperty,has hardware version,has water property value,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6779; levenshtein=0.3333; semantic=0.4245; sequence_match=0.4103,False,0.5042,False,top-3 avg score 0.5042 < final_threshold 0.7
DatatypeProperty,has fabrication number,has measurement value,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6187; levenshtein=0.2500; semantic=0.4741; sequence_match=0.4103,False,0.501,False,top-3 avg score 0.5010 < final_threshold 0.7
DatatypeProperty,has manufacturer,has billing date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6556; levenshtein=0.2667; semantic=0.4307; sequence_match=0.4138,False,0.5,False,top-3 avg score 0.5000 < final_threshold 0.7
DatatypeProperty,has version,has tariff end date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6649; levenshtein=0.3125; semantic=0.4493; sequence_match=0.3846,False,0.4996,False,top-3 avg score 0.4996 < final_threshold 0.7
DatatypeProperty,has firmware version,has billing date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5820; levenshtein=0.2222; semantic=0.5397; sequence_match=0.3750,False,0.4989,False,top-3 avg score 0.4989 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,has power rating,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6268; levenshtein=0.2083; semantic=0.4975; sequence_match=0.3684,False,0.4976,False,top-3 avg score 0.4976 < final_threshold 0.7
DatatypeProperty,has firmware version,has water property value,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6627; levenshtein=0.2857; semantic=0.4169; sequence_match=0.4103,False,0.4966,False,top-3 avg score 0.4966 < final_threshold 0.7
DatatypeProperty,has model,latitude,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.5291; sequence_match=0.3750,False,0.4958,False,top-3 avg score 0.4958 < final_threshold 0.7
DatatypeProperty,has timestamp,has water property value,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5992; levenshtein=0.3333; semantic=0.4586; sequence_match=0.4242,False,0.494,False,top-3 avg score 0.4940 < final_threshold 0.7
DatatypeProperty,has timestamp,has power rating,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.3571; semantic=0.5090; sequence_match=0.3846,False,0.4936,False,top-3 avg score 0.4936 < final_threshold 0.7
DatatypeProperty,requires power,has radio frequency level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6079; levenshtein=0.2273; semantic=0.5240; sequence_match=0.3429,False,0.4916,False,top-3 avg score 0.4916 < final_threshold 0.7
DatatypeProperty,has manufacturer,has power rating,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5603; levenshtein=0.2667; semantic=0.5685; sequence_match=0.3448,False,0.4912,False,top-3 avg score 0.4912 < final_threshold 0.7
DatatypeProperty,has version,has billing date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.2857; semantic=0.5163; sequence_match=0.3333,False,0.4896,False,top-3 avg score 0.4896 < final_threshold 0.7
DatatypeProperty,has manufacturer,has version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.2000; semantic=0.5093; sequence_match=0.4000,False,0.4883,False,top-3 avg score 0.4883 < final_threshold 0.7
DatatypeProperty,has version,has manufacturer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.2000; semantic=0.5093; sequence_match=0.4000,False,0.4883,False,top-3 avg score 0.4883 < final_threshold 0.7
DatatypeProperty,has start timestamp,has power rating,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5973; levenshtein=0.2353; semantic=0.4786; sequence_match=0.3871,False,0.4877,False,top-3 avg score 0.4877 < final_threshold 0.7
DatatypeProperty,requires power,has firmware version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6197; levenshtein=0.2222; semantic=0.5754; sequence_match=0.2581,False,0.4844,False,top-3 avg score 0.4844 < final_threshold 0.7
DatatypeProperty,has start timestamp,has manufacturer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6357; levenshtein=0.2353; semantic=0.4402; sequence_match=0.3750,False,0.4836,False,top-3 avg score 0.4836 < final_threshold 0.7
DatatypeProperty,has firmware version,has billing period start date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6044; levenshtein=0.2400; semantic=0.4705; sequence_match=0.3721,False,0.4823,False,top-3 avg score 0.4823 < final_threshold 0.7
DatatypeProperty,has model,has tariff end date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5792; levenshtein=0.2500; semantic=0.4454; sequence_match=0.4167,False,0.4804,False,top-3 avg score 0.4804 < final_threshold 0.7
DatatypeProperty,has fabrication number,has billing period start date,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6464; levenshtein=0.2400; semantic=0.3946; sequence_match=0.4000,False,0.4803,False,top-3 avg score 0.4803 < final_threshold 0.7
DatatypeProperty,has version,has radio frequency level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6379; levenshtein=0.2273; semantic=0.4906; sequence_match=0.3125,False,0.4803,False,top-3 avg score 0.4803 < final_threshold 0.7
DatatypeProperty,has model,has billing period end date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6312; levenshtein=0.2609; semantic=0.4204; sequence_match=0.3871,False,0.4796,False,top-3 avg score 0.4796 < final_threshold 0.7
DatatypeProperty,has version,has water property value,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6286; levenshtein=0.2857; semantic=0.4221; sequence_match=0.3871,False,0.4793,False,top-3 avg score 0.4793 < final_threshold 0.7
DatatypeProperty,has fabrication number,has radio frequency level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6444; levenshtein=0.2727; semantic=0.4119; sequence_match=0.3810,False,0.4791,False,top-3 avg score 0.4791 < final_threshold 0.7
DatatypeProperty,has fabrication number,has model,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5667; levenshtein=0.2500; semantic=0.5124; sequence_match=0.3571,False,0.4787,False,top-3 avg score 0.4787 < final_threshold 0.7
DatatypeProperty,has model,has fabrication number,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5667; levenshtein=0.2500; semantic=0.5124; sequence_match=0.3571,False,0.4787,False,top-3 avg score 0.4787 < final_threshold 0.7
DatatypeProperty,has start timestamp,has billing date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5896; levenshtein=0.2941; semantic=0.5220; sequence_match=0.3226,False,0.4781,False,top-3 avg score 0.4781 < final_threshold 0.7
DatatypeProperty,has model,longitude,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.1111; semantic=0.5035; sequence_match=0.3529,False,0.4753,False,top-3 avg score 0.4753 < final_threshold 0.7
DatatypeProperty,has firmware version,has tariff start date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6037; levenshtein=0.2222; semantic=0.4835; sequence_match=0.3333,False,0.4735,False,top-3 avg score 0.4735 < final_threshold 0.7
DatatypeProperty,has start timestamp,latitude,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5730; levenshtein=0.2353; semantic=0.5266; sequence_match=0.3200,False,0.4732,False,top-3 avg score 0.4732 < final_threshold 0.7
DatatypeProperty,has manufacturer,has water property value,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6476; levenshtein=0.2381; semantic=0.3818; sequence_match=0.3889,False,0.4728,False,top-3 avg score 0.4728 < final_threshold 0.7
DatatypeProperty,has manufacturer,has radio frequency level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6232; levenshtein=0.3182; semantic=0.4155; sequence_match=0.3784,False,0.4724,False,top-3 avg score 0.4724 < final_threshold 0.7
DatatypeProperty,has fabrication number,has billing period end date,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5852; levenshtein=0.3043; semantic=0.4038; sequence_match=0.4186,False,0.4692,False,top-3 avg score 0.4692 < final_threshold 0.7
DatatypeProperty,has model,has water property value,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5544; levenshtein=0.2857; semantic=0.4393; sequence_match=0.4138,False,0.4691,False,top-3 avg score 0.4691 < final_threshold 0.7
DatatypeProperty,has timestamp,has manufacturer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5778; levenshtein=0.2667; semantic=0.4568; sequence_match=0.3704,False,0.4683,False,top-3 avg score 0.4683 < final_threshold 0.7
DatatypeProperty,has hardware version,has billing period start date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6044; levenshtein=0.2000; semantic=0.4205; sequence_match=0.3721,False,0.4657,False,top-3 avg score 0.4657 < final_threshold 0.7
DatatypeProperty,has start timestamp,has water property value,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5881; levenshtein=0.3810; semantic=0.4270; sequence_match=0.3684,False,0.4654,False,top-3 avg score 0.4654 < final_threshold 0.7
DatatypeProperty,has model,has billing period start date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6231; levenshtein=0.2000; semantic=0.4009; sequence_match=0.3636,False,0.4625,False,top-3 avg score 0.4625 < final_threshold 0.7
DatatypeProperty,has hardware version,has billing date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5820; levenshtein=0.1667; semantic=0.4895; sequence_match=0.3125,False,0.4613,False,top-3 avg score 0.4613 < final_threshold 0.7
DatatypeProperty,has hardware version,has billing period end date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5634; levenshtein=0.2609; semantic=0.4206; sequence_match=0.3902,False,0.4581,False,top-3 avg score 0.4581 < final_threshold 0.7
DatatypeProperty,has timestamp,city name,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6139; levenshtein=0.2500; semantic=0.4275; sequence_match=0.3000,False,0.4471,False,top-3 avg score 0.4471 < final_threshold 0.7
DatatypeProperty,requires power,has version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5615; levenshtein=0.2308; semantic=0.5158; sequence_match=0.2609,False,0.4461,False,top-3 avg score 0.4461 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,has water property value,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6637; levenshtein=0.2083; semantic=0.3552; sequence_match=0.3111,False,0.4433,False,top-3 avg score 0.4433 < final_threshold 0.7
DatatypeProperty,has model,has tariff start date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5139; levenshtein=0.2222; semantic=0.4241; sequence_match=0.3846,False,0.4409,False,top-3 avg score 0.4409 < final_threshold 0.7
DatatypeProperty,has model,city name,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.0000; semantic=0.4441; sequence_match=0.3750,False,0.4397,False,top-3 avg score 0.4397 < final_threshold 0.7
DatatypeProperty,has fabrication number,has water property value,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6004; levenshtein=0.2381; semantic=0.3747; sequence_match=0.3415,False,0.4388,False,top-3 avg score 0.4388 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,has firmware version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5383; levenshtein=0.1667; semantic=0.4870; sequence_match=0.2857,False,0.437,False,top-3 avg score 0.4370 < final_threshold 0.7
DatatypeProperty,requires power,has measurement value,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5369; levenshtein=0.1579; semantic=0.5211; sequence_match=0.2500,False,0.436,False,top-3 avg score 0.4360 < final_threshold 0.7
DatatypeProperty,has version,has tariff start date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5889; levenshtein=0.2778; semantic=0.4298; sequence_match=0.2857,False,0.4348,False,top-3 avg score 0.4348 < final_threshold 0.7
DatatypeProperty,has start timestamp,has billing period end date,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5662; levenshtein=0.2609; semantic=0.4653; sequence_match=0.2500,False,0.4308,False,top-3 avg score 0.4308 < final_threshold 0.7
DatatypeProperty,has manufacturer,latitude,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5056; levenshtein=0.2667; semantic=0.4353; sequence_match=0.3478,False,0.4296,False,top-3 avg score 0.4296 < final_threshold 0.7
DatatypeProperty,has timestamp,has radio frequency level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5354; levenshtein=0.2273; semantic=0.4526; sequence_match=0.2941,False,0.4274,False,top-3 avg score 0.4274 < final_threshold 0.7
