gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
algorithm,Algorithm,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
programming language,Programming Language,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
licence,License,jaro_winkler+semantic+levenshtein,jaro_winkler=0.9429; levenshtein=0.8571; semantic=0.9174; sequence_match=0.8571,False,0.9058,True,selected
Purchase cost,Data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4444; levenshtein=0.0833; semantic=0.4772; sequence_match=0.2500,False,0.3906,False,top-3 avg score 0.3906 < final_threshold 0.6
GIF,Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4921; levenshtein=0.0000; semantic=0.4793; sequence_match=0.2000,False,0.3904,False,top-3 avg score 0.3904 < final_threshold 0.6
GIF,License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4921; levenshtein=0.1429; semantic=0.4743; sequence_match=0.2000,False,0.3888,False,top-3 avg score 0.3888 < final_threshold 0.6
Open source software license,Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5048; levenshtein=0.1600; semantic=0.4075; sequence_match=0.2500,False,0.3874,False,top-3 avg score 0.3874 < final_threshold 0.6
web service,Algorithm Modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4810; levenshtein=0.0952; semantic=0.4869; sequence_match=0.1935,False,0.3871,False,top-3 avg score 0.3871 < final_threshold 0.6
Purchase cost,Software Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5222; levenshtein=0.2000; semantic=0.4161; sequence_match=0.2222,False,0.3868,False,top-3 avg score 0.3868 < final_threshold 0.6
licence,Programming Language,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4637; levenshtein=0.1579; semantic=0.5374; sequence_match=0.1538,False,0.3863,False,top-3 avg score 0.3863 < final_threshold 0.6
CEL binary format,Software Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4500; levenshtein=0.1333; semantic=0.4851; sequence_match=0.2222,False,0.3858,False,top-3 avg score 0.3858 < final_threshold 0.6
GIF,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4861; levenshtein=0.1250; semantic=0.4883; sequence_match=0.1818,False,0.3854,False,top-3 avg score 0.3854 < final_threshold 0.6
software developer organization,Data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5067; levenshtein=0.1034; semantic=0.4676; sequence_match=0.1818,False,0.3854,False,top-3 avg score 0.3854 < final_threshold 0.6
web service,Software Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4111; levenshtein=0.0833; semantic=0.5611; sequence_match=0.1818,False,0.3847,False,top-3 avg score 0.3847 < final_threshold 0.6
Purchase cost,Software Tool,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4778; levenshtein=0.2500; semantic=0.4249; sequence_match=0.2500,False,0.3842,False,top-3 avg score 0.3842 < final_threshold 0.6
text editing,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4470; levenshtein=0.0909; semantic=0.5699; sequence_match=0.1333,False,0.3834,False,top-3 avg score 0.3834 < final_threshold 0.6
software,Algorithm Modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3968; levenshtein=0.1429; semantic=0.5452; sequence_match=0.2069,False,0.383,False,top-3 avg score 0.3830 < final_threshold 0.6
version number,Data Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3991; levenshtein=0.1538; semantic=0.5734; sequence_match=0.1739,False,0.3821,False,top-3 avg score 0.3821 < final_threshold 0.6
PROcess,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3360; levenshtein=0.1111; semantic=0.5598; sequence_match=0.2500,False,0.3819,False,top-3 avg score 0.3819 < final_threshold 0.6
version number,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4423; levenshtein=0.0769; semantic=0.5846; sequence_match=0.1176,False,0.3815,False,top-3 avg score 0.3815 < final_threshold 0.6
Maintained,Software Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3889; levenshtein=0.1333; semantic=0.5151; sequence_match=0.2400,False,0.3813,False,top-3 avg score 0.3813 < final_threshold 0.6
data item,Software Tool,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4444; levenshtein=0.2500; semantic=0.4486; sequence_match=0.2000,False,0.381,False,top-3 avg score 0.3810 < final_threshold 0.6
application programming interface,Software Tool,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3978; levenshtein=0.0968; semantic=0.6480; sequence_match=0.0930,False,0.3809,False,top-3 avg score 0.3809 < final_threshold 0.6
.csv,Software Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.0000; semantic=0.5343; sequence_match=0.1333,False,0.3799,False,top-3 avg score 0.3799 < final_threshold 0.6
CEL binary format,Data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4389; levenshtein=0.1333; semantic=0.4872; sequence_match=0.2105,False,0.3789,False,top-3 avg score 0.3789 < final_threshold 0.6
licence,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4226; levenshtein=0.1250; semantic=0.5758; sequence_match=0.1333,False,0.3772,False,top-3 avg score 0.3772 < final_threshold 0.6
function,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4120; levenshtein=0.0000; semantic=0.6017; sequence_match=0.1176,False,0.3771,False,top-3 avg score 0.3771 < final_threshold 0.6
file rendering,Software Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3825; levenshtein=0.0769; semantic=0.5077; sequence_match=0.2400,False,0.3767,False,top-3 avg score 0.3767 < final_threshold 0.6
Free,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4537; levenshtein=0.1111; semantic=0.5213; sequence_match=0.1538,False,0.3763,False,top-3 avg score 0.3763 < final_threshold 0.6
algorithm,Software Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4037; levenshtein=0.1333; semantic=0.5571; sequence_match=0.1667,False,0.3758,False,top-3 avg score 0.3758 < final_threshold 0.6
text editing,Data Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4606; levenshtein=0.0909; semantic=0.4748; sequence_match=0.1905,False,0.3753,False,top-3 avg score 0.3753 < final_threshold 0.6
Purchase cost,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4630; levenshtein=0.0833; semantic=0.4707; sequence_match=0.1905,False,0.3747,False,top-3 avg score 0.3747 < final_threshold 0.6
CEL binary format,Software Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4500; levenshtein=0.2000; semantic=0.4504; sequence_match=0.2222,False,0.3742,False,top-3 avg score 0.3742 < final_threshold 0.6
plain text file format,Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5107; levenshtein=0.1579; semantic=0.3812; sequence_match=0.2308,False,0.3742,False,top-3 avg score 0.3742 < final_threshold 0.6
Purchase cost,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4313; levenshtein=0.1579; semantic=0.4322; sequence_match=0.2581,False,0.3739,False,top-3 avg score 0.3739 < final_threshold 0.6
CEL ASCII format,Software Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5317; levenshtein=0.0000; semantic=0.4337; sequence_match=0.1538,False,0.3731,False,top-3 avg score 0.3731 < final_threshold 0.6
Maintained,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4833; levenshtein=0.1000; semantic=0.5212; sequence_match=0.1111,False,0.3719,False,top-3 avg score 0.3719 < final_threshold 0.6
programming language,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4342; levenshtein=0.0526; semantic=0.5943; sequence_match=0.0870,False,0.3718,False,top-3 avg score 0.3718 < final_threshold 0.6
software developer role,Data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5198; levenshtein=0.0952; semantic=0.4356; sequence_match=0.1600,False,0.3718,False,top-3 avg score 0.3718 < final_threshold 0.6
software interface,Data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3725; levenshtein=0.1765; semantic=0.5513; sequence_match=0.1905,False,0.3714,False,top-3 avg score 0.3714 < final_threshold 0.6
CEL ASCII format,Software Tool,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5516; levenshtein=0.0714; semantic=0.4075; sequence_match=0.1538,False,0.371,False,top-3 avg score 0.3710 < final_threshold 0.6
plain text file format,Software Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5265; levenshtein=0.1053; semantic=0.4099; sequence_match=0.1765,False,0.371,False,top-3 avg score 0.3710 < final_threshold 0.6
web service,Programming Language,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4351; levenshtein=0.1053; semantic=0.5689; sequence_match=0.0690,False,0.3697,False,top-3 avg score 0.3697 < final_threshold 0.6
software developer organization,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4865; levenshtein=0.1034; semantic=0.5105; sequence_match=0.1111,False,0.3693,False,top-3 avg score 0.3693 < final_threshold 0.6
Open source software license,Algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4844; levenshtein=0.1200; semantic=0.4442; sequence_match=0.1765,False,0.3684,False,top-3 avg score 0.3684 < final_threshold 0.6
Maintained,Software Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4056; levenshtein=0.0833; semantic=0.4254; sequence_match=0.2727,False,0.3679,False,top-3 avg score 0.3679 < final_threshold 0.6
function,Software Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.1667; semantic=0.4722; sequence_match=0.2000,False,0.3676,False,top-3 avg score 0.3676 < final_threshold 0.6
text editing,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3658; levenshtein=0.1579; semantic=0.5346; sequence_match=0.2000,False,0.3668,False,top-3 avg score 0.3668 < final_threshold 0.6
Development status,Software Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4369; levenshtein=0.1176; semantic=0.5222; sequence_match=0.1379,False,0.3657,False,top-3 avg score 0.3657 < final_threshold 0.6
plain text file format,Software Tool,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5077; levenshtein=0.1579; semantic=0.4311; sequence_match=0.0645,False,0.3656,False,top-3 avg score 0.3656 < final_threshold 0.6
web service,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4083; levenshtein=0.0000; semantic=0.5758; sequence_match=0.1111,False,0.3651,False,top-3 avg score 0.3651 < final_threshold 0.6
file rendering,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4241; levenshtein=0.1538; semantic=0.4796; sequence_match=0.1905,False,0.3647,False,top-3 avg score 0.3647 < final_threshold 0.6
GIF,Data Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4778; levenshtein=0.1000; semantic=0.4603; sequence_match=0.1538,False,0.364,False,top-3 avg score 0.3640 < final_threshold 0.6
Free,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4342; levenshtein=0.1053; semantic=0.4827; sequence_match=0.1739,False,0.3636,False,top-3 avg score 0.3636 < final_threshold 0.6
data item,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3999; levenshtein=0.1053; semantic=0.4686; sequence_match=0.2222,False,0.3636,False,top-3 avg score 0.3636 < final_threshold 0.6
software developer role,Data Format,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5175; levenshtein=0.1905; semantic=0.3822; sequence_match=0.1290,False,0.3634,False,top-3 avg score 0.3634 < final_threshold 0.6
software developer role,Task,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5198; levenshtein=0.0952; semantic=0.4737; sequence_match=0.0800,False,0.3629,False,top-3 avg score 0.3629 < final_threshold 0.6
PROcess,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3360; levenshtein=0.1111; semantic=0.6273; sequence_match=0.1250,False,0.3628,False,top-3 avg score 0.3628 < final_threshold 0.6
plain text file format,Software Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4942; levenshtein=0.1053; semantic=0.4646; sequence_match=0.1290,False,0.3626,False,top-3 avg score 0.3626 < final_threshold 0.6
software developer organization,Task,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5067; levenshtein=0.0690; semantic=0.5110; sequence_match=0.0606,False,0.3622,False,top-3 avg score 0.3622 < final_threshold 0.6
CEL binary format,Software Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4222; levenshtein=0.1333; semantic=0.4610; sequence_match=0.2000,False,0.3611,False,top-3 avg score 0.3611 < final_threshold 0.6
Open source software license,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4750; levenshtein=0.1200; semantic=0.4830; sequence_match=0.1212,False,0.3597,False,top-3 avg score 0.3597 < final_threshold 0.6
Source code available,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3999; levenshtein=0.0526; semantic=0.5274; sequence_match=0.1481,False,0.3585,False,top-3 avg score 0.3585 < final_threshold 0.6
Purchase cost,Algorithm Modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4286; levenshtein=0.1429; semantic=0.4029; sequence_match=0.2424,False,0.358,False,top-3 avg score 0.3580 < final_threshold 0.6
Maintained,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4037; levenshtein=0.1000; semantic=0.5642; sequence_match=0.1053,False,0.3577,False,top-3 avg score 0.3577 < final_threshold 0.6
GIF,Software Tool,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4722; levenshtein=0.0833; semantic=0.4638; sequence_match=0.1333,False,0.3565,False,top-3 avg score 0.3565 < final_threshold 0.6
Source code available,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4342; levenshtein=0.0526; semantic=0.5472; sequence_match=0.0870,False,0.3561,False,top-3 avg score 0.3561 < final_threshold 0.6
XML,Algorithm Modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4206; levenshtein=0.0476; semantic=0.5642; sequence_match=0.0833,False,0.3561,False,top-3 avg score 0.3561 < final_threshold 0.6
licence,Software Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4087; levenshtein=0.0833; semantic=0.5505; sequence_match=0.1053,False,0.3548,False,top-3 avg score 0.3548 < final_threshold 0.6
Development status,Software Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4510; levenshtein=0.1176; semantic=0.4714; sequence_match=0.1379,False,0.3534,False,top-3 avg score 0.3534 < final_threshold 0.6
Maintained,Software Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4056; levenshtein=0.0833; semantic=0.4649; sequence_match=0.1818,False,0.3508,False,top-3 avg score 0.3508 < final_threshold 0.6
Purchase cost,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4259; levenshtein=0.0000; semantic=0.4318; sequence_match=0.1905,False,0.3494,False,top-3 avg score 0.3494 < final_threshold 0.6
text editing,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4053; levenshtein=0.0909; semantic=0.5372; sequence_match=0.1053,False,0.3493,False,top-3 avg score 0.3493 < final_threshold 0.6
software developer role,Platform,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4877; levenshtein=0.1429; semantic=0.4127; sequence_match=0.1379,False,0.3478,False,top-3 avg score 0.3478 < final_threshold 0.6
data item,Software Version,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4139; levenshtein=0.2000; semantic=0.4257; sequence_match=0.1739,False,0.3465,False,top-3 avg score 0.3465 < final_threshold 0.6
Development status,Algorithm Modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4351; levenshtein=0.1429; semantic=0.4361; sequence_match=0.1579,False,0.343,False,top-3 avg score 0.3430 < final_threshold 0.6
Purchase cost,Software Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4722; levenshtein=0.1667; semantic=0.3877; sequence_match=0.1667,False,0.3422,False,top-3 avg score 0.3422 < final_threshold 0.6
text editing,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3013; levenshtein=0.1818; semantic=0.5236; sequence_match=0.2000,False,0.3416,False,top-3 avg score 0.3416 < final_threshold 0.6
Open source software license,Data Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4333; levenshtein=0.1200; semantic=0.4183; sequence_match=0.1714,False,0.341,False,top-3 avg score 0.3410 < final_threshold 0.6
PROcess,Algorithm Modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2937; levenshtein=0.1429; semantic=0.5149; sequence_match=0.2143,False,0.3409,False,top-3 avg score 0.3409 < final_threshold 0.6
GIF,Software Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4667; levenshtein=0.0667; semantic=0.4378; sequence_match=0.1111,False,0.3385,False,top-3 avg score 0.3385 < final_threshold 0.6
Not Free,Algorithm Modification,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4127; levenshtein=0.1429; semantic=0.4574; sequence_match=0.0714,False,0.3377,False,top-3 avg score 0.3377 < final_threshold 0.6
software developer role,License,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4127; levenshtein=0.1429; semantic=0.4551; sequence_match=0.1429,False,0.3369,False,top-3 avg score 0.3369 < final_threshold 0.6
Open source software license,Data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4300; levenshtein=0.0800; semantic=0.4383; sequence_match=0.1379,False,0.3354,False,top-3 avg score 0.3354 < final_threshold 0.6
function,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3452; levenshtein=0.1250; semantic=0.5271; sequence_match=0.1333,False,0.3352,False,top-3 avg score 0.3352 < final_threshold 0.6
application programming interface,Task,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3548; levenshtein=0.0645; semantic=0.5836; sequence_match=0.0571,False,0.3343,False,top-3 avg score 0.3343 < final_threshold 0.6
Open source software license,Task,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4300; levenshtein=0.1200; semantic=0.4520; sequence_match=0.0690,False,0.334,False,top-3 avg score 0.3340 < final_threshold 0.6
GIF,Software Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4722; levenshtein=0.0833; semantic=0.3960; sequence_match=0.1333,False,0.3339,False,top-3 avg score 0.3339 < final_threshold 0.6
software developer role,Algorithm Modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4127; levenshtein=0.0476; semantic=0.3970; sequence_match=0.1905,False,0.3334,False,top-3 avg score 0.3334 < final_threshold 0.6
web service,Data Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4000; levenshtein=0.0000; semantic=0.4984; sequence_match=0.1000,False,0.3328,False,top-3 avg score 0.3328 < final_threshold 0.6
PROcess,Data Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4143; levenshtein=0.1000; semantic=0.4582; sequence_match=0.1176,False,0.3301,False,top-3 avg score 0.3301 < final_threshold 0.6
CEL binary format,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4389; levenshtein=0.0667; semantic=0.4457; sequence_match=0.1053,False,0.3299,False,top-3 avg score 0.3299 < final_threshold 0.6
programming language,Feature,semantic+jaro_winkler+levenshtein,jaro_winkler=0.2970; levenshtein=0.1579; semantic=0.5346; sequence_match=0.1538,False,0.3298,False,top-3 avg score 0.3298 < final_threshold 0.6
Free,Platform,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1250; semantic=0.5310; sequence_match=0.3333,False,0.3298,False,top-3 avg score 0.3298 < final_threshold 0.6
software developer role,Algorithm,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3783; levenshtein=0.1429; semantic=0.4672; sequence_match=0.1333,False,0.3295,False,top-3 avg score 0.3295 < final_threshold 0.6
data format specification,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2909; levenshtein=0.0870; semantic=0.4902; sequence_match=0.2000,False,0.327,False,top-3 avg score 0.3270 < final_threshold 0.6
Not Free,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2970; levenshtein=0.1053; semantic=0.5126; sequence_match=0.1538,False,0.3211,False,top-3 avg score 0.3211 < final_threshold 0.6
Free,Algorithm Modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4325; levenshtein=0.0476; semantic=0.4306; sequence_match=0.0800,False,0.3144,False,top-3 avg score 0.3144 < final_threshold 0.6
function,Task,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1250; semantic=0.6500; sequence_match=0.1667,False,0.3139,False,top-3 avg score 0.3139 < final_threshold 0.6
Development status,Task,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1176; semantic=0.5380; sequence_match=0.2857,False,0.3138,False,top-3 avg score 0.3138 < final_threshold 0.6
plain text file format,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3684; levenshtein=0.0526; semantic=0.4322; sequence_match=0.0870,False,0.2959,False,top-3 avg score 0.2959 < final_threshold 0.6
PROcess,Task,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1429; semantic=0.5503; sequence_match=0.1818,False,0.2917,False,top-3 avg score 0.2917 < final_threshold 0.6
XML,Data Format,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1000; semantic=0.6208; sequence_match=0.1538,False,0.2915,False,top-3 avg score 0.2915 < final_threshold 0.6
XML,Software Tool,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0833; semantic=0.5661; sequence_match=0.1333,False,0.2609,False,top-3 avg score 0.2609 < final_threshold 0.6
file rendering,Data,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0769; semantic=0.5463; sequence_match=0.1176,False,0.247,False,top-3 avg score 0.2470 < final_threshold 0.6
.csv,Data,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6839; sequence_match=0.0000,False,0.228,False,top-3 avg score 0.2280 < final_threshold 0.6
.csv,Algorithm Modification,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0476; semantic=0.5349; sequence_match=0.0833,False,0.222,False,top-3 avg score 0.2220 < final_threshold 0.6
XML,Data,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6539; sequence_match=0.0000,False,0.218,False,top-3 avg score 0.2180 < final_threshold 0.6
XML,Task,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6362; sequence_match=0.0000,False,0.2121,False,top-3 avg score 0.2121 < final_threshold 0.6
.csv,Data Format,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6138; sequence_match=0.0000,False,0.2046,False,top-3 avg score 0.2046 < final_threshold 0.6
licence,Task,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6025; sequence_match=0.0000,False,0.2008,False,top-3 avg score 0.2008 < final_threshold 0.6
.csv,Programming Language,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6009; sequence_match=0.0000,False,0.2003,False,top-3 avg score 0.2003 < final_threshold 0.6
.csv,Algorithm,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5920; sequence_match=0.0000,False,0.1973,False,top-3 avg score 0.1973 < final_threshold 0.6
XML,Feature,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5814; sequence_match=0.0000,False,0.1938,False,top-3 avg score 0.1938 < final_threshold 0.6
GIF,Task,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5732; sequence_match=0.0000,False,0.1911,False,top-3 avg score 0.1911 < final_threshold 0.6
web service,Data,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5732; sequence_match=0.0000,False,0.1911,False,top-3 avg score 0.1911 < final_threshold 0.6
version number,Data,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5707; sequence_match=0.0000,False,0.1902,False,top-3 avg score 0.1902 < final_threshold 0.6
PROcess,Data,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5641; sequence_match=0.0000,False,0.188,False,top-3 avg score 0.1880 < final_threshold 0.6
Free,Task,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5605; sequence_match=0.0000,False,0.1868,False,top-3 avg score 0.1868 < final_threshold 0.6
.csv,Platform,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5570; sequence_match=0.0000,False,0.1857,False,top-3 avg score 0.1857 < final_threshold 0.6
licence,Data,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5482; sequence_match=0.0000,False,0.1827,False,top-3 avg score 0.1827 < final_threshold 0.6
file rendering,Task,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5463; sequence_match=0.0000,False,0.1821,False,top-3 avg score 0.1821 < final_threshold 0.6
Free,Data,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5421; sequence_match=0.0000,False,0.1807,False,top-3 avg score 0.1807 < final_threshold 0.6
XML,Software Type,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5387; sequence_match=0.0000,False,0.1796,False,top-3 avg score 0.1796 < final_threshold 0.6
GIF,Data,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5332; sequence_match=0.0000,False,0.1777,False,top-3 avg score 0.1777 < final_threshold 0.6
GIF,Developer,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5294; sequence_match=0.0000,False,0.1765,False,top-3 avg score 0.1765 < final_threshold 0.6
XML,Software Version,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5271; sequence_match=0.0000,False,0.1757,False,top-3 avg score 0.1757 < final_threshold 0.6
.csv,Feature,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5128; sequence_match=0.0000,False,0.1709,False,top-3 avg score 0.1709 < final_threshold 0.6
licence,Data Format,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4884; sequence_match=0.0000,False,0.1628,False,top-3 avg score 0.1628 < final_threshold 0.6
