role,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
property,hasduty,hasduty,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,hasconstraint,hasconstraint,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,hasoperator,hasoperator,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,consequence,hasconsequence,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8680; levenshtein=0.7857; semantic=0.9272; sequence_match=0.8800,False,0.8917,True,selected
property,hasaction,violates,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4907; levenshtein=0.1111; semantic=0.5941; sequence_match=0.2353,False,0.4400,False,top-3 avg score 0.4400 < final_threshold 0.6
property,operand,hasnestedconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5107; levenshtein=0.2105; semantic=0.5015; sequence_match=0.3077,False,0.4400,False,top-3 avg score 0.4400 < final_threshold 0.6
property,andsequence,isexpressedby,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5571; levenshtein=0.1538; semantic=0.4274; sequence_match=0.3333,False,0.4393,False,top-3 avg score 0.4393 < final_threshold 0.6
property,partof,playedby,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.5034; sequence_match=0.2857,False,0.4390,False,top-3 avg score 0.4390 < final_threshold 0.6
property,relation,expressesconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4868; levenshtein=0.2105; semantic=0.5306; sequence_match=0.2963,False,0.4379,False,top-3 avg score 0.4379 < final_threshold 0.6
property,relation,isremedyfor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5492; levenshtein=0.2727; semantic=0.4486; sequence_match=0.3158,False,0.4379,False,top-3 avg score 0.4379 < final_threshold 0.6
property,andsequence,hasduty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5617; levenshtein=0.1818; semantic=0.4172; sequence_match=0.3333,False,0.4374,False,top-3 avg score 0.4374 < final_threshold 0.6
property,failure,hasduty,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5238; levenshtein=0.2857; semantic=0.5021; sequence_match=0.2857,False,0.4372,False,top-3 avg score 0.4372 < final_threshold 0.6
property,handlepolicyconflicts,violates,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4877; levenshtein=0.1905; semantic=0.5468; sequence_match=0.2759,False,0.4368,False,top-3 avg score 0.4368 < final_threshold 0.6
property,partof,hasduty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5397; levenshtein=0.1429; semantic=0.4623; sequence_match=0.3077,False,0.4366,False,top-3 avg score 0.4366 < final_threshold 0.6
property,or,violates,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5417; levenshtein=0.1250; semantic=0.5677; sequence_match=0.2000,False,0.4364,False,top-3 avg score 0.4364 < final_threshold 0.6
property,inheritsfrom,isexclusive,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4823; levenshtein=0.1667; semantic=0.5658; sequence_match=0.2609,False,0.4363,False,top-3 avg score 0.4363 < final_threshold 0.6
property,target,expresses,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5185; levenshtein=0.2222; semantic=0.5228; sequence_match=0.2667,False,0.4360,False,top-3 avg score 0.4360 < final_threshold 0.6
property,inheritrelation,hasrole,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5294; levenshtein=0.2000; semantic=0.5763; sequence_match=0.1818,False,0.4352,False,top-3 avg score 0.4352 < final_threshold 0.6
property,operand,hasremedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5886; levenshtein=0.2222; semantic=0.4664; sequence_match=0.2500,False,0.4350,False,top-3 avg score 0.4350 < final_threshold 0.6
property,and,hasconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6068; levenshtein=0.1538; semantic=0.4480; sequence_match=0.2500,False,0.4349,False,top-3 avg score 0.4349 < final_threshold 0.6
property,andsequence,specifies,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5354; levenshtein=0.0909; semantic=0.4694; sequence_match=0.3000,False,0.4349,False,top-3 avg score 0.4349 < final_threshold 0.6
property,hasduty,isexclusive,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4892; levenshtein=0.0909; semantic=0.5931; sequence_match=0.2222,False,0.4348,False,top-3 avg score 0.4348 < final_threshold 0.6
property,relation,haslogicaloperator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4074; levenshtein=0.1667; semantic=0.5891; sequence_match=0.3077,False,0.4347,False,top-3 avg score 0.4347 < final_threshold 0.6
property,partof,linkedto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.1250; semantic=0.4901; sequence_match=0.2857,False,0.4345,False,top-3 avg score 0.4345 < final_threshold 0.6
property,haspermission,isremedyfor,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5464; levenshtein=0.3077; semantic=0.4474; sequence_match=0.2500,False,0.4338,False,top-3 avg score 0.4338 < final_threshold 0.6
property,hasaction,expressesconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5396; levenshtein=0.2105; semantic=0.4758; sequence_match=0.2857,False,0.4337,False,top-3 avg score 0.4337 < final_threshold 0.6
property,handlepolicyconflicts,hasremedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5312; levenshtein=0.1905; semantic=0.5011; sequence_match=0.2667,False,0.4330,False,top-3 avg score 0.4330 < final_threshold 0.6
property,relation,hasright,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.0000; semantic=0.5488; sequence_match=0.2500,False,0.4329,False,top-3 avg score 0.4329 < final_threshold 0.6
property,inheritrelation,hasconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5496; levenshtein=0.2000; semantic=0.5343; sequence_match=0.2143,False,0.4327,False,top-3 avg score 0.4327 < final_threshold 0.6
property,obligation,ispartof,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6333; levenshtein=0.2000; semantic=0.4639; sequence_match=0.1111,False,0.4324,False,top-3 avg score 0.4324 < final_threshold 0.6
property,onlyone,haslogicaloperator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5146; levenshtein=0.1667; semantic=0.4616; sequence_match=0.3200,False,0.4320,False,top-3 avg score 0.4320 < final_threshold 0.6
property,hasduty,linkedto,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.5172; sequence_match=0.2667,False,0.4319,False,top-3 avg score 0.4319 < final_threshold 0.6
property,targetpolicy,playedby,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5417; levenshtein=0.1667; semantic=0.4532; sequence_match=0.3000,False,0.4316,False,top-3 avg score 0.4316 < final_threshold 0.6
property,assigner,expressesconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4961; levenshtein=0.2105; semantic=0.4996; sequence_match=0.2963,False,0.4306,False,top-3 avg score 0.4306 < final_threshold 0.6
property,target,haslogicaloperator,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5556; levenshtein=0.2222; semantic=0.5120; sequence_match=0.1667,False,0.4299,False,top-3 avg score 0.4299 < final_threshold 0.6
property,failure,haslogicaloperator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5307; levenshtein=0.2222; semantic=0.4389; sequence_match=0.3200,False,0.4299,False,top-3 avg score 0.4299 < final_threshold 0.6
property,assignee,playedby,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.0000; semantic=0.5376; sequence_match=0.2500,False,0.4292,False,top-3 avg score 0.4292 < final_threshold 0.6
property,partof,hasconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4658; levenshtein=0.1538; semantic=0.5060; sequence_match=0.3158,False,0.4292,False,top-3 avg score 0.4292 < final_threshold 0.6
property,or,haslogicaloperator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5185; levenshtein=0.1111; semantic=0.5690; sequence_match=0.2000,False,0.4292,False,top-3 avg score 0.4292 < final_threshold 0.6
property,partof,specifies,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5185; levenshtein=0.1111; semantic=0.5023; sequence_match=0.2667,False,0.4292,False,top-3 avg score 0.4292 < final_threshold 0.6
property,remedy,linkedto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.4734; sequence_match=0.2857,False,0.4290,False,top-3 avg score 0.4290 < final_threshold 0.6
property,obligation,hastype,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4952; levenshtein=0.1000; semantic=0.5558; sequence_match=0.2353,False,0.4288,False,top-3 avg score 0.4288 < final_threshold 0.6
property,assigner,isexpressedby,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5365; levenshtein=0.1538; semantic=0.4627; sequence_match=0.2857,False,0.4283,False,top-3 avg score 0.4283 < final_threshold 0.6
property,hasprohibition,isexpressedby,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5311; levenshtein=0.0714; semantic=0.4573; sequence_match=0.2963,False,0.4283,False,top-3 avg score 0.4283 < final_threshold 0.6
property,targetpolicy,haslogicaloperator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5787; levenshtein=0.1667; semantic=0.4394; sequence_match=0.2667,False,0.4283,False,top-3 avg score 0.4283 < final_threshold 0.6
property,targetpolicy,isexclusive,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5076; levenshtein=0.0833; semantic=0.5152; sequence_match=0.2609,False,0.4279,False,top-3 avg score 0.4279 < final_threshold 0.6
property,handlepolicyconflicts,activatesuponfailureof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5231; levenshtein=0.1364; semantic=0.4323; sequence_match=0.3256,False,0.4270,False,top-3 avg score 0.4270 < final_threshold 0.6
property,consequence,activatesuponfailureof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5563; levenshtein=0.2273; semantic=0.4821; sequence_match=0.2424,False,0.4269,False,top-3 avg score 0.4269 < final_threshold 0.6
property,hasoperator,violates,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4545; levenshtein=0.2727; semantic=0.5079; sequence_match=0.3158,False,0.4261,False,top-3 avg score 0.4261 < final_threshold 0.6
property,function,supports,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.1250; semantic=0.5559; sequence_match=0.2500,False,0.4260,False,top-3 avg score 0.4260 < final_threshold 0.6
property,assigner,violates,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.1250; semantic=0.5276; sequence_match=0.2500,False,0.4259,False,top-3 avg score 0.4259 < final_threshold 0.6
property,assignee,expresses,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1111; semantic=0.4658; sequence_match=0.3529,False,0.4257,False,top-3 avg score 0.4257 < final_threshold 0.6
property,handlepolicyconflicts,hasright,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5060; levenshtein=0.1905; semantic=0.4941; sequence_match=0.2759,False,0.4253,False,top-3 avg score 0.4253 < final_threshold 0.6
property,operand,expresses,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4762; levenshtein=0.2222; semantic=0.5482; sequence_match=0.2500,False,0.4248,False,top-3 avg score 0.4248 < final_threshold 0.6
property,assigner,supports,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.0000; semantic=0.5239; sequence_match=0.2500,False,0.4246,False,top-3 avg score 0.4246 < final_threshold 0.6
property,inheritrelation,isexpressedby,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5248; levenshtein=0.2667; semantic=0.4615; sequence_match=0.2857,False,0.4240,False,top-3 avg score 0.4240 < final_threshold 0.6
property,or,expresses,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5370; levenshtein=0.1111; semantic=0.5525; sequence_match=0.1818,False,0.4238,False,top-3 avg score 0.4238 < final_threshold 0.6
property,targetpolicy,violates,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5472; levenshtein=0.0833; semantic=0.5225; sequence_match=0.2000,False,0.4232,False,top-3 avg score 0.4232 < final_threshold 0.6
property,relation,specifies,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4907; levenshtein=0.2222; semantic=0.5437; sequence_match=0.2353,False,0.4232,False,top-3 avg score 0.4232 < final_threshold 0.6
property,assignee,violates,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.1250; semantic=0.5179; sequence_match=0.2500,False,0.4226,False,top-3 avg score 0.4226 < final_threshold 0.6
property,or,ispartof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5417; levenshtein=0.1250; semantic=0.5259; sequence_match=0.2000,False,0.4225,False,top-3 avg score 0.4225 < final_threshold 0.6
property,scope,isremedyfor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5273; levenshtein=0.1818; semantic=0.4899; sequence_match=0.2500,False,0.4224,False,top-3 avg score 0.4224 < final_threshold 0.6
property,partof,haslogicaloperator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4815; levenshtein=0.2222; semantic=0.4519; sequence_match=0.3333,False,0.4222,False,top-3 avg score 0.4222 < final_threshold 0.6
property,function,hasconsequence,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.1429; semantic=0.4812; sequence_match=0.2727,False,0.4219,False,top-3 avg score 0.4219 < final_threshold 0.6
property,inheritsfrom,hasconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4872; levenshtein=0.0769; semantic=0.5374; sequence_match=0.2400,False,0.4215,False,top-3 avg score 0.4215 < final_threshold 0.6
property,target,hasnestedconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5424; levenshtein=0.1579; semantic=0.4821; sequence_match=0.2400,False,0.4215,False,top-3 avg score 0.4215 < final_threshold 0.6
property,assignee,expressesconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4961; levenshtein=0.1579; semantic=0.4712; sequence_match=0.2963,False,0.4212,False,top-3 avg score 0.4212 < final_threshold 0.6
property,failure,hasconsequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4365; levenshtein=0.2143; semantic=0.5404; sequence_match=0.2857,False,0.4209,False,top-3 avg score 0.4209 < final_threshold 0.6
property,consequence,hasduty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4892; levenshtein=0.1818; semantic=0.5505; sequence_match=0.2222,False,0.4206,False,top-3 avg score 0.4206 < final_threshold 0.6
property,or,hasremedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5370; levenshtein=0.1111; semantic=0.5422; sequence_match=0.1818,False,0.4203,False,top-3 avg score 0.4203 < final_threshold 0.6
property,target,supports,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.1250; semantic=0.5901; sequence_match=0.1429,False,0.4203,False,top-3 avg score 0.4203 < final_threshold 0.6
property,onlyone,hasconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4799; levenshtein=0.2308; semantic=0.4803; sequence_match=0.3000,False,0.4200,False,top-3 avg score 0.4200 < final_threshold 0.6
property,haspermission,activatesuponfailureof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5347; levenshtein=0.2273; semantic=0.4397; sequence_match=0.2857,False,0.4200,False,top-3 avg score 0.4200 < final_threshold 0.6
property,hasaction,supports,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.0000; semantic=0.5656; sequence_match=0.2353,False,0.4198,False,top-3 avg score 0.4198 < final_threshold 0.6
property,assigner,isremedyfor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5379; levenshtein=0.1818; semantic=0.4052; sequence_match=0.3158,False,0.4196,False,top-3 avg score 0.4196 < final_threshold 0.6
property,inheritsfrom,expresses,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.1667; semantic=0.4447; sequence_match=0.2857,False,0.4194,False,top-3 avg score 0.4194 < final_threshold 0.6
property,inheritsfrom,hasremedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5093; levenshtein=0.0833; semantic=0.4612; sequence_match=0.2857,False,0.4187,False,top-3 avg score 0.4187 < final_threshold 0.6
property,scope,activatesuponfailureof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6091; levenshtein=0.1364; semantic=0.4240; sequence_match=0.2222,False,0.4184,False,top-3 avg score 0.4184 < final_threshold 0.6
property,and,hastype,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4921; levenshtein=0.1429; semantic=0.5630; sequence_match=0.2000,False,0.4183,False,top-3 avg score 0.4183 < final_threshold 0.6
property,function,specifies,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4907; levenshtein=0.2222; semantic=0.5250; sequence_match=0.2353,False,0.4170,False,top-3 avg score 0.4170 < final_threshold 0.6
property,partof,violates,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5139; levenshtein=0.1250; semantic=0.4512; sequence_match=0.2857,False,0.4169,False,top-3 avg score 0.4169 < final_threshold 0.6
property,assigner,playedby,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.0000; semantic=0.4989; sequence_match=0.2500,False,0.4163,False,top-3 avg score 0.4163 < final_threshold 0.6
property,failure,expresses,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5026; levenshtein=0.1111; semantic=0.4957; sequence_match=0.2500,False,0.4161,False,top-3 avg score 0.4161 < final_threshold 0.6
property,operand,hasrole,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.1429; semantic=0.5333; sequence_match=0.2857,False,0.4159,False,top-3 avg score 0.4159 < final_threshold 0.6
property,andsequence,hasconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4738; levenshtein=0.1538; semantic=0.4400; sequence_match=0.3333,False,0.4157,False,top-3 avg score 0.4157 < final_threshold 0.6
property,hasconstraint,isremedyfor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5012; levenshtein=0.0769; semantic=0.4945; sequence_match=0.2500,False,0.4152,False,top-3 avg score 0.4152 < final_threshold 0.6
property,hasoperator,linkedto,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4381; levenshtein=0.2727; semantic=0.4916; sequence_match=0.3158,False,0.4152,False,top-3 avg score 0.4152 < final_threshold 0.6
property,and,hasremedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4815; levenshtein=0.2222; semantic=0.4298; sequence_match=0.3333,False,0.4149,False,top-3 avg score 0.4149 < final_threshold 0.6
property,hasprohibition,isremedyfor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4957; levenshtein=0.2143; semantic=0.5084; sequence_match=0.2400,False,0.4147,False,top-3 avg score 0.4147 < final_threshold 0.6
property,partof,hasremedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5185; levenshtein=0.2222; semantic=0.4581; sequence_match=0.2667,False,0.4144,False,top-3 avg score 0.4144 < final_threshold 0.6
property,remedy,hasnestedconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5526; levenshtein=0.1579; semantic=0.4498; sequence_match=0.2400,False,0.4142,False,top-3 avg score 0.4142 < final_threshold 0.6
property,relation,hastype,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.5972; sequence_match=0.1333,False,0.4142,False,top-3 avg score 0.4142 < final_threshold 0.6
property,failure,hasright,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4901; levenshtein=0.1250; semantic=0.4854; sequence_match=0.2667,False,0.4140,False,top-3 avg score 0.4140 < final_threshold 0.6
property,function,isexclusive,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4773; levenshtein=0.1818; semantic=0.5540; sequence_match=0.2105,False,0.4139,False,top-3 avg score 0.4139 < final_threshold 0.6
property,consequence,hastype,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4892; levenshtein=0.1818; semantic=0.5302; sequence_match=0.2222,False,0.4139,False,top-3 avg score 0.4139 < final_threshold 0.6
property,handlepolicyconflicts,expressesconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4859; levenshtein=0.1905; semantic=0.4055; sequence_match=0.3500,False,0.4138,False,top-3 avg score 0.4138 < final_threshold 0.6
property,assignee,isremedyfor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5379; levenshtein=0.0909; semantic=0.3870; sequence_match=0.3158,False,0.4136,False,top-3 avg score 0.4136 < final_threshold 0.6
property,partof,expressesconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5526; levenshtein=0.1053; semantic=0.4475; sequence_match=0.2400,False,0.4134,False,top-3 avg score 0.4134 < final_threshold 0.6
property,hasconstraint,linkedto,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4241; levenshtein=0.0769; semantic=0.5303; sequence_match=0.2857,False,0.4134,False,top-3 avg score 0.4134 < final_threshold 0.6
property,and,hasconsequence,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.1429; semantic=0.4010; sequence_match=0.2353,False,0.4132,False,top-3 avg score 0.4132 < final_threshold 0.6
property,inheritrelation,activatesuponfailureof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5586; levenshtein=0.1818; semantic=0.3561; sequence_match=0.3243,False,0.4130,False,top-3 avg score 0.4130 < final_threshold 0.6
property,targetpolicy,hasright,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6139; levenshtein=0.1667; semantic=0.4573; sequence_match=0.1000,False,0.4126,False,top-3 avg score 0.4126 < final_threshold 0.6
property,handlepolicyconflicts,hasoperator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5548; levenshtein=0.1905; semantic=0.4304; sequence_match=0.2500,False,0.4118,False,top-3 avg score 0.4118 < final_threshold 0.6
property,inheritrelation,expressesconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5977; levenshtein=0.1579; semantic=0.4579; sequence_match=0.1765,False,0.4107,False,top-3 avg score 0.4107 < final_threshold 0.6
property,partof,expresses,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5185; levenshtein=0.1111; semantic=0.4454; sequence_match=0.2667,False,0.4102,False,top-3 avg score 0.4102 < final_threshold 0.6
property,relation,playedby,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.1250; semantic=0.5059; sequence_match=0.2500,False,0.4094,False,top-3 avg score 0.4094 < final_threshold 0.6
property,hasaction,linkedto,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4907; levenshtein=0.1111; semantic=0.5020; sequence_match=0.2353,False,0.4094,False,top-3 avg score 0.4094 < final_threshold 0.6
property,hasprohibition,activatesuponfailureof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5358; levenshtein=0.2273; semantic=0.4142; sequence_match=0.2778,False,0.4093,False,top-3 avg score 0.4093 < final_threshold 0.6
property,targetpolicy,hasnestedconstraint,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5077; levenshtein=0.2632; semantic=0.4566; sequence_match=0.1935,False,0.4092,False,top-3 avg score 0.4092 < final_threshold 0.6
property,obligation,hasnestedconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4535; levenshtein=0.1579; semantic=0.4979; sequence_match=0.2759,False,0.4091,False,top-3 avg score 0.4091 < final_threshold 0.6
property,function,expressesconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5110; levenshtein=0.1579; semantic=0.4933; sequence_match=0.2222,False,0.4088,False,top-3 avg score 0.4088 < final_threshold 0.6
property,partof,hasnestedconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5526; levenshtein=0.1579; semantic=0.4330; sequence_match=0.2400,False,0.4085,False,top-3 avg score 0.4085 < final_threshold 0.6
property,hasconstraint,ispartof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5365; levenshtein=0.1538; semantic=0.4977; sequence_match=0.1905,False,0.4082,False,top-3 avg score 0.4082 < final_threshold 0.6
property,assigner,ispartof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.1250; semantic=0.3891; sequence_match=0.2500,False,0.4075,False,top-3 avg score 0.4075 < final_threshold 0.6
property,inheritsfrom,hasnestedconstraint,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5077; levenshtein=0.2105; semantic=0.5038; sequence_match=0.1935,False,0.4074,False,top-3 avg score 0.4074 < final_threshold 0.6
property,hasoperator,isexpressedby,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4738; levenshtein=0.1538; semantic=0.4973; sequence_match=0.2500,False,0.4070,False,top-3 avg score 0.4070 < final_threshold 0.6
property,obligation,hasrole,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4651; levenshtein=0.1000; semantic=0.5204; sequence_match=0.2353,False,0.4069,False,top-3 avg score 0.4069 < final_threshold 0.6
property,inheritrelation,hasconsequence,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4968; levenshtein=0.0667; semantic=0.4480; sequence_match=0.2759,False,0.4069,False,top-3 avg score 0.4069 < final_threshold 0.6
property,haspermission,isexpressedby,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5855; levenshtein=0.1538; semantic=0.4041; sequence_match=0.2308,False,0.4068,False,top-3 avg score 0.4068 < final_threshold 0.6
property,andsequence,activatesuponfailureof,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5563; levenshtein=0.2273; semantic=0.4366; sequence_match=0.1818,False,0.4067,False,top-3 avg score 0.4067 < final_threshold 0.6
property,or,supports,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.2500; semantic=0.5694; sequence_match=0.4000,False,0.4065,False,top-3 avg score 0.4065 < final_threshold 0.6
property,targetpolicy,hastype,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4683; levenshtein=0.1667; semantic=0.5379; sequence_match=0.2105,False,0.4056,False,top-3 avg score 0.4056 < final_threshold 0.6
property,hasconstraint,violates,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4359; levenshtein=0.1538; semantic=0.5898; sequence_match=0.1905,False,0.4054,False,top-3 avg score 0.4054 < final_threshold 0.6
property,failure,playedby,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4901; levenshtein=0.1250; semantic=0.4559; sequence_match=0.2667,False,0.4042,False,top-3 avg score 0.4042 < final_threshold 0.6
property,inheritrelation,isremedyfor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5374; levenshtein=0.2667; semantic=0.3667; sequence_match=0.3077,False,0.4039,False,top-3 avg score 0.4039 < final_threshold 0.6
property,target,isremedyfor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5051; levenshtein=0.1818; semantic=0.4714; sequence_match=0.2353,False,0.4039,False,top-3 avg score 0.4039 < final_threshold 0.6
property,operand,ispartof,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4901; levenshtein=0.2500; semantic=0.4708; sequence_match=0.1333,False,0.4036,False,top-3 avg score 0.4036 < final_threshold 0.6
property,handlepolicyconflicts,supports,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4484; levenshtein=0.1905; semantic=0.4860; sequence_match=0.2759,False,0.4034,False,top-3 avg score 0.4034 < final_threshold 0.6
property,inheritsfrom,hasduty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4484; levenshtein=0.1667; semantic=0.5494; sequence_match=0.2105,False,0.4028,False,top-3 avg score 0.4028 < final_threshold 0.6
property,hasduty,ispartof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4901; levenshtein=0.1250; semantic=0.4516; sequence_match=0.2667,False,0.4028,False,top-3 avg score 0.4028 < final_threshold 0.6
